t_sec,x,y,z,solve_ms,n_zero_weights
4.207,2.0181,0.0038,0.0100,4.146,0
4.305,2.0270,0.0081,0.0067,3.521,0
4.403,2.0015,0.0064,0.0057,2.102,0
4.505,2.0260,-0.0367,0.0165,3.571,0
4.604,2.0105,-0.0061,0.0057,2.125,0
4.705,2.0265,-0.0129,-0.0051,2.270,0
4.803,1.9665,-0.0423,-0.0036,2.434,0
4.905,1.9965,0.0048,0.0116,4.147,0
5.004,2.0211,-0.0033,0.0057,2.838,0
5.105,2.0381,0.0108,0.0043,4.066,0
5.205,2.0176,0.0012,0.0193,4.232,0
5.304,2.0334,0.0222,0.0126,3.277,0
5.406,2.0326,-0.0002,0.0205,5.357,0
5.504,2.0032,0.0030,0.0189,2.436,0
5.603,1.9846,-0.0003,-0.0208,2.635,0
5.704,2.0019,0.0189,-0.0019,3.114,0
5.804,2.0405,0.0263,0.0054,3.002,0
5.904,1.9817,-0.0156,-0.0203,2.973,0
6.003,2.0032,0.0078,-0.0237,2.307,0
6.103,2.0015,0.0022,-0.0050,2.229,0
6.203,1.9901,0.0004,-0.0233,2.137,0
6.305,1.9879,0.0190,-0.0293,3.523,0
6.408,2.0071,0.0099,-0.0223,4.225,0
6.506,2.0298,0.0071,-0.0202,4.722,0
6.604,2.0070,0.0037,-0.0061,2.652,0
6.708,2.0036,-0.0141,-0.0148,3.997,0
6.807,2.0096,-0.0326,-0.0192,4.172,0
6.905,2.0121,-0.0242,-0.0093,3.640,0
7.006,2.0178,-0.0057,0.0140,4.043,0
7.105,2.0590,0.0167,0.0002,2.340,0
7.207,2.0447,0.0020,0.0271,4.844,0
7.303,2.0307,0.0241,0.0026,2.157,0
7.404,1.9848,0.0457,-0.0016,2.445,0
7.507,1.9781,0.0267,-0.0152,3.655,0
7.604,1.9744,0.0117,0.0054,3.252,0
7.703,2.0172,0.0160,0.0135,2.431,0
7.805,2.0725,0.0113,0.0054,3.118,0
7.903,2.0102,-0.0287,0.0011,2.349,0
8.003,1.9802,-0.0189,0.0184,2.190,0
8.105,1.9827,-0.0182,0.0210,3.643,0
8.207,2.0034,-0.0231,0.0157,2.575,0
8.306,2.0403,0.0252,-0.0063,4.264,0
8.403,2.0282,0.0318,-0.0042,2.435,0
8.505,2.0182,0.0107,0.0127,3.124,0
8.605,2.0138,0.0123,0.0131,2.805,0
8.704,1.9738,-0.0085,0.0145,2.263,0
8.805,2.0067,-0.0196,0.0061,3.693,0
8.906,2.0003,-0.0060,0.0222,4.609,0
9.003,1.9868,-0.0159,-0.0078,2.187,0
9.103,2.0119,-0.0080,0.0014,2.363,0
9.205,2.0665,0.0288,-0.0162,3.871,0
9.307,2.0013,0.0165,0.0214,4.326,0
9.406,2.0269,0.0114,0.0496,4.548,0
9.503,1.9955,-0.0068,0.0554,2.215,0
9.609,2.0414,-0.0005,0.0372,6.704,0
9.704,2.0488,-0.0219,0.0035,3.470,0
9.812,2.0046,-0.0132,0.0211,11.506,0
9.904,2.0235,-0.0068,-0.0017,3.262,0
10.004,1.9877,-0.0370,0.0109,2.490,0
10.110,2.0231,-0.0271,0.0208,6.661,0
10.204,2.0139,-0.0591,0.0052,3.042,0
10.303,2.0071,-0.0541,0.0082,2.726,0
10.406,2.0169,-0.0322,-0.0073,4.836,0
10.504,2.0004,-0.0416,-0.0081,2.679,0
10.608,1.9853,-0.0318,-0.0165,2.889,0
10.704,1.9820,-0.0733,-0.0265,3.035,0
10.809,1.9823,-0.0474,-0.0398,6.353,0
10.905,2.0049,-0.0519,-0.0259,2.396,0
11.004,1.9901,-0.0318,-0.0393,2.854,0
11.107,1.9528,-0.0334,-0.0095,3.284,0
11.203,2.0028,-0.0217,-0.0205,2.544,0
11.306,1.9927,-0.0413,-0.0170,5.176,0
11.408,1.9683,-0.0293,-0.0073,6.490,0
11.504,1.9388,-0.0320,0.0102,1.927,0
11.610,1.9302,-0.0153,-0.0071,7.888,0
11.705,1.9630,-0.0180,-0.0049,2.638,0
11.804,1.9827,-0.0117,-0.0212,2.661,0
11.905,1.9821,-0.0155,-0.0061,2.797,0
12.003,1.9733,-0.0198,-0.0101,2.396,0
12.104,1.9876,-0.0263,-0.0215,3.662,0
12.203,1.9753,-0.0043,-0.0337,2.772,0
12.306,1.9845,-0.0167,-0.0204,4.604,0
