t_sec,x,y,z,solve_ms,n_zero_weights
3.306,2.0089,0.0039,0.0070,4.753,0
3.403,1.9782,0.0144,0.0092,2.564,0
3.505,1.9951,0.0085,-0.0079,4.024,0
3.604,1.9695,0.0057,0.0301,2.738,0
3.706,1.9742,0.0008,0.0241,4.531,0
3.804,1.9847,-0.0204,0.0152,3.019,0
3.904,1.9998,-0.0207,0.0229,3.108,0
4.005,1.9678,0.0226,-0.0012,3.290,0
4.104,1.9783,0.0096,0.0051,2.871,0
4.206,1.9797,0.0201,-0.0203,2.395,0
4.304,1.9444,-0.0079,-0.0270,3.462,0
4.404,1.9837,-0.0189,-0.0216,2.998,0
4.503,2.0160,0.0021,-0.0080,2.082,0
4.603,2.0184,-0.0094,-0.0004,2.114,0
4.703,2.0212,0.0012,0.0067,2.269,0
4.804,2.0004,-0.0077,0.0069,2.686,0
4.903,1.9729,0.0164,0.0125,2.449,0
5.005,1.9916,0.0295,0.0042,3.486,0
5.105,1.9529,0.0161,0.0041,4.032,0
5.204,1.9895,0.0251,0.0059,2.829,0
5.303,2.0089,0.0141,0.0026,1.764,0
5.405,2.0249,0.0109,0.0025,3.941,0
5.504,1.9790,-0.0109,0.0086,3.214,0
5.604,1.9723,-0.0197,-0.0035,3.045,0
5.703,1.9446,-0.0113,0.0073,2.461,0
5.805,1.9303,-0.0352,-0.0106,3.822,0
5.911,1.9757,0.0011,-0.0270,9.012,0
6.004,2.0086,0.0208,-0.0115,3.012,0
6.105,2.0090,0.0225,0.0072,3.313,0
6.204,1.9955,0.0193,-0.0001,3.034,0
6.313,2.0134,0.0022,0.0115,4.826,0
6.404,2.0100,-0.0128,-0.0050,2.567,0
6.504,1.9702,0.0188,0.0041,3.306,0
6.607,1.9909,-0.0009,0.0106,5.607,0
6.704,2.0093,-0.0187,0.0114,2.850,0
6.803,2.0018,-0.0345,0.0167,2.384,0
6.903,2.0283,-0.0146,0.0143,2.026,0
7.004,2.0111,-0.0165,-0.0010,3.038,0
7.103,2.0540,0.0002,0.0044,2.288,0
7.204,2.0508,-0.0357,0.0139,2.939,0
7.303,1.9739,-0.0291,-0.0026,2.353,0
7.406,1.9906,-0.0011,0.0064,3.427,0
7.503,1.9897,0.0129,-0.0221,2.155,0
7.603,2.0028,-0.0144,-0.0236,2.471,0
7.704,2.0069,-0.0034,0.0003,2.684,0
7.803,1.9795,-0.0195,-0.0040,2.454,0
7.903,2.0245,-0.0148,0.0015,2.578,0
8.006,2.0072,0.0040,-0.0041,3.619,0
8.104,2.0149,-0.0316,-0.0021,2.741,0
8.203,2.0010,0.0051,0.0113,2.264,0
8.303,1.9776,-0.0016,-0.0029,2.244,0
8.405,1.9906,-0.0085,0.0103,3.415,0
8.503,2.0358,-0.0058,0.0230,2.498,0
8.605,2.0162,-0.0253,0.0035,4.094,0
8.706,2.0449,0.0037,0.0190,4.179,0
8.805,2.0007,0.0141,-0.0002,3.465,0
8.906,2.0301,0.0251,-0.0112,4.516,0
9.003,1.9700,-0.0375,-0.0018,2.158,0
9.103,2.0036,-0.0307,0.0027,2.684,0
9.203,1.9803,-0.0400,-0.0203,2.025,0
9.302,1.9667,0.0009,0.0076,1.646,0
9.404,1.9479,-0.0305,0.0003,3.503,0
9.509,1.9454,-0.0074,0.0046,4.634,0
9.605,1.9742,-0.0017,-0.0012,3.571,0
9.704,1.9422,-0.0292,-0.0147,2.463,0
9.803,1.9230,0.0112,-0.0133,2.145,0
9.905,1.9618,0.0071,-0.0174,3.659,0
10.004,1.9167,0.0035,-0.0485,3.081,0
10.104,1.9313,0.0166,-0.0235,2.677,0
10.205,1.9217,0.0408,-0.0206,3.717,0
10.304,1.9003,-0.0243,-0.0107,2.694,0
10.404,1.9042,0.0088,-0.0376,2.645,0
10.505,1.8791,-0.0329,-0.0206,3.767,0
10.605,1.9150,-0.0130,-0.0103,3.269,0
10.704,1.9217,-0.0162,-0.0007,2.810,0
10.803,1.9387,0.0109,-0.0220,2.492,0
10.904,1.9533,-0.0344,-0.0372,1.814,0
11.008,1.8991,-0.0053,-0.0300,5.010,0
11.108,1.9578,-0.0178,-0.0380,4.301,0
11.203,1.9030,-0.0278,-0.0199,1.992,0
11.305,1.9090,-0.0182,-0.0284,2.704,0
11.404,1.8980,0.0137,-0.0267,2.274,0
11.504,1.9134,-0.0092,-0.0196,2.863,0
11.604,1.8685,-0.0314,-0.0175,2.535,0
11.707,1.9241,-0.0575,-0.0140,5.675,0
11.804,1.9208,-0.0824,-0.0091,3.115,0
11.907,1.9392,-0.0965,-0.0132,4.026,0
12.004,1.9160,-0.0984,-0.0151,2.867,0
12.103,1.9372,-0.0893,-0.0058,1.865,0
12.203,1.9196,-0.0419,-0.0148,2.458,0
12.304,1.9239,-0.0476,-0.0322,3.052,0
12.404,1.9372,-0.0864,-0.0302,3.242,0
12.504,1.9163,-0.0430,-0.0273,3.313,0
12.604,1.9137,-0.0370,-0.0203,2.651,0
12.706,1.9228,-0.0202,-0.0258,3.794,0
12.805,1.9156,-0.0272,-0.0171,4.480,0
12.905,1.9467,-0.0085,-0.0099,4.053,0
13.006,1.9328,0.0079,0.0026,4.696,0
13.103,1.9464,0.0331,-0.0063,2.528,0
13.204,1.9341,0.0077,-0.0102,3.027,0
13.305,1.9226,0.0273,-0.0049,3.203,0
13.404,1.9026,0.0401,0.0070,2.141,0
13.503,1.8849,0.0352,-0.0053,2.217,0
13.603,1.8608,0.0415,-0.0127,2.321,0
13.706,1.8910,0.0248,-0.0203,4.208,0
13.803,1.9002,0.0313,-0.0259,2.265,0
13.903,1.9054,0.0239,-0.0455,2.216,0
14.003,1.8497,0.0388,-0.0504,2.401,0
14.104,1.9014,0.0407,-0.0570,2.727,0
14.205,1.9172,0.0296,-0.0439,3.454,0
14.306,1.8827,-0.0030,-0.0251,3.944,0
14.407,1.8435,0.0019,-0.0485,4.199,0
14.504,1.8954,0.0441,-0.0407,2.687,0
14.605,1.9195,0.0117,-0.0260,4.111,0
14.705,1.9012,0.0393,-0.0323,3.799,0
14.804,1.9140,0.0174,-0.0071,3.046,0
14.905,1.9150,0.0351,-0.0057,2.957,0
15.003,1.8940,0.0160,0.0225,2.367,0
15.105,1.9291,0.0489,0.0065,3.666,0
15.204,1.9166,0.0248,0.0360,3.108,0
15.305,1.9230,0.0493,0.0389,3.667,0
15.405,1.9164,0.0318,0.0176,3.533,0
15.503,1.8889,0.0504,0.0142,2.191,0
15.604,1.9368,0.0574,0.0081,2.293,0
15.705,1.9116,0.0491,0.0081,4.077,0
15.805,1.9350,0.0460,0.0064,3.621,0
15.904,1.9050,0.0112,0.0119,2.805,0
16.004,1.9029,0.0149,0.0109,3.390,0
16.103,1.9649,0.0313,-0.0183,2.289,0
16.204,1.9776,0.0259,0.0291,3.323,0
16.304,1.9668,0.0345,0.0104,2.864,0
16.405,1.9676,0.0327,0.0064,2.792,0
16.505,1.9792,0.0365,0.0313,3.391,0
16.605,1.9854,0.0552,0.0232,3.661,0
16.704,1.9957,0.0386,0.0019,2.832,0
16.805,2.0136,0.0291,0.0218,3.053,0
16.905,1.9997,0.0300,0.0203,3.264,0
17.004,2.0015,0.0651,0.0030,3.179,0
17.103,1.9918,0.0274,0.0128,2.062,0
17.204,2.0535,0.0327,-0.0099,3.029,0
17.306,2.0580,0.0708,-0.0076,2.348,0
17.406,2.0800,0.0629,-0.0133,4.832,0
17.504,2.0948,0.0801,-0.0232,3.068,0
17.603,2.0691,0.0558,-0.0038,2.323,0
17.704,2.0768,0.0621,0.0077,2.918,0
17.803,2.0809,0.0948,0.0168,1.849,0
17.905,2.1051,0.0970,0.0020,3.089,0
18.004,2.0850,0.0818,0.0231,3.045,0
18.104,2.0987,0.0966,0.0408,3.358,0
18.204,2.0490,0.0790,0.0457,3.222,0
18.306,2.0770,0.0850,0.0336,3.164,0
18.405,2.0588,0.0984,0.0344,4.138,0
18.506,2.0591,0.0980,0.0141,3.749,0
18.603,2.0695,0.0680,0.0264,1.895,0
18.705,2.0635,0.1132,0.0209,4.218,0
18.803,2.0419,0.0888,0.0196,2.179,0
18.903,2.0263,0.1038,0.0261,2.077,0
19.004,2.0053,0.1065,0.0110,2.929,0
19.104,2.0124,0.1239,0.0253,3.546,0
19.207,1.9809,0.0943,0.0180,4.079,0
19.305,2.0032,0.1270,0.0444,3.954,0
19.405,2.0015,0.1234,0.0434,3.208,0
19.505,1.9928,0.1033,0.0105,3.625,0
19.604,2.0158,0.1364,0.0188,3.150,0
19.706,2.0030,0.1392,0.0059,3.781,0
19.808,1.9862,0.1470,0.0143,4.447,0
19.904,1.9996,0.1485,0.0143,3.172,0
20.004,2.0338,0.1696,0.0157,2.883,0
20.103,1.9930,0.1479,0.0073,2.576,0
20.204,2.0333,0.1954,0.0216,2.998,0
20.304,2.0033,0.1712,0.0256,2.310,0
20.405,2.0440,0.1742,0.0136,2.721,0
20.504,2.0296,0.2296,0.0223,3.013,0
20.605,2.0564,0.2221,0.0180,3.230,0
20.704,2.0021,0.2034,0.0263,2.963,0
20.805,2.0222,0.2068,0.0349,4.330,0
20.906,2.0085,0.1921,0.0114,2.828,0
21.005,2.0161,0.2203,0.0172,2.689,0
21.103,1.9883,0.1684,0.0532,2.309,0
21.204,1.9838,0.1967,0.0564,2.909,0
21.303,2.0018,0.1686,0.0828,2.342,0
21.404,2.0044,0.1779,0.0783,3.274,0
21.504,2.0087,0.1544,0.0731,2.934,0
21.604,1.9727,0.1655,0.0691,2.955,0
21.703,2.0132,0.1664,0.0796,2.499,0
21.803,2.0557,0.1983,0.0946,2.145,0
21.904,2.0694,0.1954,0.0912,2.805,0
22.004,2.0554,0.1445,0.0939,3.197,0
22.103,2.0513,0.1630,0.0874,2.541,0
22.206,2.0716,0.1428,0.0978,4.828,0
22.303,2.1029,0.1437,0.1125,2.343,0
22.403,2.0765,0.1459,0.1292,2.190,0
22.503,2.0674,0.1565,0.1076,2.578,0
22.606,2.0804,0.1508,0.0790,4.053,0
22.708,2.0248,0.1499,0.0955,3.643,0
22.804,2.0411,0.1427,0.0938,2.872,0
22.912,2.0345,0.1468,0.1004,7.275,0
23.005,2.0140,0.1472,0.0760,3.953,0
23.103,2.0493,0.1356,0.0908,2.362,0
23.205,2.0144,0.1563,0.0784,3.683,0
