t_sec,x,y,z,solve_ms,best_inliers,n_neighbours
3.413,3.9890,2.0114,-0.0022,10.549,4,4
3.521,3.9984,2.0183,0.0105,19.795,4,4
3.626,3.9882,1.9959,-0.0016,25.195,4,4
3.713,3.9707,1.9780,0.0034,10.334,4,4
3.816,4.0070,2.0102,0.0157,15.262,4,4
3.916,3.9707,1.9849,0.0073,14.899,4,4
4.011,3.9909,2.0198,-0.0188,9.911,4,4
4.116,4.0142,2.0395,0.0041,13.100,4,4
4.214,4.0111,2.0549,0.0237,13.064,4,4
4.320,4.0280,2.0360,0.0277,18.457,4,4
4.415,4.0094,2.0193,0.0288,14.351,4,4
4.514,4.0123,2.0002,0.0061,11.274,4,4
4.613,3.9967,1.9677,-0.0144,11.677,4,4
4.711,4.0146,2.0016,-0.0047,10.629,4,4
4.812,3.9897,1.9766,0.0067,11.286,4,4
4.915,3.9751,1.9747,-0.0072,13.697,4,4
5.023,4.0103,2.0155,0.0032,21.553,4,4
5.113,4.0089,1.9824,0.0107,12.226,4,4
5.214,3.9977,2.0358,-0.0067,12.581,4,4
5.311,4.0289,2.0038,-0.0103,9.474,4,4
5.414,4.0157,2.0123,-0.0008,12.696,4,4
5.525,3.9669,1.9659,0.0120,21.353,4,4
5.616,4.0109,1.9980,0.0085,15.172,4,4
5.710,3.9722,1.9920,0.0205,8.609,4,4
5.813,3.9675,2.0297,0.0124,12.108,4,4
5.913,4.0047,2.0058,0.0039,12.366,4,4
6.021,3.9956,2.0192,-0.0168,16.921,4,4
6.113,4.0181,2.0097,-0.0003,11.195,4,4
6.217,4.0272,2.0425,-0.0157,11.494,4,4
6.316,4.0123,2.0075,0.0062,14.866,4,4
6.414,4.0225,2.0302,-0.0017,12.225,4,4
6.512,4.0187,2.0292,0.0139,10.547,4,4
6.615,4.0066,2.0104,0.0029,14.302,4,4
6.712,4.0523,2.0384,0.0034,11.145,4,4
6.809,4.0147,1.9979,0.0045,8.058,4,4
6.913,4.0122,1.9942,0.0286,11.926,4,4
7.011,4.0022,1.9781,0.0156,9.774,4,4
7.115,4.0139,2.0197,0.0199,13.896,4,4
7.215,3.9834,2.0184,0.0001,10.361,4,4
7.310,3.9997,1.9894,0.0063,9.067,4,4
7.415,3.9753,1.9745,0.0120,14.454,4,4
7.513,3.9865,2.0007,0.0190,11.676,4,4
7.610,3.9742,1.9864,0.0280,9.044,4,4
7.714,3.9617,1.9759,0.0524,12.502,4,4
7.826,3.9856,1.9675,0.0672,23.033,4,4
7.921,3.9706,1.9444,0.0568,20.261,4,4
8.009,3.9689,1.9343,0.0824,8.082,4,4
8.115,3.9891,1.9587,0.0603,14.216,4,4
8.211,3.9411,1.9426,0.0638,8.415,4,4
8.313,3.9734,1.9536,0.0694,11.686,4,4
8.411,3.9778,1.9171,0.0647,7.805,4,4
8.513,3.9364,1.9120,0.0675,12.019,4,4
8.613,3.9071,1.8887,0.0573,11.468,4,4
8.714,3.9084,1.8933,0.0699,11.189,4,4
8.814,3.8874,1.9049,0.0707,11.465,4,4
8.913,3.8700,1.8908,0.0359,11.271,4,4
9.009,3.8702,1.8941,0.0351,8.570,4,4
9.111,3.8941,1.9083,0.0355,9.574,4,4
9.209,3.8770,1.8876,0.0144,8.325,4,4
9.312,3.8664,1.9066,0.0212,11.381,4,4
9.415,3.8553,1.9152,0.0079,14.243,4,4
9.511,3.8520,1.9199,0.0353,10.086,4,4
9.613,3.8914,1.9664,0.0392,11.668,4,4
9.711,3.8757,1.9199,0.0442,10.614,4,4
9.810,3.9062,1.9395,0.0739,8.852,4,4
9.912,3.9555,1.9497,0.0625,11.165,4,4
10.011,3.9349,1.9246,0.0385,9.390,4,4
10.113,3.9324,1.9277,0.0797,11.409,4,4
