t_sec,x,y,z,solve_ms,best_inliers,n_neighbours
4.112,4.0118,1.9847,0.0050,9.393,4,4
4.212,4.0114,1.9872,0.0123,10.852,4,4
4.318,3.9466,1.9710,0.0059,16.214,4,4
4.417,3.9840,2.0010,-0.0066,16.372,4,4
4.515,3.9936,2.0184,-0.0114,13.941,4,4
4.611,3.9989,2.0060,0.0043,9.108,4,4
4.713,4.0051,2.0159,-0.0154,11.916,4,4
4.811,3.9590,1.9730,-0.0038,10.489,4,4
4.911,3.9678,1.9805,0.0110,9.911,4,4
5.012,4.0247,2.0079,0.0082,10.739,4,4
5.117,3.9977,1.9964,0.0112,15.646,4,4
5.210,4.0101,2.0053,0.0148,8.999,4,4
5.314,4.0111,2.0072,-0.0002,11.416,4,4
5.414,3.9772,2.0000,-0.0164,13.423,4,4
5.514,3.9949,2.0112,0.0154,11.833,4,4
5.616,4.0079,2.0056,0.0022,14.785,4,4
5.713,3.9781,1.9597,0.0128,11.465,4,4
5.815,4.0074,1.9956,-0.0047,13.344,4,4
5.948,4.0427,1.9898,0.0218,39.899,4,4
6.016,4.0052,1.9887,0.0110,14.132,4,4
6.110,4.0133,2.0254,0.0362,7.665,4,4
6.210,4.0073,2.0187,0.0088,8.837,4,4
6.314,3.9904,2.0206,0.0019,9.875,4,4
6.412,4.0036,2.0330,0.0178,11.470,4,4
6.511,4.0151,2.0299,-0.0013,10.119,4,4
6.614,4.0268,2.0293,-0.0178,12.545,4,4
6.712,3.9947,1.9914,-0.0073,11.420,4,4
6.815,4.0073,2.0478,-0.0002,13.858,4,4
6.911,3.9981,2.0178,-0.0130,10.414,4,4
7.012,4.0342,2.0271,0.0083,11.766,4,4
7.109,3.9984,2.0338,-0.0204,8.542,4,4
7.213,4.0391,2.0335,-0.0130,11.547,4,4
7.316,4.0064,1.9979,-0.0011,12.634,4,4
7.418,4.0166,2.0115,-0.0049,16.743,4,4
7.513,3.9937,1.9414,0.0285,12.192,4,4
7.615,4.0169,1.9710,0.0239,14.038,4,4
7.718,3.9874,1.9897,-0.0013,12.100,4,4
7.809,4.0050,1.9906,0.0093,8.023,4,4
7.913,4.0482,2.0096,-0.0107,12.505,4,4
8.011,4.0114,2.0220,-0.0409,10.724,4,4
8.113,3.9973,2.0200,-0.0191,11.435,4,4
8.212,4.0364,2.0085,-0.0237,11.700,4,4
8.313,4.0054,2.0130,-0.0021,12.231,4,4
8.415,4.0004,2.0231,0.0041,13.505,4,4
8.513,4.0298,2.0258,0.0138,11.689,4,4
8.617,4.0112,2.0486,0.0077,15.824,4,4
8.716,4.0112,2.0365,0.0227,14.999,4,4
8.812,4.0315,2.0067,0.0085,11.130,4,4
8.913,4.0268,2.0245,0.0103,10.965,4,4
9.014,4.0077,1.9932,0.0097,12.213,4,4
9.123,3.9922,2.0240,0.0171,18.206,4,4
9.212,3.9942,2.0200,0.0144,11.170,4,4
9.313,4.0460,1.9918,-0.0156,11.954,4,4
9.414,3.9816,2.0192,-0.0047,13.187,4,4
9.517,3.9827,2.0205,0.0030,12.909,4,4
9.614,3.9927,1.9966,-0.0100,11.753,4,4
9.726,3.9915,1.9958,-0.0052,12.395,4,4
9.815,3.9776,1.9900,-0.0213,13.997,4,4
9.910,3.9923,1.9991,-0.0091,8.119,4,4
10.018,3.9338,1.9902,-0.0251,17.026,4,4
10.126,3.9528,1.9931,-0.0247,25.406,4,4
10.213,3.9976,2.0020,-0.0146,11.863,4,4
10.311,3.9710,1.9784,-0.0053,8.885,4,4
10.415,3.9640,2.0138,-0.0137,13.358,4,4
10.515,3.9630,1.9970,0.0008,14.148,4,4
10.611,3.9694,1.9903,-0.0209,9.834,4,4
10.717,3.9653,1.9903,-0.0321,14.365,4,4
10.812,3.9907,1.9953,-0.0000,9.932,4,4
10.911,3.9973,2.0183,-0.0167,10.491,4,4
11.017,4.0378,2.0491,0.0050,15.483,4,4
11.115,4.0078,2.0260,-0.0093,14.017,4,4
11.211,4.0036,2.0515,-0.0221,9.784,4,4
11.314,3.9873,2.0125,-0.0096,12.953,4,4
11.423,4.0033,1.9910,-0.0149,20.311,4,4
11.536,4.0562,2.0158,-0.0029,30.237,4,4
11.619,3.9843,2.0143,0.0083,14.774,4,4
11.712,4.0526,2.0370,-0.0178,11.178,4,4
11.813,4.0216,2.0329,-0.0032,11.978,4,4
11.913,4.0212,2.0041,0.0115,12.582,4,4
12.014,4.0224,1.9896,0.0010,12.285,4,4
12.113,4.0841,1.9901,0.0100,12.532,4,4
12.216,4.0461,2.0367,0.0199,13.156,4,4
12.314,4.0490,2.0129,0.0209,12.199,4,4
12.413,4.0749,2.0408,0.0572,11.921,4,4
12.522,4.0768,1.9909,0.0036,20.934,4,4
12.620,4.0622,2.0109,0.0130,16.176,4,4
12.713,4.0833,2.0231,0.0364,12.114,4,4
12.816,4.0562,2.0085,0.0149,15.533,4,4
12.923,4.0661,1.9938,0.0404,22.227,4,4
13.014,4.0833,1.9972,0.0229,11.664,4,4
13.111,4.0910,1.9824,0.0063,9.783,4,4
13.220,4.0848,1.9663,0.0204,13.836,4,4
13.312,4.1111,1.9898,0.0044,11.709,4,4
13.410,4.1480,2.0120,0.0081,9.523,4,4
13.514,4.1066,1.9791,0.0018,11.291,4,4
13.613,4.1486,2.0049,0.0072,11.851,4,4
13.712,4.1222,1.9951,0.0140,11.162,4,4
13.812,4.1304,1.9995,0.0181,10.403,4,4
13.914,4.1440,1.9836,0.0335,12.301,4,4
14.019,4.1529,1.9971,0.0517,17.356,4,4
14.116,4.1540,2.0337,0.0201,13.455,4,4
14.208,4.1125,1.9967,0.0278,7.342,4,4
14.313,4.1469,2.0087,0.0460,12.394,4,4
14.416,4.1214,1.9885,0.0537,14.657,4,4
14.509,4.1202,1.9891,0.0204,8.507,4,4
14.616,4.1493,2.0181,0.0343,14.968,4,4
14.717,4.1356,1.9893,0.0377,14.221,4,4
14.813,4.1526,2.0097,0.0317,12.375,4,4
