t_sec,x,y,z,solve_ms,n_zero_weights
3.008,2.0123,1.9979,0.0030,5.267,0
3.104,2.0049,1.9999,-0.0164,2.840,0
3.202,1.9794,1.9842,0.0102,1.964,0
3.304,2.0028,1.9815,-0.0062,2.479,0
3.404,1.9377,2.0253,-0.0128,2.714,0
3.510,1.9627,2.0156,-0.0189,7.113,0
3.604,1.9610,1.9976,-0.0205,2.767,0
3.705,1.9601,1.9806,-0.0025,3.313,0
3.805,1.9610,1.9782,-0.0030,3.810,0
3.907,1.9665,1.9713,-0.0007,6.223,0
4.006,2.0049,2.0286,-0.0043,3.330,0
4.103,2.0096,2.0105,-0.0395,2.786,0
4.207,1.9898,2.0135,-0.0064,4.341,0
4.307,2.0214,2.0105,-0.0141,5.750,0
4.406,1.9863,2.0005,0.0118,3.718,0
4.507,1.9850,2.0267,-0.0135,5.004,0
4.604,1.9965,2.0129,-0.0090,3.245,0
4.704,1.9681,1.9668,-0.0111,2.458,0
4.804,2.0046,1.9790,0.0174,2.917,0
4.910,2.0059,1.9948,-0.0044,3.582,0
5.010,1.9613,1.9920,0.0010,3.831,0
5.107,1.9845,1.9798,0.0078,2.088,0
5.204,2.0145,1.9765,0.0152,2.654,0
5.307,1.9940,1.9692,0.0136,3.978,0
5.404,1.9862,1.9716,0.0201,3.205,0
5.505,1.9652,2.0074,0.0017,4.181,0
5.614,1.9869,1.9832,-0.0118,7.778,0
5.709,2.0103,1.9927,-0.0080,6.288,0
5.805,2.0333,1.9994,0.0042,3.389,0
5.907,2.0064,2.0402,-0.0144,3.434,0
6.016,1.9951,2.0354,-0.0030,8.094,0
6.103,2.0320,2.0057,-0.0117,2.536,0
6.206,2.0256,2.0057,0.0109,4.149,0
6.305,2.0125,2.0060,0.0076,3.236,0
6.404,2.0521,2.0069,0.0045,2.975,0
6.506,2.0531,2.0460,-0.0036,4.511,0
6.606,2.0574,2.0357,-0.0074,5.397,0
6.705,2.0547,2.0248,-0.0149,3.635,0
6.803,2.0081,2.0186,-0.0199,2.535,0
