t_sec,x,y,z,solve_ms,n_zero_weights
3.503,1.9769,2.0003,0.0045,2.328,0
3.605,1.9756,2.0045,0.0163,2.900,0
3.707,1.9746,2.0252,0.0184,3.478,0
3.807,2.0226,1.9846,0.0214,4.341,0
3.905,1.9841,2.0083,0.0092,3.731,0
4.005,1.9956,2.0418,0.0175,3.806,0
4.104,2.0129,2.0582,-0.0074,2.511,0
4.204,1.9834,2.0117,-0.0309,2.117,0
4.304,1.9858,2.0177,-0.0344,3.182,0
4.403,1.9877,1.9646,-0.0249,2.635,0
4.505,1.9941,2.0105,-0.0026,3.761,0
4.603,1.9831,1.9997,0.0000,2.297,0
4.703,2.0172,2.0111,0.0070,2.609,0
4.804,1.9834,2.0052,0.0170,3.339,0
4.905,2.0057,2.0068,0.0092,3.642,0
5.003,1.9667,2.0354,-0.0083,2.061,0
5.104,1.9722,1.9815,0.0087,2.854,0
5.205,2.0124,2.0041,0.0031,3.644,0
5.305,2.0226,2.0089,0.0054,2.488,0
5.403,2.0024,1.9909,0.0080,2.327,0
5.503,1.9958,1.9976,0.0007,2.040,0
5.605,1.9676,1.9847,0.0104,2.710,0
5.704,1.9612,1.9941,-0.0076,3.304,0
5.804,1.9560,1.9791,-0.0087,3.156,0
5.907,1.9716,1.9842,-0.0131,5.794,0
6.004,2.0038,2.0236,0.0030,2.513,0
6.103,2.0043,2.0245,0.0033,2.493,0
6.213,2.0200,2.0458,-0.0135,2.991,0
6.306,2.0044,2.0108,-0.0064,2.903,0
6.404,1.9835,1.9756,0.0072,2.883,0
6.504,1.9906,1.9790,-0.0125,3.107,0
6.608,1.9955,2.0141,0.0032,3.454,0
6.704,2.0434,1.9802,0.0070,2.810,0
6.803,2.0054,1.9600,0.0216,2.052,0
6.906,2.0286,1.9770,0.0247,3.905,0
7.003,2.0187,1.9869,0.0104,2.441,0
7.104,2.0456,1.9772,0.0027,3.356,0
7.204,2.0025,1.9835,-0.0006,3.259,0
7.305,1.9915,1.9631,-0.0097,3.801,0
7.405,2.0088,1.9832,0.0026,4.044,0
7.505,2.0300,2.0074,-0.0207,3.783,0
7.604,1.9871,1.9806,-0.0244,3.274,0
7.704,1.9835,1.9658,-0.0214,2.422,0
7.803,2.0277,1.9972,0.0008,2.190,0
7.903,2.0111,1.9678,-0.0029,1.793,0
8.005,2.0249,1.9876,0.0043,2.604,0
8.105,1.9987,2.0038,-0.0021,3.786,0
8.204,1.9877,1.9981,-0.0122,2.928,0
8.305,1.9846,2.0070,0.0035,4.064,0
8.405,1.9944,2.0139,0.0275,3.919,0
8.505,2.0090,1.9934,0.0138,3.288,0
8.604,2.0397,2.0107,0.0066,3.083,0
8.708,2.0168,2.0154,-0.0037,5.112,0
8.804,2.0124,2.0012,0.0123,2.844,0
8.905,2.0168,1.9918,-0.0160,3.732,0
9.004,2.0243,2.0030,-0.0229,2.973,0
9.104,1.9694,1.9889,-0.0073,3.333,0
9.203,1.9665,1.9956,-0.0086,2.352,0
9.303,1.9582,1.9814,-0.0032,2.133,0
9.403,1.9576,2.0089,0.0148,2.293,0
9.504,1.9742,2.0296,0.0005,3.130,0
9.606,1.9730,1.9767,-0.0136,4.457,0
9.706,1.9461,1.9969,-0.0022,4.287,0
9.805,1.9532,1.9697,-0.0056,2.537,0
9.904,1.9164,2.0069,-0.0283,3.305,0
10.004,1.9269,2.0126,-0.0372,2.805,0
10.104,1.8906,2.0194,-0.0483,2.974,0
10.203,1.8743,2.0093,-0.0266,1.786,0
10.310,1.9313,2.0069,-0.0180,3.068,0
10.405,1.9179,1.9801,-0.0160,3.162,0
10.504,1.8730,1.9875,-0.0346,2.979,0
10.604,1.9148,1.9908,-0.0118,3.279,0
10.704,1.9317,1.9711,0.0028,2.648,0
10.805,1.9617,1.9742,-0.0224,3.801,0
10.905,1.9456,1.9866,-0.0304,3.760,0
11.005,1.9195,1.9299,-0.0334,4.203,0
11.105,1.9509,1.9557,-0.0263,2.862,0
11.204,1.9007,1.9641,-0.0238,2.761,0
11.305,1.9367,1.9761,-0.0208,3.513,0
11.404,1.9282,1.9720,-0.0309,2.273,0
11.507,1.9385,1.9428,-0.0177,3.774,0
11.604,1.9229,1.9506,-0.0169,2.311,0
11.705,1.9124,1.9391,-0.0183,3.288,0
11.803,1.8902,1.9281,-0.0313,2.273,0
11.904,1.9122,1.9062,-0.0164,3.135,0
12.003,1.9243,1.9023,-0.0217,2.263,0
12.103,1.9483,1.9475,-0.0091,2.188,0
12.204,1.9469,1.9330,-0.0268,3.185,0
12.305,1.9571,1.9339,-0.0219,3.440,0
12.405,1.9495,1.9397,-0.0323,3.475,0
12.504,1.9039,1.9714,-0.0248,3.427,0
12.605,1.9232,1.9852,-0.0354,4.009,0
12.703,1.9250,1.9712,-0.0224,2.423,0
12.803,1.9235,1.9890,-0.0035,2.552,0
12.904,1.9307,2.0102,-0.0109,2.715,0
13.004,1.9477,2.0144,0.0009,2.214,0
13.104,1.9452,2.0142,-0.0069,3.055,0
13.203,1.9198,2.0181,-0.0082,2.256,0
13.304,1.9322,2.0249,0.0174,2.767,0
13.403,1.9206,2.0497,-0.0088,2.057,0
13.503,1.8495,2.0415,0.0059,2.304,0
13.603,1.8718,2.0049,-0.0265,2.177,0
13.705,1.8794,2.0592,-0.0451,2.752,0
13.805,1.8583,2.0141,-0.0520,3.404,0
13.903,1.8994,2.0240,-0.0484,2.356,0
14.004,1.8753,2.0442,-0.0311,3.260,0
14.107,1.8810,2.0010,-0.0393,5.426,0
14.203,1.9126,2.0442,-0.0269,2.567,0
14.307,1.8795,2.0078,-0.0607,5.368,0
14.404,1.8964,2.0243,-0.0328,2.885,0
14.504,1.9284,2.0207,-0.0603,3.279,0
14.604,1.9031,2.0205,-0.0350,2.982,0
14.703,1.9341,2.0104,-0.0278,2.014,0
14.803,1.9302,1.9948,-0.0141,2.206,0
14.904,1.9197,2.0263,0.0098,2.716,0
15.004,1.8973,2.0099,0.0276,3.307,0
15.106,1.9417,2.0426,0.0328,4.161,0
15.205,1.9049,2.0297,0.0300,3.263,0
15.306,1.8878,2.0469,0.0184,3.351,0
15.403,1.9124,2.0531,0.0170,2.076,0
15.505,1.8933,2.0428,0.0174,2.870,0
15.605,1.9405,2.0495,0.0062,4.394,0
15.704,1.9389,2.0646,0.0067,3.064,0
15.805,1.9272,2.0186,0.0103,3.248,0
15.904,1.9025,2.0322,0.0196,2.817,0
16.005,1.9435,1.9949,-0.0153,3.769,0
16.104,1.9319,2.0121,-0.0021,2.900,0
16.205,1.9298,2.0089,0.0168,3.166,0
16.304,1.9811,2.0421,0.0276,3.265,0
16.404,1.9520,2.0412,0.0287,3.102,0
16.505,1.9928,2.0475,0.0383,4.068,0
16.603,2.0171,2.0356,0.0083,2.650,0
16.706,2.0336,2.0288,0.0092,4.607,0
16.803,1.9902,2.0134,0.0280,2.467,0
16.904,2.0216,2.0458,0.0032,3.224,0
17.007,2.0250,2.0356,-0.0220,2.883,0
17.104,2.0146,2.0433,0.0091,2.959,0
17.204,2.0314,2.0335,-0.0137,2.693,0
17.305,2.0530,2.0325,-0.0219,4.027,0
17.405,2.0537,2.0464,-0.0356,3.124,0
17.505,2.0621,2.0991,-0.0152,3.419,0
17.606,2.0591,2.0622,0.0053,3.901,0
17.705,2.0886,2.0504,0.0074,3.706,0
17.806,2.1074,2.0901,-0.0014,2.452,0
17.903,2.1002,2.0853,0.0144,2.241,0
18.004,2.0659,2.0868,0.0234,3.207,0
18.103,2.0618,2.0753,0.0368,2.653,0
18.204,2.0720,2.0708,0.0390,3.066,0
18.305,2.0577,2.0810,0.0214,2.185,0
18.404,2.0447,2.0899,0.0090,3.204,0
18.506,2.0994,2.0693,0.0266,4.528,0
18.604,2.0731,2.0966,0.0187,3.477,0
18.705,2.0650,2.0684,0.0104,3.597,0
