t_sec,x,y,z,solve_ms,n_passed_gate,n_rejected_gate,trace_P
4.402,2.0167,-0.0115,0.0069,1.675,4,0,0.029703
4.502,2.0163,-0.0132,0.0041,0.764,4,0,0.015001
4.602,2.0136,-0.0231,0.0040,0.706,4,0,0.010133
4.701,2.0147,-0.0218,0.0017,0.388,4,0,0.007741
4.802,2.0181,-0.0170,0.0025,0.604,4,0,0.006341
4.901,2.0147,-0.0146,0.0048,0.324,4,0,0.005437
5.002,2.0124,-0.0139,0.0050,0.591,4,0,0.004816
5.101,2.0213,-0.0088,0.0050,0.639,4,0,0.004371
5.201,2.0223,-0.0103,0.0045,0.540,4,0,0.004042
5.302,2.0263,-0.0106,0.0047,1.174,4,0,0.003793
5.401,2.0217,-0.0107,0.0047,0.535,4,0,0.003601
5.501,2.0181,-0.0106,0.0052,0.517,4,0,0.003452
5.601,2.0189,-0.0138,0.0063,0.492,4,0,0.003335
5.702,2.0228,-0.0105,0.0054,0.552,4,0,0.003242
5.802,2.0210,-0.0121,0.0058,0.593,4,0,0.003168
5.901,2.0203,-0.0113,0.0045,0.496,4,0,0.003109
6.002,2.0163,-0.0113,0.0035,0.537,4,0,0.003061
6.102,2.0119,-0.0122,0.0024,0.495,4,0,0.003022
6.201,2.0087,-0.0099,0.0015,0.503,4,0,0.002991
6.302,2.0086,-0.0082,0.0013,1.114,4,0,0.002966
6.401,2.0090,-0.0072,0.0017,0.513,4,0,0.002945
6.502,2.0113,-0.0074,0.0039,0.569,4,0,0.002928
6.601,2.0121,-0.0067,0.0051,0.404,4,0,0.002915
6.701,2.0136,-0.0064,0.0050,0.606,4,0,0.002904
6.802,2.0160,-0.0062,0.0055,0.603,4,0,0.002895
6.902,2.0148,-0.0078,0.0059,0.758,4,0,0.002887
7.002,2.0148,-0.0070,0.0050,0.536,4,0,0.002881
7.101,2.0107,-0.0093,0.0050,0.464,4,0,0.002876
7.202,2.0116,-0.0077,0.0026,0.757,4,0,0.002872
7.301,2.0128,-0.0069,0.0026,0.460,4,0,0.002869
7.401,2.0122,-0.0062,0.0010,0.475,4,0,0.002866
7.502,2.0100,-0.0056,0.0005,0.555,4,0,0.002864
7.603,2.0093,-0.0045,-0.0005,0.648,4,0,0.002862
7.701,2.0137,-0.0028,-0.0010,0.535,4,0,0.002860
7.801,2.0143,-0.0042,-0.0007,0.503,4,0,0.002859
7.901,2.0101,-0.0034,0.0001,0.324,4,0,0.002858
8.001,2.0085,-0.0024,0.0007,0.652,4,0,0.002857
8.101,2.0079,-0.0009,-0.0004,0.548,4,0,0.002857
8.201,2.0098,-0.0017,0.0007,0.352,4,0,0.002856
8.303,2.0119,-0.0024,0.0011,2.017,4,0,0.002856
8.401,2.0097,-0.0014,0.0023,0.687,4,0,0.002855
8.502,2.0098,-0.0023,0.0039,0.556,4,0,0.002855
8.601,2.0092,-0.0023,0.0044,0.505,4,0,0.002855
8.703,2.0074,-0.0031,0.0042,1.750,4,0,0.002855
8.801,2.0066,-0.0033,0.0045,0.664,4,0,0.002854
8.901,2.0085,-0.0049,0.0055,0.508,4,0,0.002854
9.003,2.0091,-0.0044,0.0059,1.524,4,0,0.002854
9.102,2.0047,-0.0053,0.0045,0.418,4,0,0.002854
9.201,2.0051,-0.0034,0.0044,0.431,4,0,0.002854
9.302,2.0068,-0.0029,0.0037,0.609,4,0,0.002854
9.401,2.0053,-0.0053,0.0039,0.361,4,0,0.002854
9.502,2.0046,-0.0067,0.0029,0.684,4,0,0.002854
9.601,2.0029,-0.0080,0.0025,0.474,4,0,0.002854
9.702,1.9999,-0.0087,0.0042,0.572,4,0,0.002854
9.801,1.9999,-0.0103,0.0033,0.492,4,0,0.002854
9.902,1.9999,-0.0100,0.0041,0.951,4,0,0.002854
10.002,2.0037,-0.0076,0.0052,0.550,4,0,0.002854
10.101,2.0007,-0.0070,0.0047,0.465,4,0,0.002854
10.203,2.0011,-0.0050,0.0043,1.336,4,0,0.002854
10.302,1.9958,-0.0039,0.0037,0.537,4,0,0.002854
10.401,1.9955,-0.0050,0.0020,0.560,4,0,0.002854
10.501,1.9951,-0.0027,0.0017,0.439,4,0,0.002854
10.602,1.9956,-0.0014,0.0014,0.625,4,0,0.002854
10.702,1.9956,-0.0005,-0.0001,0.431,4,0,0.002854
10.801,1.9952,0.0018,0.0006,0.714,4,0,0.002854
10.902,1.9985,0.0022,0.0013,0.841,4,0,0.002854
11.002,2.0014,0.0036,0.0011,0.586,4,0,0.002854
