t_sec,x,y,z,solve_ms,best_inliers,n_neighbours
4.521,1.9997,-0.0108,0.0044,13.722,4,4
4.611,2.0415,0.0033,-0.0014,9.675,4,4
4.711,2.0270,-0.0236,0.0034,10.357,4,4
4.810,2.0027,-0.0211,-0.0042,8.705,4,4
4.915,2.0000,0.0022,-0.0019,13.878,4,4
5.012,2.0270,-0.0054,-0.0018,10.463,4,4
5.117,1.9797,-0.0029,-0.0029,15.804,4,4
5.212,2.0093,-0.0099,-0.0170,10.973,4,4
5.311,2.0310,-0.0287,-0.0001,10.089,4,4
5.416,2.0167,-0.0021,-0.0176,13.671,4,4
5.520,2.0121,0.0058,-0.0166,11.931,4,4
5.613,2.0176,0.0328,-0.0017,12.187,4,4
5.713,2.0123,-0.0036,0.0044,12.548,4,4
5.813,2.0349,0.0141,-0.0185,11.177,4,4
5.911,2.0141,0.0009,0.0008,10.147,4,4
6.013,1.9866,0.0092,0.0229,12.339,4,4
6.111,2.0039,0.0066,0.0187,10.076,4,4
6.215,1.9884,0.0049,0.0065,13.221,4,4
6.320,1.9859,-0.0386,-0.0047,18.731,4,4
6.419,1.9644,-0.0097,0.0262,15.848,4,4
6.513,1.9689,0.0008,0.0228,12.267,4,4
6.611,1.9736,-0.0099,0.0203,9.841,4,4
6.711,1.9812,-0.0054,0.0080,8.944,4,4
6.816,1.9697,-0.0224,-0.0078,14.741,4,4
6.930,1.9971,-0.0039,0.0053,11.298,4,4
7.014,2.0380,0.0297,-0.0128,12.373,4,4
7.118,2.0054,0.0220,-0.0173,15.333,4,4
7.217,2.0060,0.0150,-0.0010,11.141,4,4
7.312,2.0228,0.0017,-0.0264,9.794,4,4
7.412,1.9969,0.0192,-0.0342,11.140,4,4
7.514,1.9778,0.0020,0.0030,13.559,4,4
7.617,1.9866,0.0086,-0.0032,15.875,4,4
7.719,1.9771,-0.0139,-0.0134,18.464,4,4
7.821,2.0046,-0.0290,-0.0024,18.413,4,4
7.936,2.0395,-0.0025,-0.0086,26.650,4,4
8.016,2.0168,0.0059,-0.0118,14.640,4,4
8.114,2.0408,0.0303,-0.0168,12.756,4,4
8.224,2.0056,0.0104,-0.0125,22.796,4,4
8.320,2.0119,0.0018,-0.0031,18.804,4,4
8.423,2.0201,0.0169,0.0045,20.427,4,4
8.526,2.0042,-0.0062,0.0090,23.614,4,4
8.620,2.0144,0.0027,-0.0302,18.612,4,4
8.721,2.0196,-0.0150,-0.0122,19.546,4,4
8.823,2.0401,-0.0349,-0.0135,20.372,4,4
8.927,1.9964,-0.0066,-0.0092,24.237,4,4
9.014,2.0071,-0.0013,-0.0168,13.010,4,4
9.120,1.9475,-0.0516,-0.0154,17.062,4,4
9.222,1.9616,-0.0220,0.0020,21.150,4,4
9.323,1.9558,-0.0226,0.0013,20.330,4,4
9.421,1.9815,-0.0405,0.0025,14.030,4,4
9.522,1.9771,0.0103,0.0028,17.174,4,4
9.620,1.9581,0.0116,0.0018,18.767,4,4
9.727,1.9789,0.0165,0.0134,24.806,4,4
9.823,1.9701,0.0178,0.0171,20.449,4,4
9.926,1.9872,0.0061,0.0131,25.191,4,4
10.019,1.9590,0.0462,-0.0024,18.012,4,4
10.116,1.9704,0.0124,-0.0123,10.067,4,4
10.210,1.9533,-0.0010,0.0203,9.045,4,4
10.312,2.0108,0.0412,0.0083,10.672,4,4
10.420,2.0249,0.0358,-0.0043,18.342,4,4
10.514,2.0188,0.0352,-0.0171,11.998,4,4
10.613,2.0354,0.0216,0.0074,12.104,4,4
10.709,2.0346,0.0342,0.0081,8.322,4,4
10.810,2.0442,0.0488,0.0015,8.624,4,4
10.918,2.0112,0.0535,-0.0068,14.030,4,4
11.012,2.0255,0.0459,-0.0271,9.966,4,4
11.111,1.9784,0.0659,0.0161,9.554,4,4
11.218,1.9994,0.0732,0.0060,11.926,4,4
11.318,1.9923,0.0521,-0.0040,16.649,4,4
11.411,1.9880,0.0674,0.0075,10.616,4,4
11.512,1.9913,0.0524,0.0007,10.680,4,4
11.611,1.9854,0.0368,0.0209,10.540,4,4
11.711,1.9924,0.0411,0.0195,10.022,4,4
11.812,1.9393,0.0790,-0.0017,11.125,4,4
11.919,1.9355,0.0655,-0.0162,12.481,4,4
12.016,1.9579,0.0912,-0.0403,15.508,4,4
12.115,1.9322,0.0322,-0.0136,13.575,4,4
12.211,1.8982,0.0457,-0.0144,10.265,4,4
12.315,1.8872,0.0346,-0.0261,13.629,4,4
12.418,1.9146,0.0496,-0.0288,16.392,4,4
