t_sec,x,y,z,solve_ms,n_zero_weights
4.205,1.9980,2.0053,0.0024,3.947,0
4.304,1.9904,1.9833,0.0113,2.544,0
4.404,1.9915,1.9625,0.0161,3.485,0
4.504,2.0034,1.9788,0.0080,3.256,0
4.603,1.9953,1.9863,0.0123,2.569,0
4.705,2.0372,1.9984,0.0083,3.175,0
4.804,1.9982,2.0298,-0.0130,2.730,0
4.905,2.0000,2.0153,-0.0302,3.095,0
5.005,2.0053,2.0258,-0.0058,4.024,0
5.105,1.9716,2.0380,-0.0114,4.757,0
5.204,2.0100,1.9971,0.0057,2.698,0
5.307,2.0197,1.9973,0.0138,5.891,0
5.406,2.0113,1.9978,-0.0039,4.225,0
5.505,2.0136,1.9861,-0.0069,2.943,0
5.604,1.9972,1.9903,0.0090,2.915,0
5.704,2.0153,2.0355,0.0039,3.151,0
5.803,1.9851,2.0282,-0.0045,2.110,0
5.905,1.9797,2.0010,0.0051,1.972,0
6.006,1.9897,1.9762,0.0316,3.817,0
6.105,1.9814,1.9856,0.0155,2.323,0
6.203,1.9992,1.9976,0.0011,1.959,0
6.305,1.9946,1.9931,0.0131,4.218,0
6.406,2.0288,1.9943,0.0250,4.706,0
6.506,2.0093,1.9843,0.0001,5.232,0
6.604,1.9805,1.9971,0.0114,3.352,0
6.708,1.9816,1.9915,0.0049,4.263,0
6.803,1.9969,1.9909,0.0338,2.128,0
6.905,1.9922,2.0223,0.0084,3.670,0
7.009,2.0033,2.0033,0.0247,5.126,0
7.104,1.9905,1.9850,0.0078,2.615,0
7.206,2.0000,1.9987,0.0090,4.375,0
7.304,2.0261,2.0074,-0.0191,2.075,0
7.404,2.0081,2.0130,-0.0049,3.394,0
7.505,2.0099,2.0216,0.0040,2.530,0
7.605,1.9770,2.0113,-0.0177,2.774,0
7.713,1.9833,1.9952,-0.0165,8.121,0
7.803,1.9589,1.9852,-0.0130,2.356,0
7.905,1.9738,2.0026,-0.0247,2.462,0
8.003,1.9757,1.9734,-0.0159,2.538,0
8.106,1.9958,1.9856,0.0247,3.302,0
8.206,2.0275,2.0006,-0.0024,3.529,0
8.304,2.0150,1.9751,-0.0090,3.071,0
8.404,1.9708,1.9647,-0.0118,2.771,0
8.504,1.9762,1.9764,0.0309,2.980,0
8.605,1.9734,2.0116,0.0125,3.175,0
8.705,1.9756,2.0230,0.0048,2.511,0
8.805,1.9850,2.0099,-0.0095,2.360,0
8.905,2.0009,2.0473,0.0131,3.512,0
9.005,1.9944,2.0103,0.0131,3.665,0
9.104,1.9733,1.9996,0.0312,3.123,0
9.203,1.9802,2.0173,0.0134,2.580,0
9.308,1.9892,2.0121,-0.0131,3.480,0
9.404,1.9958,2.0062,0.0125,2.817,0
9.507,1.9651,2.0250,0.0107,4.409,0
9.607,2.0130,2.0229,0.0005,3.977,0
9.706,1.9492,2.0239,0.0205,3.656,0
9.804,1.9666,2.0163,0.0218,2.794,0
9.905,1.9464,2.0089,0.0273,3.974,0
10.004,1.9510,2.0261,0.0249,3.318,0
10.104,1.9643,2.0260,0.0474,2.254,0
10.204,1.9805,2.0156,0.0515,2.776,0
10.304,1.9819,1.9746,0.0580,3.452,0
10.404,1.9561,1.9937,0.0475,3.110,0
10.506,1.9811,1.9845,0.0330,5.344,0
10.603,1.9626,2.0233,0.0664,2.438,0
10.704,1.9466,1.9818,0.0659,3.066,0
10.806,1.9778,1.9921,0.0520,3.028,0
10.905,1.9905,2.0084,0.0520,3.815,0
11.006,1.9701,1.9754,0.0633,2.800,0
11.105,2.0120,2.0041,0.0556,2.590,0
11.204,1.9875,2.0089,0.0365,3.503,0
11.304,1.9938,1.9986,0.0591,3.175,0
11.406,2.0294,1.9714,0.0599,4.796,0
11.503,1.9882,1.9616,0.0571,2.640,0
11.603,1.9845,1.9557,0.0493,2.455,0
11.704,1.9599,1.9470,0.0531,2.622,0
11.808,1.9457,1.9619,0.0374,6.518,0
11.906,1.9556,1.9392,0.0096,3.905,0
12.005,1.9184,1.9319,-0.0090,3.308,0
12.104,1.9641,1.9526,0.0175,3.062,0
12.205,1.9802,1.9656,0.0194,4.585,0
12.305,1.9771,1.9460,0.0346,3.219,0
12.404,1.9675,1.9547,0.0034,3.019,0
12.504,1.9992,1.9673,0.0160,3.305,0
12.608,1.9644,1.9737,0.0204,3.249,0
12.703,1.9498,1.9756,-0.0274,2.173,0
12.805,1.9392,1.9868,-0.0124,4.198,0
12.904,1.9371,1.9503,0.0105,3.051,0
13.005,1.9054,1.9643,0.0136,3.666,0
13.105,1.9283,1.9601,-0.0071,3.757,0
13.205,1.9232,1.9425,-0.0105,4.489,0
13.307,1.9001,1.9419,-0.0222,4.478,0
13.405,1.8872,1.9649,-0.0221,3.159,0
13.505,1.8720,1.9634,-0.0411,3.123,0
13.604,1.8802,1.9623,-0.0360,2.743,0
13.706,1.8538,1.9885,-0.0366,4.288,0
13.804,1.8680,1.9762,-0.0435,2.991,0
13.904,1.8741,1.9746,-0.0440,3.216,0
14.004,1.8931,1.9893,-0.0225,2.579,0
14.108,1.9025,1.9658,-0.0188,6.480,0
14.208,1.8913,2.0010,0.0131,3.628,0
14.305,1.9023,1.9925,-0.0089,3.777,0
14.406,1.9007,2.0022,0.0059,4.414,0
14.506,1.9283,1.9905,-0.0060,4.157,0
14.606,1.9386,2.0202,0.0103,3.129,0
14.706,1.9537,2.0304,-0.0057,4.298,0
14.804,1.9583,2.0292,-0.0116,2.943,0
14.907,1.9908,2.0632,0.0043,6.344,0
15.003,1.9500,2.0288,-0.0208,2.483,0
15.105,1.9444,2.0307,-0.0330,3.261,0
15.206,1.9674,2.0452,-0.0318,3.023,0
15.305,1.9877,2.0712,-0.0149,2.758,0
15.403,1.9589,2.0507,-0.0333,2.516,0
15.504,1.9648,2.0620,-0.0549,2.308,0
15.605,1.9715,2.0596,-0.0273,3.951,0
15.704,1.9841,2.0637,-0.0119,2.969,0
15.805,2.0091,2.0597,-0.0036,3.819,0
15.907,1.9693,2.0908,-0.0148,4.346,0
16.005,1.9752,2.0572,-0.0138,3.766,0
16.104,1.9854,2.0422,-0.0251,3.057,0
