t_sec,x,y,z,solve_ms,n_passed_gate,n_rejected_gate,trace_P
0.304,-0.0013,0.0187,-0.0166,3.503,4,0,0.029703
0.402,-0.0158,0.0082,-0.0054,0.658,4,0,0.015001
0.501,-0.0224,0.0043,-0.0052,0.391,4,0,0.010133
0.601,-0.0206,0.0030,-0.0061,0.490,4,0,0.007741
0.703,-0.0213,0.0007,-0.0020,1.136,4,0,0.006341
0.801,-0.0195,-0.0002,0.0000,0.545,4,0,0.005437
0.902,-0.0173,-0.0014,0.0043,0.450,4,0,0.004816
1.003,-0.0145,0.0029,-0.0012,0.433,4,0,0.004371
1.102,-0.0131,0.0026,0.0013,0.527,4,0,0.004042
1.457,-0.0100,0.0022,0.0022,0.615,4,0,0.003793
1.459,-0.0075,0.0019,0.0029,0.763,4,0,0.003601
1.502,-0.0086,0.0019,0.0044,0.560,4,0,0.003452
1.601,-0.0049,0.0038,0.0028,0.394,4,0,0.003335
1.701,-0.0084,0.0033,0.0022,0.403,4,0,0.003242
1.802,-0.0076,0.0035,0.0006,0.793,4,0,0.003168
1.901,-0.0072,0.0039,-0.0006,0.481,4,0,0.003109
2.002,-0.0101,0.0040,-0.0006,0.546,4,0,0.003061
2.102,-0.0108,0.0039,-0.0003,0.538,4,0,0.003022
2.201,-0.0061,0.0054,-0.0032,0.536,4,0,0.002991
2.301,-0.0049,0.0043,-0.0018,0.471,4,0,0.002966
2.401,-0.0013,0.0043,-0.0001,0.565,4,0,0.002945
2.501,-0.0029,0.0043,-0.0015,0.503,4,0,0.002928
2.602,-0.0030,0.0038,-0.0036,0.604,4,0,0.002915
2.708,0.0027,0.0050,-0.0045,2.879,4,0,0.002904
2.803,0.0023,0.0045,-0.0063,0.446,4,0,0.002895
2.902,-0.0030,0.0030,-0.0051,0.613,4,0,0.002887
3.002,-0.0044,0.0017,-0.0051,1.087,4,0,0.002881
3.102,-0.0046,0.0017,-0.0032,0.707,4,0,0.002876
3.201,-0.0044,0.0028,-0.0022,0.491,4,0,0.002872
3.302,-0.0066,0.0025,-0.0016,0.571,4,0,0.002869
3.402,-0.0077,0.0030,-0.0012,0.539,4,0,0.002866
3.502,-0.0078,0.0021,-0.0013,0.621,4,0,0.002864
3.601,-0.0107,0.0028,-0.0003,0.553,4,0,0.002862
3.702,-0.0101,0.0032,-0.0010,0.620,4,0,0.002860
3.801,-0.0101,0.0035,-0.0005,0.492,4,0,0.002859
3.901,-0.0123,0.0028,-0.0018,0.499,4,0,0.002858
4.003,-0.0102,0.0038,-0.0028,0.481,4,0,0.002857
4.102,-0.0132,0.0029,-0.0059,0.523,4,0,0.002857
4.202,-0.0128,0.0029,-0.0055,1.102,4,0,0.002856
4.302,-0.0138,0.0029,-0.0054,0.533,4,0,0.002856
4.401,-0.0109,0.0049,-0.0059,0.690,4,0,0.002855
4.502,-0.0129,0.0040,-0.0061,0.578,4,0,0.002855
4.601,-0.0176,0.0021,-0.0074,0.551,4,0,0.002855
4.701,-0.0154,0.0014,-0.0072,0.448,4,0,0.002855
4.801,-0.0150,0.0014,-0.0090,0.961,4,0,0.002854
4.902,-0.0130,0.0010,-0.0059,0.851,4,0,0.002854
5.001,-0.0105,0.0020,-0.0042,0.437,4,0,0.002854
5.102,-0.0123,0.0014,-0.0036,0.658,4,0,0.002854
5.202,-0.0110,0.0014,-0.0053,0.836,4,0,0.002854
5.301,-0.0059,0.0025,-0.0070,0.557,4,0,0.002854
5.402,-0.0072,0.0027,-0.0056,0.532,4,0,0.002854
5.505,-0.0071,0.0036,-0.0023,0.445,4,0,0.002854
5.602,-0.0069,0.0034,-0.0036,0.439,4,0,0.002854
5.702,-0.0066,0.0030,-0.0037,0.563,4,0,0.002854
5.802,-0.0041,0.0044,-0.0061,0.933,4,0,0.002854
5.902,0.0006,0.0060,-0.0094,0.546,4,0,0.002854
6.001,0.0030,0.0076,-0.0095,0.538,4,0,0.002854
6.101,0.0024,0.0074,-0.0099,0.528,4,0,0.002854
6.201,0.0048,0.0075,-0.0102,0.554,4,0,0.002854
6.301,0.0040,0.0059,-0.0098,0.434,4,0,0.002854
6.402,0.0076,0.0054,-0.0074,0.430,4,0,0.002854
6.502,0.0056,0.0059,-0.0057,0.522,4,0,0.002854
6.602,0.0039,0.0055,-0.0089,0.472,4,0,0.002854
6.702,0.0067,0.0060,-0.0100,0.656,4,0,0.002854
6.804,0.0041,0.0042,-0.0084,0.605,4,0,0.002854
