t_sec,x,y,z,solve_ms,n_zero_weights
3.313,1.9943,0.0066,0.0186,5.666,0
3.405,1.9986,0.0108,-0.0044,3.538,0
3.505,1.9692,-0.0071,-0.0171,2.980,0
3.605,1.9870,0.0129,-0.0065,4.114,0
3.706,2.0189,-0.0340,-0.0150,4.571,0
3.804,1.9528,-0.0220,0.0135,3.396,0
3.910,2.0083,-0.0002,-0.0178,2.399,0
4.010,2.0062,0.0162,-0.0075,6.531,0
4.105,2.0229,-0.0029,-0.0030,4.031,0
4.204,2.0138,-0.0002,0.0254,3.118,0
4.304,1.9938,-0.0115,0.0155,2.844,0
4.404,2.0166,0.0279,0.0058,2.575,0
4.503,2.0446,0.0036,0.0113,2.450,0
4.608,1.9930,0.0103,0.0258,3.842,0
4.703,1.9854,0.0206,0.0250,2.057,0
4.805,1.9866,0.0269,0.0204,3.374,0
4.904,1.9907,-0.0028,0.0082,3.418,0
5.003,2.0013,0.0169,0.0340,2.511,0
5.104,2.0183,-0.0231,0.0128,3.201,0
5.203,1.9717,-0.0059,0.0152,2.508,0
5.303,2.0007,0.0089,-0.0159,2.296,0
5.404,2.0153,0.0193,-0.0143,3.528,0
5.504,2.0043,-0.0052,0.0038,3.087,0
5.604,1.9635,-0.0028,0.0153,2.987,0
5.703,1.9989,0.0021,-0.0174,1.961,0
5.807,2.0141,0.0234,-0.0144,3.271,0
5.913,2.0500,-0.0001,-0.0059,8.370,0
6.003,2.0047,0.0176,0.0006,2.511,0
6.107,2.0020,0.0178,-0.0124,3.649,0
6.202,1.9704,-0.0347,-0.0022,1.846,0
6.303,2.0094,-0.0233,-0.0145,2.441,0
6.403,2.0194,-0.0291,-0.0090,2.520,0
6.505,2.0181,0.0073,-0.0081,3.848,0
6.607,1.9839,-0.0002,-0.0028,4.411,0
6.705,1.9990,-0.0143,-0.0094,3.606,0
6.804,2.0083,-0.0146,-0.0181,3.298,0
6.905,1.9773,-0.0306,-0.0039,3.736,0
7.004,2.0026,-0.0050,0.0212,2.351,0
7.114,1.9946,-0.0231,0.0254,9.624,0
7.205,1.9730,-0.0084,0.0161,3.717,0
