t_sec,x,y,z,solve_ms,n_zero_weights
3.805,2.0240,0.0396,0.0144,3.467,0
3.908,1.9774,0.0355,0.0289,4.283,0
4.004,1.9894,0.0206,0.0031,2.472,0
4.105,1.9575,0.0128,0.0152,3.055,0
4.205,1.9958,-0.0130,0.0140,3.663,0
4.306,2.0079,-0.0099,0.0093,4.906,0
4.405,1.9791,0.0031,0.0082,3.399,0
4.504,1.9683,-0.0319,0.0036,3.110,0
4.604,1.9869,-0.0388,-0.0183,3.111,0
4.704,2.0104,-0.0075,-0.0014,1.997,0
4.807,1.9762,-0.0247,-0.0121,5.711,0
4.907,2.0226,-0.0345,-0.0049,6.414,0
5.003,2.0171,-0.0243,0.0078,1.979,0
5.109,2.0002,-0.0026,-0.0165,4.778,0
5.204,2.0348,-0.0154,0.0163,2.951,0
5.303,2.0124,-0.0134,0.0173,2.151,0
5.403,2.0136,0.0066,0.0052,1.828,0
5.505,1.9850,0.0273,-0.0017,4.339,0
5.604,1.9958,-0.0093,0.0063,2.960,0
5.708,1.9720,0.0204,-0.0036,2.694,0
5.805,1.9984,0.0179,0.0082,3.255,0
5.915,1.9973,-0.0202,0.0057,9.963,0
6.016,1.9981,-0.0103,-0.0027,12.421,0
6.107,1.9776,-0.0022,-0.0021,3.993,0
6.205,2.0198,-0.0070,-0.0023,3.666,0
6.305,2.0103,-0.0077,-0.0181,3.719,0
6.405,1.9920,-0.0342,-0.0192,3.704,0
6.505,2.0111,-0.0196,0.0016,3.094,0
6.603,2.0093,0.0044,0.0128,2.587,0
6.708,1.9797,0.0346,0.0098,3.693,0
6.804,1.9568,0.0110,0.0037,3.164,0
6.907,2.0024,0.0431,0.0063,4.951,0
7.006,1.9830,0.0074,0.0057,5.493,0
7.106,1.9702,0.0072,0.0318,3.534,0
7.204,2.0073,0.0113,0.0190,3.317,0
7.305,1.9972,-0.0031,0.0196,3.660,0
7.405,2.0188,-0.0002,0.0128,4.176,0
7.503,1.9936,0.0048,0.0098,2.197,0
7.604,1.9834,-0.0148,0.0248,3.051,0
7.704,2.0033,0.0232,0.0424,2.654,0
7.806,1.9888,0.0163,0.0407,4.892,0
7.904,1.9658,-0.0209,0.0289,3.850,0
8.004,1.9798,-0.0048,0.0528,2.898,0
8.105,1.9458,-0.0105,0.0269,3.778,0
8.205,2.0058,0.0273,0.0102,3.576,0
8.305,2.0148,0.0202,0.0092,4.501,0
8.404,1.9686,0.0263,0.0013,3.145,0
8.504,2.0233,0.0201,-0.0100,2.526,0
8.604,2.0118,0.0392,0.0010,3.050,0
8.705,2.0040,0.0072,-0.0001,3.496,0
8.806,2.0090,0.0250,0.0060,4.553,0
8.904,2.0367,0.0579,-0.0062,3.250,0
9.005,2.0108,0.0321,0.0084,3.659,0
9.109,2.0305,0.0646,-0.0107,2.173,0
9.205,1.9993,0.0502,0.0134,3.950,0
9.304,2.0254,0.0473,0.0067,3.120,0
9.404,1.9768,0.0700,0.0223,3.339,0
9.504,1.9819,0.0446,0.0053,3.647,0
9.604,1.9464,0.0410,0.0088,2.129,0
9.705,1.9608,0.0602,0.0193,4.062,0
9.804,1.9432,0.0612,0.0060,2.654,0
9.904,1.9605,0.0664,0.0203,2.801,0
10.005,1.9999,0.0456,0.0245,3.436,0
10.104,1.9488,0.0617,-0.0087,2.229,0
10.204,1.9710,0.0931,-0.0024,2.964,0
10.307,1.9410,0.0854,-0.0281,4.342,0
10.405,1.9680,0.0932,0.0021,3.597,0
10.503,1.9431,0.0903,0.0003,2.550,0
10.603,1.8816,0.0921,0.0144,2.462,0
10.707,1.8756,0.1062,0.0066,3.417,0
10.804,1.8749,0.1156,0.0249,2.645,0
10.903,1.8905,0.1220,0.0259,2.337,0
11.003,1.8600,0.1158,0.0318,2.725,0
11.104,1.8538,0.1328,0.0275,3.572,0
11.204,1.8621,0.0936,0.0268,3.134,0
11.305,1.8399,0.1135,0.0567,2.479,0
11.403,1.8571,0.1165,0.0424,2.192,0
11.504,1.8633,0.1258,0.0166,2.457,0
11.604,1.8666,0.1086,0.0381,3.262,0
11.703,1.9257,0.1497,0.0519,2.114,0
11.805,1.8708,0.1308,0.0472,3.328,0
11.907,1.9073,0.1342,0.0502,3.838,0
12.005,1.9216,0.1600,0.0399,2.939,0
12.105,1.9361,0.1771,0.0354,3.958,0
12.204,1.9309,0.1690,0.0431,3.009,0
12.304,1.8696,0.1626,0.0426,2.919,0
12.406,1.9162,0.1608,0.0362,4.936,0
12.504,1.9286,0.1682,0.0791,3.078,0
12.603,1.9184,0.1518,0.0949,2.307,0
12.704,1.9086,0.1464,0.0822,3.149,0
12.804,1.9566,0.1844,0.0802,3.089,0
12.905,1.9342,0.1524,0.0821,4.178,0
13.003,1.9367,0.1557,0.0602,1.967,0
13.104,1.9735,0.1541,0.0674,3.162,0
13.207,2.0014,0.1464,0.0398,4.057,0
13.304,1.9734,0.1427,0.0645,3.450,0
13.403,1.9481,0.1470,0.0452,2.596,0
13.503,1.9765,0.1573,0.0505,2.367,0
13.605,1.9957,0.1926,0.0661,3.426,0
13.704,2.0146,0.1964,0.0579,3.290,0
13.805,2.0410,0.2149,0.0594,3.033,0
13.904,2.0813,0.2021,0.0511,3.428,0
14.002,2.0566,0.2009,0.0576,1.779,0
14.104,2.0507,0.2016,0.0621,2.972,0
14.204,2.0757,0.2185,0.0727,2.702,0
14.307,2.0883,0.2111,0.0427,3.723,0
14.404,2.0578,0.1985,0.0396,2.316,0
14.504,2.0148,0.1926,0.0595,2.889,0
14.604,2.0473,0.1987,0.0525,3.364,0
14.706,1.9977,0.2046,0.0467,4.808,0
