t_sec,x,y,z,solve_ms,best_inliers,n_neighbours
4.118,4.0337,2.0113,0.0109,16.003,4,4
4.216,4.0227,2.0204,-0.0192,12.626,4,4
4.312,4.0607,2.0245,-0.0013,10.938,4,4
4.415,3.9707,1.9796,-0.0150,14.189,4,4
4.510,4.0376,1.9984,0.0081,9.129,4,4
4.613,3.9840,1.9995,-0.0176,10.558,4,4
4.712,4.0101,2.0159,-0.0061,10.957,4,4
4.812,4.0063,2.0260,-0.0245,10.306,4,4
4.918,3.9648,1.9914,-0.0114,17.332,4,4
5.011,3.9910,2.0020,-0.0083,10.259,4,4
5.113,4.0000,1.9810,-0.0057,12.413,4,4
5.214,3.9597,1.9605,-0.0059,10.452,4,4
5.313,3.9918,1.9494,-0.0048,11.709,4,4
5.417,4.0068,1.9809,0.0021,15.463,4,4
5.513,4.0020,1.9823,-0.0025,12.074,4,4
5.617,3.9834,2.0035,0.0159,15.899,4,4
5.712,3.9968,2.0167,-0.0041,11.178,4,4
5.815,3.9724,1.9983,-0.0086,13.060,4,4
5.911,3.9758,2.0057,0.0112,10.211,4,4
6.015,4.0137,2.0151,-0.0040,12.809,4,4
6.115,3.9753,1.9579,0.0025,14.482,4,4
6.218,4.0136,1.9988,0.0092,13.008,4,4
6.317,4.0367,2.0156,0.0007,16.300,4,4
6.420,4.0141,2.0104,-0.0026,16.806,4,4
6.514,4.0091,2.0012,0.0089,11.502,4,4
6.620,4.0067,1.9930,-0.0017,14.359,4,4
6.727,4.0307,1.9706,-0.0190,9.415,4,4
6.810,4.0258,1.9882,-0.0030,9.082,4,4
6.918,4.0308,1.9703,0.0013,15.082,4,4
7.015,3.9988,1.9701,-0.0044,13.879,4,4
7.116,4.0101,1.9716,-0.0009,13.160,4,4
7.213,4.0151,1.9478,0.0109,11.382,4,4
7.316,4.0439,1.9831,-0.0131,14.862,4,4
7.411,3.9943,1.9636,-0.0046,9.975,4,4
7.529,4.0449,1.9871,-0.0085,28.527,4,4
7.614,4.0058,1.9540,-0.0293,12.392,4,4
7.714,4.0532,2.0147,-0.0068,12.653,4,4
7.809,4.0443,1.9875,-0.0067,7.721,4,4
7.912,4.0258,1.9784,0.0000,11.132,4,4
