t_sec,x,y,z,solve_ms,n_zero_weights
3.809,3.9812,-0.0065,-0.0136,3.765,0
3.905,4.0326,-0.0184,0.0017,4.146,0
4.007,4.0701,-0.0201,-0.0052,3.787,0
4.104,4.0435,-0.0130,-0.0055,3.091,0
4.206,4.0074,-0.0149,0.0077,3.775,0
4.304,4.0224,0.0177,-0.0098,2.421,0
4.409,4.0823,0.0247,-0.0164,5.622,0
4.504,4.0364,0.0183,-0.0194,2.466,0
4.603,4.0425,0.0458,0.0005,2.076,0
4.706,4.0050,0.0024,-0.0163,3.873,0
4.808,4.0055,-0.0174,-0.0006,4.850,0
4.906,4.0092,0.0201,0.0278,4.172,0
5.007,3.9622,0.0323,0.0089,4.756,0
5.107,3.9959,-0.0028,0.0311,5.067,0
5.209,3.9714,-0.0033,0.0095,5.483,0
5.308,3.9969,-0.0034,0.0024,4.197,0
5.404,3.9935,0.0070,0.0126,3.413,0
5.506,3.9601,0.0187,0.0372,3.797,0
5.604,3.9921,-0.0009,0.0198,2.557,0
5.703,3.9789,-0.0153,0.0069,2.281,0
5.809,4.0026,-0.0333,0.0173,5.098,0
5.921,3.9889,-0.0301,0.0266,11.022,0
6.009,3.9871,-0.0223,0.0167,3.761,0
6.112,3.9955,-0.0002,0.0034,4.473,0
6.205,3.9834,0.0236,0.0208,3.347,0
6.307,3.9801,0.0356,-0.0043,5.720,0
6.404,3.9910,-0.0017,-0.0003,2.952,0
6.505,4.0030,0.0169,0.0122,3.763,0
6.604,3.9682,0.0052,0.0040,2.887,0
6.707,3.9559,0.0053,0.0034,3.563,0
6.806,3.9711,-0.0339,-0.0178,4.646,0
6.921,3.9835,-0.0302,0.0128,14.818,0
7.011,3.9400,-0.0160,-0.0031,6.726,0
7.106,3.9611,-0.0237,-0.0033,3.099,0
7.210,3.9607,0.0189,0.0230,8.691,0
7.305,3.9471,0.0204,0.0001,3.545,0
7.403,3.9960,0.0204,0.0121,2.311,0
7.504,4.0140,0.0157,0.0010,2.487,0
7.607,4.0339,0.0047,0.0142,6.312,0
7.707,3.9880,0.0099,-0.0250,5.276,0
7.808,4.0157,0.0097,-0.0133,6.294,0
7.904,4.0068,0.0297,-0.0219,2.495,0
8.005,4.0031,0.0079,-0.0197,3.472,0
8.108,3.9928,0.0028,-0.0123,6.403,0
8.204,4.0189,0.0225,-0.0279,2.844,0
8.306,3.9892,-0.0030,-0.0037,4.864,0
8.406,4.0136,-0.0192,0.0078,3.596,0
8.508,3.9985,-0.0128,-0.0230,5.482,0
8.606,4.0384,0.0075,-0.0272,4.220,0
8.710,4.0092,0.0014,-0.0124,8.447,0
8.805,4.0012,0.0186,-0.0227,2.402,0
8.912,4.0201,0.0045,0.0122,3.411,0
9.005,3.9833,0.0186,0.0048,3.854,0
9.111,3.9874,-0.0173,-0.0167,8.368,0
9.204,3.9695,0.0149,-0.0103,3.234,0
9.305,3.9658,0.0302,-0.0206,3.067,0
9.404,3.9989,-0.0107,-0.0104,2.512,0
9.506,3.9869,0.0414,-0.0135,4.443,0
9.605,3.9935,0.0138,-0.0319,2.803,0
9.705,4.0034,0.0202,-0.0175,3.719,0
9.811,3.9550,0.0343,-0.0287,4.116,0
9.906,3.9940,0.0246,-0.0124,4.585,0
10.005,3.9939,-0.0049,-0.0196,3.572,0
10.104,3.9910,0.0132,-0.0282,2.737,0
10.206,4.0159,-0.0144,-0.0239,4.373,0
10.310,4.0084,0.0162,0.0121,7.985,0
10.404,4.0127,-0.0010,-0.0053,2.735,0
10.504,4.0363,0.0065,0.0092,3.297,0
10.605,4.0014,-0.0235,0.0236,3.780,0
10.705,4.0049,-0.0204,0.0376,3.843,0
10.804,3.9756,0.0067,0.0529,2.582,0
10.905,4.0018,-0.0398,0.0486,2.938,0
11.004,3.9809,-0.0140,0.0443,2.601,0
11.106,3.9822,0.0022,0.0288,3.024,0
11.204,3.9927,0.0039,0.0360,2.979,0
11.305,3.9832,0.0178,0.0380,3.624,0
11.409,4.0364,-0.0103,0.0460,7.343,0
11.505,3.9862,-0.0385,0.0710,2.477,0
11.608,3.9971,-0.0247,0.0771,3.763,0
11.705,4.0020,-0.0001,0.0702,2.754,0
11.806,3.9486,0.0178,0.0626,4.339,0
11.908,3.9535,0.0136,0.0666,4.359,0
12.008,3.9471,0.0111,0.0796,6.270,0
12.107,3.9461,-0.0011,0.0629,2.786,0
12.206,3.9524,-0.0007,0.0781,4.814,0
12.306,3.9087,-0.0297,0.0747,4.164,0
12.408,3.9272,-0.0264,0.0389,4.888,0
12.504,3.9311,-0.0201,0.0550,2.637,0
12.605,3.9047,-0.0115,0.0373,3.527,0
12.706,3.8909,-0.0174,0.0590,3.454,0
12.804,3.9754,-0.0186,0.0640,3.096,0
12.906,3.8854,-0.0621,0.0626,3.896,0
13.005,3.8862,-0.0343,0.0501,3.900,0
13.104,3.8876,-0.0244,0.0647,2.919,0
13.206,3.8714,-0.0450,0.0504,4.264,0
13.306,3.8881,-0.0544,0.0754,4.055,0
13.406,3.8940,-0.0363,0.0611,4.468,0
13.505,3.8667,-0.0535,0.0438,3.728,0
13.606,3.8987,-0.0624,0.0580,4.839,0
13.709,3.8995,-0.0435,0.0598,7.097,0
13.804,3.9046,-0.0831,0.0898,2.809,0
13.909,3.8950,-0.0654,0.1017,5.757,0
14.004,3.9713,-0.0629,0.0875,2.545,0
14.104,3.9621,-0.0737,0.0967,2.998,0
14.205,3.9594,-0.0566,0.0921,3.730,0
14.305,3.9200,-0.0554,0.1202,3.867,0
14.404,3.9185,-0.0510,0.1182,2.494,0
14.509,3.9289,-0.0576,0.1113,5.112,0
14.604,3.9239,-0.0742,0.1221,3.104,0
14.708,3.9590,-0.0731,0.1276,4.248,0
14.806,3.9007,-0.0683,0.1149,3.743,0
14.908,3.9162,-0.0664,0.1000,4.316,0
15.005,3.9250,-0.0738,0.1101,4.093,0
15.104,3.8695,-0.0851,0.1417,3.008,0
15.207,3.9041,-0.1101,0.1449,5.084,0
15.305,3.9054,-0.0977,0.1279,2.760,0
15.404,3.8763,-0.0882,0.1217,2.863,0
15.507,3.9364,-0.0478,0.1303,3.094,0
15.603,3.9350,-0.0812,0.1482,2.113,0
15.707,3.9222,-0.0543,0.1412,3.099,0
15.804,3.8751,-0.0563,0.1459,2.342,0
15.905,3.8863,-0.0705,0.1435,3.517,0
16.004,3.9183,-0.0751,0.1379,3.242,0
16.106,3.8955,-0.0894,0.1514,4.927,0
16.204,3.8522,-0.0511,0.1729,2.634,0
16.303,3.9043,-0.0708,0.1555,2.256,0
16.405,3.9002,-0.0800,0.1607,3.633,0
18.985,3.8944,-0.0747,0.1408,2.099,0
19.087,3.9166,-0.0691,0.1331,3.722,0
19.185,3.8533,-0.0702,0.1671,2.850,0
19.288,3.8615,-0.0476,0.1463,4.758,0
19.385,3.8739,-0.0650,0.1486,2.616,0
19.486,3.8307,-0.0630,0.1375,3.481,0
19.586,3.8780,-0.0916,0.1549,3.581,0
19.686,3.8750,-0.1073,0.1270,2.871,0
19.785,3.9087,-0.0975,0.1430,3.021,0
19.889,3.8892,-0.1257,0.1500,3.805,0
19.986,3.8588,-0.1002,0.1723,3.274,0
20.085,3.8153,-0.0730,0.1571,2.569,0
20.186,3.8607,-0.0769,0.1641,3.000,0
