t_sec,x,y,z,solve_ms,n_passed_gate,n_rejected_gate,trace_P
3.902,1.9984,1.9894,0.0109,0.827,4,0,0.029703
4.001,1.9833,2.0029,-0.0029,0.684,4,0,0.015001
4.103,1.9807,2.0029,-0.0029,1.719,4,0,0.010133
4.202,1.9832,1.9953,-0.0071,0.405,4,0,0.007741
4.303,1.9868,2.0008,-0.0044,0.482,4,0,0.006341
4.402,1.9880,2.0040,-0.0067,0.434,4,0,0.005437
4.501,1.9898,2.0048,-0.0084,0.508,4,0,0.004816
4.601,1.9927,2.0022,-0.0096,0.450,4,0,0.004371
4.702,1.9935,2.0044,-0.0073,0.529,4,0,0.004042
4.802,1.9912,2.0024,-0.0067,0.562,4,0,0.003793
4.905,1.9896,2.0002,-0.0053,0.615,4,0,0.003601
5.001,1.9904,2.0057,-0.0053,0.496,4,0,0.003452
5.101,1.9948,2.0040,-0.0048,0.448,4,0,0.003335
5.202,1.9950,2.0031,-0.0060,0.914,4,0,0.003242
5.301,1.9959,2.0029,-0.0058,0.313,4,0,0.003168
5.401,1.9974,2.0024,-0.0045,0.511,4,0,0.003109
5.502,1.9957,2.0017,-0.0052,0.565,4,0,0.003061
5.601,1.9938,2.0002,-0.0060,0.394,4,0,0.003022
5.701,1.9972,2.0010,-0.0057,0.338,4,0,0.002991
5.802,1.9967,2.0004,-0.0051,0.488,4,0,0.002966
5.902,2.0008,2.0019,-0.0055,0.759,4,0,0.002945
6.006,2.0014,2.0018,-0.0063,0.590,4,0,0.002928
6.101,2.0004,2.0026,-0.0076,0.513,4,0,0.002915
6.201,2.0037,2.0018,-0.0061,0.429,4,0,0.002904
6.303,2.0035,2.0003,-0.0070,1.045,4,0,0.002895
6.401,2.0059,2.0028,-0.0066,0.539,4,0,0.002887
6.501,2.0054,2.0017,-0.0071,0.588,4,0,0.002881
6.602,2.0050,2.0024,-0.0084,0.550,4,0,0.002876
6.702,2.0071,2.0054,-0.0089,0.580,4,0,0.002872
6.802,2.0059,2.0029,-0.0090,0.632,4,0,0.002869
6.902,2.0064,2.0049,-0.0079,0.569,4,0,0.002866
7.002,2.0075,2.0043,-0.0086,0.545,4,0,0.002864
7.101,2.0079,2.0045,-0.0090,0.490,4,0,0.002862
7.201,2.0068,2.0037,-0.0092,0.656,4,0,0.002860
7.302,2.0070,2.0033,-0.0083,0.594,4,0,0.002859
7.401,2.0054,2.0047,-0.0080,0.505,4,0,0.002858
7.502,2.0042,2.0043,-0.0070,0.548,4,0,0.002857
7.602,2.0023,2.0026,-0.0069,0.525,4,0,0.002857
7.702,1.9999,2.0014,-0.0080,0.564,4,0,0.002856
7.801,2.0001,1.9993,-0.0082,0.540,4,0,0.002856
7.901,2.0011,1.9980,-0.0080,0.545,4,0,0.002855
8.001,2.0020,1.9976,-0.0080,0.460,4,0,0.002855
8.101,2.0008,1.9982,-0.0070,0.525,4,0,0.002855
8.201,2.0015,1.9980,-0.0053,0.415,4,0,0.002855
