t_sec,x,y,z,solve_ms,best_inliers,n_neighbours
2.826,0.0038,-0.0173,-0.0029,24.299,4,4
2.928,-0.0151,-0.0205,-0.0166,25.496,4,4
3.021,-0.0561,-0.0139,0.0035,19.780,4,4
3.129,-0.0550,-0.0204,-0.0433,26.408,4,4
3.234,-0.0889,-0.0078,-0.0026,32.701,4,4
3.330,-0.0860,-0.0040,-0.0348,27.292,4,4
3.429,-0.0110,-0.0020,-0.0056,25.160,4,4
3.519,-0.0601,0.0047,-0.0131,14.915,4,4
3.626,-0.1082,-0.0030,0.0141,23.956,4,4
3.726,-0.0794,-0.0226,-0.0235,23.684,4,4
3.827,-0.0953,-0.0119,-0.0172,24.930,4,4
3.915,-0.0834,-0.0172,-0.0096,11.662,4,4
4.008,-0.0786,-0.0094,-0.0417,7.466,4,4
4.126,-0.0711,0.0090,-0.0439,23.788,4,4
4.209,-0.0770,-0.0103,-0.0430,8.179,4,4
4.319,-0.0392,0.0064,-0.0269,16.522,4,4
4.411,-0.0579,0.0095,-0.0352,8.665,4,4
4.520,-0.1006,0.0067,-0.0490,18.560,4,4
4.619,-0.0409,0.0340,-0.0491,17.120,4,4
4.716,-0.0271,0.0127,-0.0480,13.761,4,4
4.816,-0.0490,0.0170,-0.0189,14.174,4,4
4.920,-0.0132,0.0170,-0.0598,17.918,4,4
5.023,-0.0689,-0.0063,-0.0539,22.088,4,4
5.142,-0.0581,-0.0168,-0.0250,20.594,4,4
5.216,-0.0370,-0.0162,-0.0715,15.101,4,4
5.322,-0.0385,-0.0219,-0.0495,16.860,4,4
5.417,-0.0300,-0.0097,-0.0168,15.288,4,4
5.521,-0.0588,-0.0191,-0.0545,14.957,4,4
5.623,-0.0465,-0.0148,-0.0650,20.538,4,4
5.723,-0.0467,-0.0159,-0.0583,18.287,4,4
5.817,-0.0547,-0.0121,-0.0564,15.679,4,4
5.916,0.0027,-0.0228,-0.0778,13.613,4,4
6.011,0.0030,-0.0261,-0.0628,9.576,4,4
6.120,0.0108,0.0001,-0.0868,17.309,4,4
6.218,-0.0309,-0.0222,-0.0546,16.734,4,4
6.317,-0.0420,-0.0191,-0.0744,14.808,4,4
6.413,-0.0466,-0.0079,-0.0576,11.425,4,4
6.521,-0.0119,0.0027,-0.0674,18.593,4,4
6.619,0.0228,-0.0045,-0.0780,15.709,4,4
6.718,-0.0606,-0.0320,-0.0929,15.925,4,4
6.815,-0.0230,0.0055,-0.1044,13.979,4,4
6.919,-0.0674,-0.0309,-0.0879,16.186,4,4
7.011,-0.0393,-0.0048,-0.1408,9.747,4,4
7.124,0.0116,0.0207,-0.1274,23.160,4,4
7.215,-0.0479,0.0200,-0.1407,13.892,4,4
7.315,-0.0500,-0.0021,-0.1327,14.099,4,4
7.419,-0.0475,-0.0137,-0.1450,14.244,4,4
7.512,-0.0642,-0.0389,-0.1508,9.164,4,4
7.617,-0.0838,-0.0409,-0.1446,14.152,4,4
7.733,-0.0587,-0.0468,-0.1288,26.343,4,4
7.816,-0.0319,-0.0258,-0.1321,15.281,4,4
7.920,-0.0685,-0.0479,-0.1583,16.658,4,4
8.015,-0.0274,-0.0249,-0.1558,13.169,4,4
8.119,-0.0538,-0.0177,-0.1752,17.207,4,4
8.215,-0.0603,-0.0370,-0.1786,14.033,4,4
8.321,-0.0798,-0.0489,-0.1614,15.870,4,4
8.417,-0.0689,-0.0666,-0.1980,15.044,4,4
8.522,-0.0498,-0.0550,-0.2305,16.800,4,4
8.630,-0.0636,-0.0793,-0.1920,21.721,4,4
8.716,-0.0584,-0.0775,-0.2047,10.578,4,4
8.818,-0.0431,-0.0465,-0.1987,17.126,4,4
8.917,-0.0515,-0.0303,-0.2281,15.895,4,4
9.011,-0.0322,-0.0296,-0.2245,10.047,4,4
9.119,-0.0670,-0.0378,-0.2331,14.646,4,4
9.220,-0.1234,-0.0540,-0.2491,18.498,4,4
9.319,-0.1082,-0.0681,-0.2391,15.661,4,4
9.418,-0.1057,-0.0272,-0.2442,16.607,4,4
9.516,-0.0708,-0.0229,-0.2424,13.521,4,4
9.620,-0.0705,-0.0171,-0.2381,16.693,4,4
