t_sec,x,y,z,solve_ms,n_zero_weights
2.605,-0.0000,0.0076,-0.0211,2.878,0
2.704,-0.0210,0.0339,-0.0209,2.670,0
2.810,-0.0014,0.0293,-0.0295,2.449,0
2.907,-0.0284,0.0161,-0.0135,5.551,0
3.007,-0.0396,0.0109,-0.0232,2.775,0
3.107,-0.0136,0.0217,-0.0061,5.358,0
3.208,-0.0168,0.0034,-0.0207,6.368,0
3.306,0.0252,0.0233,-0.0114,4.291,0
3.409,0.0557,0.0265,0.0128,6.530,0
3.508,0.0250,-0.0109,0.0190,5.805,0
3.609,0.0110,-0.0066,0.0361,4.996,0
3.705,-0.0055,-0.0043,0.0208,3.622,0
3.808,0.0152,-0.0198,0.0389,3.868,0
3.909,-0.0105,-0.0214,0.0513,3.923,0
4.004,-0.0330,-0.0278,0.0287,2.751,0
4.104,0.0099,-0.0186,0.0369,3.484,0
4.209,0.0189,0.0032,0.0541,5.307,0
4.309,0.0251,-0.0021,0.0503,3.449,0
4.412,-0.0377,-0.0216,0.0614,6.161,0
4.506,0.0147,-0.0121,0.0470,3.596,0
4.605,-0.0317,-0.0269,0.0658,3.989,0
4.709,0.0265,-0.0059,0.0752,5.639,0
4.804,-0.0311,-0.0147,0.0965,2.659,0
4.907,-0.0354,0.0111,0.0782,5.752,0
5.006,-0.0330,0.0044,0.0653,3.095,0
5.107,-0.0541,-0.0097,0.0784,5.417,0
5.206,-0.0777,-0.0110,0.0834,3.768,0
5.305,-0.0591,-0.0180,0.0648,3.184,0
5.404,-0.1100,-0.0382,0.0698,2.660,0
5.504,-0.1007,-0.0249,0.0560,2.521,0
5.604,-0.1015,-0.0172,0.0546,2.878,0
5.707,-0.0883,-0.0106,0.0484,4.542,0
5.804,-0.0652,-0.0227,0.0438,2.831,0
5.904,-0.0796,-0.0429,0.0568,3.162,0
6.014,-0.1140,-0.0259,0.0608,7.821,0
6.106,-0.1187,-0.0434,0.0598,4.363,0
6.206,-0.1136,-0.0486,0.0532,3.821,0
6.306,-0.0595,-0.0277,0.0581,5.066,0
6.406,-0.1049,-0.0514,0.0578,4.127,0
6.506,-0.0903,-0.0335,0.0436,3.507,0
6.604,-0.0727,-0.0278,0.0629,2.667,0
6.706,-0.1082,-0.0570,0.0805,3.950,0
6.808,-0.1143,-0.0644,0.0809,6.953,0
6.907,-0.0685,-0.0655,0.0731,5.321,0
7.007,-0.0720,-0.0600,0.1099,4.824,0
7.105,-0.0720,-0.0563,0.1014,3.582,0
7.204,-0.0761,-0.0701,0.1200,3.345,0
7.303,-0.0782,-0.0685,0.0996,2.222,0
7.407,-0.0783,-0.0689,0.1050,4.942,0
7.506,-0.0671,-0.0650,0.1191,2.747,0
7.604,-0.0611,-0.0812,0.1064,2.952,0
7.706,-0.0659,-0.0653,0.1131,2.485,0
7.804,-0.0756,-0.0731,0.0859,2.649,0
7.905,-0.0860,-0.0585,0.1291,2.618,0
8.004,-0.0798,-0.0851,0.1183,3.375,0
8.105,-0.0849,-0.0940,0.1234,4.159,0
8.205,-0.1155,-0.0832,0.1387,4.183,0
8.308,-0.0968,-0.0948,0.1280,6.487,0
8.408,-0.0917,-0.0793,0.1113,4.448,0
8.504,-0.0733,-0.0633,0.1241,2.833,0
8.606,-0.0449,-0.0834,0.1529,3.822,0
8.709,-0.0862,-0.0627,0.1575,6.628,0
8.805,-0.1409,-0.0715,0.1661,3.270,0
8.906,-0.0623,-0.0612,0.1377,2.608,0
9.005,-0.1311,-0.0780,0.1587,2.714,0
9.103,-0.1253,-0.0753,0.1518,2.047,0
9.212,-0.1235,-0.0579,0.1543,7.994,0
9.307,-0.0964,-0.0639,0.1481,4.083,0
9.410,-0.0813,-0.0680,0.1923,7.030,0
11.985,-0.1218,-0.0767,0.1497,2.751,0
12.088,-0.1049,-0.0741,0.1574,3.741,0
12.185,-0.1320,-0.0638,0.1382,2.813,0
12.285,-0.1547,-0.0596,0.1510,2.122,0
12.390,-0.1102,-0.0494,0.1472,5.249,0
12.493,-0.1359,-0.0793,0.1469,3.164,0
12.587,-0.1414,-0.0655,0.1624,3.968,0
12.688,-0.0982,-0.0603,0.1460,4.607,0
12.785,-0.1584,-0.0927,0.1321,2.120,0
12.886,-0.1094,-0.0753,0.1790,3.448,0
12.989,-0.1290,-0.0915,0.1393,6.459,0
13.086,-0.1568,-0.1008,0.1916,2.637,0
13.188,-0.1254,-0.0833,0.1774,4.147,0
13.288,-0.0849,-0.0745,0.1575,4.279,0
13.386,-0.1088,-0.0637,0.1698,4.087,0
13.486,-0.1019,-0.0778,0.1136,2.839,0
13.585,-0.1070,-0.0595,0.1406,2.244,0
13.686,-0.1353,-0.0435,0.1282,3.876,0
13.787,-0.1367,-0.0621,0.1437,3.249,0
13.885,-0.1049,-0.0271,0.1340,2.114,0
13.986,-0.1303,-0.0293,0.1405,2.672,0
14.086,-0.0986,-0.0184,0.1226,3.877,0
14.187,-0.0829,-0.0152,0.1543,4.219,0
14.288,-0.1204,-0.0072,0.1420,5.452,0
14.387,-0.1061,0.0034,0.1420,4.916,0
14.489,-0.1237,-0.0147,0.1413,4.542,0
14.588,-0.0690,-0.0199,0.1815,4.261,0
14.687,-0.1007,-0.0330,0.1410,2.831,0
14.785,-0.1060,-0.0161,0.1515,2.348,0
14.887,-0.1158,-0.0170,0.1309,4.563,0
14.985,-0.1248,-0.0188,0.1534,2.369,0
15.088,-0.0898,-0.0049,0.1422,3.849,0
15.191,-0.0568,-0.0009,0.1311,2.667,0
15.286,-0.0630,0.0080,0.1631,2.694,0
15.390,-0.0126,0.0331,0.1486,5.767,0
15.488,-0.0289,0.0555,0.1525,4.443,0
15.598,-0.0569,0.0128,0.1654,15.175,0
15.688,-0.0616,0.0148,0.1611,3.358,0
15.787,-0.0230,0.0289,0.1938,4.487,0
15.885,-0.1045,0.0104,0.1656,2.730,0
15.987,-0.0653,0.0239,0.1776,3.002,0
16.088,-0.0480,0.0423,0.1808,5.496,0
16.189,-0.0726,0.0363,0.1975,4.038,0
16.287,-0.0535,0.0347,0.1837,2.956,0
16.387,-0.0414,0.0493,0.1940,3.447,0
16.484,-0.0594,0.0291,0.1768,1.872,0
16.586,-0.0548,0.0282,0.1992,3.668,0
16.689,-0.1011,0.0350,0.1645,6.792,0
16.786,-0.0416,0.0392,0.1798,2.607,0
16.886,-0.0666,0.0393,0.1493,3.130,0
16.993,-0.0686,0.0368,0.1565,9.984,0
17.087,-0.0966,0.0137,0.1433,3.378,0
17.188,-0.0846,0.0458,0.1375,5.091,0
17.287,-0.0497,0.0267,0.1526,2.986,0
17.387,-0.0994,0.0269,0.1530,4.128,0
17.486,-0.0510,0.0052,0.1745,3.312,0
17.589,-0.0931,-0.0027,0.1286,5.291,0
17.691,-0.0921,0.0253,0.1399,2.599,0
17.788,-0.0595,0.0142,0.1209,4.189,0
17.888,-0.0358,0.0079,0.1444,5.820,0
17.986,-0.0182,0.0243,0.1083,3.351,0
18.090,-0.0224,0.0150,0.1120,4.486,0
18.186,-0.0149,-0.0050,0.1535,3.555,0
18.285,0.0120,0.0016,0.1258,3.237,0
18.391,0.0343,0.0058,0.1217,6.349,0
18.485,0.0248,0.0274,0.1008,2.537,0
18.586,0.0268,0.0037,0.1185,3.352,0
18.687,-0.0095,0.0346,0.1125,4.529,0
18.785,-0.0021,0.0109,0.0817,3.376,0
18.886,-0.0235,0.0511,0.0998,3.735,0
18.988,-0.0466,0.0369,0.0923,3.435,0
19.089,-0.0184,0.0379,0.0983,6.839,0
19.191,0.0131,0.0192,0.0743,4.384,0
19.287,-0.0127,0.0269,0.0738,4.531,0
19.387,-0.0261,0.0392,0.0892,3.305,0
19.490,-0.0248,0.0356,0.0589,6.220,0
19.586,-0.0205,0.0399,0.0600,3.915,0
19.685,-0.0509,0.0335,0.0591,1.874,0
19.786,-0.0098,0.0273,0.0501,3.736,0
19.888,-0.0380,0.0655,0.0476,3.838,0
19.988,-0.0053,0.0249,0.0454,3.826,0
20.084,-0.0490,0.0188,0.0761,2.146,0
20.186,-0.0273,0.0168,0.0558,3.200,0
20.285,-0.0007,0.0225,0.0695,3.210,0
20.385,-0.0151,-0.0045,0.0886,2.819,0
20.485,-0.0165,0.0063,0.0943,2.885,0
20.585,-0.0162,0.0299,0.1044,2.921,0
20.686,-0.0150,0.0161,0.0822,3.511,0
20.786,-0.0065,0.0128,0.0759,3.021,0
