t_sec,x,y,z,solve_ms,n_zero_weights
0.103,-0.0125,0.0041,0.0266,2.516,0
0.204,-0.0215,-0.0003,0.0005,3.570,0
0.305,0.0443,0.0005,-0.0410,4.816,0
0.404,-0.0099,0.0006,-0.0082,3.722,0
0.504,0.0149,0.0057,0.0336,3.802,0
0.606,0.0084,-0.0042,0.0062,3.720,0
0.703,0.0002,-0.0149,0.0021,2.509,0
0.803,-0.0135,-0.0135,0.0023,1.910,0
0.903,0.0039,0.0017,-0.0075,2.518,0
1.004,0.0015,0.0057,0.0056,2.878,0
1.104,0.0279,0.0168,0.0109,3.526,0
1.203,0.0080,0.0052,-0.0053,2.526,0
1.630,-0.0113,-0.0021,0.0234,2.277,0
1.635,-0.0113,-0.0021,0.0234,3.672,0
1.705,-0.0399,-0.0080,0.0222,3.101,0
1.804,-0.0155,-0.0013,-0.0084,3.117,0
1.903,0.0207,0.0067,0.0010,2.233,0
2.004,0.0009,-0.0072,-0.0487,3.059,0
2.104,-0.0023,0.0024,0.0125,3.373,0
2.203,-0.0097,0.0043,0.0094,2.092,0
2.633,-0.0142,-0.0083,-0.0148,2.331,0
2.636,-0.0142,-0.0083,-0.0148,1.988,0
2.704,0.0055,-0.0157,0.0159,2.573,0
2.809,-0.0291,-0.0115,-0.0105,8.213,0
2.906,-0.0275,-0.0213,-0.0201,3.423,0
3.007,-0.0369,-0.0486,-0.0206,5.726,0
3.103,0.0114,-0.0328,-0.0098,2.405,0
3.205,0.0177,-0.0203,-0.0118,3.733,0
3.304,0.0385,-0.0121,-0.0171,3.223,0
3.405,0.0158,-0.0069,-0.0195,3.190,0
3.504,0.0366,-0.0319,-0.0319,2.532,0
3.605,0.0072,-0.0285,-0.0039,3.420,0
3.704,0.0121,-0.0178,-0.0347,3.319,0
3.803,0.0455,-0.0270,-0.0321,2.222,0
3.905,0.0055,-0.0326,-0.0519,3.999,0
4.005,0.0933,-0.0406,-0.0630,3.821,0
4.105,0.0812,-0.0399,-0.0507,3.770,0
4.204,0.0745,-0.0342,-0.0179,3.043,0
4.305,0.0828,-0.0236,-0.0653,4.139,0
4.406,0.0925,-0.0002,-0.0148,3.610,0
4.504,0.0948,-0.0037,-0.0196,3.144,0
4.608,0.0702,-0.0035,-0.0349,6.787,0
4.706,0.0366,-0.0259,-0.0309,3.633,0
4.805,0.0850,0.0073,-0.0465,3.091,0
4.905,0.0153,-0.0318,-0.0568,4.219,0
5.004,0.0488,-0.0178,-0.0634,2.277,0
5.105,0.0173,-0.0293,-0.0818,3.963,0
5.203,0.0607,-0.0384,-0.0548,2.399,0
5.305,0.0739,-0.0405,-0.0856,3.444,0
5.406,0.0878,-0.0554,-0.0695,5.021,0
5.504,0.0593,-0.0780,-0.0973,2.358,0
5.607,0.1026,-0.0505,-0.0898,3.464,0
5.707,0.0531,-0.0734,-0.0767,4.426,0
5.805,0.0737,-0.0652,-0.0920,3.337,0
5.903,0.0565,-0.0866,-0.0923,2.227,0
6.005,0.0311,-0.0921,-0.0827,3.477,0
6.104,0.0737,-0.0880,-0.0957,2.931,0
6.207,0.0528,-0.1047,-0.1398,5.817,0
6.305,0.0578,-0.1423,-0.1113,3.448,0
6.404,0.0909,-0.1064,-0.1133,2.727,0
6.506,0.1048,-0.1267,-0.1389,3.514,0
6.603,0.0768,-0.1345,-0.1056,2.429,0
6.705,0.0900,-0.1267,-0.1257,3.487,0
6.806,0.0939,-0.1214,-0.1428,3.755,0
6.904,0.1314,-0.1136,-0.1475,3.352,0
7.005,0.0881,-0.1357,-0.1357,4.083,0
7.103,0.0619,-0.1199,-0.1536,2.277,0
7.205,0.0599,-0.1193,-0.1503,2.436,0
7.305,0.0231,-0.1416,-0.1344,3.006,0
7.405,0.0393,-0.1210,-0.0934,4.370,0
7.506,0.0310,-0.1190,-0.1191,3.773,0
7.605,0.0518,-0.1265,-0.0912,3.274,0
7.707,0.0653,-0.1467,-0.1154,5.199,0
7.805,0.0204,-0.1407,-0.0733,3.613,0
7.904,0.0725,-0.1621,-0.1110,3.128,0
8.006,0.0556,-0.1698,-0.1234,2.673,0
8.105,0.0441,-0.1647,-0.1525,3.625,0
8.204,0.0451,-0.1513,-0.1429,3.499,0
8.303,0.0970,-0.1424,-0.1642,2.213,0
8.404,0.0336,-0.1930,-0.1541,3.321,0
8.505,0.0912,-0.1722,-0.1576,4.043,0
8.604,0.0900,-0.1518,-0.1797,2.979,0
8.707,0.1356,-0.1462,-0.1530,4.043,0
8.805,0.0641,-0.1530,-0.1862,4.228,0
8.905,0.0565,-0.1457,-0.1665,2.776,0
9.004,0.0830,-0.1461,-0.1942,3.352,0
9.105,0.0792,-0.1677,-0.1758,3.069,0
9.204,0.0594,-0.1663,-0.1996,2.738,0
9.304,0.0250,-0.1525,-0.1844,3.121,0
9.403,0.0335,-0.1637,-0.1946,2.196,0
9.504,0.0072,-0.1736,-0.2133,3.013,0
9.606,0.0051,-0.1505,-0.1887,3.384,0
9.703,0.0170,-0.1817,-0.2227,2.598,0
9.806,0.0436,-0.1676,-0.2065,3.545,0
9.908,0.0202,-0.1775,-0.1761,3.772,0
10.003,0.0613,-0.1637,-0.2006,2.377,0
10.104,-0.0100,-0.1747,-0.1694,2.709,0
10.204,-0.0080,-0.1722,-0.1536,3.019,0
10.307,0.0201,-0.1746,-0.2108,4.667,0
10.403,0.0345,-0.1544,-0.1800,2.415,0
10.507,0.0096,-0.1680,-0.1904,4.108,0
10.605,0.0610,-0.1429,-0.1693,2.639,0
10.705,0.0143,-0.1687,-0.1930,4.111,0
10.804,0.0614,-0.1542,-0.2060,3.104,0
10.906,0.0841,-0.1492,-0.2240,5.183,0
11.005,0.0574,-0.1480,-0.1920,4.365,0
