t_sec,x,y,z,solve_ms
0.104,0.0127,-0.0037,-0.0097,2.598
0.204,0.0608,0.0185,0.0294,3.176
0.304,-0.0182,0.0069,0.0110,2.475
0.403,-0.0052,0.0068,0.0138,1.690
0.505,0.0158,0.0080,0.0216,4.279
0.604,-0.0403,0.0057,-0.0074,2.641
0.704,-0.0376,-0.0107,-0.0044,2.077
0.803,-0.0032,0.0147,-0.0149,2.188
0.903,-0.0065,0.0128,-0.0163,1.782
1.002,-0.0069,-0.0050,-0.0137,1.513
1.104,-0.0001,-0.0076,-0.0347,2.964
1.203,-0.0280,-0.0150,0.0091,2.347
1.303,-0.0033,0.0034,0.0285,2.351
1.403,-0.0653,-0.0125,0.0242,2.220
1.502,-0.0333,-0.0171,0.0070,1.359
1.604,-0.0044,0.0003,0.0190,2.423
1.703,-0.0433,-0.0009,0.0211,1.829
1.802,0.0030,-0.0039,0.0072,1.727
1.903,-0.0039,0.0146,-0.0091,2.285
2.003,0.0157,0.0285,-0.0182,1.804
2.102,-0.0187,-0.0008,0.0214,1.704
2.202,-0.0216,-0.0010,0.0212,1.185
2.303,-0.0149,-0.0051,-0.0123,2.175
2.403,-0.0231,0.0052,0.0021,1.599
2.503,-0.0158,0.0050,-0.0141,2.066
2.603,-0.0228,0.0029,0.0113,1.956
2.703,-0.0133,0.0020,-0.0071,2.223
2.805,-0.0200,0.0196,-0.0268,2.926
2.903,-0.0431,0.0026,-0.0413,1.427
3.002,-0.0752,0.0002,-0.0309,1.183
3.102,-0.0496,0.0013,-0.0407,1.317
3.203,-0.0631,-0.0014,-0.0090,2.017
3.303,-0.0541,-0.0108,-0.0110,1.693
3.403,-0.0146,-0.0081,-0.0110,1.621
3.503,-0.0150,-0.0254,-0.0038,1.074
3.603,-0.0283,-0.0254,-0.0089,1.126
3.703,0.0117,-0.0251,-0.0207,2.069
3.803,-0.0119,-0.0358,-0.0091,1.540
3.903,-0.0090,-0.0353,-0.0320,1.934
4.002,-0.0310,-0.0375,-0.0601,1.281
4.105,0.0125,-0.0628,-0.0568,1.644
4.203,0.0004,-0.0492,-0.0484,1.574
4.303,0.0368,-0.0486,-0.0593,1.190
4.404,0.0321,-0.0783,-0.0382,1.732
4.502,0.0293,-0.0820,-0.0361,1.234
4.603,0.0293,-0.0748,-0.0414,1.233
4.702,-0.0023,-0.0666,-0.0456,1.335
4.802,-0.0119,-0.0482,-0.0554,1.226
4.904,0.0040,-0.0740,-0.0707,2.331
5.004,0.0220,-0.0579,-0.0422,1.631
5.103,-0.0060,-0.0531,-0.0534,1.937
5.203,-0.0363,-0.0371,-0.0495,1.740
5.303,-0.0733,-0.0668,-0.0272,1.901
5.403,-0.0667,-0.0410,0.0041,2.248
5.502,-0.0406,-0.0373,-0.0251,1.614
5.603,-0.0508,-0.0394,0.0042,1.335
5.702,-0.0597,-0.0277,0.0142,1.308
5.802,-0.0556,-0.0379,-0.0007,1.460
5.903,-0.0458,-0.0476,0.0200,1.153
6.005,-0.0252,-0.0426,0.0159,2.625
6.105,-0.0626,-0.0583,0.0070,1.808
6.204,-0.0557,-0.0599,-0.0024,1.569
6.306,-0.0749,-0.0622,0.0212,1.881
6.402,-0.0992,-0.0568,0.0027,1.604
6.502,-0.0805,-0.0284,-0.0158,1.311
6.604,-0.0834,-0.0325,-0.0217,2.666
6.702,-0.0633,-0.0184,-0.0155,1.224
6.803,-0.0700,-0.0382,-0.0461,1.567
6.903,-0.0613,-0.0163,-0.0431,1.942
7.004,-0.0390,0.0174,-0.0518,1.579
7.104,-0.0057,0.0277,-0.0374,1.600
7.202,-0.0529,-0.0137,-0.0520,1.873
7.302,-0.0819,0.0087,-0.0585,1.456
7.403,-0.1173,-0.0081,-0.0563,1.933
7.506,-0.0402,0.0303,-0.0301,1.783
7.603,-0.0697,0.0295,0.0022,1.793
