t_sec,x,y,z,solve_ms,n_zero_weights
3.304,2.0145,-0.0004,-0.0136,3.322,0
3.405,2.0139,-0.0010,-0.0032,2.463,0
3.506,2.0177,-0.0016,0.0028,3.459,0
3.611,2.0077,0.0027,-0.0231,5.458,0
3.706,2.0001,0.0208,-0.0120,3.964,0
3.810,1.9827,-0.0095,-0.0174,5.716,0
3.905,1.9757,0.0091,0.0149,3.036,0
4.006,1.9566,0.0080,-0.0044,4.782,0
4.105,1.9796,0.0058,0.0138,3.580,0
4.206,2.0093,0.0224,0.0045,3.664,0
4.308,1.9732,0.0065,-0.0142,4.539,0
4.405,1.9756,-0.0231,0.0020,3.573,0
4.506,2.0020,0.0064,0.0046,3.804,0
4.605,1.9701,-0.0415,-0.0148,4.231,0
4.704,2.0261,-0.0233,0.0006,2.714,0
4.805,1.9837,-0.0169,0.0020,3.737,0
4.904,2.0430,0.0015,-0.0039,3.764,0
5.006,2.0242,0.0079,-0.0043,4.246,0
5.108,2.0546,0.0360,-0.0002,5.309,0
5.208,2.0202,0.0278,-0.0082,4.420,0
5.305,1.9866,-0.0026,0.0075,3.386,0
5.404,2.0008,0.0004,0.0139,2.902,0
5.514,1.9985,0.0091,0.0076,7.123,0
5.606,1.9915,0.0307,0.0147,4.054,0
5.704,2.0307,0.0394,0.0147,2.517,0
5.809,2.0753,0.0328,0.0092,5.530,0
5.904,2.0162,0.0273,-0.0225,3.116,0
6.003,2.0208,0.0307,-0.0071,1.905,0
6.105,2.0079,0.0312,0.0241,4.065,0
6.204,2.0607,0.0024,0.0160,2.940,0
6.306,2.0381,0.0504,0.0045,3.381,0
6.407,2.0005,0.0136,0.0178,4.304,0
6.504,2.0496,-0.0023,0.0111,2.626,0
6.605,2.0068,0.0073,0.0221,3.907,0
6.706,1.9976,-0.0074,0.0255,4.267,0
6.805,1.9824,0.0129,-0.0036,3.502,0
6.907,1.9959,-0.0307,-0.0020,5.011,0
7.012,2.0175,-0.0078,-0.0003,4.447,0
7.105,2.0063,-0.0030,-0.0041,3.059,0
7.204,2.0451,0.0546,0.0002,3.312,0
7.305,2.0396,0.0085,-0.0158,3.622,0
7.407,2.0129,0.0056,0.0023,3.206,0
7.505,1.9765,0.0138,-0.0073,3.848,0
7.607,1.9701,-0.0433,-0.0204,4.636,0
7.704,1.9992,0.0129,-0.0107,2.808,0
7.808,1.9739,0.0138,0.0029,4.702,0
7.905,2.0033,-0.0384,0.0046,2.801,0
8.005,2.0582,0.0086,-0.0096,3.675,0
8.105,2.0219,0.0129,-0.0018,2.949,0
8.205,1.9913,0.0060,-0.0086,3.554,0
8.307,2.0027,-0.0133,-0.0061,3.903,0
8.404,1.9622,0.0205,-0.0035,2.897,0
8.504,1.9701,-0.0163,-0.0226,3.332,0
