t_sec,x,y,z,solve_ms,n_zero_weights
4.205,1.9976,2.0044,0.0001,4.194,0
4.304,1.9901,2.0035,-0.0058,2.124,0
4.405,2.0176,1.9844,-0.0251,4.068,0
4.505,1.9967,1.9845,0.0036,3.399,0
4.604,1.9890,1.9753,-0.0161,3.058,0
4.703,1.9990,1.9693,-0.0101,2.388,0
4.807,1.9689,1.9474,-0.0054,2.511,0
4.907,1.9884,2.0030,0.0071,5.006,0
5.005,1.9780,2.0177,0.0113,3.754,0
5.104,1.9819,2.0103,-0.0051,3.180,0
5.204,2.0178,1.9663,0.0110,2.798,0
5.304,2.0054,1.9883,-0.0126,3.137,0
5.404,2.0175,2.0186,0.0033,2.427,0
5.504,2.0208,2.0111,0.0131,3.098,0
5.604,2.0308,1.9992,0.0159,2.448,0
5.703,2.0116,1.9653,0.0227,2.080,0
5.803,2.0241,1.9993,0.0047,2.887,0
5.905,2.0121,1.9735,0.0060,2.380,0
6.005,2.0003,1.9761,0.0070,3.784,0
6.107,1.9787,2.0209,0.0135,5.195,0
6.203,1.9751,1.9960,0.0013,2.147,0
6.308,1.9711,2.0028,0.0217,6.114,0
6.406,1.9936,1.9912,0.0107,3.524,0
6.505,2.0003,1.9827,0.0043,2.619,0
6.605,2.0092,2.0129,-0.0068,3.386,0
6.704,1.9810,1.9808,0.0116,2.796,0
6.805,1.9507,1.9594,0.0014,2.777,0
6.906,1.9850,2.0238,0.0216,4.599,0
7.004,2.0248,2.0099,-0.0023,2.898,0
7.104,2.0583,1.9973,0.0119,2.898,0
7.205,2.0130,2.0090,0.0091,3.961,0
7.305,2.0050,2.0028,-0.0316,4.068,0
7.405,2.0248,2.0226,-0.0171,3.484,0
7.502,2.0077,1.9934,-0.0013,1.860,0
7.606,2.0024,2.0056,0.0012,5.071,0
7.703,1.9980,1.9769,0.0162,1.857,0
7.805,1.9851,1.9944,0.0067,3.074,0
7.904,2.0041,1.9758,-0.0020,2.990,0
8.003,2.0164,1.9790,-0.0427,2.511,0
8.104,1.9933,1.9576,-0.0315,3.189,0
8.204,2.0174,1.9966,-0.0135,2.764,0
8.304,2.0078,2.0114,0.0142,3.504,0
8.404,2.0175,2.0126,0.0044,2.595,0
8.503,2.0001,2.0107,0.0223,2.307,0
8.604,2.0179,1.9822,0.0053,3.042,0
8.703,2.0243,2.0116,0.0251,2.196,0
8.806,2.0186,2.0327,0.0019,4.367,0
8.903,2.0153,2.0186,0.0345,2.214,0
9.004,2.0095,2.0258,0.0369,3.238,0
9.104,2.0359,2.0048,0.0059,2.960,0
9.207,2.0109,1.9846,-0.0140,3.674,0
9.304,1.9952,2.0182,-0.0168,2.793,0
9.409,2.0004,1.9868,0.0011,4.958,0
9.506,1.9901,2.0222,-0.0027,5.441,0
9.605,1.9984,2.0276,0.0109,3.190,0
9.706,2.0235,2.0306,-0.0049,4.570,0
9.806,2.0203,2.0275,0.0124,3.288,0
9.903,2.0244,2.0429,0.0126,2.010,0
10.006,1.9819,2.0415,0.0190,5.114,0
10.103,1.9943,2.0426,0.0199,2.170,0
10.206,2.0026,2.0641,0.0289,4.861,0
10.306,2.0213,2.0551,0.0281,4.067,0
10.406,2.0532,2.0417,0.0045,4.769,0
10.504,2.0383,2.0022,0.0262,3.174,0
10.603,2.0782,2.0213,0.0086,2.621,0
10.704,2.0408,2.0329,0.0365,2.703,0
10.804,2.0343,2.0743,0.0191,3.450,0
10.905,1.9873,2.0879,0.0360,4.594,0
11.007,2.0238,2.0584,0.0455,4.733,0
11.104,2.0490,2.0992,0.0414,2.888,0
11.207,2.0943,2.1085,0.0460,5.713,0
11.305,2.0895,2.0908,0.0782,4.265,0
11.407,2.0797,2.0890,0.0405,5.500,0
11.504,2.0787,2.1091,0.0444,3.160,0
11.606,2.1070,2.0926,0.0193,5.080,0
11.704,2.0824,2.1118,0.0460,3.164,0
11.809,2.0906,2.0794,0.0343,3.689,0
11.903,2.0872,2.0900,0.0161,2.264,0
12.005,2.0896,2.0989,0.0338,3.481,0
12.104,2.0793,2.0672,0.0212,2.805,0
12.205,2.0450,2.0871,0.0119,3.857,0
12.305,2.0441,2.1078,0.0369,3.724,0
12.404,2.0598,2.0759,0.0200,2.051,0
12.507,2.1112,2.1132,0.0071,5.034,0
12.604,2.1135,2.0863,0.0004,2.847,0
12.703,2.1401,2.0911,-0.0314,2.135,0
12.805,2.1606,2.1049,-0.0187,3.817,0
12.904,2.1547,2.0958,-0.0406,3.117,0
13.006,2.1406,2.1307,-0.0250,2.497,0
13.103,2.1594,2.1281,-0.0406,2.469,0
13.203,2.1218,2.1305,-0.0269,2.440,0
13.304,2.1344,2.1258,-0.0471,3.475,0
13.404,2.1418,2.1345,-0.0614,2.838,0
13.505,2.1162,2.1291,-0.0647,2.983,0
13.603,2.1309,2.1060,-0.0686,2.286,0
13.707,2.1541,2.1400,-0.0684,5.964,0
13.804,2.1460,2.1146,-0.0437,3.052,0
13.903,2.1256,2.1184,-0.0481,2.164,0
14.004,2.1659,2.1192,-0.0341,2.081,0
14.108,2.1386,2.1434,-0.0368,7.514,0
14.203,2.1656,2.1120,-0.0442,2.644,0
14.304,2.1862,2.0910,-0.0087,2.958,0
14.408,2.2451,2.0874,-0.0216,5.868,0
14.507,2.2343,2.1154,-0.0311,5.126,0
14.605,2.2639,2.1179,-0.0292,3.507,0
14.704,2.2771,2.1265,-0.0167,2.574,0
14.803,2.2795,2.1244,-0.0158,2.578,0
14.906,2.2914,2.1262,-0.0200,5.011,0
15.006,2.2909,2.1479,-0.0018,4.147,0
15.103,2.2663,2.1397,0.0146,2.159,0
15.204,2.3210,2.1531,0.0192,3.003,0
15.307,2.2365,2.1489,0.0086,4.462,0
15.404,2.2748,2.1547,0.0107,3.493,0
15.505,2.2747,2.1498,0.0007,4.441,0
15.604,2.2730,2.1810,0.0141,2.985,0
15.704,2.3002,2.1555,-0.0151,2.967,0
15.807,2.2888,2.1625,-0.0111,4.635,0
15.904,2.2736,2.1489,-0.0117,3.098,0
16.009,2.2929,2.1309,-0.0166,7.553,0
16.103,2.3279,2.1456,0.0000,2.477,0
16.203,2.2997,2.1643,-0.0100,2.282,0
16.303,2.2825,2.1863,-0.0081,2.261,0
16.404,2.2908,2.1769,-0.0069,2.891,0
16.503,2.2570,2.1842,-0.0152,2.305,0
16.607,2.2038,2.1791,-0.0163,5.766,0
16.705,2.2007,2.1760,-0.0197,3.780,0
16.806,2.2362,2.1928,0.0106,3.377,0
16.905,2.2253,2.1788,-0.0083,3.602,0
17.005,2.2166,2.1542,-0.0129,2.863,0
17.105,2.1965,2.1606,0.0080,3.581,0
17.207,2.1829,2.1701,0.0084,6.448,0
17.305,2.1585,2.1843,-0.0212,3.129,0
17.403,2.2038,2.1808,-0.0049,2.226,0
17.507,2.2100,2.1607,-0.0198,5.826,0
17.603,2.2114,2.1631,-0.0208,2.713,0
17.703,2.2052,2.1696,-0.0185,2.403,0
17.804,2.2059,2.1474,-0.0250,2.278,0
17.906,2.1815,2.1683,-0.0409,3.208,0
18.004,2.1778,2.1573,-0.0227,3.427,0
18.103,2.2116,2.2161,-0.0096,2.045,0
18.205,2.2159,2.2028,-0.0406,3.419,0
18.304,2.2552,2.1704,-0.0381,3.349,0
18.404,2.2698,2.2042,-0.0338,2.656,0
18.503,2.2792,2.1993,-0.0208,2.649,0
18.607,2.2470,2.2161,-0.0275,5.003,0
18.705,2.2170,2.2281,-0.0353,2.666,0
18.803,2.2389,2.2292,0.0015,2.016,0
18.905,2.2603,2.2594,-0.0026,3.754,0
19.007,2.2700,2.2700,-0.0369,3.980,0
19.106,2.2969,2.2755,-0.0459,2.460,0
19.203,2.3110,2.2692,-0.0366,2.586,0
19.305,2.2838,2.2513,-0.0310,3.856,0
19.403,2.2914,2.2268,-0.0271,2.430,0
19.504,2.3243,2.2341,-0.0176,3.374,0
19.604,2.2725,2.2097,-0.0263,2.974,0
19.705,2.2681,2.2225,-0.0568,3.307,0
19.803,2.2520,2.2254,-0.0854,1.924,0
19.906,2.2302,2.2263,-0.0466,5.398,0
20.005,2.2598,2.2184,-0.0754,2.979,0
20.104,2.2667,2.2264,-0.0551,2.392,0
20.203,2.2281,2.1970,-0.0724,2.571,0
20.304,2.2389,2.2059,-0.0769,2.819,0
20.405,2.2688,2.1800,-0.0866,3.665,0
20.503,2.2899,2.1789,-0.0820,2.479,0
20.604,2.2885,2.2066,-0.0834,3.322,0
20.707,2.3118,2.2149,-0.0941,4.379,0
20.804,2.2884,2.1931,-0.0928,2.902,0
20.904,2.2757,2.1701,-0.0796,3.281,0
21.005,2.2929,2.1689,-0.0991,2.782,0
21.103,2.2873,2.1943,-0.1152,2.426,0
21.204,2.2801,2.1588,-0.1252,3.438,0
21.303,2.2797,2.1564,-0.1135,2.282,0
21.404,2.2641,2.1650,-0.1093,3.306,0
21.504,2.2510,2.1481,-0.1303,2.777,0
21.603,2.2723,2.1501,-0.1226,2.267,0
21.703,2.2524,2.1626,-0.1311,2.841,0
21.804,2.2501,2.1670,-0.1359,2.680,0
21.904,2.2930,2.1557,-0.1269,2.409,0
22.005,2.2620,2.1587,-0.1458,3.828,0
22.105,2.2632,2.1254,-0.1285,3.599,0
22.205,2.2777,2.1277,-0.1455,3.210,0
22.304,2.3078,2.1304,-0.1430,3.723,0
22.404,2.3021,2.1436,-0.1227,2.620,0
22.505,2.2683,2.1408,-0.1226,2.461,0
22.604,2.3065,2.1456,-0.1013,2.653,0
22.705,2.3052,2.1396,-0.0932,3.993,0
