t_sec,x,y,z,solve_ms,n_zero_weights
0.105,-0.0387,-0.0107,-0.0226,3.872,0
0.204,0.0009,0.0077,0.0091,3.229,0
0.303,-0.0160,-0.0070,-0.0009,2.600,0
0.403,-0.0191,0.0051,0.0112,2.144,0
0.504,0.0048,0.0015,0.0199,2.383,0
0.605,-0.0112,-0.0152,0.0084,4.194,0
0.706,-0.0164,0.0068,0.0102,4.157,0
0.803,0.0139,0.0075,-0.0176,2.310,0
0.904,-0.0190,-0.0116,-0.0031,3.206,0
1.004,-0.0007,-0.0027,-0.0052,3.082,0
1.104,-0.0502,-0.0166,0.0056,3.234,0
1.205,-0.0172,0.0003,-0.0082,3.079,0
1.304,0.0099,0.0027,0.0229,2.786,0
1.405,0.0125,0.0082,-0.0008,3.836,0
1.503,0.0236,0.0182,-0.0498,2.621,0
1.603,-0.0131,0.0067,-0.0422,2.118,0
1.704,-0.0151,-0.0157,-0.0001,2.836,0
1.803,-0.0061,0.0012,-0.0044,2.099,0
1.904,-0.0021,-0.0088,0.0075,3.541,0
2.003,0.0083,0.0034,0.0134,2.361,0
2.107,-0.0325,0.0002,0.0005,5.262,0
2.204,-0.0267,-0.0018,0.0117,2.999,0
2.303,0.0127,0.0062,-0.0110,2.397,0
2.405,0.0244,-0.0138,-0.0190,4.021,0
2.504,-0.0257,0.0016,-0.0021,2.702,0
2.603,-0.0349,-0.0068,0.0072,2.342,0
2.704,-0.0008,0.0131,-0.0174,3.517,0
2.806,0.0205,0.0015,-0.0039,4.367,0
2.903,0.0133,0.0120,0.0101,2.290,0
3.005,-0.0112,0.0073,0.0138,3.523,0
3.105,0.0340,0.0560,0.0065,3.959,0
3.205,0.0088,0.0311,0.0161,3.035,0
3.305,-0.0246,0.0422,0.0319,3.650,0
3.405,-0.0020,0.0258,0.0278,4.378,0
3.503,0.0134,0.0523,0.0396,2.149,0
3.603,0.0253,0.0434,0.0127,2.332,0
3.705,0.0594,0.0452,0.0136,3.629,0
3.814,0.0286,0.0044,0.0192,9.421,0
3.904,0.0673,0.0199,0.0184,2.694,0
4.006,0.0598,0.0276,0.0121,3.313,0
4.107,0.0566,0.0585,0.0166,3.712,0
4.204,0.0089,0.0680,0.0382,2.365,0
4.307,0.0057,0.0906,0.0185,5.588,0
4.403,0.0161,0.0697,0.0209,2.417,0
4.506,0.0974,0.0984,0.0729,3.315,0
4.605,0.0731,0.0921,0.0388,3.639,0
4.705,0.0731,0.1020,0.0662,3.575,0
4.804,0.0750,0.1012,0.0130,2.636,0
4.905,0.0622,0.0767,0.0700,3.905,0
5.005,0.1125,0.1020,0.0378,3.653,0
5.103,0.0986,0.0922,0.0429,2.523,0
5.205,0.0820,0.0758,0.0396,3.174,0
5.305,0.0657,0.0878,0.0145,3.644,0
5.405,0.0987,0.1084,-0.0064,3.105,0
5.504,0.0360,0.0867,0.0119,3.116,0
5.605,0.0277,0.0984,0.0271,3.719,0
5.705,0.0874,0.0927,0.0021,3.813,0
5.803,0.1003,0.0975,0.0064,1.903,0
5.904,0.1051,0.1162,-0.0133,3.577,0
6.003,0.1523,0.1117,-0.0126,2.140,0
6.104,0.1269,0.1045,-0.0214,2.938,0
6.205,0.1701,0.1061,0.0076,2.857,0
6.305,0.1664,0.1182,-0.0304,3.255,0
6.405,0.1358,0.1171,-0.0125,3.772,0
6.505,0.1350,0.1160,-0.0302,3.876,0
6.604,0.1226,0.1178,-0.0359,2.818,0
6.704,0.1511,0.1227,-0.0547,3.236,0
6.804,0.1111,0.1108,-0.0751,2.597,0
6.907,0.1716,0.1411,-0.0448,3.989,0
7.003,0.1173,0.1296,-0.0808,2.267,0
7.103,0.1608,0.1267,-0.0308,2.504,0
7.207,0.1848,0.1186,-0.0488,5.472,0
7.304,0.1506,0.1324,-0.0378,2.336,0
7.403,0.1049,0.1137,-0.0343,2.552,0
7.505,0.1674,0.1264,-0.0559,2.993,0
7.603,0.2017,0.1095,-0.0179,2.203,0
7.703,0.2294,0.1104,-0.0038,2.643,0
7.806,0.2594,0.1171,-0.0496,4.228,0
7.904,0.2490,0.1302,-0.0408,3.162,0
8.004,0.2491,0.1323,-0.0271,2.182,0
8.105,0.3041,0.1390,-0.0056,3.441,0
8.203,0.2698,0.1423,0.0159,2.556,0
8.305,0.2885,0.1242,-0.0055,3.623,0
8.405,0.2827,0.1350,-0.0061,2.987,0
8.504,0.2517,0.1514,0.0064,2.746,0
8.607,0.2637,0.1447,0.0195,5.088,0
8.704,0.2854,0.1642,-0.0032,3.293,0
8.807,0.2689,0.1658,-0.0107,3.344,0
8.904,0.2673,0.1619,0.0055,2.343,0
9.003,0.2956,0.1795,-0.0038,2.418,0
9.103,0.2791,0.1549,0.0083,2.112,0
9.205,0.2982,0.1590,-0.0165,4.064,0
9.303,0.2922,0.1535,-0.0291,2.177,0
9.404,0.3451,0.1390,-0.0104,2.631,0
9.504,0.3193,0.1608,0.0024,2.551,0
9.605,0.3127,0.1906,-0.0138,3.188,0
9.704,0.2791,0.1646,0.0012,3.081,0
9.806,0.2652,0.1875,-0.0073,5.571,0
9.904,0.2189,0.1698,-0.0115,2.715,0
10.004,0.2534,0.2136,-0.0192,2.702,0
10.103,0.1780,0.1571,0.0034,2.387,0
10.206,0.2192,0.1898,0.0084,4.016,0
10.304,0.2259,0.1783,0.0102,3.306,0
10.404,0.2198,0.1867,0.0070,3.052,0
10.503,0.1785,0.1810,-0.0118,2.623,0
10.606,0.1529,0.1733,0.0164,3.242,0
10.704,0.1995,0.1638,-0.0218,2.458,0
10.803,0.1793,0.1672,-0.0124,1.941,0
10.903,0.2203,0.1846,-0.0297,2.121,0
11.004,0.1877,0.1750,-0.0237,2.220,0
11.104,0.2085,0.1728,-0.0125,2.917,0
11.204,0.2175,0.1620,-0.0161,2.915,0
11.305,0.2083,0.1936,-0.0041,2.784,0
11.405,0.1943,0.2139,-0.0414,3.904,0
11.509,0.2050,0.1946,-0.0283,6.906,0
11.603,0.2583,0.2192,-0.0652,2.389,0
11.705,0.2491,0.2050,-0.0475,3.261,0
11.805,0.2237,0.2133,-0.0381,3.239,0
11.905,0.2209,0.1916,-0.0263,3.002,0
12.005,0.2708,0.2259,-0.0287,3.420,0
12.105,0.2370,0.2363,0.0055,2.715,0
12.203,0.2473,0.2610,-0.0275,1.956,0
12.307,0.2362,0.2710,-0.0250,3.235,0
12.403,0.2457,0.2625,-0.0352,2.348,0
12.505,0.2627,0.2615,-0.0144,3.740,0
12.606,0.2318,0.2479,-0.0206,3.474,0
12.707,0.3185,0.2354,-0.0218,5.463,0
12.807,0.3068,0.2129,-0.0294,3.294,0
12.905,0.3130,0.2190,-0.0524,2.785,0
13.004,0.2956,0.2425,-0.0404,2.095,0
13.104,0.2403,0.2197,-0.0549,2.123,0
13.205,0.2707,0.2326,-0.0609,3.377,0
13.305,0.2788,0.2368,-0.0432,3.999,0
13.404,0.2788,0.2266,-0.0697,2.732,0
13.504,0.2390,0.2280,-0.0743,2.877,0
13.604,0.2659,0.2049,-0.0659,3.372,0
13.704,0.2698,0.2026,-0.0725,2.737,0
13.804,0.2667,0.2022,-0.0696,2.763,0
13.904,0.2715,0.1794,-0.0654,2.326,0
14.004,0.2771,0.1953,-0.0863,3.253,0
14.105,0.2703,0.1963,-0.0997,3.798,0
14.205,0.3021,0.1892,-0.1224,3.293,0
14.305,0.2364,0.1831,-0.1033,3.334,0
14.404,0.2483,0.1821,-0.0815,3.530,0
14.504,0.2708,0.1609,-0.1208,3.075,0
14.603,0.2913,0.1638,-0.1166,2.125,0
14.704,0.2788,0.1587,-0.1280,2.294,0
14.803,0.2809,0.1552,-0.1076,2.127,0
14.904,0.2748,0.1607,-0.1203,3.548,0
15.004,0.2957,0.1625,-0.1358,3.190,0
15.103,0.2898,0.1686,-0.1414,1.936,0
15.206,0.2306,0.1601,-0.1339,4.068,0
15.306,0.3123,0.1590,-0.1502,3.770,0
15.403,0.2130,0.1266,-0.1480,2.646,0
15.507,0.2546,0.1182,-0.1349,3.771,0
15.606,0.2900,0.1230,-0.1488,3.277,0
15.704,0.2869,0.1221,-0.1255,2.298,0
15.807,0.3227,0.1480,-0.1004,5.085,0
15.909,0.3095,0.1477,-0.1110,3.671,0
16.003,0.2951,0.1381,-0.0874,2.197,0
16.107,0.2489,0.1208,-0.1017,5.672,0
16.205,0.2903,0.1357,-0.1100,3.578,0
16.304,0.2729,0.1461,-0.1352,3.022,0
16.404,0.2569,0.1663,-0.1030,3.045,0
16.504,0.2490,0.1808,-0.1239,2.573,0
16.607,0.2401,0.1626,-0.1165,3.561,0
16.704,0.3010,0.1841,-0.1383,2.464,0
16.805,0.2602,0.1667,-0.1452,3.807,0
16.904,0.2593,0.1493,-0.1278,2.980,0
17.004,0.2520,0.1824,-0.1051,2.629,0
17.105,0.2448,0.1578,-0.1222,3.642,0
17.204,0.2567,0.1828,-0.1574,2.896,0
17.305,0.1736,0.1556,-0.1453,3.268,0
17.406,0.2253,0.2010,-0.1423,4.187,0
17.504,0.2484,0.1948,-0.1652,2.563,0
17.604,0.2807,0.2041,-0.1674,2.910,0
17.704,0.2993,0.2046,-0.1808,3.070,0
17.805,0.2140,0.1628,-0.1765,3.523,0
17.904,0.2279,0.1689,-0.1598,2.836,0
18.004,0.2478,0.1668,-0.1381,2.789,0
18.103,0.2913,0.1667,-0.1504,2.281,0
18.205,0.2578,0.1714,-0.1085,4.059,0
18.303,0.3247,0.1486,-0.1449,2.239,0
18.404,0.2953,0.1334,-0.1368,2.855,0
18.505,0.3121,0.1484,-0.1442,2.598,0
18.604,0.3247,0.1645,-0.1083,2.553,0
18.705,0.3583,0.1648,-0.1380,2.744,0
18.804,0.3466,0.1713,-0.1408,2.982,0
18.904,0.3055,0.1884,-0.1166,2.732,0
19.003,0.3353,0.1684,-0.1053,2.359,0
19.104,0.3232,0.1620,-0.1315,2.957,0
19.204,0.3502,0.1901,-0.0752,2.436,0
19.306,0.3989,0.2079,-0.0742,3.759,0
19.403,0.3516,0.1840,-0.0717,2.268,0
19.504,0.3789,0.1849,-0.0560,3.214,0
19.607,0.4294,0.2198,-0.0602,4.569,0
19.706,0.3884,0.2084,-0.0605,3.514,0
19.805,0.4241,0.2249,-0.0549,3.372,0
19.905,0.3697,0.2117,-0.0560,3.126,0
20.005,0.3770,0.1942,-0.0268,3.360,0
20.104,0.3833,0.1810,-0.0202,2.905,0
20.207,0.3702,0.1990,-0.0471,5.111,0
20.304,0.3749,0.1960,-0.0065,2.572,0
20.403,0.3949,0.2057,0.0021,2.244,0
20.504,0.4283,0.1898,-0.0387,3.014,0
20.604,0.4203,0.2070,-0.0099,2.836,0
20.705,0.4154,0.2008,-0.0165,2.778,0
20.805,0.4004,0.1927,0.0154,2.918,0
20.904,0.4103,0.2078,0.0164,2.919,0
21.004,0.3402,0.1669,0.0429,2.631,0
21.106,0.3889,0.1995,0.0305,3.368,0
21.206,0.3596,0.1872,0.0368,4.312,0
21.304,0.3847,0.1997,0.0823,2.954,0
21.404,0.3313,0.1883,0.0676,2.894,0
21.503,0.3635,0.1968,0.0342,2.179,0
21.606,0.3748,0.2076,0.0579,4.276,0
21.703,0.3697,0.2167,0.0439,2.374,0
21.805,0.3265,0.1946,0.0692,4.006,0
21.903,0.3585,0.1964,0.0514,2.164,0
22.003,0.3443,0.1969,0.0440,2.086,0
22.104,0.3682,0.1704,0.0363,2.661,0
22.203,0.3500,0.1703,0.0553,2.567,0
22.305,0.4102,0.1734,0.0797,3.798,0
22.405,0.3639,0.1331,0.0419,3.123,0
22.504,0.3531,0.1324,0.0517,2.589,0
22.604,0.3631,0.1603,0.0624,2.717,0
22.705,0.3882,0.1329,0.0121,3.689,0
22.804,0.4151,0.1355,0.0694,2.065,0
22.904,0.4164,0.1396,0.0457,2.667,0
23.010,0.3563,0.1168,0.0645,6.408,0
23.105,0.4206,0.1411,0.0631,2.720,0
23.205,0.3728,0.1380,0.0797,2.801,0
23.302,0.4159,0.1543,0.0614,1.653,0
23.404,0.4015,0.1689,0.0621,2.754,0
23.506,0.3905,0.1644,0.0591,2.820,0
23.604,0.3606,0.1694,0.0332,3.028,0
23.703,0.3429,0.1836,0.0286,2.539,0
23.805,0.3697,0.1817,0.0469,3.963,0
23.904,0.3380,0.2087,0.0505,2.853,0
24.003,0.3604,0.2067,0.0641,2.551,0
24.105,0.3135,0.1970,0.0356,2.881,0
24.204,0.3772,0.2216,0.0408,2.811,0
24.305,0.2968,0.1919,0.0437,2.704,0
24.405,0.3262,0.2085,0.0248,3.804,0
24.503,0.3295,0.1977,0.0756,2.176,0
24.606,0.3187,0.2009,0.0641,5.254,0
24.704,0.2761,0.1896,0.0805,2.291,0
24.804,0.3179,0.2020,0.0759,3.160,0
24.905,0.2933,0.2052,0.0841,3.469,0
25.003,0.3129,0.1850,0.0567,2.339,0
