t_sec,x,y,z,solve_ms,n_zero_weights
4.004,3.9825,1.9817,0.0050,3.388,0
4.104,3.9863,1.9886,0.0077,2.907,0
4.203,3.9987,2.0142,-0.0299,2.157,0
4.304,4.0318,2.0067,-0.0056,3.215,0
4.405,3.9815,2.0274,-0.0001,4.354,0
4.502,3.9966,2.0126,0.0119,1.714,0
4.607,3.9481,1.9674,0.0189,5.088,0
4.705,3.9301,1.9606,0.0080,3.883,0
4.805,3.9576,1.9842,-0.0147,3.446,0
4.904,3.9713,1.9977,0.0054,2.974,0
5.004,3.9733,1.9974,-0.0109,2.531,0
5.103,3.9760,1.9792,-0.0331,2.171,0
5.203,3.9844,1.9588,-0.0220,1.892,0
5.304,3.9730,1.9568,-0.0202,2.957,0
5.403,3.9580,1.9812,0.0094,2.301,0
5.505,3.9697,1.9963,0.0061,3.703,0
5.605,3.9676,1.9881,-0.0103,3.031,0
5.706,4.0095,2.0031,-0.0104,3.663,0
5.803,4.0452,2.0219,-0.0241,2.113,0
5.904,4.0245,2.0234,-0.0070,2.978,0
6.003,4.0120,2.0288,0.0081,2.169,0
6.106,3.9894,1.9814,-0.0012,4.630,0
6.203,3.9758,1.9656,-0.0123,1.992,0
6.304,3.9607,1.9712,0.0069,3.382,0
6.404,4.0325,2.0151,-0.0061,2.540,0
6.504,3.9882,1.9918,0.0070,3.233,0
6.604,4.0145,2.0095,0.0126,3.165,0
6.704,4.0499,2.0055,-0.0047,2.910,0
6.805,4.0046,2.0368,0.0122,3.533,0
6.903,4.0269,2.0393,-0.0148,1.771,0
7.003,4.0327,2.0052,0.0018,2.565,0
7.104,4.0083,2.0212,-0.0264,2.725,0
7.204,3.9833,1.9987,-0.0064,2.433,0
7.303,4.0071,1.9991,-0.0166,2.489,0
7.406,3.9723,1.9734,-0.0158,3.018,0
7.504,3.9766,2.0131,-0.0296,2.950,0
7.603,3.9742,1.9968,0.0014,1.815,0
7.703,3.9959,2.0023,-0.0057,2.335,0
7.805,4.0046,1.9827,-0.0016,3.850,0
7.905,4.0121,2.0126,-0.0104,3.261,0
8.005,4.0176,2.0346,-0.0014,3.983,0
8.104,4.0008,1.9952,0.0081,3.030,0
8.205,3.9796,2.0183,0.0011,4.314,0
8.303,3.9687,2.0046,0.0036,1.728,0
8.405,3.9597,2.0156,0.0093,3.214,0
8.504,4.0010,1.9911,0.0174,3.144,0
8.605,4.0221,2.0319,0.0048,3.918,0
8.703,4.0515,2.0257,-0.0161,2.255,0
8.803,3.9964,1.9968,-0.0185,2.374,0
8.905,4.0495,2.0189,-0.0104,3.487,0
9.004,3.9830,1.9968,-0.0237,2.651,0
9.106,4.0197,1.9951,-0.0089,5.511,0
9.203,3.9995,1.9786,-0.0085,2.186,0
9.303,3.9953,1.9854,-0.0070,2.682,0
9.403,3.9963,2.0459,-0.0230,2.033,0
9.503,3.9629,2.0163,-0.0120,2.099,0
9.605,3.9626,1.9950,-0.0389,2.848,0
9.703,3.9398,2.0129,-0.0324,1.839,0
9.804,3.9574,1.9959,-0.0134,2.730,0
9.903,3.9479,2.0134,-0.0305,2.174,0
10.003,3.9773,1.9989,-0.0061,2.567,0
10.104,3.9811,2.0044,-0.0370,3.117,0
10.203,3.9931,1.9929,-0.0584,1.928,0
10.303,3.9789,1.9997,-0.0955,2.271,0
10.404,3.9851,2.0259,-0.0926,2.496,0
10.505,4.0087,2.0587,-0.0949,2.715,0
10.606,3.9934,2.0262,-0.1051,3.776,0
10.705,4.0058,2.0643,-0.1242,3.177,0
10.806,4.0039,2.0356,-0.1326,3.154,0
10.903,4.0024,2.0571,-0.1268,2.063,0
11.006,4.0004,2.0803,-0.1209,3.330,0
11.103,3.9910,2.0331,-0.1169,2.476,0
11.205,4.0020,2.0539,-0.0965,3.648,0
11.305,3.9860,2.0956,-0.1182,3.823,0
11.404,3.9612,2.1048,-0.1071,3.158,0
11.504,3.9975,2.0963,-0.1183,3.221,0
11.606,3.9948,2.0915,-0.0852,3.124,0
11.705,3.9991,2.0641,-0.1047,3.604,0
11.804,3.9766,2.0788,-0.0817,2.646,0
11.904,3.9344,2.0642,-0.0845,3.072,0
12.005,3.9309,2.1031,-0.1005,4.033,0
12.105,3.9473,2.0936,-0.0950,3.591,0
12.204,3.9161,2.0992,-0.1328,2.819,0
12.303,3.9913,2.1450,-0.1128,2.741,0
12.403,3.9652,2.1393,-0.1249,2.138,0
12.504,3.9953,2.1564,-0.1199,3.401,0
12.603,3.9928,2.1285,-0.1081,2.286,0
12.705,3.9828,2.1565,-0.1199,4.166,0
12.803,3.9920,2.1394,-0.1163,2.314,0
12.904,3.9590,2.0881,-0.1398,2.622,0
13.007,3.9842,2.0829,-0.1337,6.069,0
13.105,3.9154,2.0528,-0.1321,2.300,0
13.205,3.9393,2.0691,-0.1607,3.308,0
13.304,3.9174,2.0437,-0.1429,2.331,0
13.403,3.9378,2.1009,-0.1559,2.345,0
13.503,3.8963,2.0858,-0.1692,2.408,0
13.604,3.8719,2.1026,-0.1850,3.377,0
13.704,3.8659,2.0744,-0.1846,3.010,0
13.803,3.8430,2.0714,-0.1696,2.180,0
13.904,3.8655,2.0926,-0.1807,2.987,0
14.005,3.8016,2.0690,-0.1705,3.504,0
14.103,3.8109,2.0725,-0.1875,2.270,0
14.204,3.8313,2.0752,-0.1904,2.875,0
14.304,3.8544,2.0479,-0.1828,2.742,0
14.403,3.8140,2.0822,-0.1743,2.573,0
14.508,3.8298,2.0936,-0.1929,5.942,0
14.609,3.7889,2.0768,-0.1902,3.835,0
14.704,3.8112,2.0572,-0.1932,2.661,0
14.804,3.8156,2.0771,-0.1838,2.751,0
14.904,3.8088,2.0702,-0.2174,3.105,0
15.003,3.7931,2.0385,-0.2053,1.967,0
15.107,3.7900,2.0695,-0.2093,4.846,0
15.204,3.8144,2.0557,-0.2234,2.501,0
15.304,3.7951,2.0539,-0.2060,2.414,0
15.406,3.7779,2.0858,-0.2243,3.024,0
15.505,3.8092,2.0636,-0.2001,2.938,0
15.604,3.7861,2.0747,-0.2006,2.828,0
15.703,3.7718,2.0425,-0.2271,2.338,0
15.805,3.8385,2.1017,-0.2227,2.689,0
15.908,3.7950,2.0748,-0.2419,6.194,0
16.004,3.8037,2.1087,-0.2133,2.572,0
16.104,3.8320,2.1181,-0.2183,3.240,0
16.203,3.8241,2.1498,-0.2034,1.876,0
16.303,3.8524,2.1072,-0.2325,2.343,0
16.403,3.8192,2.0906,-0.2553,2.155,0
16.504,3.8038,2.0816,-0.2570,2.867,0
16.606,3.8523,2.0680,-0.2591,4.744,0
16.704,3.8454,2.0826,-0.2236,3.080,0
16.803,3.8537,2.0537,-0.2408,2.342,0
16.903,3.8679,2.0968,-0.2118,2.559,0
17.003,3.8414,2.1052,-0.2152,1.857,0
17.105,3.8229,2.0964,-0.2216,3.788,0
17.205,3.8722,2.1199,-0.2068,2.364,0
17.306,3.8593,2.0850,-0.2123,4.795,0
