t_sec,x,y,z,solve_ms,n_passed_gate,n_rejected_gate,trace_P
3.602,1.9968,2.0000,0.0144,0.547,4,0,0.029703
3.702,1.9958,1.9959,0.0097,0.700,4,0,0.015001
3.801,1.9987,2.0084,0.0116,0.613,4,0,0.010133
3.902,1.9987,2.0081,0.0106,0.475,4,0,0.007741
4.002,1.9935,2.0062,0.0080,0.563,4,0,0.006341
4.101,1.9973,2.0021,0.0065,0.357,4,0,0.005437
4.202,2.0015,2.0021,0.0061,0.615,4,0,0.004816
4.301,1.9998,2.0013,0.0058,0.376,4,0,0.004371
4.401,1.9975,2.0022,0.0044,0.476,4,0,0.004042
4.503,1.9953,2.0002,0.0049,1.745,4,0,0.003793
4.603,2.0000,1.9979,0.0056,0.837,4,0,0.003601
4.702,2.0016,1.9960,0.0058,0.563,4,0,0.003452
4.802,1.9986,1.9952,0.0021,0.721,4,0,0.003335
4.901,1.9988,1.9975,0.0029,0.565,4,0,0.003242
5.001,1.9975,2.0006,0.0034,0.380,4,0,0.003168
5.104,1.9961,2.0003,0.0019,0.387,4,0,0.003109
5.201,1.9978,1.9976,0.0011,0.744,4,0,0.003061
5.301,1.9935,1.9954,0.0003,0.554,4,0,0.003022
5.403,1.9942,1.9950,0.0016,1.016,4,0,0.002991
5.501,1.9931,1.9960,0.0033,0.490,4,0,0.002966
5.602,1.9924,1.9986,0.0020,0.539,4,0,0.002945
5.701,1.9926,1.9988,0.0020,0.490,4,0,0.002928
5.801,1.9910,1.9965,0.0009,0.386,4,0,0.002915
5.901,1.9918,1.9987,0.0017,0.491,4,0,0.002904
6.001,1.9909,1.9947,0.0008,0.354,4,0,0.002895
6.109,1.9907,1.9967,0.0009,0.556,4,0,0.002887
6.204,1.9932,2.0007,0.0010,1.299,4,0,0.002881
6.302,1.9941,2.0012,0.0001,0.540,4,0,0.002876
6.670,1.9930,2.0013,0.0005,0.401,4,0,0.002872
6.672,1.9921,2.0014,0.0009,0.382,4,0,0.002869
6.703,1.9955,1.9999,0.0007,0.406,4,0,0.002866
6.802,1.9954,1.9984,0.0025,0.571,4,0,0.002864
6.902,1.9945,1.9989,0.0030,0.835,4,0,0.002862
7.003,1.9956,1.9988,0.0022,0.649,4,0,0.002860
7.102,1.9968,1.9991,0.0015,0.387,4,0,0.002859
7.202,1.9979,1.9993,0.0010,0.527,4,0,0.002858
7.301,1.9968,2.0003,-0.0010,0.416,4,0,0.002857
7.401,1.9962,1.9978,-0.0018,0.434,4,0,0.002857
7.502,1.9936,1.9990,-0.0018,0.602,4,0,0.002856
7.602,1.9937,1.9983,-0.0014,0.840,4,0,0.002856
7.702,1.9932,1.9944,-0.0023,0.579,4,0,0.002855
7.802,1.9926,1.9911,-0.0033,0.768,4,0,0.002855
7.901,1.9932,1.9915,-0.0031,0.347,4,0,0.002855
8.001,1.9950,1.9939,-0.0012,0.332,4,0,0.002855
8.101,1.9958,1.9953,-0.0015,0.492,4,0,0.002854
8.201,1.9944,1.9971,-0.0015,0.561,4,0,0.002854
8.301,1.9913,1.9952,-0.0022,0.388,4,0,0.002854
8.401,1.9896,1.9944,-0.0011,0.434,4,0,0.002854
8.501,1.9874,1.9952,-0.0008,0.441,4,0,0.002854
8.602,1.9896,1.9946,-0.0017,0.426,4,0,0.002854
8.702,1.9899,1.9955,-0.0031,0.614,4,0,0.002854
8.801,1.9936,1.9970,-0.0024,0.397,4,0,0.002854
8.902,1.9926,1.9945,-0.0012,0.433,4,0,0.002854
9.001,1.9920,1.9939,-0.0012,0.422,4,0,0.002854
9.101,1.9961,1.9932,-0.0008,0.266,4,0,0.002854
9.202,1.9932,1.9925,-0.0008,0.524,4,0,0.002854
9.301,1.9913,1.9937,-0.0011,0.480,4,0,0.002854
9.402,1.9926,1.9955,0.0006,0.526,4,0,0.002854
9.503,1.9933,1.9936,0.0015,0.570,4,0,0.002854
9.602,1.9950,1.9917,0.0008,0.498,4,0,0.002854
9.702,1.9947,1.9923,0.0010,0.525,4,0,0.002854
9.801,1.9966,1.9938,0.0015,0.400,4,0,0.002854
9.901,1.9950,1.9938,0.0014,0.450,4,0,0.002854
10.002,1.9946,1.9958,0.0008,0.651,4,0,0.002854
10.102,1.9931,1.9956,-0.0007,0.713,4,0,0.002854
10.201,1.9948,1.9942,-0.0007,0.600,4,0,0.002854
10.302,1.9925,1.9936,-0.0012,0.894,4,0,0.002854
10.402,1.9917,1.9925,-0.0021,1.047,4,0,0.002854
10.502,1.9913,1.9917,-0.0003,0.622,4,0,0.002854
10.602,1.9910,1.9906,-0.0003,0.621,4,0,0.002854
10.702,1.9890,1.9884,0.0003,0.713,4,0,0.002854
10.802,1.9875,1.9908,0.0007,0.469,4,0,0.002854
10.901,1.9901,1.9916,-0.0014,0.560,4,0,0.002854
11.001,1.9900,1.9911,-0.0030,0.471,4,0,0.002854
11.103,1.9887,1.9908,-0.0021,1.057,4,0,0.002854
11.202,1.9861,1.9925,-0.0010,1.145,4,0,0.002854
11.301,1.9848,1.9892,-0.0014,0.533,4,0,0.002854
11.404,1.9847,1.9860,-0.0010,1.721,4,0,0.002854
11.502,1.9842,1.9866,-0.0001,0.398,4,0,0.002854
11.603,1.9867,1.9891,0.0002,1.143,4,0,0.002854
11.702,1.9866,1.9914,-0.0010,0.487,4,0,0.002854
11.801,1.9884,1.9925,-0.0006,0.482,4,0,0.002854
