t_sec,x,y,z,solve_ms,best_inliers,n_neighbours
3.217,2.0150,2.0116,-0.0094,14.902,4,4
3.320,1.9988,1.9741,-0.0128,14.536,4,4
3.416,2.0112,1.9934,-0.0135,13.622,4,4
3.520,2.0032,2.0034,-0.0085,18.423,4,4
3.616,1.9903,2.0193,0.0087,10.896,4,4
3.716,2.0318,1.9779,0.0025,12.832,4,4
3.816,2.0079,1.9908,-0.0056,14.492,4,4
3.914,1.9929,1.9908,-0.0073,12.480,4,4
4.018,1.9914,1.9908,-0.0078,15.952,4,4
4.120,1.9904,1.9908,-0.0079,18.133,4,4
4.216,1.9806,1.9961,0.0175,14.367,4,4
4.316,2.0032,1.9830,0.0008,14.532,4,4
4.411,2.0400,2.0084,0.0051,10.057,4,4
4.518,2.0354,2.0197,0.0206,17.215,4,4
4.612,2.0146,2.0039,0.0001,10.415,4,4
4.715,1.9999,2.0267,0.0094,13.488,4,4
4.820,2.0531,1.9791,0.0218,17.294,4,4
4.915,2.0227,2.0245,0.0143,13.955,4,4
5.017,2.0064,2.0320,-0.0004,14.764,4,4
5.122,2.0402,1.9713,0.0075,16.908,4,4
5.227,1.9469,2.0081,-0.0274,24.827,4,4
5.331,1.9923,1.9783,-0.0019,29.964,4,4
5.415,1.9779,1.9872,-0.0108,14.386,4,4
5.518,1.9950,1.9873,-0.0211,16.941,4,4
5.632,1.9940,2.0182,-0.0063,22.732,4,4
5.721,1.9737,2.0249,-0.0000,19.080,4,4
5.818,1.9821,1.9769,0.0071,16.307,4,4
5.918,1.9868,2.0061,-0.0004,16.713,4,4
6.033,1.9805,2.0103,0.0260,18.322,4,4
6.112,1.9510,2.0031,-0.0129,10.269,4,4
6.217,1.9634,1.9966,0.0010,15.016,4,4
6.540,2.0009,2.0006,-0.0109,13.159,4,4
6.551,2.0009,2.0006,-0.0109,9.615,4,4
6.634,1.9688,1.9897,-0.0030,19.714,4,4
6.717,1.9770,1.9712,0.0041,13.987,4,4
6.825,1.9813,2.0312,0.0104,23.772,4,4
6.915,2.0128,2.0209,0.0016,12.323,4,4
7.021,1.9529,2.0269,-0.0050,18.000,4,4
7.117,1.9873,1.9709,-0.0012,16.190,4,4
7.211,1.9874,2.0198,-0.0233,9.378,4,4
7.321,1.9667,1.9928,0.0305,18.267,4,4
7.415,1.9545,1.9605,0.0049,13.982,4,4
7.512,1.9668,2.0003,0.0190,10.925,4,4
7.615,1.9601,1.9947,0.0271,14.226,4,4
7.714,1.9730,1.9699,0.0099,13.094,4,4
7.811,1.9622,2.0134,0.0401,10.516,4,4
7.918,1.9651,2.0320,0.0355,13.570,4,4
8.017,1.9860,2.0010,0.0482,15.468,4,4
8.114,1.9807,2.0031,0.0391,12.871,4,4
8.219,1.9534,1.9924,0.0487,16.912,4,4
8.314,1.9902,2.0033,0.0573,12.493,4,4
8.415,1.9535,2.0229,0.0320,14.079,4,4
8.515,1.9448,2.0171,0.0546,12.968,4,4
8.623,1.9414,2.0135,0.0470,12.424,4,4
8.721,1.9754,2.0074,0.0343,18.996,4,4
8.816,1.9408,2.0422,0.0616,14.198,4,4
8.918,1.9531,2.0109,0.0253,14.840,4,4
9.014,1.9523,1.9729,0.0216,12.872,4,4
9.112,1.9490,1.9784,0.0393,10.959,4,4
9.215,1.9715,1.9893,0.0330,13.736,4,4
9.317,1.9558,1.9518,0.0325,14.722,4,4
9.426,1.9189,2.0108,0.0495,22.007,4,4
9.518,1.9331,2.0085,0.0224,16.539,4,4
9.616,1.9200,1.9820,0.0087,13.852,4,4
9.716,1.9207,2.0066,-0.0025,14.727,4,4
9.810,1.9344,2.0069,-0.0016,9.331,4,4
9.913,1.9619,1.9798,-0.0158,12.011,4,4
10.013,1.9412,2.0132,-0.0075,12.085,4,4
10.125,1.9233,1.9991,-0.0207,21.429,4,4
10.219,1.9096,1.9900,-0.0053,17.182,4,4
10.323,1.9136,1.9717,-0.0067,18.547,4,4
10.423,1.9020,1.9848,-0.0097,22.265,4,4
10.520,1.9146,1.9992,0.0038,17.762,4,4
10.613,1.9208,2.0222,-0.0299,10.827,4,4
10.722,1.9536,2.0327,-0.0113,18.578,4,4
10.828,1.9433,2.0040,-0.0356,26.767,4,4
