t_sec,x,y,z,solve_ms,n_zero_weights
0.204,0.0040,0.0103,0.0062,3.218,0
0.304,0.0002,0.0112,-0.0044,2.626,0
0.404,0.0318,0.0038,0.0180,2.477,0
0.507,0.0382,0.0291,-0.0163,5.232,0
0.605,0.0249,0.0137,-0.0196,3.541,0
0.705,0.0506,0.0437,-0.0068,3.888,0
0.808,0.0439,0.0035,0.0001,6.326,0
0.904,-0.0256,0.0018,0.0009,2.618,0
1.009,0.0666,0.0195,-0.0067,3.304,0
1.107,-0.0364,-0.0095,0.0088,3.502,0
1.208,-0.0159,-0.0274,0.0247,5.738,0
1.304,-0.0357,-0.0127,0.0167,2.757,0
1.404,-0.0770,-0.0279,0.0013,3.378,0
1.504,-0.0358,-0.0471,0.0131,2.751,0
1.606,-0.0085,-0.0341,-0.0000,4.021,0
1.706,-0.0258,-0.0408,0.0114,3.806,0
1.805,-0.0312,-0.0322,0.0057,3.330,0
1.906,-0.0132,-0.0413,-0.0001,4.162,0
2.006,-0.0678,-0.0580,-0.0186,5.225,0
2.106,0.0098,-0.0387,0.0026,3.780,0
2.208,0.0268,-0.0330,0.0211,5.516,0
2.305,-0.0187,-0.0197,0.0176,2.864,0
2.407,-0.0186,-0.0433,0.0313,5.482,0
2.504,0.0485,-0.0064,0.0235,2.904,0
2.605,-0.0014,-0.0345,0.0018,3.712,0
2.707,-0.0034,-0.0065,0.0234,2.963,0
2.804,-0.0298,-0.0284,0.0213,2.377,0
2.905,-0.0617,-0.0213,0.0092,2.990,0
3.004,-0.0304,-0.0116,0.0345,2.856,0
3.108,-0.0849,-0.0151,0.0123,5.516,0
3.207,-0.0768,-0.0148,0.0096,5.310,0
3.307,-0.0733,-0.0092,0.0169,4.503,0
3.405,-0.1244,-0.0286,0.0170,3.979,0
3.505,-0.0932,-0.0180,-0.0007,3.193,0
3.606,-0.0658,-0.0205,0.0096,4.199,0
3.706,-0.0767,-0.0269,-0.0240,4.357,0
3.805,-0.1096,-0.0307,0.0188,3.694,0
3.905,-0.0563,-0.0095,0.0063,3.085,0
4.007,-0.0620,0.0054,-0.0034,5.076,0
4.108,-0.0511,0.0029,-0.0010,6.487,0
4.208,-0.0282,-0.0044,-0.0042,5.024,0
4.304,-0.0355,-0.0140,0.0280,2.939,0
4.406,-0.0652,-0.0158,0.0235,4.886,0
4.506,-0.0547,-0.0254,0.0176,3.199,0
4.606,-0.0182,-0.0032,0.0103,3.857,0
4.705,-0.0047,0.0233,0.0117,2.773,0
4.805,-0.0264,0.0157,0.0014,2.814,0
4.907,0.0411,0.0507,-0.0078,4.598,0
5.006,-0.0320,0.0185,0.0158,4.055,0
5.106,0.0279,0.0350,-0.0022,4.717,0
5.206,0.0065,0.0329,0.0201,3.521,0
5.304,-0.0214,0.0286,0.0184,2.685,0
5.405,-0.0021,0.0127,0.0138,3.844,0
5.504,-0.0194,0.0172,0.0532,2.983,0
5.604,0.0059,0.0061,0.0249,2.981,0
5.707,0.0296,0.0346,0.0314,2.765,0
5.807,0.0180,0.0066,-0.0198,5.332,0
5.907,0.0571,0.0111,0.0386,4.619,0
6.006,-0.0205,-0.0054,0.0067,4.555,0
6.105,0.0377,0.0147,-0.0016,4.308,0
6.209,0.0262,0.0015,0.0243,4.145,0
6.304,0.0531,-0.0144,0.0391,2.872,0
6.408,0.0371,-0.0073,-0.0014,6.616,0
6.503,0.0557,0.0088,0.0193,2.415,0
6.607,0.0844,0.0183,-0.0142,4.768,0
6.704,0.0782,0.0055,0.0036,2.844,0
6.805,0.1232,0.0261,-0.0019,3.221,0
6.906,0.0939,0.0148,0.0082,3.702,0
7.013,0.1220,0.0271,0.0251,9.940,0
7.106,0.1252,0.0248,0.0230,3.084,0
7.204,0.1230,0.0384,-0.0096,3.005,0
7.309,0.1344,0.0487,0.0222,6.623,0
7.406,0.1246,0.0460,0.0109,5.205,0
7.508,0.0927,0.0175,0.0228,5.565,0
7.604,0.0717,0.0143,0.0078,2.525,0
7.705,0.1012,0.0421,-0.0023,2.901,0
7.810,0.0720,0.0243,0.0027,8.532,0
7.910,0.0565,0.0513,0.0364,7.668,0
8.009,0.0388,0.0369,0.0261,6.332,0
8.106,0.0648,0.0459,0.0299,3.808,0
8.207,0.0752,0.0297,0.0525,5.886,0
8.321,0.0479,0.0111,0.0662,11.734,0
