t_sec,x,y,z,solve_ms,n_zero_weights
3.321,1.9581,-0.0006,-0.0018,14.065,0
3.408,1.9831,-0.0142,-0.0012,5.127,0
3.507,1.9977,0.0046,-0.0257,3.160,0
3.605,1.9979,0.0132,-0.0058,3.330,0
3.710,2.0018,0.0263,-0.0014,4.523,0
3.806,2.0366,0.0089,-0.0017,2.664,0
3.909,1.9992,-0.0000,-0.0138,6.754,0
4.004,2.0299,0.0048,0.0073,2.988,0
4.110,2.0357,-0.0004,0.0114,8.933,0
4.205,2.0247,-0.0140,-0.0057,3.873,0
4.310,2.0234,-0.0049,-0.0004,6.463,0
4.411,2.0418,-0.0225,-0.0209,6.254,0
4.508,2.0500,-0.0307,-0.0305,5.825,0
4.606,2.0573,-0.0381,-0.0391,3.540,0
4.708,2.0563,-0.0009,-0.0425,6.272,0
4.805,1.9814,-0.0009,-0.0193,3.737,0
4.905,2.0016,0.0086,-0.0075,3.103,0
5.010,1.9778,0.0199,-0.0129,2.709,0
5.104,2.0370,-0.0011,-0.0006,2.665,0
5.207,2.0158,-0.0113,-0.0115,5.015,0
5.305,2.0161,0.0085,0.0017,3.272,0
5.405,1.9899,-0.0261,0.0062,3.839,0
5.504,1.9798,-0.0290,0.0126,3.021,0
5.605,1.9881,-0.0560,-0.0049,2.271,0
5.708,1.9786,-0.0486,0.0105,6.571,0
5.807,1.9901,-0.0369,-0.0019,4.282,0
5.905,1.9574,-0.0076,0.0098,3.542,0
6.007,1.9900,-0.0312,0.0030,5.374,0
6.106,1.9972,-0.0038,0.0067,3.614,0
6.205,1.9995,-0.0213,-0.0118,2.425,0
6.305,1.9870,-0.0075,0.0010,3.123,0
6.411,2.0140,0.0004,0.0126,7.541,0
6.505,2.0221,0.0141,0.0053,3.692,0
6.607,1.9977,0.0097,-0.0017,3.892,0
6.705,1.9812,0.0104,0.0008,3.742,0
6.807,2.0127,0.0375,-0.0136,3.882,0
6.906,2.0109,0.0203,0.0033,3.134,0
7.013,1.9750,0.0206,-0.0121,3.879,0
7.104,2.0015,0.0233,-0.0208,2.765,0
7.206,2.0480,0.0240,-0.0204,4.405,0
7.307,1.9891,0.0307,-0.0041,4.847,0
7.409,2.0167,0.0182,-0.0106,6.221,0
7.509,2.0197,0.0467,-0.0151,3.491,0
7.611,1.9888,-0.0027,-0.0014,7.294,0
7.706,2.0096,0.0421,-0.0151,5.384,0
7.809,1.9463,0.0239,0.0111,6.508,0
7.906,2.0266,0.0161,-0.0049,3.581,0
8.007,2.0040,-0.0231,0.0120,6.239,0
8.105,1.9915,0.0110,-0.0005,3.950,0
8.204,2.0499,-0.0161,0.0123,2.646,0
8.307,1.9982,-0.0103,0.0044,5.466,0
8.409,2.0140,-0.0284,0.0163,6.650,0
8.507,2.0371,-0.0174,0.0050,4.445,0
8.604,2.0189,-0.0199,0.0271,2.760,0
8.705,2.0015,0.0073,-0.0170,3.736,0
8.806,2.0095,-0.0039,0.0001,4.134,0
8.907,2.0153,0.0061,0.0176,4.111,0
9.006,1.9910,0.0042,-0.0078,3.828,0
9.106,2.0342,-0.0009,-0.0015,4.916,0
9.205,1.9864,-0.0012,0.0132,3.270,0
9.306,1.9960,0.0178,0.0101,3.769,0
9.406,1.9985,0.0006,0.0069,3.853,0
9.508,2.0103,0.0229,0.0069,6.579,0
9.610,1.9945,-0.0110,0.0197,8.157,0
