t_sec,x,y,z,solve_ms,n_zero_weights
4.303,2.0007,1.9748,-0.0052,2.628,0
4.403,2.0049,1.9860,0.0070,2.300,0
4.504,2.0067,2.0001,0.0134,3.093,0
4.605,2.0120,2.0087,-0.0150,4.021,0
4.705,2.0055,1.9639,0.0283,3.269,0
4.803,1.9796,1.9816,-0.0168,2.139,0
4.904,1.9844,1.9757,0.0282,3.299,0
5.003,1.9997,1.9704,0.0190,2.702,0
5.104,2.0083,1.9951,-0.0031,3.189,0
5.204,2.0136,1.9874,0.0121,3.189,0
5.304,2.0360,1.9996,0.0207,2.495,0
5.404,2.0100,1.9980,0.0160,3.368,0
5.504,1.9858,1.9881,0.0343,2.966,0
5.604,1.9787,2.0082,0.0087,3.034,0
5.704,1.9872,1.9872,-0.0119,2.899,0
5.804,1.9847,2.0632,0.0004,2.867,0
5.903,2.0415,2.0119,-0.0055,2.536,0
6.004,1.9684,2.0118,-0.0193,2.560,0
6.105,1.9710,1.9887,-0.0166,1.813,0
6.209,1.9995,1.9931,-0.0116,6.492,0
6.305,1.9866,1.9969,-0.0280,4.509,0
6.405,2.0159,2.0049,-0.0329,3.409,0
6.505,2.0116,2.0058,-0.0342,3.079,0
6.604,2.0271,1.9803,-0.0190,2.914,0
6.704,2.0389,1.9890,-0.0002,2.731,0
6.804,1.9889,1.9558,-0.0155,2.906,0
6.905,2.0172,1.9625,-0.0224,3.887,0
7.006,2.0318,1.9948,-0.0020,3.868,0
7.104,2.0358,2.0229,-0.0033,2.913,0
7.207,2.0244,1.9963,0.0129,3.092,0
7.305,2.0570,2.0154,-0.0104,3.677,0
7.405,1.9935,2.0376,-0.0051,3.919,0
7.505,1.9834,2.0558,-0.0278,3.018,0
7.607,2.0019,2.0142,-0.0010,6.312,0
7.704,1.9694,1.9963,0.0040,3.499,0
7.803,2.0148,2.0417,0.0269,2.119,0
7.903,1.9997,1.9925,-0.0158,2.601,0
8.005,2.0035,1.9495,0.0024,3.997,0
8.104,2.0129,2.0176,0.0033,3.130,0
8.203,2.0128,1.9845,0.0241,2.484,0
8.303,1.9968,1.9971,-0.0021,2.616,0
8.406,2.0116,1.9863,-0.0070,4.558,0
8.504,2.0295,2.0103,0.0163,3.042,0
8.603,2.0192,2.0284,-0.0119,2.571,0
