t_s,phase,scale,true_dist_m,reported_dist_m,px4_1_est_x,px4_1_est_y,px4_1_est_z,px4_1_gt_x,px4_1_gt_y,px4_1_gt_z,px4_1_error_m,px4_3_est_x,px4_3_est_y,px4_3_est_z,px4_3_gt_x,px4_3_gt_y,px4_3_gt_z,px4_3_error_m,est_separation_m
0.197,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.210,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.246,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.285,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.325,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.365,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.405,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.445,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.485,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.525,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.565,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.605,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.645,warmup,0.050,0.0000,0.0000,,,,,,,,0.0000,4.3923,-0.6745,0.0000,4.0000,-0.0130,0.7691,0.0000
0.687,warmup,0.050,0.0000,0.0000,,,,,,,,0.0000,4.3923,-0.6745,0.0000,4.0000,-0.0130,0.7691,0.0000
0.726,warmup,0.050,0.0000,0.0000,,,,,,,,0.0000,4.4536,-0.6644,0.0000,4.0000,-0.0130,0.7938,0.0000
0.766,warmup,0.050,0.0000,0.0000,,,,,,,,0.0000,4.4536,-0.6644,0.0000,4.0000,-0.0130,0.7938,0.0000
0.806,warmup,0.050,0.0000,0.0000,,,,,,,,0.0000,4.3933,-0.6523,0.0000,4.0000,-0.0130,0.7506,0.0000
0.846,warmup,0.050,0.0000,0.0000,,,,,,,,0.0000,4.3933,-0.6523,0.0000,4.0000,-0.0130,0.7506,0.0000
0.890,warmup,0.050,0.0000,0.0000,,,,,,,,0.0000,4.3933,-0.6523,0.0000,4.0000,-0.0130,0.7506,0.0000
0.928,warmup,0.050,0.0000,0.0000,,,,,,,,0.0000,4.4513,-0.6522,0.0000,4.0000,-0.0130,0.7825,0.0000
0.966,warmup,0.050,0.0000,0.0000,,,,,,,,0.0000,4.4513,-0.6522,0.0000,4.0000,-0.0130,0.7825,0.0000
1.005,warmup,0.050,0.0000,0.0000,,,,,,,,0.0000,4.4513,-0.6522,0.0000,4.0000,-0.0130,0.7825,0.0000
1.045,warmup,0.050,0.0000,0.0000,,,,,,,,0.0000,4.4118,-0.6484,0.0000,4.0000,-0.0130,0.7572,0.0000
1.086,warmup,0.050,0.0000,0.0000,0.0000,0.3940,-0.6516,-0.0000,0.0000,-0.0130,0.7504,0.0000,4.4118,-0.6484,0.0000,4.0000,-0.0130,0.7572,4.0178
1.127,warmup,0.050,0.0000,0.0000,0.0000,0.3940,-0.6516,-0.0000,0.0000,-0.0130,0.7504,0.0000,4.4204,-0.6500,0.0000,4.0000,-0.0130,0.7632,4.0264
1.165,warmup,0.050,0.0000,0.0000,0.0000,0.3940,-0.6516,-0.0000,0.0000,-0.0130,0.7504,0.0000,4.4204,-0.6500,0.0000,4.0000,-0.0130,0.7632,4.0264
1.205,warmup,0.050,0.0000,0.0000,0.0000,0.3724,-0.6276,-0.0000,0.0000,-0.0130,0.7186,0.0000,4.3793,-0.6434,0.0000,4.0000,-0.0130,0.7357,4.0070
1.247,warmup,0.050,0.0000,0.0000,0.0000,0.3724,-0.6276,-0.0000,0.0000,-0.0130,0.7186,0.0000,4.3793,-0.6434,0.0000,4.0000,-0.0130,0.7357,4.0070
1.285,warmup,0.050,0.0000,0.0000,0.0000,0.3596,-0.6649,-0.0000,0.0000,-0.0130,0.7445,0.0000,4.3793,-0.6434,0.0000,4.0000,-0.0130,0.7357,4.0198
1.325,warmup,0.050,0.0000,0.0000,0.0000,0.3596,-0.6649,-0.0000,0.0000,-0.0130,0.7445,0.0000,4.3898,-0.6574,0.0000,4.0000,-0.0130,0.7531,4.0302
1.369,warmup,0.050,0.0000,0.0000,0.0000,0.3596,-0.6649,-0.0000,0.0000,-0.0130,0.7445,0.0000,4.3898,-0.6574,0.0000,4.0000,-0.0130,0.7531,4.0302
1.405,warmup,0.050,0.0000,0.0000,0.0000,0.4216,-0.6431,-0.0000,0.0000,-0.0130,0.7582,0.0000,4.3451,-0.6476,0.0000,4.0000,-0.0130,0.7223,3.9236
1.445,warmup,0.050,0.0000,0.0000,0.0000,0.4216,-0.6431,-0.0000,0.0000,-0.0130,0.7582,0.0000,4.3451,-0.6476,0.0000,4.0000,-0.0130,0.7223,3.9236
1.495,warmup,0.050,0.0000,0.0000,0.0000,0.4214,-0.6399,-0.0000,0.0000,-0.0130,0.7554,0.0000,4.3451,-0.6476,0.0000,4.0000,-0.0130,0.7223,3.9238
1.529,warmup,0.050,0.0000,0.0000,0.0000,0.4214,-0.6399,-0.0000,0.0000,-0.0130,0.7554,0.0000,4.3986,-0.6424,0.0000,4.0000,-0.0130,0.7450,3.9772
1.565,warmup,0.050,0.0000,0.0000,0.0000,0.4214,-0.6399,-0.0000,0.0000,-0.0130,0.7554,0.0000,4.3986,-0.6424,0.0000,4.0000,-0.0130,0.7450,3.9772
1.605,warmup,0.050,0.0000,0.0000,0.0000,0.4113,-0.6400,-0.0000,0.0000,-0.0130,0.7499,0.0000,4.4132,-0.6274,0.0000,4.0000,-0.0130,0.7404,4.0019
1.648,warmup,0.050,0.0000,0.0000,0.0000,0.4113,-0.6400,-0.0000,0.0000,-0.0130,0.7499,0.0000,4.4132,-0.6274,0.0000,4.0000,-0.0130,0.7404,4.0019
1.688,warmup,0.050,0.0000,0.0000,0.0000,0.3942,-0.6450,-0.0000,0.0000,-0.0130,0.7449,0.0000,4.4132,-0.6274,0.0000,4.0000,-0.0130,0.7404,4.0191
1.725,warmup,0.050,0.0000,0.0000,0.0000,0.3942,-0.6450,-0.0000,0.0000,-0.0130,0.7449,0.0000,4.3797,-0.6662,0.0000,4.0000,-0.0130,0.7555,3.9855
1.769,warmup,0.050,0.0000,0.0000,0.0000,0.3942,-0.6450,-0.0000,0.0000,-0.0130,0.7449,0.0000,4.3797,-0.6662,0.0000,4.0000,-0.0130,0.7555,3.9855
1.809,warmup,0.050,0.0000,0.0000,0.0000,0.4429,-0.6400,-0.0000,0.0000,-0.0130,0.7676,0.0000,4.3791,-0.6323,0.0000,4.0000,-0.0130,0.7261,3.9361
1.846,warmup,0.050,0.0000,0.0000,0.0000,0.4429,-0.6400,-0.0000,0.0000,-0.0130,0.7676,0.0000,4.3791,-0.6323,0.0000,4.0000,-0.0130,0.7261,3.9361
1.890,warmup,0.050,0.0000,0.0000,0.0000,0.3740,-0.6473,-0.0000,0.0000,-0.0130,0.7364,0.0000,4.3791,-0.6323,0.0000,4.0000,-0.0130,0.7261,4.0051
1.934,warmup,0.050,0.0000,0.0000,0.0000,0.3740,-0.6473,-0.0000,0.0000,-0.0130,0.7364,0.0000,4.3784,-0.6394,0.0000,4.0000,-0.0130,0.7318,4.0044
1.966,warmup,0.050,0.0000,0.0000,0.0000,0.3740,-0.6473,-0.0000,0.0000,-0.0130,0.7364,0.0000,4.3784,-0.6394,0.0000,4.0000,-0.0130,0.7318,4.0044
2.005,warmup,0.050,0.0000,0.0000,0.0000,0.3856,-0.6231,-0.0000,0.0000,-0.0130,0.7218,0.0000,4.4441,-0.6254,0.0000,4.0000,-0.0130,0.7565,4.0585
2.051,warmup,0.050,0.0000,0.0000,0.0000,0.3855,-0.6345,-0.0000,0.0000,-0.0130,0.7314,0.0000,4.4441,-0.6254,0.0000,4.0000,-0.0130,0.7565,4.0586
2.086,warmup,0.050,0.0000,0.0000,0.0000,0.4393,-0.6196,-0.0000,0.0000,-0.0130,0.7490,0.0000,4.4441,-0.6254,0.0000,4.0000,-0.0130,0.7565,4.0049
2.125,warmup,0.050,0.0000,0.0000,0.0000,0.4393,-0.6196,-0.0000,0.0000,-0.0130,0.7490,0.0000,4.4257,-0.6355,0.0000,4.0000,-0.0130,0.7541,3.9864
2.167,warmup,0.050,0.0000,0.0000,0.0000,0.4346,-0.6370,-0.0000,0.0000,-0.0130,0.7605,0.0000,4.4257,-0.6355,0.0000,4.0000,-0.0130,0.7541,3.9911
2.205,warmup,0.050,0.0000,0.0000,0.0000,0.4426,-0.6562,-0.0000,0.0000,-0.0130,0.7808,0.0000,4.4257,-0.6355,0.0000,4.0000,-0.0130,0.7541,3.9831
2.246,warmup,0.050,0.0000,0.0000,0.0000,0.4426,-0.6562,-0.0000,0.0000,-0.0130,0.7808,0.0000,4.5098,-0.6427,0.0000,4.0000,-0.0130,0.8102,4.0672
2.289,warmup,0.050,0.0000,0.0000,0.0000,0.4798,-0.6380,-0.0000,0.0000,-0.0130,0.7880,0.0000,4.5098,-0.6427,0.0000,4.0000,-0.0130,0.8102,4.0300
2.326,warmup,0.050,0.0000,0.0000,0.0000,0.4798,-0.6380,-0.0000,0.0000,-0.0130,0.7880,0.0000,4.4768,-0.6388,0.0000,4.0000,-0.0130,0.7868,3.9970
2.373,warmup,0.050,0.0000,0.0000,0.0000,0.5062,-0.6465,-0.0000,0.0000,-0.0130,0.8109,0.0000,4.4768,-0.6388,0.0000,4.0000,-0.0130,0.7868,3.9706
2.405,warmup,0.050,0.0000,0.0000,0.0000,0.4961,-0.6402,-0.0000,0.0000,-0.0130,0.7997,0.0000,4.4710,-0.6091,0.0000,4.0000,-0.0130,0.7597,3.9749
2.459,warmup,0.050,0.0000,0.0000,0.0000,0.4961,-0.6402,-0.0000,0.0000,-0.0130,0.7997,0.0000,4.4710,-0.6091,0.0000,4.0000,-0.0130,0.7597,3.9749
2.485,warmup,0.050,0.0000,0.0000,0.0000,0.4738,-0.6172,-0.0000,0.0000,-0.0130,0.7679,0.0000,4.4710,-0.6091,0.0000,4.0000,-0.0130,0.7597,3.9972
2.527,warmup,0.050,0.0000,0.0000,0.0000,0.4738,-0.6172,-0.0000,0.0000,-0.0130,0.7679,0.0000,4.4621,-0.6358,0.0000,4.0000,-0.0130,0.7755,3.9884
2.567,warmup,0.050,0.0000,0.0000,0.0000,0.5223,-0.6233,-0.0000,0.0000,-0.0130,0.8033,0.0000,4.4621,-0.6358,0.0000,4.0000,-0.0130,0.7755,3.9398
2.604,warmup,0.050,0.0000,0.0000,0.0000,0.5223,-0.6233,-0.0000,0.0000,-0.0130,0.8033,0.0000,4.5106,-0.6234,0.0000,4.0000,-0.0130,0.7958,3.9882
2.654,warmup,0.050,0.0000,0.0000,0.0000,0.5223,-0.6233,-0.0000,0.0000,-0.0130,0.8033,0.0000,4.5106,-0.6234,0.0000,4.0000,-0.0130,0.7958,3.9882
2.688,warmup,0.050,0.0000,0.0000,0.0000,0.5358,-0.6014,-0.0000,0.0000,-0.0130,0.7958,0.0000,4.5106,-0.6234,0.0000,4.0000,-0.0130,0.7958,3.9749
2.728,warmup,0.050,0.0000,0.0000,0.0000,0.5358,-0.6014,-0.0000,0.0000,-0.0130,0.7958,0.0000,4.5168,-0.6053,0.0000,4.0000,-0.0130,0.7861,3.9811
2.766,warmup,0.050,0.0000,0.0000,0.0000,0.5253,-0.6019,-0.0000,0.0000,-0.0130,0.7891,0.0000,4.5168,-0.6053,0.0000,4.0000,-0.0130,0.7861,3.9915
2.806,warmup,0.050,0.0000,0.0000,0.0000,0.5293,-0.6115,-0.0000,0.0000,-0.0130,0.7990,0.0000,4.5412,-0.5932,0.0000,4.0000,-0.0130,0.7934,4.0119
2.861,warmup,0.050,0.0000,0.0000,0.0000,0.5293,-0.6115,-0.0000,0.0000,-0.0130,0.7990,0.0000,4.5412,-0.5932,0.0000,4.0000,-0.0130,0.7934,4.0119
2.901,warmup,0.050,0.0000,0.0000,0.0000,0.5946,-0.5899,-0.0000,0.0000,-0.0130,0.8285,0.0000,4.5412,-0.5932,0.0000,4.0000,-0.0130,0.7934,3.9466
2.928,warmup,0.050,0.0000,0.0000,0.0000,0.5946,-0.5899,-0.0000,0.0000,-0.0130,0.8285,0.0000,4.5651,-0.6083,0.0000,4.0000,-0.0130,0.8208,3.9705
2.977,warmup,0.050,0.0000,0.0000,0.0000,0.5946,-0.5899,-0.0000,0.0000,-0.0130,0.8285,0.0000,4.5651,-0.6083,0.0000,4.0000,-0.0130,0.8208,3.9705
3.006,warmup,0.050,0.0000,0.0000,0.0000,0.5559,-0.5938,-0.0000,0.0000,-0.0130,0.8040,0.0000,4.5754,-0.6056,0.0000,4.0000,-0.0130,0.8260,4.0196
3.046,warmup,0.050,0.0000,0.0000,0.0000,0.5559,-0.5938,-0.0000,0.0000,-0.0130,0.8040,0.0000,4.5754,-0.6056,0.0000,4.0000,-0.0130,0.8260,4.0196
3.085,warmup,0.050,0.0000,0.0000,0.0000,0.5396,-0.5857,-0.0000,0.0000,-0.0130,0.7869,0.0000,4.5754,-0.6056,0.0000,4.0000,-0.0130,0.8260,4.0358
3.127,warmup,0.050,0.0000,0.0000,0.0000,0.5396,-0.5857,-0.0000,0.0000,-0.0130,0.7869,0.0000,4.5069,-0.5997,0.0000,4.0000,-0.0130,0.7754,3.9673
3.169,warmup,0.050,0.0000,0.0000,0.0000,0.5396,-0.5857,-0.0000,0.0000,-0.0130,0.7869,0.0000,4.5069,-0.5997,0.0000,4.0000,-0.0130,0.7754,3.9673
3.205,warmup,0.050,0.0000,0.0000,0.0000,0.5568,-0.6160,-0.0000,0.0000,-0.0130,0.8207,0.0000,4.5340,-0.6032,0.0000,4.0000,-0.0130,0.7960,3.9773
3.244,warmup,0.050,0.0000,0.0000,0.0000,0.5568,-0.6160,-0.0000,0.0000,-0.0130,0.8207,0.0000,4.5340,-0.6032,0.0000,4.0000,-0.0130,0.7960,3.9773
3.291,warmup,0.050,0.0000,0.0000,0.0000,0.5417,-0.5988,-0.0000,0.0000,-0.0130,0.7979,0.0000,4.5340,-0.6032,0.0000,4.0000,-0.0130,0.7960,3.9923
3.325,warmup,0.050,0.0000,0.0000,0.0000,0.5417,-0.5988,-0.0000,0.0000,-0.0130,0.7979,0.0000,4.5146,-0.6111,0.0000,4.0000,-0.0130,0.7890,3.9729
3.370,warmup,0.050,0.0000,0.0000,0.0000,0.4759,-0.5994,-0.0000,0.0000,-0.0130,0.7551,0.0000,4.5146,-0.6111,0.0000,4.0000,-0.0130,0.7890,4.0388
3.405,warmup,0.050,0.0000,0.0000,0.0000,0.5180,-0.6008,-0.0000,0.0000,-0.0130,0.7835,0.0000,4.5280,-0.5962,0.0000,4.0000,-0.0130,0.7867,4.0100
3.445,warmup,0.050,0.0000,0.0000,0.0000,0.5060,-0.6213,-0.0000,0.0000,-0.0130,0.7913,0.0000,4.5280,-0.5962,0.0000,4.0000,-0.0130,0.7867,4.0221
3.485,warmup,0.050,0.0000,0.0000,0.0000,0.5634,-0.6159,-0.0000,0.0000,-0.0130,0.8252,0.0000,4.5280,-0.5962,0.0000,4.0000,-0.0130,0.7867,3.9647
3.525,warmup,0.050,0.0000,0.0000,0.0000,0.5634,-0.6159,-0.0000,0.0000,-0.0130,0.8252,0.0000,4.4979,-0.6096,0.0000,4.0000,-0.0130,0.7771,3.9344
3.565,warmup,0.050,0.0000,0.0000,0.0000,0.5416,-0.6079,-0.0000,0.0000,-0.0130,0.8045,0.0000,4.4979,-0.6096,0.0000,4.0000,-0.0130,0.7771,3.9563
3.605,warmup,0.050,0.0000,0.0000,0.0000,0.5416,-0.6079,-0.0000,0.0000,-0.0130,0.8045,0.0000,4.5182,-0.6526,0.0000,4.0000,-0.0130,0.8231,3.9769
3.647,warmup,0.050,0.0000,0.0000,0.0000,0.5416,-0.6079,-0.0000,0.0000,-0.0130,0.8045,0.0000,4.5182,-0.6526,0.0000,4.0000,-0.0130,0.8231,3.9769
3.685,warmup,0.050,0.0000,0.0000,0.0000,0.5228,-0.6258,-0.0000,0.0000,-0.0130,0.8055,0.0000,4.5182,-0.6526,0.0000,4.0000,-0.0130,0.8231,3.9955
3.725,warmup,0.050,0.0000,0.0000,0.0000,0.5228,-0.6258,-0.0000,0.0000,-0.0130,0.8055,0.0000,4.5218,-0.6234,0.0000,4.0000,-0.0130,0.8030,3.9990
3.769,warmup,0.050,0.0000,0.0000,0.0000,0.4976,-0.6067,-0.0000,0.0000,-0.0130,0.7747,0.0000,4.5218,-0.6234,0.0000,4.0000,-0.0130,0.8030,4.0242
3.805,warmup,0.050,0.0000,0.0000,0.0000,0.5238,-0.6363,-0.0000,0.0000,-0.0130,0.8142,0.0000,4.5123,-0.6312,0.0000,4.0000,-0.0130,0.8029,3.9885
3.848,warmup,0.050,0.0000,0.0000,0.0000,0.5238,-0.6363,-0.0000,0.0000,-0.0130,0.8142,0.0000,4.5123,-0.6312,0.0000,4.0000,-0.0130,0.8029,3.9885
3.887,warmup,0.050,0.0000,0.0000,0.0000,0.4681,-0.6398,-0.0000,0.0000,-0.0130,0.7823,0.0000,4.5123,-0.6312,0.0000,4.0000,-0.0130,0.8029,4.0442
3.928,warmup,0.050,0.0000,0.0000,0.0000,0.4697,-0.6437,-0.0000,0.0000,-0.0130,0.7864,0.0000,4.4874,-0.6519,0.0000,4.0000,-0.0130,0.8036,4.0176
3.966,warmup,0.050,0.0000,0.0000,0.0000,0.4888,-0.6551,-0.0000,0.0000,-0.0130,0.8070,0.0000,4.4874,-0.6519,0.0000,4.0000,-0.0130,0.8036,3.9985
4.005,warmup,0.050,0.0000,0.0000,0.0000,0.4730,-0.6631,-0.0000,0.0000,-0.0130,0.8039,0.0000,4.4856,-0.6586,0.0000,4.0000,-0.0130,0.8078,4.0125
4.060,warmup,0.050,0.0000,0.0000,0.0000,0.4730,-0.6631,-0.0000,0.0000,-0.0130,0.8039,0.0000,4.4856,-0.6586,0.0000,4.0000,-0.0130,0.8078,4.0125
4.093,warmup,0.050,0.0000,0.0000,0.0000,0.4488,-0.6667,-0.0000,0.0000,-0.0130,0.7929,0.0000,4.4856,-0.6586,0.0000,4.0000,-0.0130,0.8078,4.0367
4.129,warmup,0.050,0.0000,0.0000,0.0000,0.4488,-0.6667,-0.0000,0.0000,-0.0130,0.7929,0.0000,4.4600,-0.6500,0.0000,4.0000,-0.0130,0.7857,4.0112
4.165,warmup,0.050,0.0000,0.0000,0.0000,0.4562,-0.6512,-0.0000,0.0000,-0.0130,0.7845,0.0000,4.4600,-0.6500,0.0000,4.0000,-0.0130,0.7857,4.0038
4.209,warmup,0.050,0.0000,0.0000,0.0000,0.4038,-0.6861,-0.0000,0.0000,-0.0130,0.7849,0.0000,4.4245,-0.6806,0.0000,4.0000,-0.0130,0.7911,4.0207
4.250,warmup,0.050,0.0000,0.0000,0.0000,0.3973,-0.6862,-0.0000,0.0000,-0.0130,0.7817,0.0000,4.4245,-0.6806,0.0000,4.0000,-0.0130,0.7911,4.0272
4.285,warmup,0.050,0.0000,0.0000,0.0000,0.3917,-0.6904,-0.0000,0.0000,-0.0130,0.7825,0.0000,4.4245,-0.6806,0.0000,4.0000,-0.0130,0.7911,4.0328
4.328,warmup,0.050,0.0000,0.0000,0.0000,0.3917,-0.6904,-0.0000,0.0000,-0.0130,0.7825,0.0000,4.3345,-0.6741,0.0000,4.0000,-0.0130,0.7409,3.9428
4.366,warmup,0.050,0.0000,0.0000,0.0000,0.4008,-0.7024,-0.0000,0.0000,-0.0130,0.7974,0.0000,4.3345,-0.6741,0.0000,4.0000,-0.0130,0.7409,3.9338
4.405,warmup,0.050,0.0000,0.0000,0.0000,0.4008,-0.7024,-0.0000,0.0000,-0.0130,0.7974,0.0000,4.4015,-0.7009,0.0000,4.0000,-0.0130,0.7965,4.0007
4.453,warmup,0.050,0.0000,0.0000,0.0000,0.4008,-0.7024,-0.0000,0.0000,-0.0130,0.7974,0.0000,4.4015,-0.7009,0.0000,4.0000,-0.0130,0.7965,4.0007
4.485,warmup,0.050,0.0000,0.0000,0.0000,0.3484,-0.6778,-0.0000,0.0000,-0.0130,0.7505,0.0000,4.4015,-0.7009,0.0000,4.0000,-0.0130,0.7965,4.0532
4.525,warmup,0.050,0.0000,0.0000,0.0000,0.3484,-0.6778,-0.0000,0.0000,-0.0130,0.7505,0.0000,4.3970,-0.6834,0.0000,4.0000,-0.0130,0.7791,4.0486
4.572,warmup,0.050,0.0000,0.0000,0.0000,0.3829,-0.6892,-0.0000,0.0000,-0.0130,0.7771,0.0000,4.3970,-0.6834,0.0000,4.0000,-0.0130,0.7791,4.0141
4.610,warmup,0.050,0.0000,0.0000,0.0000,0.3829,-0.6950,-0.0000,0.0000,-0.0130,0.7822,0.0000,4.3953,-0.6893,0.0000,4.0000,-0.0130,0.7833,4.0123
4.645,warmup,0.050,0.0000,0.0000,0.0000,0.3829,-0.6950,-0.0000,0.0000,-0.0130,0.7822,0.0000,4.3953,-0.6893,0.0000,4.0000,-0.0130,0.7833,4.0123
4.685,warmup,0.050,0.0000,0.0000,0.0000,0.3348,-0.6878,-0.0000,0.0000,-0.0130,0.7533,0.0000,4.3953,-0.6893,0.0000,4.0000,-0.0130,0.7833,4.0604
4.725,warmup,0.050,0.0000,0.0000,0.0000,0.3348,-0.6878,-0.0000,0.0000,-0.0130,0.7533,0.0000,4.3178,-0.7113,0.0000,4.0000,-0.0130,0.7672,3.9830
4.765,warmup,0.050,0.0000,0.0000,0.0000,0.3632,-0.7051,-0.0000,0.0000,-0.0130,0.7816,0.0000,4.3178,-0.7113,0.0000,4.0000,-0.0130,0.7672,3.9545
4.805,warmup,0.050,0.0000,0.0000,0.0000,0.3381,-0.7032,-0.0000,0.0000,-0.0130,0.7685,0.0000,4.3436,-0.6967,0.0000,4.0000,-0.0130,0.7652,4.0056
4.848,warmup,0.050,0.0000,0.0000,0.0000,0.3381,-0.7032,-0.0000,0.0000,-0.0130,0.7685,0.0000,4.3436,-0.6967,0.0000,4.0000,-0.0130,0.7652,4.0056
4.885,warmup,0.050,0.0000,0.0000,0.0000,0.3567,-0.7053,-0.0000,0.0000,-0.0130,0.7788,0.0000,4.3436,-0.6967,0.0000,4.0000,-0.0130,0.7652,3.9869
4.926,warmup,0.050,0.0000,0.0000,0.0000,0.3567,-0.7053,-0.0000,0.0000,-0.0130,0.7788,0.0000,4.3283,-0.7146,0.0000,4.0000,-0.0130,0.7746,3.9715
4.965,warmup,0.050,0.0000,0.0000,0.0000,0.3256,-0.7040,-0.0000,0.0000,-0.0130,0.7638,0.0000,4.3283,-0.7146,0.0000,4.0000,-0.0130,0.7746,4.0026
5.005,attack,0.050,4.0691,0.2035,0.0000,0.3256,-0.7040,-0.0000,0.0000,-0.0130,0.7638,0.0000,4.3242,-0.6908,0.0000,4.0000,-0.0130,0.7513,3.9986
5.045,attack,0.050,4.0119,0.2006,0.0000,0.3256,-0.7040,-0.0000,0.0000,-0.0130,0.7638,0.0000,4.3242,-0.6908,0.0000,4.0000,-0.0130,0.7513,3.9986
5.085,attack,0.050,4.0675,0.2034,0.0000,1.3093,-0.6978,-0.0000,0.0000,-0.0130,1.4776,0.0000,4.3242,-0.6908,0.0000,4.0000,-0.0130,0.7513,3.0150
5.125,attack,0.050,4.0576,0.2029,0.0000,1.3093,-0.6978,-0.0000,0.0000,-0.0130,1.4776,0.0000,4.6938,-0.6956,0.0000,4.0000,-0.0130,0.9734,3.3846
5.165,attack,0.050,4.0037,0.2002,0.0000,1.7832,-0.6938,-0.0000,0.0000,-0.0130,1.9087,0.0000,4.6938,-0.6956,0.0000,4.0000,-0.0130,0.9734,2.9106
5.205,attack,0.050,3.9819,0.1991,0.0000,0.8805,-0.7117,-0.0000,0.0000,-0.0130,1.1240,0.0000,3.9582,-0.7031,0.0000,4.0000,-0.0130,0.6914,3.0777
5.245,attack,0.050,3.9552,0.1978,0.0000,0.8805,-0.7117,-0.0000,0.0000,-0.0130,1.1240,0.0000,3.9582,-0.7031,0.0000,4.0000,-0.0130,0.6914,3.0777
5.290,attack,0.050,3.9859,0.1993,0.0000,1.3434,-0.7171,-0.0000,0.0000,-0.0130,1.5167,0.0000,3.9582,-0.7031,0.0000,4.0000,-0.0130,0.6914,2.6149
5.325,attack,0.050,3.8514,0.1926,0.0000,1.3434,-0.7171,-0.0000,0.0000,-0.0130,1.5167,0.0000,4.6897,-0.7278,0.0000,4.0000,-0.0130,0.9933,3.3463
5.365,attack,0.050,3.9915,0.1996,0.0000,0.6645,-0.7222,-0.0000,0.0000,-0.0130,0.9719,0.0000,4.6897,-0.7278,0.0000,4.0000,-0.0130,0.9933,4.0252
5.405,attack,0.050,4.0125,0.2006,0.0000,0.6645,-0.7222,-0.0000,0.0000,-0.0130,0.9719,0.0000,3.9263,-0.7190,0.0000,4.0000,-0.0130,0.7098,3.2619
5.447,attack,0.050,3.9854,0.1993,0.0000,0.3825,-0.7153,-0.0000,0.0000,-0.0130,0.7997,0.0000,3.9263,-0.7190,0.0000,4.0000,-0.0130,0.7098,3.5439
5.490,attack,0.050,4.0571,0.2029,0.0000,1.2277,-0.7174,-0.0000,0.0000,-0.0130,1.4154,0.0000,3.9263,-0.7190,0.0000,4.0000,-0.0130,0.7098,2.6987
5.525,attack,0.050,4.0438,0.2022,0.0000,1.2277,-0.7174,-0.0000,0.0000,-0.0130,1.4154,0.0000,4.5346,-0.7024,0.0000,4.0000,-0.0130,0.8724,3.3070
5.567,attack,0.050,3.9529,0.1976,0.0000,1.6662,-0.6970,-0.0000,0.0000,-0.0130,1.8011,0.0000,4.5346,-0.7024,0.0000,4.0000,-0.0130,0.8724,2.8684
5.605,attack,0.050,4.0376,0.2019,0.0000,0.7405,-0.7047,-0.0000,0.0000,-0.0130,1.0133,0.0000,3.8057,-0.7155,0.0000,4.0000,-0.0130,0.7288,3.0653
5.645,attack,0.050,3.9869,0.1993,0.0000,0.2555,-0.7317,-0.0000,0.0000,-0.0130,0.7628,0.0000,3.8057,-0.7155,0.0000,4.0000,-0.0130,0.7288,3.5502
5.691,attack,0.050,3.9696,0.1985,0.0000,1.1023,-0.7322,-0.0000,0.0000,-0.0130,1.3162,0.0000,3.8057,-0.7155,0.0000,4.0000,-0.0130,0.7288,2.7035
5.724,attack,0.050,3.9113,0.1956,0.0000,1.1023,-0.7322,-0.0000,0.0000,-0.0130,1.3162,0.0000,3.5307,-0.7321,0.0000,4.0000,-0.0130,0.8587,2.4284
5.765,attack,0.050,3.9692,0.1985,0.0000,0.1107,-0.7213,-0.0000,0.0000,-0.0130,0.7169,0.0000,3.5307,-0.7321,0.0000,4.0000,-0.0130,0.8587,3.4200
5.805,attack,0.050,3.9906,0.1995,0.0000,0.1107,-0.7213,-0.0000,0.0000,-0.0130,0.7169,0.0000,3.3309,-0.7127,0.0000,4.0000,-0.0130,0.9681,3.2202
5.845,attack,0.050,3.9729,0.1986,0.0000,-0.2371,-0.6977,-0.0000,0.0000,-0.0130,0.7246,0.0000,3.3309,-0.7127,0.0000,4.0000,-0.0130,0.9681,3.5681
5.885,attack,0.050,3.9456,0.1973,0.0000,0.6222,-0.6972,-0.0000,0.0000,-0.0130,0.9248,0.0000,3.3309,-0.7127,0.0000,4.0000,-0.0130,0.9681,2.7088
5.926,attack,0.050,3.8984,0.1949,0.0000,0.6222,-0.6972,-0.0000,0.0000,-0.0130,0.9248,0.0000,3.0765,-0.7160,0.0000,4.0000,-0.0130,1.1606,2.4544
5.965,attack,0.050,3.9396,0.1970,0.0000,-0.3195,-0.7105,-0.0000,0.0000,-0.0130,0.7672,0.0000,3.0765,-0.7160,0.0000,4.0000,-0.0130,1.1606,3.3960
