t_s,phase,scale,true_dist_m,reported_dist_m,px4_1_est_x,px4_1_est_y,px4_1_est_z,px4_1_gt_x,px4_1_gt_y,px4_1_gt_z,px4_1_error_m,px4_3_est_x,px4_3_est_y,px4_3_est_z,px4_3_gt_x,px4_3_gt_y,px4_3_gt_z,px4_3_error_m,est_separation_m
25.445,attack,0.050,3.9813,0.1991,0.0000,-15.3988,-0.8045,-0.0000,0.0000,-0.0130,15.4192,0.0000,-12.2242,-0.7846,0.0000,4.0000,-0.0130,16.2426,3.1747
25.485,attack,0.050,4.0001,0.2000,0.0000,-14.8579,-0.7960,-0.0000,0.0000,-0.0130,14.8786,0.0000,-12.2242,-0.7846,0.0000,4.0000,-0.0130,16.2426,2.6337
25.526,attack,0.050,3.9509,0.1975,0.0000,-14.8579,-0.7960,-0.0000,0.0000,-0.0130,14.8786,0.0000,-12.4040,-0.8026,0.0000,4.0000,-0.0130,16.4230,2.4540
25.566,attack,0.050,3.9744,0.1987,0.0000,-14.8657,-0.7839,-0.0000,0.0000,-0.0130,14.8857,0.0000,-12.4040,-0.8026,0.0000,4.0000,-0.0130,16.4230,2.4618
25.605,attack,0.050,4.0044,0.2002,0.0000,-14.8880,-0.8200,-0.0000,0.0000,-0.0130,14.9099,0.0000,-12.4511,-0.8170,0.0000,4.0000,-0.0130,16.4707,2.4370
25.645,attack,0.050,3.9291,0.1965,0.0000,-15.8518,-0.8069,-0.0000,0.0000,-0.0130,15.8716,0.0000,-12.4511,-0.8170,0.0000,4.0000,-0.0130,16.4707,3.4007
25.687,attack,0.050,4.0609,0.2030,0.0000,-14.9835,-0.8035,-0.0000,0.0000,-0.0130,15.0043,0.0000,-12.4511,-0.8170,0.0000,4.0000,-0.0130,16.4707,2.5325
25.725,attack,0.050,4.0345,0.2017,0.0000,-14.9835,-0.8035,-0.0000,0.0000,-0.0130,15.0043,0.0000,-11.5669,-0.8074,0.0000,4.0000,-0.0130,15.5872,3.4166
25.765,attack,0.050,3.9795,0.1990,0.0000,-15.3443,-0.7966,-0.0000,0.0000,-0.0130,15.3643,0.0000,-11.5669,-0.8074,0.0000,4.0000,-0.0130,15.5872,3.7773
25.805,attack,0.050,4.0136,0.2007,0.0000,-15.3443,-0.7966,-0.0000,0.0000,-0.0130,15.3643,0.0000,-11.2864,-0.8065,0.0000,4.0000,-0.0130,15.3069,4.0579
25.845,attack,0.050,3.9466,0.1973,0.0000,-15.2999,-0.8164,-0.0000,0.0000,-0.0130,15.3210,0.0000,-11.2864,-0.8065,0.0000,4.0000,-0.0130,15.3069,4.0136
25.884,attack,0.050,3.9839,0.1992,0.0000,-14.3530,-0.8066,-0.0000,0.0000,-0.0130,14.3749,0.0000,-11.2864,-0.8065,0.0000,4.0000,-0.0130,15.3069,3.0667
25.925,attack,0.050,4.0222,0.2011,0.0000,-14.3530,-0.8066,-0.0000,0.0000,-0.0130,14.3749,0.0000,-12.0951,-0.8065,0.0000,4.0000,-0.0130,16.1147,2.2579
25.966,attack,0.050,4.0013,0.2001,0.0000,-14.4379,-0.7890,-0.0000,0.0000,-0.0130,14.4588,0.0000,-12.0951,-0.8065,0.0000,4.0000,-0.0130,16.1147,2.3429
26.007,attack,0.050,0.2001,0.0100,0.0000,-15.4589,-0.8092,-0.0000,0.0000,-0.0130,15.4794,0.0000,-12.2251,-0.7894,0.0000,4.0000,-0.0130,16.2436,3.2339
26.045,attack,0.050,4.0489,0.2024,0.0000,-15.4589,-0.8092,-0.0000,0.0000,-0.0130,15.4794,0.0000,-12.2251,-0.7894,0.0000,4.0000,-0.0130,16.2436,3.2339
26.085,attack,0.050,4.0011,0.2001,0.0000,-14.8919,-0.8136,-0.0000,0.0000,-0.0130,14.9134,0.0000,-12.2251,-0.7894,0.0000,4.0000,-0.0130,16.2436,2.6670
26.127,attack,0.050,3.9403,0.1970,0.0000,-14.8919,-0.8136,-0.0000,0.0000,-0.0130,14.9134,0.0000,-12.4279,-0.8075,0.0000,4.0000,-0.0130,16.4471,2.4641
26.165,attack,0.050,4.0777,0.2039,0.0000,-14.8345,-0.7967,-0.0000,0.0000,-0.0130,14.8552,0.0000,-12.4279,-0.8075,0.0000,4.0000,-0.0130,16.4471,2.4066
26.205,attack,0.050,3.9346,0.1967,0.0000,-15.8286,-0.8169,-0.0000,0.0000,-0.0130,15.8490,0.0000,-12.6054,-0.8162,0.0000,4.0000,-0.0130,16.6248,3.2232
26.247,attack,0.050,4.0177,0.2009,0.0000,-16.1759,-0.8157,-0.0000,0.0000,-0.0130,16.1958,0.0000,-12.6054,-0.8162,0.0000,4.0000,-0.0130,16.6248,3.5705
26.285,attack,0.050,4.0043,0.2002,0.0000,-15.3411,-0.8110,-0.0000,0.0000,-0.0130,15.3618,0.0000,-12.6054,-0.8162,0.0000,4.0000,-0.0130,16.6248,2.7357
26.325,attack,0.050,4.0168,0.2008,0.0000,-15.3411,-0.8110,-0.0000,0.0000,-0.0130,15.3618,0.0000,-11.9262,-0.7973,0.0000,4.0000,-0.0130,15.9455,3.4149
26.365,attack,0.050,3.9115,0.1956,0.0000,-14.7376,-0.7918,-0.0000,0.0000,-0.0130,14.7582,0.0000,-11.9262,-0.7973,0.0000,4.0000,-0.0130,15.9455,2.8114
26.405,attack,0.050,3.9766,0.1988,0.0000,-15.7222,-0.7992,-0.0000,0.0000,-0.0130,15.7419,0.0000,-12.6432,-0.8059,0.0000,4.0000,-0.0130,16.6621,3.0790
26.445,attack,0.050,3.8930,0.1947,0.0000,-16.1113,-0.8340,-0.0000,0.0000,-0.0130,16.1322,0.0000,-12.6432,-0.8059,0.0000,4.0000,-0.0130,16.6621,3.4682
26.485,attack,0.050,4.0194,0.2010,0.0000,-15.3244,-0.8349,-0.0000,0.0000,-0.0130,15.3464,0.0000,-12.6432,-0.8059,0.0000,4.0000,-0.0130,16.6621,2.6813
26.525,attack,0.050,3.9871,0.1994,0.0000,-15.3244,-0.8349,-0.0000,0.0000,-0.0130,15.3464,0.0000,-11.9473,-0.8174,0.0000,4.0000,-0.0130,15.9676,3.3771
26.579,attack,0.050,3.9379,0.1969,0.0000,-15.0243,-0.8259,-0.0000,0.0000,-0.0130,15.0463,0.0000,-11.9473,-0.8174,0.0000,4.0000,-0.0130,15.9676,3.0770
26.605,attack,0.050,4.0995,0.2050,0.0000,-16.0759,-0.8128,-0.0000,0.0000,-0.0130,16.0958,0.0000,-12.8081,-0.8146,0.0000,4.0000,-0.0130,16.8272,3.2678
26.645,attack,0.050,3.9316,0.1966,0.0000,-16.2700,-0.8328,-0.0000,0.0000,-0.0130,16.2906,0.0000,-12.8081,-0.8146,0.0000,4.0000,-0.0130,16.8272,3.4620
26.685,attack,0.050,3.9541,0.1977,0.0000,-15.4260,-0.8179,-0.0000,0.0000,-0.0130,15.4470,0.0000,-12.8081,-0.8146,0.0000,4.0000,-0.0130,16.8272,2.6180
26.726,attack,0.050,4.0399,0.2020,0.0000,-15.4260,-0.8179,-0.0000,0.0000,-0.0130,15.4470,0.0000,-13.0119,-0.8320,0.0000,4.0000,-0.0130,17.0316,2.4142
26.765,attack,0.050,4.0108,0.2005,0.0000,-15.4274,-0.8347,-0.0000,0.0000,-0.0130,15.4493,0.0000,-13.0119,-0.8320,0.0000,4.0000,-0.0130,17.0316,2.4155
26.804,attack,0.050,3.9785,0.1989,0.0000,-16.3502,-0.8118,-0.0000,0.0000,-0.0130,16.3697,0.0000,-13.1021,-0.8097,0.0000,4.0000,-0.0130,17.1206,3.2481
26.848,attack,0.050,3.9851,0.1993,0.0000,-16.6735,-0.8246,-0.0000,0.0000,-0.0130,16.6932,0.0000,-13.1021,-0.8097,0.0000,4.0000,-0.0130,17.1206,3.5715
26.885,attack,0.050,3.9307,0.1965,0.0000,-15.8451,-0.8223,-0.0000,0.0000,-0.0130,15.8658,0.0000,-13.1021,-0.8097,0.0000,4.0000,-0.0130,17.1206,2.7431
26.925,attack,0.050,4.0331,0.2017,0.0000,-15.8451,-0.8223,-0.0000,0.0000,-0.0130,15.8658,0.0000,-12.4806,-0.8252,0.0000,4.0000,-0.0130,16.5006,3.3645
26.965,attack,0.050,3.9343,0.1967,0.0000,-16.2640,-0.8093,-0.0000,0.0000,-0.0130,16.2835,0.0000,-12.4806,-0.8252,0.0000,4.0000,-0.0130,16.5006,3.7834
27.005,attack,0.050,3.9080,0.1954,0.0000,-16.2640,-0.8093,-0.0000,0.0000,-0.0130,16.2835,0.0000,-13.1406,-0.8306,0.0000,4.0000,-0.0130,17.1601,3.1235
27.045,attack,0.050,4.0175,0.2009,0.0000,-16.6679,-0.8224,-0.0000,0.0000,-0.0130,16.6875,0.0000,-13.1406,-0.8306,0.0000,4.0000,-0.0130,17.1601,3.5273
27.084,attack,0.050,3.9953,0.1998,0.0000,-15.8002,-0.8240,-0.0000,0.0000,-0.0130,15.8210,0.0000,-13.1406,-0.8306,0.0000,4.0000,-0.0130,17.1601,2.6596
27.124,attack,0.050,3.9857,0.1993,0.0000,-15.8002,-0.8240,-0.0000,0.0000,-0.0130,15.8210,0.0000,-13.4096,-0.8215,0.0000,4.0000,-0.0130,17.4283,2.3906
27.165,attack,0.050,3.9878,0.1994,0.0000,-15.8389,-0.8286,-0.0000,0.0000,-0.0130,15.8599,0.0000,-13.4096,-0.8215,0.0000,4.0000,-0.0130,17.4283,2.4293
27.206,attack,0.050,3.9997,0.2000,0.0000,-15.8389,-0.8286,-0.0000,0.0000,-0.0130,15.8599,0.0000,-12.3682,-0.8650,0.0000,4.0000,-0.0130,16.3903,3.4709
27.246,attack,0.050,3.9407,0.1970,0.0000,-16.3885,-0.8539,-0.0000,0.0000,-0.0130,16.4100,0.0000,-12.3682,-0.8650,0.0000,4.0000,-0.0130,16.3903,4.0203
27.293,attack,0.050,4.0094,0.2005,0.0000,-15.3442,-0.8567,-0.0000,0.0000,-0.0130,15.3673,0.0000,-12.3682,-0.8650,0.0000,4.0000,-0.0130,16.3903,2.9760
27.328,attack,0.050,3.9740,0.1987,0.0000,-15.3442,-0.8567,-0.0000,0.0000,-0.0130,15.3673,0.0000,-12.0875,-0.8469,0.0000,4.0000,-0.0130,16.1091,3.2566
27.365,attack,0.050,3.9933,0.1997,0.0000,-14.9461,-0.8545,-0.0000,0.0000,-0.0130,14.9698,0.0000,-12.0875,-0.8469,0.0000,4.0000,-0.0130,16.1091,2.8586
27.405,attack,0.050,4.0118,0.2006,0.0000,-15.8473,-0.8373,-0.0000,0.0000,-0.0130,15.8687,0.0000,-12.7441,-0.8454,0.0000,4.0000,-0.0130,16.7647,3.1033
27.445,attack,0.050,4.0271,0.2014,0.0000,-16.3060,-0.8346,-0.0000,0.0000,-0.0130,16.3267,0.0000,-12.7441,-0.8454,0.0000,4.0000,-0.0130,16.7647,3.5620
27.493,attack,0.050,3.9197,0.1960,0.0000,-15.4716,-0.8373,-0.0000,0.0000,-0.0130,15.4935,0.0000,-12.7441,-0.8454,0.0000,4.0000,-0.0130,16.7647,2.7275
27.525,attack,0.050,3.9432,0.1972,0.0000,-15.4716,-0.8373,-0.0000,0.0000,-0.0130,15.4935,0.0000,-12.0663,-0.8566,0.0000,4.0000,-0.0130,16.0884,3.4053
27.565,attack,0.050,3.9940,0.1997,0.0000,-14.9881,-0.8531,-0.0000,0.0000,-0.0130,15.0116,0.0000,-12.0663,-0.8566,0.0000,4.0000,-0.0130,16.0884,2.9218
27.604,attack,0.050,3.9923,0.1996,0.0000,-15.9096,-0.8518,-0.0000,0.0000,-0.0130,15.9317,0.0000,-12.8778,-0.8494,0.0000,4.0000,-0.0130,16.8985,3.0318
27.645,attack,0.050,4.0705,0.2035,0.0000,-15.9096,-0.8518,-0.0000,0.0000,-0.0130,15.9317,0.0000,-12.8778,-0.8494,0.0000,4.0000,-0.0130,16.8985,3.0318
27.685,attack,0.050,4.0490,0.2024,0.0000,-15.5051,-0.8388,-0.0000,0.0000,-0.0130,15.5271,0.0000,-12.8778,-0.8494,0.0000,4.0000,-0.0130,16.8985,2.6273
27.726,attack,0.050,3.9736,0.1987,0.0000,-15.5051,-0.8388,-0.0000,0.0000,-0.0130,15.5271,0.0000,-12.1421,-0.8589,0.0000,4.0000,-0.0130,16.1643,3.3631
27.765,attack,0.050,4.0029,0.2001,0.0000,-15.9408,-0.8635,-0.0000,0.0000,-0.0130,15.9635,0.0000,-12.1421,-0.8589,0.0000,4.0000,-0.0130,16.1643,3.7987
27.807,attack,0.050,4.0363,0.2018,0.0000,-15.9408,-0.8635,-0.0000,0.0000,-0.0130,15.9635,0.0000,-12.8425,-0.8756,0.0000,4.0000,-0.0130,16.8645,3.0984
27.844,attack,0.050,4.0004,0.2000,0.0000,-16.3103,-0.8581,-0.0000,0.0000,-0.0130,16.3322,0.0000,-12.8425,-0.8756,0.0000,4.0000,-0.0130,16.8645,3.4679
27.884,attack,0.050,3.9475,0.1974,0.0000,-15.4700,-0.8630,-0.0000,0.0000,-0.0130,15.4933,0.0000,-12.8425,-0.8756,0.0000,4.0000,-0.0130,16.8645,2.6275
27.926,attack,0.050,4.1105,0.2055,0.0000,-15.4700,-0.8630,-0.0000,0.0000,-0.0130,15.4933,0.0000,-13.0392,-0.8651,0.0000,4.0000,-0.0130,17.0605,2.4308
27.969,attack,0.050,4.0570,0.2029,0.0000,-15.4887,-0.8631,-0.0000,0.0000,-0.0130,15.5120,0.0000,-13.0392,-0.8651,0.0000,4.0000,-0.0130,17.0605,2.4495
28.015,attack,0.050,3.9757,0.1988,0.0000,-16.4520,-0.8737,-0.0000,0.0000,-0.0130,16.4745,0.0000,-13.2396,-0.8643,0.0000,4.0000,-0.0130,17.2606,3.2125
28.045,attack,0.050,4.0037,0.2002,0.0000,-16.7741,-0.8732,-0.0000,0.0000,-0.0130,16.7961,0.0000,-13.2396,-0.8643,0.0000,4.0000,-0.0130,17.2606,3.5345
28.085,attack,0.050,4.0600,0.2030,0.0000,-15.9538,-0.8705,-0.0000,0.0000,-0.0130,15.9768,0.0000,-13.2396,-0.8643,0.0000,4.0000,-0.0130,17.2606,2.7142
28.125,attack,0.050,3.9565,0.1978,0.0000,-15.9538,-0.8705,-0.0000,0.0000,-0.0130,15.9768,0.0000,-12.6114,-0.8550,0.0000,4.0000,-0.0130,16.6327,3.3424
28.169,attack,0.050,4.0156,0.2008,0.0000,-15.4244,-0.8606,-0.0000,0.0000,-0.0130,15.4477,0.0000,-12.6114,-0.8550,0.0000,4.0000,-0.0130,16.6327,2.8130
28.206,attack,0.050,4.0849,0.2042,0.0000,-16.3865,-0.8682,-0.0000,0.0000,-0.0130,16.4088,0.0000,-13.3262,-0.8712,0.0000,4.0000,-0.0130,17.3475,3.0603
28.244,attack,0.050,4.0755,0.2038,0.0000,-16.7949,-0.8740,-0.0000,0.0000,-0.0130,16.8170,0.0000,-13.3262,-0.8712,0.0000,4.0000,-0.0130,17.3475,3.4687
28.285,attack,0.050,4.0233,0.2012,0.0000,-15.9686,-0.8616,-0.0000,0.0000,-0.0130,15.9911,0.0000,-13.3262,-0.8712,0.0000,4.0000,-0.0130,17.3475,2.6424
28.326,attack,0.050,4.0435,0.2022,0.0000,-15.9686,-0.8616,-0.0000,0.0000,-0.0130,15.9911,0.0000,-12.5849,-0.8413,0.0000,4.0000,-0.0130,16.6056,3.3837
28.374,attack,0.050,3.9639,0.1982,0.0000,-15.4513,-0.8436,-0.0000,0.0000,-0.0130,15.4736,0.0000,-12.5849,-0.8413,0.0000,4.0000,-0.0130,16.6056,2.8664
28.405,attack,0.050,4.0238,0.2012,0.0000,-16.3791,-0.8433,-0.0000,0.0000,-0.0130,16.4002,0.0000,-13.2512,-0.8356,0.0000,4.0000,-0.0130,17.2708,3.1279
28.447,attack,0.050,4.0408,0.2020,0.0000,-16.3791,-0.8433,-0.0000,0.0000,-0.0130,16.4002,0.0000,-13.2512,-0.8356,0.0000,4.0000,-0.0130,17.2708,3.1279
28.486,attack,0.050,3.9882,0.1994,0.0000,-15.9723,-0.8418,-0.0000,0.0000,-0.0130,15.9938,0.0000,-13.2512,-0.8356,0.0000,4.0000,-0.0130,17.2708,2.7211
28.524,attack,0.050,4.0835,0.2042,0.0000,-15.9723,-0.8418,-0.0000,0.0000,-0.0130,15.9938,0.0000,-13.5197,-0.8604,0.0000,4.0000,-0.0130,17.5402,2.4527
28.566,attack,0.050,4.0413,0.2021,0.0000,-15.9747,-0.8443,-0.0000,0.0000,-0.0130,15.9964,0.0000,-13.5197,-0.8604,0.0000,4.0000,-0.0130,17.5402,2.4551
28.607,attack,0.050,4.1078,0.2054,0.0000,-16.9182,-0.8635,-0.0000,0.0000,-0.0130,16.9395,0.0000,-13.7317,-0.8486,0.0000,4.0000,-0.0130,17.7513,3.1865
28.645,attack,0.050,3.9257,0.1963,0.0000,-16.9182,-0.8635,-0.0000,0.0000,-0.0130,16.9395,0.0000,-13.7317,-0.8486,0.0000,4.0000,-0.0130,17.7513,3.1865
28.685,attack,0.050,4.0970,0.2048,0.0000,-16.4143,-0.8313,-0.0000,0.0000,-0.0130,16.4347,0.0000,-13.7317,-0.8486,0.0000,4.0000,-0.0130,17.7513,2.6827
28.725,attack,0.050,4.0032,0.2002,0.0000,-16.4143,-0.8313,-0.0000,0.0000,-0.0130,16.4347,0.0000,-13.9252,-0.8455,0.0000,4.0000,-0.0130,17.9445,2.4892
28.768,attack,0.050,4.0600,0.2030,0.0000,-16.3747,-0.8338,-0.0000,0.0000,-0.0130,16.3953,0.0000,-13.9252,-0.8455,0.0000,4.0000,-0.0130,17.9445,2.4496
28.805,attack,0.050,4.1121,0.2056,0.0000,-17.3065,-0.8305,-0.0000,0.0000,-0.0130,17.3258,0.0000,-13.1707,-0.8343,0.0000,4.0000,-0.0130,17.1903,4.1358
28.845,attack,0.050,3.9120,0.1956,0.0000,-17.2141,-0.8432,-0.0000,0.0000,-0.0130,17.2341,0.0000,-13.1707,-0.8343,0.0000,4.0000,-0.0130,17.1903,4.0434
28.885,attack,0.050,4.0381,0.2019,0.0000,-16.2219,-0.8404,-0.0000,0.0000,-0.0130,16.2430,0.0000,-13.1707,-0.8343,0.0000,4.0000,-0.0130,17.1903,3.0512
28.927,attack,0.050,3.9629,0.1981,0.0000,-16.2219,-0.8404,-0.0000,0.0000,-0.0130,16.2430,0.0000,-13.9196,-0.8411,0.0000,4.0000,-0.0130,17.9387,2.3023
28.965,attack,0.050,4.0145,0.2007,0.0000,-16.3155,-0.8362,-0.0000,0.0000,-0.0130,16.3362,0.0000,-13.9196,-0.8411,0.0000,4.0000,-0.0130,17.9387,2.3959
29.006,attack,0.050,4.0075,0.2004,0.0000,-17.2796,-0.8426,-0.0000,0.0000,-0.0130,17.2995,0.0000,-14.0342,-0.8451,0.0000,4.0000,-0.0130,18.0533,3.2455
29.046,attack,0.050,4.0285,0.2014,0.0000,-17.6226,-0.8645,-0.0000,0.0000,-0.0130,17.6431,0.0000,-14.0342,-0.8451,0.0000,4.0000,-0.0130,18.0533,3.5885
29.090,attack,0.050,4.0610,0.2030,0.0000,-16.7522,-0.8529,-0.0000,0.0000,-0.0130,16.7733,0.0000,-14.0342,-0.8451,0.0000,4.0000,-0.0130,18.0533,2.7181
29.125,attack,0.050,4.0374,0.2019,0.0000,-16.7522,-0.8529,-0.0000,0.0000,-0.0130,16.7733,0.0000,-13.4108,-0.8321,0.0000,4.0000,-0.0130,17.4301,3.3415
29.167,attack,0.050,4.0555,0.2028,0.0000,-16.3694,-0.8527,-0.0000,0.0000,-0.0130,16.3910,0.0000,-13.4108,-0.8321,0.0000,4.0000,-0.0130,17.4301,2.9587
29.205,attack,0.050,4.0190,0.2009,0.0000,-17.2146,-0.8538,-0.0000,0.0000,-0.0130,17.2351,0.0000,-14.0798,-0.8426,0.0000,4.0000,-0.0130,18.0988,3.1349
29.245,attack,0.050,4.0147,0.2007,0.0000,-17.6071,-0.8179,-0.0000,0.0000,-0.0130,17.6255,0.0000,-14.0798,-0.8426,0.0000,4.0000,-0.0130,18.0988,3.5275
29.286,attack,0.050,4.1066,0.2053,0.0000,-16.8289,-0.8282,-0.0000,0.0000,-0.0130,16.8487,0.0000,-14.0798,-0.8426,0.0000,4.0000,-0.0130,18.0988,2.7492
29.326,attack,0.050,3.9928,0.1996,0.0000,-16.8289,-0.8282,-0.0000,0.0000,-0.0130,16.8487,0.0000,-13.4208,-0.8334,0.0000,4.0000,-0.0130,17.4402,3.4081
29.366,attack,0.050,3.9591,0.1980,0.0000,-16.4019,-0.8386,-0.0000,0.0000,-0.0130,16.4227,0.0000,-13.4208,-0.8334,0.0000,4.0000,-0.0130,17.4402,2.9811
29.405,attack,0.050,4.0895,0.2045,0.0000,-17.2980,-0.8283,-0.0000,0.0000,-0.0130,17.3172,0.0000,-14.2278,-0.8326,0.0000,4.0000,-0.0130,18.2462,3.0701
29.445,attack,0.050,4.0385,0.2019,0.0000,-17.7378,-0.8617,-0.0000,0.0000,-0.0130,17.7581,0.0000,-14.2278,-0.8326,0.0000,4.0000,-0.0130,18.2462,3.5101
29.486,attack,0.050,3.9448,0.1972,0.0000,-16.9371,-0.8471,-0.0000,0.0000,-0.0130,16.9576,0.0000,-14.2278,-0.8326,0.0000,4.0000,-0.0130,18.2462,2.7093
29.524,attack,0.050,4.0305,0.2015,0.0000,-16.9371,-0.8471,-0.0000,0.0000,-0.0130,16.9576,0.0000,-13.5731,-0.8630,0.0000,4.0000,-0.0130,17.5936,3.3641
29.565,attack,0.050,4.0744,0.2037,0.0000,-16.3852,-0.8588,-0.0000,0.0000,-0.0130,16.4070,0.0000,-13.5731,-0.8630,0.0000,4.0000,-0.0130,17.5936,2.8121
29.605,attack,0.050,4.0548,0.2027,0.0000,-17.3022,-0.8703,-0.0000,0.0000,-0.0130,17.3235,0.0000,-14.2095,-0.8541,0.0000,4.0000,-0.0130,18.2290,3.0927
29.645,attack,0.050,3.9640,0.1982,0.0000,-17.7120,-0.8778,-0.0000,0.0000,-0.0130,17.7331,0.0000,-14.2095,-0.8541,0.0000,4.0000,-0.0130,18.2290,3.5025
29.685,attack,0.050,4.0050,0.2002,0.0000,-16.8818,-0.8810,-0.0000,0.0000,-0.0130,16.9041,0.0000,-14.2095,-0.8541,0.0000,4.0000,-0.0130,18.2290,2.6724
29.725,attack,0.050,4.0862,0.2043,0.0000,-16.8818,-0.8810,-0.0000,0.0000,-0.0130,16.9041,0.0000,-14.4622,-0.8652,0.0000,4.0000,-0.0130,18.4819,2.4197
29.778,attack,0.050,4.0402,0.2020,0.0000,-17.8630,-0.8611,-0.0000,0.0000,-0.0130,17.8831,0.0000,-14.4622,-0.8652,0.0000,4.0000,-0.0130,18.4819,3.4007
29.805,attack,0.050,3.9545,0.1977,0.0000,-17.8630,-0.8611,-0.0000,0.0000,-0.0130,17.8831,0.0000,-13.7064,-0.8732,0.0000,4.0000,-0.0130,17.7273,4.1566
29.845,attack,0.050,4.0854,0.2043,0.0000,-17.8546,-0.8604,-0.0000,0.0000,-0.0130,17.8747,0.0000,-13.7064,-0.8732,0.0000,4.0000,-0.0130,17.7273,4.1483
29.884,attack,0.050,4.0180,0.2009,0.0000,-16.8608,-0.8520,-0.0000,0.0000,-0.0130,16.8816,0.0000,-13.7064,-0.8732,0.0000,4.0000,-0.0130,17.7273,3.1544
29.925,attack,0.050,4.1012,0.2051,0.0000,-16.8608,-0.8520,-0.0000,0.0000,-0.0130,16.8816,0.0000,-13.5404,-0.8686,0.0000,4.0000,-0.0130,17.5613,3.3204
29.966,attack,0.050,4.0423,0.2021,0.0000,-16.4978,-0.8651,-0.0000,0.0000,-0.0130,16.5198,0.0000,-13.5404,-0.8686,0.0000,4.0000,-0.0130,17.5613,2.9573
30.005,attack,0.050,4.0512,0.2026,0.0000,-17.3983,-0.8600,-0.0000,0.0000,-0.0130,17.4189,0.0000,-14.2955,-0.8754,0.0000,4.0000,-0.0130,18.3158,3.1028
30.047,attack,0.050,3.9281,0.1964,0.0000,-17.3983,-0.8600,-0.0000,0.0000,-0.0130,17.4189,0.0000,-14.2955,-0.8754,0.0000,4.0000,-0.0130,18.3158,3.1028
30.085,attack,0.050,4.0799,0.2040,0.0000,-16.9685,-0.8703,-0.0000,0.0000,-0.0130,16.9901,0.0000,-14.2955,-0.8754,0.0000,4.0000,-0.0130,18.3158,2.6730
30.127,attack,0.050,4.0180,0.2009,0.0000,-16.9685,-0.8703,-0.0000,0.0000,-0.0130,16.9901,0.0000,-13.5929,-0.8806,0.0000,4.0000,-0.0130,17.6142,3.3756
30.164,attack,0.050,4.0627,0.2031,0.0000,-17.4548,-0.8742,-0.0000,0.0000,-0.0130,17.4761,0.0000,-13.5929,-0.8806,0.0000,4.0000,-0.0130,17.6142,3.8620
30.208,attack,0.050,4.0885,0.2044,0.0000,-17.4548,-0.8742,-0.0000,0.0000,-0.0130,17.4761,0.0000,-14.3794,-0.8684,0.0000,4.0000,-0.0130,18.3993,3.0755
30.245,attack,0.050,4.0128,0.2006,0.0000,-17.8352,-0.8848,-0.0000,0.0000,-0.0130,17.8565,0.0000,-14.3794,-0.8684,0.0000,4.0000,-0.0130,18.3993,3.4559
30.286,attack,0.050,4.1202,0.2060,0.0000,-17.0424,-0.8794,-0.0000,0.0000,-0.0130,17.0644,0.0000,-14.3794,-0.8684,0.0000,4.0000,-0.0130,18.3993,2.6630
30.325,attack,0.050,4.0357,0.2018,0.0000,-17.0424,-0.8794,-0.0000,0.0000,-0.0130,17.0644,0.0000,-14.6415,-0.8753,0.0000,4.0000,-0.0130,18.6615,2.4008
30.366,attack,0.050,4.0085,0.2004,0.0000,-17.0269,-0.8800,-0.0000,0.0000,-0.0130,17.0489,0.0000,-14.6415,-0.8753,0.0000,4.0000,-0.0130,18.6615,2.3853
30.404,attack,0.050,4.0190,0.2009,0.0000,-17.9782,-0.8770,-0.0000,0.0000,-0.0130,17.9990,0.0000,-14.7160,-0.8872,0.0000,4.0000,-0.0130,18.7364,3.2622
30.445,attack,0.050,3.9144,0.1957,0.0000,-18.2889,-0.8841,-0.0000,0.0000,-0.0130,18.3096,0.0000,-14.7160,-0.8872,0.0000,4.0000,-0.0130,18.7364,3.5729
30.484,attack,0.050,3.9631,0.1982,0.0000,-18.3830,-0.8824,-0.0000,0.0000,-0.0130,18.4035,0.0000,-14.7160,-0.8872,0.0000,4.0000,-0.0130,18.7364,3.6670
30.525,attack,0.050,4.0175,0.2009,0.0000,-18.3830,-0.8824,-0.0000,0.0000,-0.0130,18.4035,0.0000,-14.2996,-0.8679,0.0000,4.0000,-0.0130,18.3196,4.0834
30.565,attack,0.050,4.0021,0.2001,0.0000,-18.2957,-0.8830,-0.0000,0.0000,-0.0130,18.3164,0.0000,-14.2996,-0.8679,0.0000,4.0000,-0.0130,18.3196,3.9961
30.606,attack,0.050,4.0584,0.2029,0.0000,-18.2957,-0.8830,-0.0000,0.0000,-0.0130,18.3164,0.0000,-15.2291,-0.8663,0.0000,4.0000,-0.0130,19.2480,3.0666
30.644,attack,0.050,3.9046,0.1952,0.0000,-18.6578,-0.8683,-0.0000,0.0000,-0.0130,18.6774,0.0000,-15.2291,-0.8663,0.0000,4.0000,-0.0130,19.2480,3.4287
30.688,attack,0.050,4.0292,0.2015,0.0000,-17.8411,-0.8695,-0.0000,0.0000,-0.0130,17.8617,0.0000,-15.2291,-0.8663,0.0000,4.0000,-0.0130,19.2480,2.6120
30.726,attack,0.050,3.9913,0.1996,0.0000,-17.8411,-0.8695,-0.0000,0.0000,-0.0130,17.8617,0.0000,-15.4637,-0.8626,0.0000,4.0000,-0.0130,19.4822,2.3775
30.765,attack,0.050,3.9271,0.1964,0.0000,-17.8776,-0.8717,-0.0000,0.0000,-0.0130,17.8982,0.0000,-15.4637,-0.8626,0.0000,4.0000,-0.0130,19.4822,2.4140
