t_s,phase,scale,true_dist_m,reported_dist_m,px4_1_est_x,px4_1_est_y,px4_1_est_z,px4_1_gt_x,px4_1_gt_y,px4_1_gt_z,px4_1_error_m,px4_3_est_x,px4_3_est_y,px4_3_est_z,px4_3_gt_x,px4_3_gt_y,px4_3_gt_z,px4_3_error_m,est_separation_m
0.086,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.126,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.167,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.206,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.246,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.286,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.327,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.367,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.406,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.447,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.486,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.526,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.566,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.606,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.647,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.687,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.727,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.766,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.806,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.846,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.886,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.926,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
0.967,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
1.006,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
1.046,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
1.086,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
1.126,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
1.166,warmup,0.050,0.0000,0.0000,,,,,,,,,,,,,,,0.0000
1.208,warmup,0.050,0.0000,0.0000,0.0000,-9.3470,1.5553,-0.0000,0.0000,-0.0130,9.4776,0.0000,-7.3389,1.5615,-0.0000,2.0000,-0.0130,9.4707,2.0081
1.246,warmup,0.050,0.0000,0.0000,0.0000,-9.4034,1.5360,-0.0000,0.0000,-0.0130,9.5301,0.0000,-7.3389,1.5615,-0.0000,2.0000,-0.0130,9.4707,2.0646
1.286,warmup,0.050,0.0000,0.0000,0.0000,-9.4034,1.5360,-0.0000,0.0000,-0.0130,9.5301,0.0000,-7.3389,1.5615,-0.0000,2.0000,-0.0130,9.4707,2.0646
1.326,warmup,0.050,0.0000,0.0000,0.0000,-9.3475,1.5460,-0.0000,0.0000,-0.0130,9.4766,0.0000,-7.3582,1.5455,-0.0000,2.0000,-0.0130,9.4871,1.9892
1.366,warmup,0.050,0.0000,0.0000,0.0000,-9.3475,1.5460,-0.0000,0.0000,-0.0130,9.4766,0.0000,-7.3582,1.5455,-0.0000,2.0000,-0.0130,9.4871,1.9892
1.406,warmup,0.050,0.0000,0.0000,0.0000,-9.3475,1.5460,-0.0000,0.0000,-0.0130,9.4766,0.0000,-7.3219,1.5410,-0.0000,2.0000,-0.0130,9.4505,2.0256
1.446,warmup,0.050,0.0000,0.0000,0.0000,-9.3603,1.5341,-0.0000,0.0000,-0.0130,9.4873,0.0000,-7.3219,1.5410,-0.0000,2.0000,-0.0130,9.4505,2.0385
1.486,warmup,0.050,0.0000,0.0000,0.0000,-9.3603,1.5341,-0.0000,0.0000,-0.0130,9.4873,0.0000,-7.3219,1.5410,-0.0000,2.0000,-0.0130,9.4505,2.0385
1.526,warmup,0.050,0.0000,0.0000,0.0000,-9.3731,1.5282,-0.0000,0.0000,-0.0130,9.4989,0.0000,-7.3594,1.5149,-0.0000,2.0000,-0.0130,9.4833,2.0137
1.566,warmup,0.050,0.0000,0.0000,0.0000,-9.3731,1.5282,-0.0000,0.0000,-0.0130,9.4989,0.0000,-7.3594,1.5149,-0.0000,2.0000,-0.0130,9.4833,2.0137
1.606,warmup,0.050,0.0000,0.0000,0.0000,-9.3731,1.5282,-0.0000,0.0000,-0.0130,9.4989,0.0000,-7.4305,1.5233,-0.0000,2.0000,-0.0130,9.5548,1.9426
1.646,warmup,0.050,0.0000,0.0000,0.0000,-9.4410,1.5400,-0.0000,0.0000,-0.0130,9.5679,0.0000,-7.4305,1.5233,-0.0000,2.0000,-0.0130,9.5548,2.0106
1.686,warmup,0.050,0.0000,0.0000,0.0000,-9.4410,1.5400,-0.0000,0.0000,-0.0130,9.5679,0.0000,-7.4305,1.5233,-0.0000,2.0000,-0.0130,9.5548,2.0106
1.726,warmup,0.050,0.0000,0.0000,0.0000,-9.4594,1.5316,-0.0000,0.0000,-0.0130,9.5847,0.0000,-7.4322,1.5408,-0.0000,2.0000,-0.0130,9.5593,2.0273
1.766,warmup,0.050,0.0000,0.0000,0.0000,-9.4594,1.5316,-0.0000,0.0000,-0.0130,9.5847,0.0000,-7.4322,1.5408,-0.0000,2.0000,-0.0130,9.5593,2.0273
1.806,warmup,0.050,0.0000,0.0000,0.0000,-9.4594,1.5316,-0.0000,0.0000,-0.0130,9.5847,0.0000,-7.4185,1.5463,-0.0000,2.0000,-0.0130,9.5467,2.0410
1.846,warmup,0.050,0.0000,0.0000,0.0000,-9.3851,1.5675,-0.0000,0.0000,-0.0130,9.5173,0.0000,-7.4185,1.5463,-0.0000,2.0000,-0.0130,9.5467,1.9668
1.886,warmup,0.050,0.0000,0.0000,0.0000,-9.3851,1.5675,-0.0000,0.0000,-0.0130,9.5173,0.0000,-7.4185,1.5463,-0.0000,2.0000,-0.0130,9.5467,1.9668
1.926,warmup,0.050,0.0000,0.0000,0.0000,-9.4293,1.5595,-0.0000,0.0000,-0.0130,9.5595,0.0000,-7.4397,1.5734,-0.0000,2.0000,-0.0130,9.5721,1.9896
1.966,warmup,0.050,0.0000,0.0000,0.0000,-9.4293,1.5595,-0.0000,0.0000,-0.0130,9.5595,0.0000,-7.4397,1.5734,-0.0000,2.0000,-0.0130,9.5721,1.9896
2.006,warmup,0.050,0.0000,0.0000,0.0000,-9.4293,1.5595,-0.0000,0.0000,-0.0130,9.5595,0.0000,-7.3963,1.5508,-0.0000,2.0000,-0.0130,9.5255,2.0330
2.046,warmup,0.050,0.0000,0.0000,0.0000,-9.3811,1.5604,-0.0000,0.0000,-0.0130,9.5121,0.0000,-7.3963,1.5508,-0.0000,2.0000,-0.0130,9.5255,1.9848
2.087,warmup,0.050,0.0000,0.0000,0.0000,-9.3811,1.5604,-0.0000,0.0000,-0.0130,9.5121,0.0000,-7.3963,1.5508,-0.0000,2.0000,-0.0130,9.5255,1.9848
2.126,warmup,0.050,0.0000,0.0000,0.0000,-9.4093,1.5547,-0.0000,0.0000,-0.0130,9.5390,0.0000,-7.4363,1.5513,-0.0000,2.0000,-0.0130,9.5651,1.9729
2.166,warmup,0.050,0.0000,0.0000,0.0000,-9.4093,1.5547,-0.0000,0.0000,-0.0130,9.5390,0.0000,-7.4363,1.5513,-0.0000,2.0000,-0.0130,9.5651,1.9729
2.206,warmup,0.050,0.0000,0.0000,0.0000,-9.4093,1.5547,-0.0000,0.0000,-0.0130,9.5390,0.0000,-7.3643,1.5526,-0.0000,2.0000,-0.0130,9.4942,2.0450
2.246,warmup,0.050,0.0000,0.0000,0.0000,-9.4126,1.5626,-0.0000,0.0000,-0.0130,9.5435,0.0000,-7.3643,1.5526,-0.0000,2.0000,-0.0130,9.4942,2.0483
2.286,warmup,0.050,0.0000,0.0000,0.0000,-9.4126,1.5626,-0.0000,0.0000,-0.0130,9.5435,0.0000,-7.3643,1.5526,-0.0000,2.0000,-0.0130,9.4942,2.0483
2.326,warmup,0.050,0.0000,0.0000,0.0000,-9.3969,1.5414,-0.0000,0.0000,-0.0130,9.5246,0.0000,-7.3754,1.5420,-0.0000,2.0000,-0.0130,9.5035,2.0215
2.366,warmup,0.050,0.0000,0.0000,0.0000,-9.3969,1.5414,-0.0000,0.0000,-0.0130,9.5246,0.0000,-7.3754,1.5420,-0.0000,2.0000,-0.0130,9.5035,2.0215
2.406,warmup,0.050,0.0000,0.0000,0.0000,-9.3969,1.5414,-0.0000,0.0000,-0.0130,9.5246,0.0000,-7.4216,1.5389,-0.0000,2.0000,-0.0130,9.5485,1.9753
2.447,warmup,0.050,0.0000,0.0000,0.0000,-9.3809,1.5346,-0.0000,0.0000,-0.0130,9.5077,0.0000,-7.4216,1.5389,-0.0000,2.0000,-0.0130,9.5485,1.9593
2.486,warmup,0.050,0.0000,0.0000,0.0000,-9.3809,1.5346,-0.0000,0.0000,-0.0130,9.5077,0.0000,-7.4216,1.5389,-0.0000,2.0000,-0.0130,9.5485,1.9593
2.526,warmup,0.050,0.0000,0.0000,0.0000,-9.3881,1.5449,-0.0000,0.0000,-0.0130,9.5165,0.0000,-7.4336,1.5385,-0.0000,2.0000,-0.0130,9.5603,1.9545
2.566,warmup,0.050,0.0000,0.0000,0.0000,-9.3881,1.5449,-0.0000,0.0000,-0.0130,9.5165,0.0000,-7.4336,1.5385,-0.0000,2.0000,-0.0130,9.5603,1.9545
2.607,warmup,0.050,0.0000,0.0000,0.0000,-9.3881,1.5449,-0.0000,0.0000,-0.0130,9.5165,0.0000,-7.3915,1.5236,-0.0000,2.0000,-0.0130,9.5163,1.9968
2.647,warmup,0.050,0.0000,0.0000,0.0000,-9.3332,1.5484,-0.0000,0.0000,-0.0130,9.4629,0.0000,-7.3915,1.5236,-0.0000,2.0000,-0.0130,9.5163,1.9419
2.686,warmup,0.050,0.0000,0.0000,0.0000,-9.3332,1.5484,-0.0000,0.0000,-0.0130,9.4629,0.0000,-7.3915,1.5236,-0.0000,2.0000,-0.0130,9.5163,1.9419
2.726,warmup,0.050,0.0000,0.0000,0.0000,-9.2773,1.5322,-0.0000,0.0000,-0.0130,9.4051,0.0000,-7.3123,1.5334,-0.0000,2.0000,-0.0130,9.4399,1.9650
2.766,warmup,0.050,0.0000,0.0000,0.0000,-9.2773,1.5322,-0.0000,0.0000,-0.0130,9.4051,0.0000,-7.3123,1.5334,-0.0000,2.0000,-0.0130,9.4399,1.9650
2.808,warmup,0.050,0.0000,0.0000,0.0000,-9.2773,1.5322,-0.0000,0.0000,-0.0130,9.4051,0.0000,-7.2653,1.5304,-0.0000,2.0000,-0.0130,9.3929,2.0121
2.846,warmup,0.050,0.0000,0.0000,0.0000,-9.2975,1.5387,-0.0000,0.0000,-0.0130,9.4261,0.0000,-7.2653,1.5304,-0.0000,2.0000,-0.0130,9.3929,2.0323
2.887,warmup,0.050,0.0000,0.0000,0.0000,-9.2975,1.5387,-0.0000,0.0000,-0.0130,9.4261,0.0000,-7.2653,1.5304,-0.0000,2.0000,-0.0130,9.3929,2.0323
2.926,warmup,0.050,0.0000,0.0000,0.0000,-9.2516,1.5476,-0.0000,0.0000,-0.0130,9.3823,0.0000,-7.3139,1.5423,-0.0000,2.0000,-0.0130,9.4428,1.9377
2.966,warmup,0.050,0.0000,0.0000,0.0000,-9.2516,1.5476,-0.0000,0.0000,-0.0130,9.3823,0.0000,-7.3139,1.5423,-0.0000,2.0000,-0.0130,9.4428,1.9377
3.006,warmup,0.050,0.0000,0.0000,0.0000,-9.2516,1.5476,-0.0000,0.0000,-0.0130,9.3823,0.0000,-7.2247,1.5404,-0.0000,2.0000,-0.0130,9.3546,2.0269
3.046,warmup,0.050,0.0000,0.0000,0.0000,-9.3364,1.5361,-0.0000,0.0000,-0.0130,9.4641,0.0000,-7.2247,1.5404,-0.0000,2.0000,-0.0130,9.3546,2.1117
3.086,warmup,0.050,0.0000,0.0000,0.0000,-9.3364,1.5361,-0.0000,0.0000,-0.0130,9.4641,0.0000,-7.2247,1.5404,-0.0000,2.0000,-0.0130,9.3546,2.1117
3.126,warmup,0.050,0.0000,0.0000,0.0000,-9.2778,1.5445,-0.0000,0.0000,-0.0130,9.4076,0.0000,-7.3800,1.5522,-0.0000,2.0000,-0.0130,9.5097,1.8978
3.166,warmup,0.050,0.0000,0.0000,0.0000,-9.2778,1.5445,-0.0000,0.0000,-0.0130,9.4076,0.0000,-7.3800,1.5522,-0.0000,2.0000,-0.0130,9.5097,1.8978
3.206,warmup,0.050,0.0000,0.0000,0.0000,-9.2778,1.5445,-0.0000,0.0000,-0.0130,9.4076,0.0000,-7.3425,1.5400,-0.0000,2.0000,-0.0130,9.4707,1.9353
3.246,warmup,0.050,0.0000,0.0000,0.0000,-9.4135,1.5317,-0.0000,0.0000,-0.0130,9.5394,0.0000,-7.3425,1.5400,-0.0000,2.0000,-0.0130,9.4707,2.0710
3.286,warmup,0.050,0.0000,0.0000,0.0000,-9.4135,1.5317,-0.0000,0.0000,-0.0130,9.5394,0.0000,-7.3425,1.5400,-0.0000,2.0000,-0.0130,9.4707,2.0710
3.326,warmup,0.050,0.0000,0.0000,0.0000,-9.3402,1.5206,-0.0000,0.0000,-0.0130,9.4653,0.0000,-7.3572,1.5220,-0.0000,2.0000,-0.0130,9.4822,1.9831
3.366,warmup,0.050,0.0000,0.0000,0.0000,-9.3402,1.5206,-0.0000,0.0000,-0.0130,9.4653,0.0000,-7.3572,1.5220,-0.0000,2.0000,-0.0130,9.4822,1.9831
3.406,warmup,0.050,0.0000,0.0000,0.0000,-9.3402,1.5206,-0.0000,0.0000,-0.0130,9.4653,0.0000,-7.4093,1.5324,-0.0000,2.0000,-0.0130,9.5354,1.9309
3.446,warmup,0.050,0.0000,0.0000,0.0000,-9.3875,1.5037,-0.0000,0.0000,-0.0130,9.5093,0.0000,-7.4093,1.5324,-0.0000,2.0000,-0.0130,9.5354,1.9784
3.486,warmup,0.050,0.0000,0.0000,0.0000,-9.3875,1.5037,-0.0000,0.0000,-0.0130,9.5093,0.0000,-7.4093,1.5324,-0.0000,2.0000,-0.0130,9.5354,1.9784
3.526,warmup,0.050,0.0000,0.0000,0.0000,-9.3578,1.5336,-0.0000,0.0000,-0.0130,9.4848,0.0000,-7.3847,1.5209,-0.0000,2.0000,-0.0130,9.5093,1.9731
3.567,warmup,0.050,0.0000,0.0000,0.0000,-9.3578,1.5336,-0.0000,0.0000,-0.0130,9.4848,0.0000,-7.3847,1.5209,-0.0000,2.0000,-0.0130,9.5093,1.9731
3.606,warmup,0.050,0.0000,0.0000,0.0000,-9.3578,1.5336,-0.0000,0.0000,-0.0130,9.4848,0.0000,-7.3104,1.5326,-0.0000,2.0000,-0.0130,9.4378,2.0474
3.646,warmup,0.050,0.0000,0.0000,0.0000,-9.3178,1.5450,-0.0000,0.0000,-0.0130,9.4472,0.0000,-7.3104,1.5326,-0.0000,2.0000,-0.0130,9.4378,2.0075
3.686,warmup,0.050,0.0000,0.0000,0.0000,-9.3178,1.5450,-0.0000,0.0000,-0.0130,9.4472,0.0000,-7.3104,1.5326,-0.0000,2.0000,-0.0130,9.4378,2.0075
3.726,warmup,0.050,0.0000,0.0000,0.0000,-9.2734,1.5421,-0.0000,0.0000,-0.0130,9.4029,0.0000,-7.3367,1.5475,-0.0000,2.0000,-0.0130,9.4662,1.9367
3.766,warmup,0.050,0.0000,0.0000,0.0000,-9.2734,1.5421,-0.0000,0.0000,-0.0130,9.4029,0.0000,-7.3367,1.5475,-0.0000,2.0000,-0.0130,9.4662,1.9367
3.806,warmup,0.050,0.0000,0.0000,0.0000,-9.2734,1.5421,-0.0000,0.0000,-0.0130,9.4029,0.0000,-7.3230,1.5534,-0.0000,2.0000,-0.0130,9.4536,1.9505
3.847,warmup,0.050,0.0000,0.0000,0.0000,-9.2784,1.5495,-0.0000,0.0000,-0.0130,9.4090,0.0000,-7.3230,1.5534,-0.0000,2.0000,-0.0130,9.4536,1.9554
3.886,warmup,0.050,0.0000,0.0000,0.0000,-9.2784,1.5495,-0.0000,0.0000,-0.0130,9.4090,0.0000,-7.3230,1.5534,-0.0000,2.0000,-0.0130,9.4536,1.9554
3.926,warmup,0.050,0.0000,0.0000,0.0000,-9.2710,1.5444,-0.0000,0.0000,-0.0130,9.4009,0.0000,-7.2191,1.5430,-0.0000,2.0000,-0.0130,9.3495,2.0519
3.966,warmup,0.050,0.0000,0.0000,0.0000,-9.2710,1.5444,-0.0000,0.0000,-0.0130,9.4009,0.0000,-7.2191,1.5430,-0.0000,2.0000,-0.0130,9.3495,2.0519
4.007,warmup,0.050,0.0000,0.0000,0.0000,-9.2710,1.5444,-0.0000,0.0000,-0.0130,9.4009,0.0000,-7.2713,1.5564,-0.0000,2.0000,-0.0130,9.4032,1.9997
4.046,warmup,0.050,0.0000,0.0000,0.0000,-9.2723,1.5570,-0.0000,0.0000,-0.0130,9.4043,0.0000,-7.2713,1.5564,-0.0000,2.0000,-0.0130,9.4032,2.0010
4.086,warmup,0.050,0.0000,0.0000,0.0000,-9.2723,1.5570,-0.0000,0.0000,-0.0130,9.4043,0.0000,-7.2713,1.5564,-0.0000,2.0000,-0.0130,9.4032,2.0010
4.126,warmup,0.050,0.0000,0.0000,0.0000,-9.2712,1.5558,-0.0000,0.0000,-0.0130,9.4030,0.0000,-7.2812,1.5427,-0.0000,2.0000,-0.0130,9.4107,1.9901
4.166,warmup,0.050,0.0000,0.0000,0.0000,-9.2712,1.5558,-0.0000,0.0000,-0.0130,9.4030,0.0000,-7.2812,1.5427,-0.0000,2.0000,-0.0130,9.4107,1.9901
4.206,warmup,0.050,0.0000,0.0000,0.0000,-9.2712,1.5558,-0.0000,0.0000,-0.0130,9.4030,0.0000,-7.2994,1.5562,-0.0000,2.0000,-0.0130,9.4309,1.9718
4.246,warmup,0.050,0.0000,0.0000,0.0000,-9.2960,1.5625,-0.0000,0.0000,-0.0130,9.4286,0.0000,-7.2994,1.5562,-0.0000,2.0000,-0.0130,9.4309,1.9966
4.286,warmup,0.050,0.0000,0.0000,0.0000,-9.2960,1.5625,-0.0000,0.0000,-0.0130,9.4286,0.0000,-7.2994,1.5562,-0.0000,2.0000,-0.0130,9.4309,1.9966
4.326,warmup,0.050,0.0000,0.0000,0.0000,-9.3330,1.5407,-0.0000,0.0000,-0.0130,9.4615,0.0000,-7.3286,1.5424,-0.0000,2.0000,-0.0130,9.4574,2.0044
4.367,warmup,0.050,0.0000,0.0000,0.0000,-9.3330,1.5407,-0.0000,0.0000,-0.0130,9.4615,0.0000,-7.3286,1.5424,-0.0000,2.0000,-0.0130,9.4574,2.0044
4.407,warmup,0.050,0.0000,0.0000,0.0000,-9.3330,1.5407,-0.0000,0.0000,-0.0130,9.4615,0.0000,-7.3038,1.5560,-0.0000,2.0000,-0.0130,9.4352,2.0293
4.446,warmup,0.050,0.0000,0.0000,0.0000,-9.2933,1.5573,-0.0000,0.0000,-0.0130,9.4250,0.0000,-7.3038,1.5560,-0.0000,2.0000,-0.0130,9.4352,1.9894
4.486,warmup,0.050,0.0000,0.0000,0.0000,-9.2933,1.5573,-0.0000,0.0000,-0.0130,9.4250,0.0000,-7.3038,1.5560,-0.0000,2.0000,-0.0130,9.4352,1.9894
4.526,warmup,0.050,0.0000,0.0000,0.0000,-9.3085,1.5555,-0.0000,0.0000,-0.0130,9.4397,0.0000,-7.3055,1.5538,-0.0000,2.0000,-0.0130,9.4365,2.0030
4.566,warmup,0.050,0.0000,0.0000,0.0000,-9.3085,1.5555,-0.0000,0.0000,-0.0130,9.4397,0.0000,-7.3055,1.5538,-0.0000,2.0000,-0.0130,9.4365,2.0030
4.606,warmup,0.050,0.0000,0.0000,0.0000,-9.3085,1.5555,-0.0000,0.0000,-0.0130,9.4397,0.0000,-7.3142,1.5620,-0.0000,2.0000,-0.0130,9.4464,1.9943
4.647,warmup,0.050,0.0000,0.0000,0.0000,-9.3180,1.5761,-0.0000,0.0000,-0.0130,9.4525,0.0000,-7.3142,1.5620,-0.0000,2.0000,-0.0130,9.4464,2.0038
4.686,warmup,0.050,0.0000,0.0000,0.0000,-9.3180,1.5761,-0.0000,0.0000,-0.0130,9.4525,0.0000,-7.3142,1.5620,-0.0000,2.0000,-0.0130,9.4464,2.0038
4.726,warmup,0.050,0.0000,0.0000,0.0000,-9.2780,1.5770,-0.0000,0.0000,-0.0130,9.4133,0.0000,-7.2877,1.5914,-0.0000,2.0000,-0.0130,9.4252,1.9904
4.766,warmup,0.050,0.0000,0.0000,0.0000,-9.2780,1.5770,-0.0000,0.0000,-0.0130,9.4133,0.0000,-7.2877,1.5914,-0.0000,2.0000,-0.0130,9.4252,1.9904
4.807,warmup,0.050,0.0000,0.0000,0.0000,-9.2780,1.5770,-0.0000,0.0000,-0.0130,9.4133,0.0000,-7.2757,1.5718,-0.0000,2.0000,-0.0130,9.4101,2.0023
4.846,warmup,0.050,0.0000,0.0000,0.0000,-9.3196,1.5766,-0.0000,0.0000,-0.0130,9.4542,0.0000,-7.2757,1.5718,-0.0000,2.0000,-0.0130,9.4101,2.0439
4.887,warmup,0.050,0.0000,0.0000,0.0000,-9.3196,1.5766,-0.0000,0.0000,-0.0130,9.4542,0.0000,-7.2757,1.5718,-0.0000,2.0000,-0.0130,9.4101,2.0439
4.926,warmup,0.050,0.0000,0.0000,0.0000,-9.2029,1.5800,-0.0000,0.0000,-0.0130,9.3398,0.0000,-7.2897,1.5860,-0.0000,2.0000,-0.0130,9.4263,1.9132
4.966,warmup,0.050,0.0000,0.0000,0.0000,-9.2029,1.5800,-0.0000,0.0000,-0.0130,9.3398,0.0000,-7.2897,1.5860,-0.0000,2.0000,-0.0130,9.4263,1.9132
5.006,attack,0.050,2.0438,0.1022,0.0000,-9.2029,1.5800,-0.0000,0.0000,-0.0130,9.3398,0.0000,-7.1841,1.5798,-0.0000,2.0000,-0.0130,9.3212,2.0189
5.046,attack,0.050,1.9870,0.0994,0.0000,-8.2796,1.5808,-0.0000,0.0000,-0.0130,8.4317,0.0000,-7.1841,1.5798,-0.0000,2.0000,-0.0130,9.3212,1.0956
5.086,attack,0.050,1.9503,0.0975,0.0000,-8.2796,1.5808,-0.0000,0.0000,-0.0130,8.4317,0.0000,-7.1841,1.5798,-0.0000,2.0000,-0.0130,9.3212,1.0956
5.126,attack,0.050,1.9966,0.0998,0.0000,-9.1156,1.5775,-0.0000,0.0000,-0.0130,9.2533,0.0000,-7.4648,1.5810,-0.0000,2.0000,-0.0130,9.5981,1.6508
5.166,attack,0.050,2.0193,0.1010,0.0000,-9.1156,1.5775,-0.0000,0.0000,-0.0130,9.2533,0.0000,-7.4648,1.5810,-0.0000,2.0000,-0.0130,9.5981,1.6508
5.206,attack,0.050,1.9220,0.0961,0.0000,-9.1156,1.5775,-0.0000,0.0000,-0.0130,9.2533,0.0000,-7.2749,1.5838,-0.0000,2.0000,-0.0130,9.4114,1.8407
5.246,attack,0.050,2.0487,0.1024,0.0000,-8.3845,1.5741,-0.0000,0.0000,-0.0130,8.5333,0.0000,-7.2749,1.5838,-0.0000,2.0000,-0.0130,9.4114,1.1096
5.287,attack,0.050,2.0323,0.1016,0.0000,-8.3845,1.5741,-0.0000,0.0000,-0.0130,8.5333,0.0000,-7.2749,1.5838,-0.0000,2.0000,-0.0130,9.4114,1.1096
5.326,attack,0.050,1.9814,0.0991,0.0000,-9.2272,1.5888,-0.0000,0.0000,-0.0130,9.3652,0.0000,-7.5844,1.5790,-0.0000,2.0000,-0.0130,9.7157,1.6429
5.366,attack,0.050,2.0621,0.1031,0.0000,-9.2272,1.5888,-0.0000,0.0000,-0.0130,9.3652,0.0000,-7.5844,1.5790,-0.0000,2.0000,-0.0130,9.7157,1.6429
5.407,attack,0.050,1.9849,0.0992,0.0000,-9.2272,1.5888,-0.0000,0.0000,-0.0130,9.3652,0.0000,-7.3241,1.5822,-0.0000,2.0000,-0.0130,9.4596,1.9032
5.446,attack,0.050,2.0309,0.1015,0.0000,-8.4215,1.5811,-0.0000,0.0000,-0.0130,8.5710,0.0000,-7.3241,1.5822,-0.0000,2.0000,-0.0130,9.4596,1.0974
5.486,attack,0.050,1.9940,0.0997,0.0000,-8.4215,1.5811,-0.0000,0.0000,-0.0130,8.5710,0.0000,-7.3241,1.5822,-0.0000,2.0000,-0.0130,9.4596,1.0974
5.526,attack,0.050,2.0273,0.1014,0.0000,-9.2905,1.5847,-0.0000,0.0000,-0.0130,9.4269,0.0000,-7.6241,1.5934,-0.0000,2.0000,-0.0130,9.7573,1.6664
5.566,attack,0.050,1.9326,0.0966,0.0000,-9.2905,1.5847,-0.0000,0.0000,-0.0130,9.4269,0.0000,-7.6241,1.5934,-0.0000,2.0000,-0.0130,9.7573,1.6664
5.606,attack,0.050,2.0147,0.1007,0.0000,-9.2905,1.5847,-0.0000,0.0000,-0.0130,9.4269,0.0000,-7.3755,1.5867,-0.0000,2.0000,-0.0130,9.5110,1.9150
5.646,attack,0.050,1.9368,0.0968,0.0000,-8.4250,1.5875,-0.0000,0.0000,-0.0130,8.5756,0.0000,-7.3755,1.5867,-0.0000,2.0000,-0.0130,9.5110,1.0494
5.686,attack,0.050,1.9885,0.0994,0.0000,-8.4250,1.5875,-0.0000,0.0000,-0.0130,8.5756,0.0000,-7.3755,1.5867,-0.0000,2.0000,-0.0130,9.5110,1.0494
5.726,attack,0.050,1.9457,0.0973,0.0000,-9.2430,1.5921,-0.0000,0.0000,-0.0130,9.3813,0.0000,-7.6258,1.5948,-0.0000,2.0000,-0.0130,9.7592,1.6171
5.767,attack,0.050,2.0180,0.1009,0.0000,-9.2430,1.5921,-0.0000,0.0000,-0.0130,9.3813,0.0000,-7.6258,1.5948,-0.0000,2.0000,-0.0130,9.7592,1.6171
5.806,attack,0.050,2.0111,0.1006,0.0000,-9.2430,1.5921,-0.0000,0.0000,-0.0130,9.3813,0.0000,-7.3973,1.5978,-0.0000,2.0000,-0.0130,9.5344,1.8457
5.846,attack,0.050,2.0156,0.1008,0.0000,-8.4501,1.5962,-0.0000,0.0000,-0.0130,8.6020,0.0000,-7.3973,1.5978,-0.0000,2.0000,-0.0130,9.5344,1.0528
5.886,attack,0.050,1.9744,0.0987,0.0000,-8.4501,1.5962,-0.0000,0.0000,-0.0130,8.6020,0.0000,-7.3973,1.5978,-0.0000,2.0000,-0.0130,9.5344,1.0528
5.926,attack,0.050,1.9926,0.0996,0.0000,-9.2670,1.6049,-0.0000,0.0000,-0.0130,9.4072,0.0000,-7.6270,1.5979,-0.0000,2.0000,-0.0130,9.7608,1.6400
5.966,attack,0.050,1.9521,0.0976,0.0000,-9.2670,1.6049,-0.0000,0.0000,-0.0130,9.4072,0.0000,-7.6270,1.5979,-0.0000,2.0000,-0.0130,9.7608,1.6400
6.006,attack,0.050,2.1020,0.1051,0.0000,-9.2670,1.6049,-0.0000,0.0000,-0.0130,9.4072,0.0000,-7.3919,1.5954,-0.0000,2.0000,-0.0130,9.5286,1.8751
6.046,attack,0.050,2.0364,0.1018,0.0000,-8.4891,1.6014,-0.0000,0.0000,-0.0130,8.6412,0.0000,-7.3919,1.5954,-0.0000,2.0000,-0.0130,9.5286,1.0972
6.086,attack,0.050,1.9947,0.0997,0.0000,-8.4891,1.6014,-0.0000,0.0000,-0.0130,8.6412,0.0000,-7.3919,1.5954,-0.0000,2.0000,-0.0130,9.5286,1.0972
