t_s,phase,scale,true_dist_m,reported_dist_m,px4_1_est_x,px4_1_est_y,px4_1_est_z,px4_1_gt_x,px4_1_gt_y,px4_1_gt_z,px4_1_error_m,px4_3_est_x,px4_3_est_y,px4_3_est_z,px4_3_gt_x,px4_3_gt_y,px4_3_gt_z,px4_3_error_m,est_separation_m
25.206,attack,0.050,1.9629,0.0981,0.0000,-15.0129,1.7126,-0.0000,0.0000,-0.0130,15.1118,0.0000,-13.1359,1.7105,-0.0000,2.0000,-0.0130,15.2337,1.8770
25.246,attack,0.050,2.0409,0.1020,0.0000,-14.2594,1.7100,-0.0000,0.0000,-0.0130,14.3631,0.0000,-13.1359,1.7105,-0.0000,2.0000,-0.0130,15.2337,1.1235
25.286,attack,0.050,1.9057,0.0953,0.0000,-14.2594,1.7100,-0.0000,0.0000,-0.0130,14.3631,0.0000,-13.1359,1.7105,-0.0000,2.0000,-0.0130,15.2337,1.1235
25.326,attack,0.050,2.0593,0.1030,0.0000,-15.1483,1.7111,-0.0000,0.0000,-0.0130,15.2461,0.0000,-13.4488,1.7113,-0.0000,2.0000,-0.0130,15.5447,1.6995
25.367,attack,0.050,1.9986,0.0999,0.0000,-15.1483,1.7111,-0.0000,0.0000,-0.0130,15.2461,0.0000,-13.4488,1.7113,-0.0000,2.0000,-0.0130,15.5447,1.6995
25.406,attack,0.050,1.9377,0.0969,0.0000,-15.1483,1.7111,-0.0000,0.0000,-0.0130,15.2461,0.0000,-13.1415,1.7244,-0.0000,2.0000,-0.0130,15.2409,2.0068
25.446,attack,0.050,2.0191,0.1010,0.0000,-14.2955,1.7145,-0.0000,0.0000,-0.0130,14.3995,0.0000,-13.1415,1.7244,-0.0000,2.0000,-0.0130,15.2409,1.1540
25.486,attack,0.050,2.0041,0.1002,0.0000,-14.2955,1.7145,-0.0000,0.0000,-0.0130,14.3995,0.0000,-13.1415,1.7244,-0.0000,2.0000,-0.0130,15.2409,1.1540
25.526,attack,0.050,1.9822,0.0991,0.0000,-15.1056,1.7427,-0.0000,0.0000,-0.0130,15.2073,0.0000,-13.5081,1.7144,-0.0000,2.0000,-0.0130,15.6040,1.5978
25.566,attack,0.050,1.9210,0.0961,0.0000,-15.1056,1.7427,-0.0000,0.0000,-0.0130,15.2073,0.0000,-13.5081,1.7144,-0.0000,2.0000,-0.0130,15.6040,1.5978
25.607,attack,0.050,1.9677,0.0984,0.0000,-15.1056,1.7427,-0.0000,0.0000,-0.0130,15.2073,0.0000,-13.2185,1.7283,-0.0000,2.0000,-0.0130,15.3178,1.8872
25.646,attack,0.050,2.0159,0.1008,0.0000,-14.3090,1.7306,-0.0000,0.0000,-0.0130,14.4149,0.0000,-13.2185,1.7283,-0.0000,2.0000,-0.0130,15.3178,1.0906
25.686,attack,0.050,2.0797,0.1040,0.0000,-14.3090,1.7306,-0.0000,0.0000,-0.0130,14.4149,0.0000,-13.2185,1.7283,-0.0000,2.0000,-0.0130,15.3178,1.0906
25.726,attack,0.050,1.9680,0.0984,0.0000,-15.1162,1.7436,-0.0000,0.0000,-0.0130,15.2179,0.0000,-13.4978,1.7397,-0.0000,2.0000,-0.0130,15.5966,1.6184
25.767,attack,0.050,1.9814,0.0991,0.0000,-15.1162,1.7436,-0.0000,0.0000,-0.0130,15.2179,0.0000,-13.4978,1.7397,-0.0000,2.0000,-0.0130,15.5966,1.6184
25.807,attack,0.050,1.9681,0.0984,0.0000,-15.1162,1.7436,-0.0000,0.0000,-0.0130,15.2179,0.0000,-13.1266,1.7420,-0.0000,2.0000,-0.0130,15.2281,1.9896
25.846,attack,0.050,1.8993,0.0950,0.0000,-14.3132,1.7389,-0.0000,0.0000,-0.0130,14.4200,0.0000,-13.1266,1.7420,-0.0000,2.0000,-0.0130,15.2281,1.1866
25.890,attack,0.050,2.0225,0.1011,0.0000,-14.3132,1.7389,-0.0000,0.0000,-0.0130,14.4200,0.0000,-13.1266,1.7420,-0.0000,2.0000,-0.0130,15.2281,1.1866
25.927,attack,0.050,1.9913,0.0996,0.0000,-14.5620,1.7324,-0.0000,0.0000,-0.0130,14.6662,0.0000,-12.4789,1.7298,-0.0000,2.0000,-0.0130,14.5834,2.0831
25.966,attack,0.050,2.0028,0.1001,0.0000,-14.5620,1.7324,-0.0000,0.0000,-0.0130,14.6662,0.0000,-12.4789,1.7298,-0.0000,2.0000,-0.0130,14.5834,2.0831
26.009,attack,0.050,2.0419,0.1021,0.0000,-14.5620,1.7324,-0.0000,0.0000,-0.0130,14.6662,0.0000,-13.4877,1.7298,-0.0000,2.0000,-0.0130,15.5855,1.0743
26.046,attack,0.050,1.9997,0.1000,0.0000,-14.0727,1.7234,-0.0000,0.0000,-0.0130,14.1794,0.0000,-13.4877,1.7298,-0.0000,2.0000,-0.0130,15.5855,0.5850
26.086,attack,0.050,1.9744,0.0987,0.0000,-14.0727,1.7234,-0.0000,0.0000,-0.0130,14.1794,0.0000,-13.4877,1.7298,-0.0000,2.0000,-0.0130,15.5855,0.5850
26.126,attack,0.050,1.9818,0.0991,0.0000,-14.9976,1.7117,-0.0000,0.0000,-0.0130,15.0964,0.0000,-13.3273,1.7149,-0.0000,2.0000,-0.0130,15.4244,1.6703
26.166,attack,0.050,2.0126,0.1006,0.0000,-14.9976,1.7117,-0.0000,0.0000,-0.0130,15.0964,0.0000,-13.3273,1.7149,-0.0000,2.0000,-0.0130,15.4244,1.6703
26.206,attack,0.050,2.0473,0.1024,0.0000,-14.9976,1.7117,-0.0000,0.0000,-0.0130,15.0964,0.0000,-13.0651,1.7135,-0.0000,2.0000,-0.0130,15.1637,1.9324
26.246,attack,0.050,2.0470,0.1023,0.0000,-14.1352,1.7154,-0.0000,0.0000,-0.0130,14.2405,0.0000,-13.0651,1.7135,-0.0000,2.0000,-0.0130,15.1637,1.0700
26.286,attack,0.050,1.8609,0.0930,0.0000,-14.1352,1.7154,-0.0000,0.0000,-0.0130,14.2405,0.0000,-13.0651,1.7135,-0.0000,2.0000,-0.0130,15.1637,1.0700
26.326,attack,0.050,2.0228,0.1011,0.0000,-14.9843,1.7208,-0.0000,0.0000,-0.0130,15.0843,0.0000,-13.3179,1.7160,-0.0000,2.0000,-0.0130,15.4151,1.6665
26.366,attack,0.050,1.9616,0.0981,0.0000,-14.9843,1.7208,-0.0000,0.0000,-0.0130,15.0843,0.0000,-13.3179,1.7160,-0.0000,2.0000,-0.0130,15.4151,1.6665
26.406,attack,0.050,2.0524,0.1026,0.0000,-14.9843,1.7208,-0.0000,0.0000,-0.0130,15.0843,0.0000,-13.1296,1.7257,-0.0000,2.0000,-0.0130,15.2292,1.8547
26.446,attack,0.050,1.9906,0.0995,0.0000,-14.1740,1.7192,-0.0000,0.0000,-0.0130,14.2795,0.0000,-13.1296,1.7257,-0.0000,2.0000,-0.0130,15.2292,1.0444
26.487,attack,0.050,2.0449,0.1022,0.0000,-14.1740,1.7192,-0.0000,0.0000,-0.0130,14.2795,0.0000,-13.1296,1.7257,-0.0000,2.0000,-0.0130,15.2292,1.0444
26.526,attack,0.050,1.9524,0.0976,0.0000,-14.9378,1.7273,-0.0000,0.0000,-0.0130,15.0388,0.0000,-13.3459,1.7148,-0.0000,2.0000,-0.0130,15.4429,1.5919
26.566,attack,0.050,2.0447,0.1022,0.0000,-14.9378,1.7273,-0.0000,0.0000,-0.0130,15.0388,0.0000,-13.3459,1.7148,-0.0000,2.0000,-0.0130,15.4429,1.5919
26.606,attack,0.050,2.0386,0.1019,0.0000,-14.9378,1.7273,-0.0000,0.0000,-0.0130,15.0388,0.0000,-14.0374,1.7244,-0.0000,2.0000,-0.0130,16.1313,0.9004
26.647,attack,0.050,2.0555,0.1028,0.0000,-14.5839,1.7242,-0.0000,0.0000,-0.0130,14.6870,0.0000,-14.0374,1.7244,-0.0000,2.0000,-0.0130,16.1313,0.5465
26.686,attack,0.050,1.9338,0.0967,0.0000,-14.5839,1.7242,-0.0000,0.0000,-0.0130,14.6870,0.0000,-14.0374,1.7244,-0.0000,2.0000,-0.0130,16.1313,0.5465
26.727,attack,0.050,2.0461,0.1023,0.0000,-15.6352,1.7156,-0.0000,0.0000,-0.0130,15.7304,0.0000,-13.8884,1.7218,-0.0000,2.0000,-0.0130,15.9829,1.7468
26.766,attack,0.050,1.9534,0.0977,0.0000,-15.6352,1.7156,-0.0000,0.0000,-0.0130,15.7304,0.0000,-13.8884,1.7218,-0.0000,2.0000,-0.0130,15.9829,1.7468
26.806,attack,0.050,1.9857,0.0993,0.0000,-15.6352,1.7156,-0.0000,0.0000,-0.0130,15.7304,0.0000,-13.6766,1.7009,-0.0000,2.0000,-0.0130,15.7700,1.9587
26.846,attack,0.050,2.0039,0.1002,0.0000,-14.7530,1.6932,-0.0000,0.0000,-0.0130,14.8513,0.0000,-13.6766,1.7009,-0.0000,2.0000,-0.0130,15.7700,1.0764
26.887,attack,0.050,2.0280,0.1014,0.0000,-14.7530,1.6932,-0.0000,0.0000,-0.0130,14.8513,0.0000,-13.6766,1.7009,-0.0000,2.0000,-0.0130,15.7700,1.0764
26.927,attack,0.050,2.1152,0.1058,0.0000,-15.6271,1.7031,-0.0000,0.0000,-0.0130,15.7210,0.0000,-13.9391,1.6976,-0.0000,2.0000,-0.0130,16.0306,1.6880
26.967,attack,0.050,2.0091,0.1005,0.0000,-15.6271,1.7031,-0.0000,0.0000,-0.0130,15.7210,0.0000,-13.9391,1.6976,-0.0000,2.0000,-0.0130,16.0306,1.6880
27.007,attack,0.050,1.9659,0.0983,0.0000,-15.6271,1.7031,-0.0000,0.0000,-0.0130,15.7210,0.0000,-14.6997,1.6920,-0.0000,2.0000,-0.0130,16.7865,0.9275
27.047,attack,0.050,2.0791,0.1040,0.0000,-15.2896,1.6953,-0.0000,0.0000,-0.0130,15.3847,0.0000,-14.6997,1.6920,-0.0000,2.0000,-0.0130,16.7865,0.5900
27.086,attack,0.050,1.9287,0.0964,0.0000,-15.2896,1.6953,-0.0000,0.0000,-0.0130,15.3847,0.0000,-14.6997,1.6920,-0.0000,2.0000,-0.0130,16.7865,0.5900
27.127,attack,0.050,1.9571,0.0979,0.0000,-16.2244,1.6852,-0.0000,0.0000,-0.0130,16.3130,0.0000,-14.5709,1.6894,-0.0000,2.0000,-0.0130,16.6582,1.6534
27.168,attack,0.050,1.9286,0.0964,0.0000,-16.2244,1.6852,-0.0000,0.0000,-0.0130,16.3130,0.0000,-14.5709,1.6894,-0.0000,2.0000,-0.0130,16.6582,1.6534
27.207,attack,0.050,2.0220,0.1011,0.0000,-16.2244,1.6852,-0.0000,0.0000,-0.0130,16.3130,0.0000,-14.2779,1.6744,-0.0000,2.0000,-0.0130,16.3651,1.9465
27.247,attack,0.050,2.0871,0.1044,0.0000,-15.3580,1.6771,-0.0000,0.0000,-0.0130,15.4508,0.0000,-14.2779,1.6744,-0.0000,2.0000,-0.0130,16.3651,1.0801
27.286,attack,0.050,1.9625,0.0981,0.0000,-15.3580,1.6771,-0.0000,0.0000,-0.0130,15.4508,0.0000,-14.2779,1.6744,-0.0000,2.0000,-0.0130,16.3651,1.0801
27.327,attack,0.050,1.8885,0.0944,0.0000,-15.3580,1.6771,-0.0000,0.0000,-0.0130,15.4508,0.0000,-14.5656,1.6706,-0.0000,2.0000,-0.0130,16.6510,0.7924
27.366,attack,0.050,1.9527,0.0976,0.0000,-16.1009,1.6743,-0.0000,0.0000,-0.0130,16.1890,0.0000,-14.5656,1.6706,-0.0000,2.0000,-0.0130,16.6510,1.5352
27.406,attack,0.050,1.9878,0.0994,0.0000,-16.1009,1.6743,-0.0000,0.0000,-0.0130,16.1890,0.0000,-14.2536,1.6912,-0.0000,2.0000,-0.0130,16.3426,1.8474
27.447,attack,0.050,1.9607,0.0980,0.0000,-15.3564,1.6913,-0.0000,0.0000,-0.0130,15.4507,0.0000,-14.2536,1.6912,-0.0000,2.0000,-0.0130,16.3426,1.1029
27.486,attack,0.050,2.0315,0.1016,0.0000,-15.3564,1.6913,-0.0000,0.0000,-0.0130,15.4507,0.0000,-14.2536,1.6912,-0.0000,2.0000,-0.0130,16.3426,1.1029
27.528,attack,0.050,2.0026,0.1001,0.0000,-15.3564,1.6913,-0.0000,0.0000,-0.0130,15.4507,0.0000,-14.5811,1.6831,-0.0000,2.0000,-0.0130,16.6676,0.7754
27.566,attack,0.050,2.0546,0.1027,0.0000,-16.2568,1.6995,-0.0000,0.0000,-0.0130,16.3468,0.0000,-14.5811,1.6831,-0.0000,2.0000,-0.0130,16.6676,1.6758
27.606,attack,0.050,2.0620,0.1031,0.0000,-16.2568,1.6995,-0.0000,0.0000,-0.0130,16.3468,0.0000,-15.2096,1.6935,-0.0000,2.0000,-0.0130,17.2940,1.0472
27.647,attack,0.050,2.1075,0.1054,0.0000,-15.7913,1.6945,-0.0000,0.0000,-0.0130,15.8834,0.0000,-15.2096,1.6935,-0.0000,2.0000,-0.0130,17.2940,0.5817
27.686,attack,0.050,1.9726,0.0986,0.0000,-15.7913,1.6945,-0.0000,0.0000,-0.0130,15.8834,0.0000,-15.2096,1.6935,-0.0000,2.0000,-0.0130,17.2940,0.5817
27.726,attack,0.050,1.9373,0.0969,0.0000,-16.8000,1.6980,-0.0000,0.0000,-0.0130,16.8869,0.0000,-15.1181,1.7017,-0.0000,2.0000,-0.0130,17.2038,1.6818
27.766,attack,0.050,1.9851,0.0993,0.0000,-16.8000,1.6980,-0.0000,0.0000,-0.0130,16.8869,0.0000,-15.1181,1.7017,-0.0000,2.0000,-0.0130,17.2038,1.6818
27.806,attack,0.050,1.9485,0.0974,0.0000,-16.8000,1.6980,-0.0000,0.0000,-0.0130,16.8869,0.0000,-14.9232,1.6997,-0.0000,2.0000,-0.0130,17.0097,1.8768
27.846,attack,0.050,2.0115,0.1006,0.0000,-15.9763,1.7004,-0.0000,0.0000,-0.0130,16.0679,0.0000,-14.9232,1.6997,-0.0000,2.0000,-0.0130,17.0097,1.0531
27.887,attack,0.050,2.0076,0.1004,0.0000,-15.9763,1.7004,-0.0000,0.0000,-0.0130,16.0679,0.0000,-14.9232,1.6997,-0.0000,2.0000,-0.0130,17.0097,1.0531
27.926,attack,0.050,2.0868,0.1043,0.0000,-15.9763,1.7004,-0.0000,0.0000,-0.0130,16.0679,0.0000,-15.1369,1.7055,-0.0000,2.0000,-0.0130,17.2229,0.8394
27.966,attack,0.050,1.9987,0.0999,0.0000,-16.8347,1.7072,-0.0000,0.0000,-0.0130,16.9224,0.0000,-15.1369,1.7055,-0.0000,2.0000,-0.0130,17.2229,1.6978
28.007,attack,0.050,1.9210,0.0961,0.0000,-16.8347,1.7072,-0.0000,0.0000,-0.0130,16.9224,0.0000,-14.9497,1.7015,-0.0000,2.0000,-0.0130,17.0362,1.8850
28.046,attack,0.050,1.9912,0.0996,0.0000,-15.9340,1.7057,-0.0000,0.0000,-0.0130,16.0265,0.0000,-14.9497,1.7015,-0.0000,2.0000,-0.0130,17.0362,0.9844
28.087,attack,0.050,1.9531,0.0977,0.0000,-15.9340,1.7057,-0.0000,0.0000,-0.0130,16.0265,0.0000,-14.9497,1.7015,-0.0000,2.0000,-0.0130,17.0362,0.9844
28.126,attack,0.050,1.9398,0.0970,0.0000,-16.7319,1.6981,-0.0000,0.0000,-0.0130,16.8192,0.0000,-15.1280,1.6982,-0.0000,2.0000,-0.0130,17.2133,1.6039
28.166,attack,0.050,2.0128,0.1006,0.0000,-16.7319,1.6981,-0.0000,0.0000,-0.0130,16.8192,0.0000,-15.1280,1.6982,-0.0000,2.0000,-0.0130,17.2133,1.6039
28.207,attack,0.050,2.1009,0.1050,0.0000,-16.7319,1.6981,-0.0000,0.0000,-0.0130,16.8192,0.0000,-14.8128,1.6842,-0.0000,2.0000,-0.0130,16.8982,1.9192
28.246,attack,0.050,2.0358,0.1018,0.0000,-15.9002,1.6924,-0.0000,0.0000,-0.0130,15.9914,0.0000,-14.8128,1.6842,-0.0000,2.0000,-0.0130,16.8982,1.0874
28.286,attack,0.050,1.9946,0.0997,0.0000,-15.9002,1.6924,-0.0000,0.0000,-0.0130,15.9914,0.0000,-14.8128,1.6842,-0.0000,2.0000,-0.0130,16.8982,1.0874
28.326,attack,0.050,2.0473,0.1024,0.0000,-16.8004,1.6954,-0.0000,0.0000,-0.0130,16.8871,0.0000,-15.1211,1.6915,-0.0000,2.0000,-0.0130,17.2057,1.6794
28.366,attack,0.050,2.0152,0.1008,0.0000,-16.8004,1.6954,-0.0000,0.0000,-0.0130,16.8871,0.0000,-15.1211,1.6915,-0.0000,2.0000,-0.0130,17.2057,1.6794
28.406,attack,0.050,1.9987,0.0999,0.0000,-16.8004,1.6954,-0.0000,0.0000,-0.0130,16.8871,0.0000,-15.8463,1.6922,-0.0000,2.0000,-0.0130,17.9276,0.9541
28.447,attack,0.050,1.9392,0.0970,0.0000,-16.4149,1.6871,-0.0000,0.0000,-0.0130,16.5027,0.0000,-15.8463,1.6922,-0.0000,2.0000,-0.0130,17.9276,0.5686
28.486,attack,0.050,2.0272,0.1014,0.0000,-16.4149,1.6871,-0.0000,0.0000,-0.0130,16.5027,0.0000,-15.8463,1.6922,-0.0000,2.0000,-0.0130,17.9276,0.5686
28.530,attack,0.050,2.0353,0.1018,0.0000,-16.4149,1.6871,-0.0000,0.0000,-0.0130,16.5027,0.0000,-15.7204,1.6883,-0.0000,2.0000,-0.0130,17.8019,0.6945
28.566,attack,0.050,1.9489,0.0974,0.0000,-17.4358,1.6909,-0.0000,0.0000,-0.0130,17.5189,0.0000,-15.7204,1.6883,-0.0000,2.0000,-0.0130,17.8019,1.7154
28.606,attack,0.050,2.0749,0.1037,0.0000,-17.4358,1.6909,-0.0000,0.0000,-0.0130,17.5189,0.0000,-15.4335,1.6907,-0.0000,2.0000,-0.0130,17.5166,2.0023
28.646,attack,0.050,2.0123,0.1006,0.0000,-16.5545,1.6889,-0.0000,0.0000,-0.0130,16.6417,0.0000,-15.4335,1.6907,-0.0000,2.0000,-0.0130,17.5166,1.1209
28.686,attack,0.050,2.0151,0.1008,0.0000,-16.5545,1.6889,-0.0000,0.0000,-0.0130,16.6417,0.0000,-15.4335,1.6907,-0.0000,2.0000,-0.0130,17.5166,1.1209
28.726,attack,0.050,1.9708,0.0985,0.0000,-17.2397,1.6944,-0.0000,0.0000,-0.0130,17.3240,0.0000,-15.6645,1.6828,-0.0000,2.0000,-0.0130,17.7457,1.5752
28.766,attack,0.050,2.0003,0.1000,0.0000,-17.2397,1.6944,-0.0000,0.0000,-0.0130,17.3240,0.0000,-15.6645,1.6828,-0.0000,2.0000,-0.0130,17.7457,1.5752
28.806,attack,0.050,2.0568,0.1028,0.0000,-17.2397,1.6944,-0.0000,0.0000,-0.0130,17.3240,0.0000,-16.3391,1.6965,-0.0000,2.0000,-0.0130,18.4187,0.9006
28.846,attack,0.050,1.9845,0.0992,0.0000,-16.9874,1.6954,-0.0000,0.0000,-0.0130,17.0730,0.0000,-16.3391,1.6965,-0.0000,2.0000,-0.0130,18.4187,0.6482
28.886,attack,0.050,2.0669,0.1033,0.0000,-16.9874,1.6954,-0.0000,0.0000,-0.0130,17.0730,0.0000,-16.3391,1.6965,-0.0000,2.0000,-0.0130,18.4187,0.6482
28.926,attack,0.050,2.0213,0.1011,0.0000,-16.9874,1.6954,-0.0000,0.0000,-0.0130,17.0730,0.0000,-16.2564,1.6865,-0.0000,2.0000,-0.0130,18.3353,0.7310
28.967,attack,0.050,1.9859,0.0993,0.0000,-17.9356,1.6813,-0.0000,0.0000,-0.0130,18.0154,0.0000,-16.2564,1.6865,-0.0000,2.0000,-0.0130,18.3353,1.6792
29.009,attack,0.050,1.9893,0.0995,0.0000,-17.9356,1.6813,-0.0000,0.0000,-0.0130,18.0154,0.0000,-16.0880,1.6914,-0.0000,2.0000,-0.0130,18.1681,1.8476
29.046,attack,0.050,1.9272,0.0964,0.0000,-17.1178,1.6864,-0.0000,0.0000,-0.0130,17.2020,0.0000,-16.0880,1.6914,-0.0000,2.0000,-0.0130,18.1681,1.0299
29.086,attack,0.050,2.0222,0.1011,0.0000,-17.1178,1.6864,-0.0000,0.0000,-0.0130,17.2020,0.0000,-16.0880,1.6914,-0.0000,2.0000,-0.0130,18.1681,1.0299
29.126,attack,0.050,2.0227,0.1011,0.0000,-17.9009,1.7088,-0.0000,0.0000,-0.0130,17.9835,0.0000,-16.2939,1.6871,-0.0000,2.0000,-0.0130,18.3727,1.6071
29.166,attack,0.050,1.9816,0.0991,0.0000,-17.9009,1.7088,-0.0000,0.0000,-0.0130,17.9835,0.0000,-16.2939,1.6871,-0.0000,2.0000,-0.0130,18.3727,1.6071
29.206,attack,0.050,2.0085,0.1004,0.0000,-17.9009,1.7088,-0.0000,0.0000,-0.0130,17.9835,0.0000,-15.9592,1.7048,-0.0000,2.0000,-0.0130,18.0411,1.9417
29.246,attack,0.050,1.9632,0.0982,0.0000,-17.1335,1.6927,-0.0000,0.0000,-0.0130,17.2182,0.0000,-15.9592,1.7048,-0.0000,2.0000,-0.0130,18.0411,1.1744
29.286,attack,0.050,2.0559,0.1028,0.0000,-17.1335,1.6927,-0.0000,0.0000,-0.0130,17.2182,0.0000,-15.9592,1.7048,-0.0000,2.0000,-0.0130,18.0411,1.1744
29.326,attack,0.050,2.0323,0.1016,0.0000,-17.9096,1.7014,-0.0000,0.0000,-0.0130,17.9915,0.0000,-16.2960,1.6942,-0.0000,2.0000,-0.0130,18.3755,1.6136
29.366,attack,0.050,2.0715,0.1036,0.0000,-17.9096,1.7014,-0.0000,0.0000,-0.0130,17.9915,0.0000,-16.2960,1.6942,-0.0000,2.0000,-0.0130,18.3755,1.6136
29.406,attack,0.050,2.0418,0.1021,0.0000,-17.9096,1.7014,-0.0000,0.0000,-0.0130,17.9915,0.0000,-16.0593,1.7011,-0.0000,2.0000,-0.0130,18.1405,1.8503
29.446,attack,0.050,1.9857,0.0993,0.0000,-17.1253,1.6956,-0.0000,0.0000,-0.0130,17.2104,0.0000,-16.0593,1.7011,-0.0000,2.0000,-0.0130,18.1405,1.0660
29.486,attack,0.050,1.9153,0.0958,0.0000,-17.1253,1.6956,-0.0000,0.0000,-0.0130,17.2104,0.0000,-16.0593,1.7011,-0.0000,2.0000,-0.0130,18.1405,1.0660
29.526,attack,0.050,1.9797,0.0990,0.0000,-17.9154,1.7091,-0.0000,0.0000,-0.0130,17.9979,0.0000,-16.3088,1.6997,-0.0000,2.0000,-0.0130,18.3888,1.6065
29.566,attack,0.050,2.1157,0.1058,0.0000,-17.9154,1.7091,-0.0000,0.0000,-0.0130,17.9979,0.0000,-16.3088,1.6997,-0.0000,2.0000,-0.0130,18.3888,1.6065
29.607,attack,0.050,1.9569,0.0978,0.0000,-17.9154,1.7091,-0.0000,0.0000,-0.0130,17.9979,0.0000,-16.0150,1.7110,-0.0000,2.0000,-0.0130,18.0973,1.9004
29.646,attack,0.050,2.0011,0.1001,0.0000,-17.1286,1.7023,-0.0000,0.0000,-0.0130,17.2143,0.0000,-16.0150,1.7110,-0.0000,2.0000,-0.0130,18.0973,1.1137
29.686,attack,0.050,1.9368,0.0968,0.0000,-17.1286,1.7023,-0.0000,0.0000,-0.0130,17.2143,0.0000,-16.0150,1.7110,-0.0000,2.0000,-0.0130,18.0973,1.1137
29.726,attack,0.050,1.9232,0.0962,0.0000,-17.8733,1.7068,-0.0000,0.0000,-0.0130,17.9559,0.0000,-16.2906,1.6929,-0.0000,2.0000,-0.0130,18.3700,1.5828
29.766,attack,0.050,2.0231,0.1012,0.0000,-17.8733,1.7068,-0.0000,0.0000,-0.0130,17.9559,0.0000,-16.2906,1.6929,-0.0000,2.0000,-0.0130,18.3700,1.5828
29.806,attack,0.050,1.9279,0.0964,0.0000,-17.8733,1.7068,-0.0000,0.0000,-0.0130,17.9559,0.0000,-15.9768,1.6917,-0.0000,2.0000,-0.0130,18.0575,1.8965
29.846,attack,0.050,2.0002,0.1000,0.0000,-17.0623,1.7038,-0.0000,0.0000,-0.0130,17.1484,0.0000,-15.9768,1.6917,-0.0000,2.0000,-0.0130,18.0575,1.0855
29.886,attack,0.050,1.9132,0.0957,0.0000,-17.0623,1.7038,-0.0000,0.0000,-0.0130,17.1484,0.0000,-15.9768,1.6917,-0.0000,2.0000,-0.0130,18.0575,1.0855
29.926,attack,0.050,2.0036,0.1002,0.0000,-17.8808,1.7019,-0.0000,0.0000,-0.0130,17.9628,0.0000,-16.2103,1.7035,-0.0000,2.0000,-0.0130,18.2910,1.6705
29.966,attack,0.050,1.9676,0.0984,0.0000,-17.8808,1.7019,-0.0000,0.0000,-0.0130,17.9628,0.0000,-16.2103,1.7035,-0.0000,2.0000,-0.0130,18.2910,1.6705
30.006,attack,0.050,1.9900,0.0995,0.0000,-17.8808,1.7019,-0.0000,0.0000,-0.0130,17.9628,0.0000,-16.8997,1.7191,-0.0000,2.0000,-0.0130,18.9789,0.9812
30.046,attack,0.050,1.9944,0.0997,0.0000,-17.5403,1.7255,-0.0000,0.0000,-0.0130,17.6262,0.0000,-16.8997,1.7191,-0.0000,2.0000,-0.0130,18.9789,0.6406
30.086,attack,0.050,1.9554,0.0978,0.0000,-17.5403,1.7255,-0.0000,0.0000,-0.0130,17.6262,0.0000,-16.8997,1.7191,-0.0000,2.0000,-0.0130,18.9789,0.6406
30.126,attack,0.050,2.0216,0.1011,0.0000,-18.5067,1.7187,-0.0000,0.0000,-0.0130,18.5876,0.0000,-16.8514,1.7257,-0.0000,2.0000,-0.0130,18.9314,1.6554
30.166,attack,0.050,2.0878,0.1044,0.0000,-18.5067,1.7187,-0.0000,0.0000,-0.0130,18.5876,0.0000,-16.8514,1.7257,-0.0000,2.0000,-0.0130,18.9314,1.6554
30.206,attack,0.050,1.9593,0.0980,0.0000,-18.5067,1.7187,-0.0000,0.0000,-0.0130,18.5876,0.0000,-16.5812,1.7194,-0.0000,2.0000,-0.0130,18.6618,1.9255
30.247,attack,0.050,2.0973,0.1049,0.0000,-17.6593,1.7169,-0.0000,0.0000,-0.0130,17.7438,0.0000,-16.5812,1.7194,-0.0000,2.0000,-0.0130,18.6618,1.0781
30.286,attack,0.050,2.0041,0.1002,0.0000,-17.6593,1.7169,-0.0000,0.0000,-0.0130,17.7438,0.0000,-16.5812,1.7194,-0.0000,2.0000,-0.0130,18.6618,1.0781
30.327,attack,0.050,1.8961,0.0948,0.0000,-18.4940,1.7178,-0.0000,0.0000,-0.0130,18.5748,0.0000,-16.8470,1.7167,-0.0000,2.0000,-0.0130,18.9262,1.6470
30.366,attack,0.050,1.8917,0.0946,0.0000,-18.4940,1.7178,-0.0000,0.0000,-0.0130,18.5748,0.0000,-16.8470,1.7167,-0.0000,2.0000,-0.0130,18.9262,1.6470
30.406,attack,0.050,2.0973,0.1049,0.0000,-18.4940,1.7178,-0.0000,0.0000,-0.0130,18.5748,0.0000,-16.5654,1.7070,-0.0000,2.0000,-0.0130,18.6449,1.9286
30.446,attack,0.050,2.0067,0.1003,0.0000,-17.6695,1.7136,-0.0000,0.0000,-0.0130,17.7537,0.0000,-16.5654,1.7070,-0.0000,2.0000,-0.0130,18.6449,1.1041
30.486,attack,0.050,2.0114,0.1006,0.0000,-17.6695,1.7136,-0.0000,0.0000,-0.0130,17.7537,0.0000,-16.5654,1.7070,-0.0000,2.0000,-0.0130,18.6449,1.1041
30.526,attack,0.050,2.0217,0.1011,0.0000,-18.5418,1.7292,-0.0000,0.0000,-0.0130,18.6235,0.0000,-16.8852,1.7149,-0.0000,2.0000,-0.0130,18.9641,1.6567
30.566,attack,0.050,2.0568,0.1028,0.0000,-18.5418,1.7292,-0.0000,0.0000,-0.0130,18.6235,0.0000,-16.8852,1.7149,-0.0000,2.0000,-0.0130,18.9641,1.6567
