t_s,num_ghosts,phase,px4_1_est_x,px4_1_est_y,px4_1_est_z,px4_1_gt_x,px4_1_gt_y,px4_1_gt_z,px4_1_error_m,px4_3_est_x,px4_3_est_y,px4_3_est_z,px4_3_gt_x,px4_3_gt_y,px4_3_gt_z,px4_3_error_m
62.643,3,attack,0.0000,-1.0233,0.2121,-0.0000,0.0000,-0.0130,1.0478,0.0000,1.0059,0.2027,-0.0000,2.0000,-0.0130,1.0173
62.743,3,attack,0.0000,-0.9650,0.2062,-0.0000,0.0000,-0.0130,0.9896,0.0000,1.0796,0.2071,-0.0000,2.0000,-0.0130,0.9464
62.843,3,attack,0.0000,-0.8961,0.2040,-0.0000,0.0000,-0.0130,0.9220,0.0000,1.0666,0.1978,-0.0000,2.0000,-0.0130,0.9569
62.943,3,attack,0.0000,-0.9142,0.2005,-0.0000,0.0000,-0.0130,0.9388,0.0000,1.1334,0.2103,-0.0000,2.0000,-0.0130,0.8949
63.045,3,attack,0.0000,-0.9190,0.1780,-0.0000,0.0000,-0.0130,0.9387,0.0000,1.0516,0.1872,-0.0000,2.0000,-0.0130,0.9693
63.143,3,attack,0.0000,-0.9382,0.1755,-0.0000,0.0000,-0.0130,0.9570,0.0000,1.0647,0.1712,-0.0000,2.0000,-0.0130,0.9532
63.243,3,attack,0.0000,-0.9151,0.1570,-0.0000,0.0000,-0.0130,0.9308,0.0000,1.0645,0.1491,-0.0000,2.0000,-0.0130,0.9495
63.343,3,attack,0.0000,-0.8616,0.1583,-0.0000,0.0000,-0.0130,0.8784,0.0000,1.1098,0.1507,-0.0000,2.0000,-0.0130,0.9051
63.443,3,attack,0.0000,-0.8757,0.1682,-0.0000,0.0000,-0.0130,0.8943,0.0000,1.1500,0.1620,-0.0000,2.0000,-0.0130,0.8678
63.544,3,attack,0.0000,-0.8105,0.1554,-0.0000,0.0000,-0.0130,0.8278,0.0000,1.1179,0.1683,-0.0000,2.0000,-0.0130,0.9005
63.643,3,attack,0.0000,-0.8403,0.1585,-0.0000,0.0000,-0.0130,0.8577,0.0000,1.1926,0.1493,-0.0000,2.0000,-0.0130,0.8235
63.743,3,attack,0.0000,-0.8456,0.1455,-0.0000,0.0000,-0.0130,0.8603,0.0000,1.2377,0.1398,-0.0000,2.0000,-0.0130,0.7775
63.843,3,attack,0.0000,-0.9086,0.1338,-0.0000,0.0000,-0.0130,0.9204,0.0000,1.0977,0.1334,-0.0000,2.0000,-0.0130,0.9141
63.943,3,attack,0.0000,-0.8883,0.1266,-0.0000,0.0000,-0.0130,0.8992,0.0000,1.1224,0.1351,-0.0000,2.0000,-0.0130,0.8900
64.044,3,attack,0.0000,-0.8493,0.1302,-0.0000,0.0000,-0.0130,0.8613,0.0000,1.1114,0.1322,-0.0000,2.0000,-0.0130,0.9004
64.143,3,attack,0.0000,-0.9156,0.1199,-0.0000,0.0000,-0.0130,0.9252,0.0000,1.0936,0.1354,-0.0000,2.0000,-0.0130,0.9184
64.243,3,attack,0.0000,-0.8773,0.1264,-0.0000,0.0000,-0.0130,0.8883,0.0000,1.1589,0.1328,-0.0000,2.0000,-0.0130,0.8536
64.343,3,attack,0.0000,-0.8129,0.1338,-0.0000,0.0000,-0.0130,0.8260,0.0000,1.1653,0.1280,-0.0000,2.0000,-0.0130,0.8465
64.443,3,attack,0.0000,-0.8863,0.1508,-0.0000,0.0000,-0.0130,0.9013,0.0000,1.1403,0.1358,-0.0000,2.0000,-0.0130,0.8725
64.544,3,attack,0.0000,-0.9101,0.1247,-0.0000,0.0000,-0.0130,0.9205,0.0000,1.1091,0.1352,-0.0000,2.0000,-0.0130,0.9031
64.643,3,attack,0.0000,-0.9042,0.1219,-0.0000,0.0000,-0.0130,0.9142,0.0000,1.1012,0.1282,-0.0000,2.0000,-0.0130,0.9098
64.743,3,attack,0.0000,-0.9147,0.1337,-0.0000,0.0000,-0.0130,0.9264,0.0000,1.0835,0.1098,-0.0000,2.0000,-0.0130,0.9247
64.843,3,attack,0.0000,-0.8410,0.1081,-0.0000,0.0000,-0.0130,0.8497,0.0000,1.1529,0.1201,-0.0000,2.0000,-0.0130,0.8575
64.943,3,attack,0.0000,-0.8291,0.0748,-0.0000,0.0000,-0.0130,0.8337,0.0000,1.1748,0.1124,-0.0000,2.0000,-0.0130,0.8346
65.044,3,attack,0.0000,-0.8175,0.0947,-0.0000,0.0000,-0.0130,0.8245,0.0000,1.1480,0.0811,-0.0000,2.0000,-0.0130,0.8572
65.143,3,attack,0.0000,-0.7950,0.0760,-0.0000,0.0000,-0.0130,0.7999,0.0000,1.2251,0.0827,-0.0000,2.0000,-0.0130,0.7808
65.243,3,attack,0.0000,-0.7824,0.0959,-0.0000,0.0000,-0.0130,0.7899,0.0000,1.2274,0.0943,-0.0000,2.0000,-0.0130,0.7800
65.343,3,attack,0.0000,-0.7607,0.1027,-0.0000,0.0000,-0.0130,0.7694,0.0000,1.2004,0.0985,-0.0000,2.0000,-0.0130,0.8073
65.443,3,attack,0.0000,-0.7234,0.0975,-0.0000,0.0000,-0.0130,0.7318,0.0000,1.2774,0.1105,-0.0000,2.0000,-0.0130,0.7331
65.545,3,attack,0.0000,-0.6951,0.0960,-0.0000,0.0000,-0.0130,0.7036,0.0000,1.2616,0.1082,-0.0000,2.0000,-0.0130,0.7483
65.643,3,attack,0.0000,-0.7469,0.1036,-0.0000,0.0000,-0.0130,0.7559,0.0000,1.2734,0.1087,-0.0000,2.0000,-0.0130,0.7367
65.743,3,attack,0.0000,-0.7657,0.1036,-0.0000,0.0000,-0.0130,0.7745,0.0000,1.2392,0.1172,-0.0000,2.0000,-0.0130,0.7719
65.844,3,attack,0.0000,-0.8168,0.0962,-0.0000,0.0000,-0.0130,0.8241,0.0000,1.1936,0.0986,-0.0000,2.0000,-0.0130,0.8141
65.943,3,attack,0.0000,-0.7752,0.0846,-0.0000,0.0000,-0.0130,0.7814,0.0000,1.1956,0.1028,-0.0000,2.0000,-0.0130,0.8127
66.043,3,attack,0.0000,-0.8453,0.0747,-0.0000,0.0000,-0.0130,0.8499,0.0000,1.1612,0.0893,-0.0000,2.0000,-0.0130,0.8450
66.143,3,attack,0.0000,-0.8246,0.0802,-0.0000,0.0000,-0.0130,0.8298,0.0000,1.1352,0.0868,-0.0000,2.0000,-0.0130,0.8705
66.243,3,attack,0.0000,-0.8752,0.0794,-0.0000,0.0000,-0.0130,0.8800,0.0000,1.1114,0.0693,-0.0000,2.0000,-0.0130,0.8924
66.343,3,attack,0.0000,-0.8675,0.0886,-0.0000,0.0000,-0.0130,0.8734,0.0000,1.1559,0.0801,-0.0000,2.0000,-0.0130,0.8492
66.444,3,attack,0.0000,-0.8501,0.0610,-0.0000,0.0000,-0.0130,0.8534,0.0000,1.1662,0.0750,-0.0000,2.0000,-0.0130,0.8385
66.544,3,attack,0.0000,-0.8403,0.0703,-0.0000,0.0000,-0.0130,0.8445,0.0000,1.0806,0.0575,-0.0000,2.0000,-0.0130,0.9221
66.643,3,attack,0.0000,-0.9270,0.0387,-0.0000,0.0000,-0.0130,0.9285,0.0000,1.1246,0.0466,-0.0000,2.0000,-0.0130,0.8775
66.743,3,attack,0.0000,-0.9257,0.0453,-0.0000,0.0000,-0.0130,0.9275,0.0000,1.1538,0.0388,-0.0000,2.0000,-0.0130,0.8478
66.844,3,attack,0.0000,-0.8821,0.0351,-0.0000,0.0000,-0.0130,0.8834,0.0000,1.1111,0.0277,-0.0000,2.0000,-0.0130,0.8898
66.943,3,attack,0.0000,-0.8461,0.0046,-0.0000,0.0000,-0.0130,0.8463,0.0000,1.1315,0.0123,-0.0000,2.0000,-0.0130,0.8689
67.043,3,attack,0.0000,-0.8197,0.0092,-0.0000,0.0000,-0.0130,0.8200,0.0000,1.1795,0.0190,-0.0000,2.0000,-0.0130,0.8211
67.143,3,attack,0.0000,-0.8229,0.0056,-0.0000,0.0000,-0.0130,0.8232,0.0000,1.1595,0.0166,-0.0000,2.0000,-0.0130,0.8410
67.243,3,attack,0.0000,-0.8152,0.0126,-0.0000,0.0000,-0.0130,0.8156,0.0000,1.1491,0.0126,-0.0000,2.0000,-0.0130,0.8513
67.343,3,attack,0.0000,-0.8012,0.0182,-0.0000,0.0000,-0.0130,0.8018,0.0000,1.1828,0.0140,-0.0000,2.0000,-0.0130,0.8177
67.443,3,attack,0.0000,-0.7236,0.0241,-0.0000,0.0000,-0.0130,0.7246,0.0000,1.3041,0.0061,-0.0000,2.0000,-0.0130,0.6961
67.544,3,attack,0.0000,-0.7654,0.0283,-0.0000,0.0000,-0.0130,0.7665,0.0000,1.2529,0.0154,-0.0000,2.0000,-0.0130,0.7476
67.643,3,attack,0.0000,-0.7312,-0.0018,-0.0000,0.0000,-0.0130,0.7312,0.0000,1.2319,0.0175,-0.0000,2.0000,-0.0130,0.7687
67.743,3,attack,0.0000,-0.7768,0.0039,-0.0000,0.0000,-0.0130,0.7770,0.0000,1.2797,-0.0127,-0.0000,2.0000,-0.0130,0.7203
67.843,3,attack,0.0000,-0.7481,-0.0018,-0.0000,0.0000,-0.0130,0.7482,0.0000,1.2406,-0.0038,-0.0000,2.0000,-0.0130,0.7595
67.943,3,attack,0.0000,-0.7744,0.0005,-0.0000,0.0000,-0.0130,0.7746,0.0000,1.2302,0.0001,-0.0000,2.0000,-0.0130,0.7699
68.044,3,attack,0.0000,-0.7369,0.0022,-0.0000,0.0000,-0.0130,0.7370,0.0000,1.2877,-0.0144,-0.0000,2.0000,-0.0130,0.7123
68.143,3,attack,0.0000,-0.7649,-0.0067,-0.0000,0.0000,-0.0130,0.7649,0.0000,1.2085,-0.0041,-0.0000,2.0000,-0.0130,0.7915
68.243,3,attack,0.0000,-0.7774,-0.0156,-0.0000,0.0000,-0.0130,0.7774,0.0000,1.2475,-0.0099,-0.0000,2.0000,-0.0130,0.7525
68.343,3,attack,0.0000,-0.6843,-0.0189,-0.0000,0.0000,-0.0130,0.6843,0.0000,1.2555,-0.0276,-0.0000,2.0000,-0.0130,0.7446
68.443,3,attack,0.0000,-0.7487,-0.0265,-0.0000,0.0000,-0.0130,0.7488,0.0000,1.3163,-0.0314,-0.0000,2.0000,-0.0130,0.6839
68.544,3,attack,0.0000,-0.7668,-0.0322,-0.0000,0.0000,-0.0130,0.7671,0.0000,1.2190,-0.0351,-0.0000,2.0000,-0.0130,0.7813
68.643,3,attack,0.0000,-0.8227,-0.0443,-0.0000,0.0000,-0.0130,0.8232,0.0000,1.1773,-0.0359,-0.0000,2.0000,-0.0130,0.8230
68.743,3,attack,0.0000,-0.8540,-0.0416,-0.0000,0.0000,-0.0130,0.8545,0.0000,1.1380,-0.0396,-0.0000,2.0000,-0.0130,0.8624
68.843,3,attack,0.0000,-0.8161,-0.0323,-0.0000,0.0000,-0.0130,0.8164,0.0000,1.1242,-0.0329,-0.0000,2.0000,-0.0130,0.8760
68.943,3,attack,0.0000,-0.8905,-0.0360,-0.0000,0.0000,-0.0130,0.8908,0.0000,1.0903,-0.0464,-0.0000,2.0000,-0.0130,0.9103
69.044,3,attack,0.0000,-1.0008,-0.0312,-0.0000,0.0000,-0.0130,1.0010,0.0000,1.0482,-0.0317,-0.0000,2.0000,-0.0130,0.9520
69.143,3,attack,0.0000,-0.9971,-0.0146,-0.0000,0.0000,-0.0130,0.9971,0.0000,1.0100,-0.0305,-0.0000,2.0000,-0.0130,0.9902
69.243,3,attack,0.0000,-0.8888,-0.0220,-0.0000,0.0000,-0.0130,0.8889,0.0000,1.0216,-0.0151,-0.0000,2.0000,-0.0130,0.9784
69.343,3,attack,0.0000,-0.9872,-0.0099,-0.0000,0.0000,-0.0130,0.9872,0.0000,1.0250,-0.0125,-0.0000,2.0000,-0.0130,0.9750
69.443,3,attack,0.0000,-0.9077,-0.0058,-0.0000,0.0000,-0.0130,0.9078,0.0000,1.0888,-0.0264,-0.0000,2.0000,-0.0130,0.9113
69.544,3,attack,0.0000,-0.9648,-0.0306,-0.0000,0.0000,-0.0130,0.9649,0.0000,1.0760,-0.0218,-0.0000,2.0000,-0.0130,0.9241
69.643,3,attack,0.0000,-0.9281,-0.0410,-0.0000,0.0000,-0.0130,0.9285,0.0000,1.0155,-0.0248,-0.0000,2.0000,-0.0130,0.9846
69.743,3,attack,0.0000,-0.8963,-0.0205,-0.0000,0.0000,-0.0130,0.8963,0.0000,1.1245,-0.0279,-0.0000,2.0000,-0.0130,0.8757
69.845,3,attack,0.0000,-0.9141,-0.0501,-0.0000,0.0000,-0.0130,0.9148,0.0000,1.1094,-0.0352,-0.0000,2.0000,-0.0130,0.8909
69.943,3,attack,0.0000,-0.9169,-0.0432,-0.0000,0.0000,-0.0130,0.9174,0.0000,1.0722,-0.0340,-0.0000,2.0000,-0.0130,0.9281
70.044,3,attack,0.0000,-0.9078,-0.0233,-0.0000,0.0000,-0.0130,0.9079,0.0000,1.0941,-0.0272,-0.0000,2.0000,-0.0130,0.9060
70.143,3,attack,0.0000,-0.8842,-0.0242,-0.0000,0.0000,-0.0130,0.8843,0.0000,1.0758,-0.0261,-0.0000,2.0000,-0.0130,0.9243
70.243,3,attack,0.0000,-0.8687,-0.0382,-0.0000,0.0000,-0.0130,0.8691,0.0000,1.0842,-0.0242,-0.0000,2.0000,-0.0130,0.9159
70.345,3,attack,0.0000,-0.9111,-0.0441,-0.0000,0.0000,-0.0130,0.9116,0.0000,1.1390,-0.0414,-0.0000,2.0000,-0.0130,0.8614
70.443,3,attack,0.0000,-0.9055,-0.0214,-0.0000,0.0000,-0.0130,0.9056,0.0000,1.0533,-0.0382,-0.0000,2.0000,-0.0130,0.9470
70.545,3,attack,0.0000,-0.9500,-0.0508,-0.0000,0.0000,-0.0130,0.9507,0.0000,1.0468,-0.0513,-0.0000,2.0000,-0.0130,0.9539
70.643,3,attack,0.0000,-0.9169,-0.0767,-0.0000,0.0000,-0.0130,0.9192,0.0000,1.0772,-0.0522,-0.0000,2.0000,-0.0130,0.9237
70.743,3,attack,0.0000,-0.8434,-0.0470,-0.0000,0.0000,-0.0130,0.8440,0.0000,1.1045,-0.0707,-0.0000,2.0000,-0.0130,0.8973
70.843,3,attack,0.0000,-0.8618,-0.0345,-0.0000,0.0000,-0.0130,0.8621,0.0000,1.1824,-0.0431,-0.0000,2.0000,-0.0130,0.8181
70.943,3,attack,0.0000,-0.9149,-0.0367,-0.0000,0.0000,-0.0130,0.9152,0.0000,1.1264,-0.0346,-0.0000,2.0000,-0.0130,0.8739
71.044,3,attack,0.0000,-0.9337,-0.0422,-0.0000,0.0000,-0.0130,0.9342,0.0000,1.0608,-0.0366,-0.0000,2.0000,-0.0130,0.9395
71.149,3,attack,0.0000,-0.9724,-0.0599,-0.0000,0.0000,-0.0130,0.9735,0.0000,1.0658,-0.0357,-0.0000,2.0000,-0.0130,0.9345
71.250,3,attack,0.0000,-0.9723,-0.0685,-0.0000,0.0000,-0.0130,0.9739,0.0000,1.0505,-0.0600,-0.0000,2.0000,-0.0130,0.9506
71.343,3,attack,0.0000,-0.9238,-0.0670,-0.0000,0.0000,-0.0130,0.9254,0.0000,1.0267,-0.0730,-0.0000,2.0000,-0.0130,0.9752
71.443,3,attack,0.0000,-0.9194,-0.0723,-0.0000,0.0000,-0.0130,0.9213,0.0000,1.0650,-0.0739,-0.0000,2.0000,-0.0130,0.9370
71.544,3,attack,0.0000,-0.9148,-0.0629,-0.0000,0.0000,-0.0130,0.9161,0.0000,1.0840,-0.0619,-0.0000,2.0000,-0.0130,0.9174
71.643,3,attack,0.0000,-0.8907,-0.0486,-0.0000,0.0000,-0.0130,0.8914,0.0000,1.0694,-0.0616,-0.0000,2.0000,-0.0130,0.9319
71.743,3,attack,0.0000,-0.8799,-0.0534,-0.0000,0.0000,-0.0130,0.8809,0.0000,1.1310,-0.0475,-0.0000,2.0000,-0.0130,0.8697
71.843,3,attack,0.0000,-0.8921,-0.0356,-0.0000,0.0000,-0.0130,0.8924,0.0000,1.0965,-0.0624,-0.0000,2.0000,-0.0130,0.9048
71.944,3,attack,0.0000,-0.8555,-0.0498,-0.0000,0.0000,-0.0130,0.8563,0.0000,1.1539,-0.0481,-0.0000,2.0000,-0.0130,0.8468
72.045,3,attack,0.0000,-0.7947,-0.0548,-0.0000,0.0000,-0.0130,0.7958,0.0000,1.1516,-0.0515,-0.0000,2.0000,-0.0130,0.8493
72.143,3,attack,0.0000,-0.7138,-0.0327,-0.0000,0.0000,-0.0130,0.7141,0.0000,1.2120,-0.0499,-0.0000,2.0000,-0.0130,0.7888
72.243,3,attack,0.0000,-0.6690,-0.0361,-0.0000,0.0000,-0.0130,0.6694,0.0000,1.3051,-0.0414,-0.0000,2.0000,-0.0130,0.6954
72.343,3,attack,0.0000,-0.6614,-0.0286,-0.0000,0.0000,-0.0130,0.6616,0.0000,1.3417,-0.0319,-0.0000,2.0000,-0.0130,0.6586
72.443,3,attack,0.0000,-0.6739,-0.0123,-0.0000,0.0000,-0.0130,0.6739,0.0000,1.3337,-0.0258,-0.0000,2.0000,-0.0130,0.6664
72.543,3,attack,0.0000,-0.6298,-0.0110,-0.0000,0.0000,-0.0130,0.6298,0.0000,1.3599,-0.0030,-0.0000,2.0000,-0.0130,0.6401
72.643,3,attack,0.0000,-0.7219,-0.0260,-0.0000,0.0000,-0.0130,0.7220,0.0000,1.3243,-0.0316,-0.0000,2.0000,-0.0130,0.6759
72.743,3,attack,0.0000,-0.6220,-0.0106,-0.0000,0.0000,-0.0130,0.6220,0.0000,1.3054,-0.0237,-0.0000,2.0000,-0.0130,0.6947
72.843,3,attack,0.0000,-0.7129,-0.0154,-0.0000,0.0000,-0.0130,0.7129,0.0000,1.3341,-0.0207,-0.0000,2.0000,-0.0130,0.6660
72.943,3,attack,0.0000,-0.7739,-0.0021,-0.0000,0.0000,-0.0130,0.7740,0.0000,1.2699,-0.0205,-0.0000,2.0000,-0.0130,0.7301
73.044,3,attack,0.0000,-0.7455,-0.0284,-0.0000,0.0000,-0.0130,0.7456,0.0000,1.1906,-0.0155,-0.0000,2.0000,-0.0130,0.8094
73.143,3,attack,0.0000,-0.7427,-0.0246,-0.0000,0.0000,-0.0130,0.7428,0.0000,1.2893,-0.0344,-0.0000,2.0000,-0.0130,0.7110
73.243,3,attack,0.0000,-0.6977,-0.0246,-0.0000,0.0000,-0.0130,0.6978,0.0000,1.2613,-0.0227,-0.0000,2.0000,-0.0130,0.7387
73.343,3,attack,0.0000,-0.7105,-0.0331,-0.0000,0.0000,-0.0130,0.7108,0.0000,1.2526,-0.0245,-0.0000,2.0000,-0.0130,0.7475
73.443,3,attack,0.0000,-0.7271,-0.0307,-0.0000,0.0000,-0.0130,0.7273,0.0000,1.2697,-0.0378,-0.0000,2.0000,-0.0130,0.7307
73.544,3,attack,0.0000,-0.8064,-0.0365,-0.0000,0.0000,-0.0130,0.8067,0.0000,1.2098,-0.0349,-0.0000,2.0000,-0.0130,0.7905
73.643,3,attack,0.0000,-0.8262,-0.0288,-0.0000,0.0000,-0.0130,0.8264,0.0000,1.1877,-0.0389,-0.0000,2.0000,-0.0130,0.8128
73.743,3,attack,0.0000,-0.7556,-0.0357,-0.0000,0.0000,-0.0130,0.7560,0.0000,1.2377,-0.0310,-0.0000,2.0000,-0.0130,0.7625
73.843,3,attack,0.0000,-0.7813,-0.0394,-0.0000,0.0000,-0.0130,0.7818,0.0000,1.2630,-0.0314,-0.0000,2.0000,-0.0130,0.7372
73.943,3,attack,0.0000,-0.7870,-0.0224,-0.0000,0.0000,-0.0130,0.7871,0.0000,1.2268,-0.0253,-0.0000,2.0000,-0.0130,0.7733
74.045,3,attack,0.0000,-0.7115,-0.0316,-0.0000,0.0000,-0.0130,0.7118,0.0000,1.2395,-0.0274,-0.0000,2.0000,-0.0130,0.7606
74.143,3,attack,0.0000,-0.7482,-0.0364,-0.0000,0.0000,-0.0130,0.7486,0.0000,1.2620,-0.0229,-0.0000,2.0000,-0.0130,0.7380
74.243,3,attack,0.0000,-0.8266,-0.0350,-0.0000,0.0000,-0.0130,0.8269,0.0000,1.2470,-0.0382,-0.0000,2.0000,-0.0130,0.7534
74.343,3,attack,0.0000,-0.7767,-0.0359,-0.0000,0.0000,-0.0130,0.7770,0.0000,1.2084,-0.0315,-0.0000,2.0000,-0.0130,0.7918
74.443,3,attack,0.0000,-0.8542,-0.0447,-0.0000,0.0000,-0.0130,0.8548,0.0000,1.1561,-0.0471,-0.0000,2.0000,-0.0130,0.8446
74.544,3,attack,0.0000,-0.8309,-0.0509,-0.0000,0.0000,-0.0130,0.8318,0.0000,1.1459,-0.0480,-0.0000,2.0000,-0.0130,0.8548
74.643,3,attack,0.0000,-0.7765,-0.0498,-0.0000,0.0000,-0.0130,0.7774,0.0000,1.2227,-0.0526,-0.0000,2.0000,-0.0130,0.7783
74.743,3,attack,0.0000,-0.7922,-0.0447,-0.0000,0.0000,-0.0130,0.7928,0.0000,1.2010,-0.0525,-0.0000,2.0000,-0.0130,0.7999
74.843,3,attack,0.0000,-0.7049,-0.0543,-0.0000,0.0000,-0.0130,0.7061,0.0000,1.2057,-0.0573,-0.0000,2.0000,-0.0130,0.7956
74.944,3,attack,0.0000,-0.6972,-0.0359,-0.0000,0.0000,-0.0130,0.6976,0.0000,1.3483,-0.0666,-0.0000,2.0000,-0.0130,0.6539
75.044,3,attack,0.0000,-0.7022,-0.0524,-0.0000,0.0000,-0.0130,0.7033,0.0000,1.3427,-0.0657,-0.0000,2.0000,-0.0130,0.6594
75.143,3,attack,0.0000,-0.7057,-0.0652,-0.0000,0.0000,-0.0130,0.7076,0.0000,1.3459,-0.0597,-0.0000,2.0000,-0.0130,0.6558
75.243,3,attack,0.0000,-0.7596,-0.0760,-0.0000,0.0000,-0.0130,0.7622,0.0000,1.2615,-0.0616,-0.0000,2.0000,-0.0130,0.7401
75.344,3,attack,0.0000,-0.7764,-0.0819,-0.0000,0.0000,-0.0130,0.7794,0.0000,1.2563,-0.0603,-0.0000,2.0000,-0.0130,0.7452
75.444,3,attack,0.0000,-0.7485,-0.0622,-0.0000,0.0000,-0.0130,0.7501,0.0000,1.3018,-0.0728,-0.0000,2.0000,-0.0130,0.7008
75.543,3,attack,0.0000,-0.7848,-0.0764,-0.0000,0.0000,-0.0130,0.7874,0.0000,1.2673,-0.0608,-0.0000,2.0000,-0.0130,0.7343
75.643,3,attack,0.0000,-0.7048,-0.0679,-0.0000,0.0000,-0.0130,0.7069,0.0000,1.2895,-0.0746,-0.0000,2.0000,-0.0130,0.7132
75.743,3,attack,0.0000,-0.7189,-0.0645,-0.0000,0.0000,-0.0130,0.7207,0.0000,1.3099,-0.0689,-0.0000,2.0000,-0.0130,0.6923
75.843,3,attack,0.0000,-0.7528,-0.0652,-0.0000,0.0000,-0.0130,0.7546,0.0000,1.3231,-0.0606,-0.0000,2.0000,-0.0130,0.6786
75.943,3,attack,0.0000,-0.7065,-0.0615,-0.0000,0.0000,-0.0130,0.7082,0.0000,1.2854,-0.0528,-0.0000,2.0000,-0.0130,0.7157
76.044,3,attack,0.0000,-0.6549,-0.0402,-0.0000,0.0000,-0.0130,0.6554,0.0000,1.3163,-0.0523,-0.0000,2.0000,-0.0130,0.6848
76.143,3,attack,0.0000,-0.6306,-0.0406,-0.0000,0.0000,-0.0130,0.6312,0.0000,1.3266,-0.0311,-0.0000,2.0000,-0.0130,0.6736
76.244,3,attack,0.0000,-0.6857,-0.0573,-0.0000,0.0000,-0.0130,0.6871,0.0000,1.3313,-0.0354,-0.0000,2.0000,-0.0130,0.6691
76.343,3,attack,0.0000,-0.6891,-0.0499,-0.0000,0.0000,-0.0130,0.6901,0.0000,1.3484,-0.0515,-0.0000,2.0000,-0.0130,0.6527
76.443,3,attack,0.0000,-0.6950,-0.0271,-0.0000,0.0000,-0.0130,0.6952,0.0000,1.3530,-0.0409,-0.0000,2.0000,-0.0130,0.6476
76.544,3,attack,0.0000,-0.6982,-0.0313,-0.0000,0.0000,-0.0130,0.6985,0.0000,1.3299,-0.0230,-0.0000,2.0000,-0.0130,0.6702
76.643,3,attack,0.0000,-0.7285,-0.0288,-0.0000,0.0000,-0.0130,0.7287,0.0000,1.2922,-0.0323,-0.0000,2.0000,-0.0130,0.7080
76.743,3,attack,0.0000,-0.7383,-0.0162,-0.0000,0.0000,-0.0130,0.7383,0.0000,1.2553,-0.0188,-0.0000,2.0000,-0.0130,0.7448
76.843,3,attack,0.0000,-0.7418,-0.0101,-0.0000,0.0000,-0.0130,0.7418,0.0000,1.2413,-0.0283,-0.0000,2.0000,-0.0130,0.7588
76.943,3,attack,0.0000,-0.8423,-0.0251,-0.0000,0.0000,-0.0130,0.8424,0.0000,1.2310,-0.0021,-0.0000,2.0000,-0.0130,0.7691
77.044,3,attack,0.0000,-0.8048,-0.0156,-0.0000,0.0000,-0.0130,0.8048,0.0000,1.1196,-0.0064,-0.0000,2.0000,-0.0130,0.8804
77.143,3,attack,0.0000,-0.8553,-0.0090,-0.0000,0.0000,-0.0130,0.8553,0.0000,1.1430,-0.0113,-0.0000,2.0000,-0.0130,0.8570
77.243,3,attack,0.0000,-0.8700,0.0146,-0.0000,0.0000,-0.0130,0.8704,0.0000,1.1218,0.0049,-0.0000,2.0000,-0.0130,0.8784
77.343,3,attack,0.0000,-0.9089,-0.0028,-0.0000,0.0000,-0.0130,0.9090,0.0000,1.0983,-0.0081,-0.0000,2.0000,-0.0130,0.9017
77.443,3,attack,0.0000,-0.9177,0.0120,-0.0000,0.0000,-0.0130,0.9181,0.0000,1.0988,0.0058,-0.0000,2.0000,-0.0130,0.9014
77.544,3,attack,0.0000,-1.0580,0.0109,-0.0000,0.0000,-0.0130,1.0583,0.0000,1.0475,0.0159,-0.0000,2.0000,-0.0130,0.9529
77.643,3,attack,0.0000,-0.9603,-0.0025,-0.0000,0.0000,-0.0130,0.9603,0.0000,1.0258,0.0244,-0.0000,2.0000,-0.0130,0.9749
77.743,3,attack,0.0000,-0.9560,-0.0047,-0.0000,0.0000,-0.0130,0.9560,0.0000,1.0050,-0.0064,-0.0000,2.0000,-0.0130,0.9950
77.843,3,attack,0.0000,-0.8512,-0.0186,-0.0000,0.0000,-0.0130,0.8512,0.0000,1.1282,-0.0426,-0.0000,2.0000,-0.0130,0.8723
77.943,3,attack,0.0000,-0.8726,-0.0046,-0.0000,0.0000,-0.0130,0.8726,0.0000,1.1541,-0.0044,-0.0000,2.0000,-0.0130,0.8460
78.043,3,attack,0.0000,-0.8508,0.0121,-0.0000,0.0000,-0.0130,0.8511,0.0000,1.1328,-0.0031,-0.0000,2.0000,-0.0130,0.8673
78.143,3,attack,0.0000,-0.8522,0.0085,-0.0000,0.0000,-0.0130,0.8524,0.0000,1.1405,-0.0025,-0.0000,2.0000,-0.0130,0.8595
78.244,3,attack,0.0000,-0.8958,-0.0204,-0.0000,0.0000,-0.0130,0.8958,0.0000,1.1756,0.0139,-0.0000,2.0000,-0.0130,0.8248
78.343,3,attack,0.0000,-0.8386,0.0095,-0.0000,0.0000,-0.0130,0.8389,0.0000,1.1095,0.0107,-0.0000,2.0000,-0.0130,0.8908
78.443,3,attack,0.0000,-0.8086,0.0286,-0.0000,0.0000,-0.0130,0.8096,0.0000,1.1851,0.0354,-0.0000,2.0000,-0.0130,0.8163
78.545,3,attack,0.0000,-0.8710,0.0212,-0.0000,0.0000,-0.0130,0.8716,0.0000,1.1382,0.0120,-0.0000,2.0000,-0.0130,0.8621
78.643,3,attack,0.0000,-0.8087,0.0134,-0.0000,0.0000,-0.0130,0.8092,0.0000,1.1570,0.0240,-0.0000,2.0000,-0.0130,0.8438
78.743,3,attack,0.0000,-0.8156,-0.0030,-0.0000,0.0000,-0.0130,0.8157,0.0000,1.1680,0.0042,-0.0000,2.0000,-0.0130,0.8322
