t_s,num_ghosts,phase,px4_1_est_x,px4_1_est_y,px4_1_est_z,px4_1_gt_x,px4_1_gt_y,px4_1_gt_z,px4_1_error_m,px4_3_est_x,px4_3_est_y,px4_3_est_z,px4_3_gt_x,px4_3_gt_y,px4_3_gt_z,px4_3_error_m
46.243,3,attack,0.0000,-0.4934,0.2900,-0.0000,0.0000,-0.0130,0.5790,0.0000,1.5733,0.3114,-0.0000,2.0000,-0.0130,0.5360
46.343,3,attack,0.0000,-0.4101,0.2983,-0.0000,0.0000,-0.0130,0.5148,0.0000,1.5792,0.3014,-0.0000,2.0000,-0.0130,0.5253
46.443,3,attack,0.0000,-0.3366,0.2966,-0.0000,0.0000,-0.0130,0.4574,0.0000,1.6538,0.2883,-0.0000,2.0000,-0.0130,0.4590
46.545,3,attack,0.0000,-0.4196,0.2962,-0.0000,0.0000,-0.0130,0.5212,0.0000,1.5786,0.2856,-0.0000,2.0000,-0.0130,0.5165
46.643,3,attack,0.0000,-0.4056,0.2740,-0.0000,0.0000,-0.0130,0.4968,0.0000,1.6078,0.2705,-0.0000,2.0000,-0.0130,0.4839
46.743,3,attack,0.0000,-0.3919,0.2604,-0.0000,0.0000,-0.0130,0.4778,0.0000,1.6324,0.2561,-0.0000,2.0000,-0.0130,0.4555
46.843,3,attack,0.0000,-0.4721,0.2662,-0.0000,0.0000,-0.0130,0.5485,0.0000,1.5573,0.2631,-0.0000,2.0000,-0.0130,0.5217
46.943,3,attack,0.0000,-0.4721,0.2836,-0.0000,0.0000,-0.0130,0.5575,0.0000,1.4905,0.2755,-0.0000,2.0000,-0.0130,0.5855
47.044,3,attack,0.0000,-0.4627,0.2837,-0.0000,0.0000,-0.0130,0.5497,0.0000,1.4836,0.2689,-0.0000,2.0000,-0.0130,0.5883
47.144,3,attack,0.0000,-0.4725,0.2767,-0.0000,0.0000,-0.0130,0.5542,0.0000,1.5160,0.2790,-0.0000,2.0000,-0.0130,0.5652
47.243,3,attack,0.0000,-0.4181,0.2623,-0.0000,0.0000,-0.0130,0.5006,0.0000,1.5551,0.2573,-0.0000,2.0000,-0.0130,0.5206
47.344,3,attack,0.0000,-0.4614,0.2607,-0.0000,0.0000,-0.0130,0.5365,0.0000,1.5426,0.2673,-0.0000,2.0000,-0.0130,0.5364
47.443,3,attack,0.0000,-0.4700,0.2660,-0.0000,0.0000,-0.0130,0.5465,0.0000,1.5183,0.2685,-0.0000,2.0000,-0.0130,0.5579
47.544,3,attack,0.0000,-0.4636,0.2800,-0.0000,0.0000,-0.0130,0.5484,0.0000,1.4962,0.2705,-0.0000,2.0000,-0.0130,0.5781
47.643,3,attack,0.0000,-0.4389,0.3014,-0.0000,0.0000,-0.0130,0.5399,0.0000,1.5580,0.2875,-0.0000,2.0000,-0.0130,0.5345
47.743,3,attack,0.0000,-0.4436,0.2927,-0.0000,0.0000,-0.0130,0.5387,0.0000,1.4555,0.3019,-0.0000,2.0000,-0.0130,0.6290
47.843,3,attack,0.0000,-0.5078,0.2890,-0.0000,0.0000,-0.0130,0.5908,0.0000,1.5171,0.2875,-0.0000,2.0000,-0.0130,0.5688
47.943,3,attack,0.0000,-0.5002,0.2836,-0.0000,0.0000,-0.0130,0.5815,0.0000,1.5091,0.2742,-0.0000,2.0000,-0.0130,0.5688
48.045,3,attack,0.0000,-0.5329,0.2621,-0.0000,0.0000,-0.0130,0.5997,0.0000,1.5024,0.2635,-0.0000,2.0000,-0.0130,0.5693
48.144,3,attack,0.0000,-0.4485,0.2547,-0.0000,0.0000,-0.0130,0.5223,0.0000,1.5283,0.2654,-0.0000,2.0000,-0.0130,0.5477
48.243,3,attack,0.0000,-0.4401,0.2598,-0.0000,0.0000,-0.0130,0.5178,0.0000,1.5481,0.2512,-0.0000,2.0000,-0.0130,0.5234
48.343,3,attack,0.0000,-0.4401,0.2757,-0.0000,0.0000,-0.0130,0.5264,0.0000,1.5374,0.2638,-0.0000,2.0000,-0.0130,0.5391
48.443,3,attack,0.0000,-0.5404,0.2690,-0.0000,0.0000,-0.0130,0.6096,0.0000,1.5154,0.2590,-0.0000,2.0000,-0.0130,0.5558
48.545,3,attack,0.0000,-0.3530,0.2816,-0.0000,0.0000,-0.0130,0.4598,0.0000,1.5783,0.2798,-0.0000,2.0000,-0.0130,0.5134
48.644,3,attack,0.0000,-0.3406,0.2807,-0.0000,0.0000,-0.0130,0.4497,0.0000,1.6466,0.2730,-0.0000,2.0000,-0.0130,0.4546
48.743,3,attack,0.0000,-0.3863,0.2658,-0.0000,0.0000,-0.0130,0.4764,0.0000,1.6532,0.2801,-0.0000,2.0000,-0.0130,0.4541
48.843,3,attack,0.0000,-0.3725,0.2663,-0.0000,0.0000,-0.0130,0.4656,0.0000,1.6148,0.2683,-0.0000,2.0000,-0.0130,0.4769
48.943,3,attack,0.0000,-0.3190,0.2673,-0.0000,0.0000,-0.0130,0.4246,0.0000,1.6399,0.2756,-0.0000,2.0000,-0.0130,0.4615
49.044,3,attack,0.0000,-0.3166,0.2914,-0.0000,0.0000,-0.0130,0.4392,0.0000,1.7348,0.2759,-0.0000,2.0000,-0.0130,0.3921
49.143,3,attack,0.0000,-0.3165,0.2705,-0.0000,0.0000,-0.0130,0.4249,0.0000,1.6286,0.2741,-0.0000,2.0000,-0.0130,0.4694
49.243,3,attack,0.0000,-0.2915,0.2528,-0.0000,0.0000,-0.0130,0.3944,0.0000,1.6750,0.2564,-0.0000,2.0000,-0.0130,0.4221
49.343,3,attack,0.0000,-0.3087,0.2681,-0.0000,0.0000,-0.0130,0.4175,0.0000,1.7274,0.2589,-0.0000,2.0000,-0.0130,0.3850
49.443,3,attack,0.0000,-0.3053,0.2623,-0.0000,0.0000,-0.0130,0.4111,0.0000,1.6944,0.2641,-0.0000,2.0000,-0.0130,0.4125
49.544,3,attack,0.0000,-0.2895,0.2539,-0.0000,0.0000,-0.0130,0.3938,0.0000,1.7248,0.2676,-0.0000,2.0000,-0.0130,0.3930
49.643,3,attack,0.0000,-0.3304,0.2615,-0.0000,0.0000,-0.0130,0.4296,0.0000,1.6623,0.2514,-0.0000,2.0000,-0.0130,0.4289
49.743,3,attack,0.0000,-0.3419,0.2447,-0.0000,0.0000,-0.0130,0.4282,0.0000,1.7085,0.2426,-0.0000,2.0000,-0.0130,0.3877
49.844,3,attack,0.0000,-0.2871,0.2629,-0.0000,0.0000,-0.0130,0.3982,0.0000,1.6680,0.2472,-0.0000,2.0000,-0.0130,0.4218
49.943,3,attack,0.0000,-0.2132,0.2586,-0.0000,0.0000,-0.0130,0.3453,0.0000,1.7686,0.2621,-0.0000,2.0000,-0.0130,0.3595
50.044,3,attack,0.0000,-0.2309,0.2715,-0.0000,0.0000,-0.0130,0.3664,0.0000,1.8173,0.2617,-0.0000,2.0000,-0.0130,0.3299
50.143,3,attack,0.0000,-0.1939,0.2609,-0.0000,0.0000,-0.0130,0.3356,0.0000,1.7232,0.2731,-0.0000,2.0000,-0.0130,0.3980
50.243,3,attack,0.0000,-0.2442,0.2600,-0.0000,0.0000,-0.0130,0.3663,0.0000,1.7778,0.2630,-0.0000,2.0000,-0.0130,0.3543
50.343,3,attack,0.0000,-0.3324,0.2683,-0.0000,0.0000,-0.0130,0.4355,0.0000,1.7906,0.2728,-0.0000,2.0000,-0.0130,0.3543
50.443,3,attack,0.0000,-0.2690,0.2877,-0.0000,0.0000,-0.0130,0.4035,0.0000,1.7386,0.2643,-0.0000,2.0000,-0.0130,0.3811
50.545,3,attack,0.0000,-0.1710,0.2707,-0.0000,0.0000,-0.0130,0.3313,0.0000,1.8377,0.2934,-0.0000,2.0000,-0.0130,0.3467
50.643,3,attack,0.0000,-0.2209,0.2728,-0.0000,0.0000,-0.0130,0.3612,0.0000,1.8097,0.2606,-0.0000,2.0000,-0.0130,0.3332
50.743,3,attack,0.0000,-0.1799,0.2611,-0.0000,0.0000,-0.0130,0.3279,0.0000,1.7858,0.2675,-0.0000,2.0000,-0.0130,0.3529
50.843,3,attack,0.0000,-0.2787,0.2594,-0.0000,0.0000,-0.0130,0.3897,0.0000,1.7865,0.2578,-0.0000,2.0000,-0.0130,0.3449
50.943,3,attack,0.0000,-0.2865,0.2896,-0.0000,0.0000,-0.0130,0.4168,0.0000,1.7657,0.2610,-0.0000,2.0000,-0.0130,0.3605
51.044,3,attack,0.0000,-0.2250,0.2774,-0.0000,0.0000,-0.0130,0.3673,0.0000,1.6994,0.2681,-0.0000,2.0000,-0.0130,0.4116
51.144,3,attack,0.0000,-0.2668,0.2668,-0.0000,0.0000,-0.0130,0.3866,0.0000,1.7470,0.2662,-0.0000,2.0000,-0.0130,0.3768
51.243,3,attack,0.0000,-0.2621,0.2599,-0.0000,0.0000,-0.0130,0.3784,0.0000,1.7249,0.2711,-0.0000,2.0000,-0.0130,0.3955
51.348,3,attack,0.0000,-0.3402,0.2682,-0.0000,0.0000,-0.0130,0.4414,0.0000,1.6722,0.2557,-0.0000,2.0000,-0.0130,0.4239
51.445,3,attack,0.0000,-0.3402,0.2682,-0.0000,0.0000,-0.0130,0.4414,0.0000,1.5938,0.2487,-0.0000,2.0000,-0.0130,0.4832
51.544,3,attack,0.0000,-0.3512,0.2726,-0.0000,0.0000,-0.0130,0.4526,0.0000,1.6051,0.2516,-0.0000,2.0000,-0.0130,0.4753
51.643,3,attack,0.0000,-0.5026,0.2805,-0.0000,0.0000,-0.0130,0.5820,0.0000,1.6106,0.2772,-0.0000,2.0000,-0.0130,0.4856
51.745,3,attack,0.0000,-0.4975,0.2874,-0.0000,0.0000,-0.0130,0.5812,0.0000,1.5382,0.2768,-0.0000,2.0000,-0.0130,0.5452
51.843,3,attack,0.0000,-0.4875,0.2696,-0.0000,0.0000,-0.0130,0.5635,0.0000,1.5730,0.2722,-0.0000,2.0000,-0.0130,0.5135
51.943,3,attack,0.0000,-0.4157,0.2788,-0.0000,0.0000,-0.0130,0.5079,0.0000,1.5451,0.2852,-0.0000,2.0000,-0.0130,0.5439
52.045,3,attack,0.0000,-0.4316,0.2665,-0.0000,0.0000,-0.0130,0.5142,0.0000,1.5939,0.2680,-0.0000,2.0000,-0.0130,0.4939
52.143,3,attack,0.0000,-0.4049,0.2752,-0.0000,0.0000,-0.0130,0.4970,0.0000,1.5351,0.2864,-0.0000,2.0000,-0.0130,0.5530
52.243,3,attack,0.0000,-0.3633,0.2589,-0.0000,0.0000,-0.0130,0.4537,0.0000,1.6809,0.2591,-0.0000,2.0000,-0.0130,0.4194
52.343,3,attack,0.0000,-0.3150,0.2749,-0.0000,0.0000,-0.0130,0.4268,0.0000,1.6825,0.2432,-0.0000,2.0000,-0.0130,0.4080
52.443,3,attack,0.0000,-0.3476,0.2503,-0.0000,0.0000,-0.0130,0.4360,0.0000,1.6693,0.2631,-0.0000,2.0000,-0.0130,0.4308
52.544,3,attack,0.0000,-0.3691,0.2702,-0.0000,0.0000,-0.0130,0.4652,0.0000,1.6139,0.2493,-0.0000,2.0000,-0.0130,0.4668
52.643,3,attack,0.0000,-0.4710,0.2570,-0.0000,0.0000,-0.0130,0.5429,0.0000,1.5622,0.2754,-0.0000,2.0000,-0.0130,0.5243
52.743,3,attack,0.0000,-0.4768,0.2766,-0.0000,0.0000,-0.0130,0.5579,0.0000,1.4405,0.2667,-0.0000,2.0000,-0.0130,0.6255
52.843,3,attack,0.0000,-0.5332,0.2747,-0.0000,0.0000,-0.0130,0.6059,0.0000,1.5022,0.2691,-0.0000,2.0000,-0.0130,0.5721
52.943,3,attack,0.0000,-0.5194,0.2741,-0.0000,0.0000,-0.0130,0.5935,0.0000,1.4450,0.2685,-0.0000,2.0000,-0.0130,0.6223
53.044,3,attack,0.0000,-0.5494,0.2956,-0.0000,0.0000,-0.0130,0.6302,0.0000,1.5243,0.2858,-0.0000,2.0000,-0.0130,0.5617
53.143,3,attack,0.0000,-0.5566,0.3008,-0.0000,0.0000,-0.0130,0.6389,0.0000,1.5037,0.2799,-0.0000,2.0000,-0.0130,0.5763
53.243,3,attack,0.0000,-0.6057,0.2834,-0.0000,0.0000,-0.0130,0.6743,0.0000,1.4073,0.2896,-0.0000,2.0000,-0.0130,0.6654
53.343,3,attack,0.0000,-0.5280,0.2921,-0.0000,0.0000,-0.0130,0.6098,0.0000,1.4585,0.2982,-0.0000,2.0000,-0.0130,0.6245
53.443,3,attack,0.0000,-0.5773,0.3014,-0.0000,0.0000,-0.0130,0.6574,0.0000,1.4526,0.3075,-0.0000,2.0000,-0.0130,0.6344
53.544,3,attack,0.0000,-0.5787,0.2930,-0.0000,0.0000,-0.0130,0.6546,0.0000,1.4317,0.3108,-0.0000,2.0000,-0.0130,0.6540
53.643,3,attack,0.0000,-0.6457,0.3097,-0.0000,0.0000,-0.0130,0.7219,0.0000,1.3722,0.2887,-0.0000,2.0000,-0.0130,0.6965
53.743,3,attack,0.0000,-0.6143,0.2980,-0.0000,0.0000,-0.0130,0.6885,0.0000,1.4015,0.3168,-0.0000,2.0000,-0.0130,0.6834
53.843,3,attack,0.0000,-0.5390,0.2948,-0.0000,0.0000,-0.0130,0.6207,0.0000,1.4292,0.2968,-0.0000,2.0000,-0.0130,0.6495
53.943,3,attack,0.0000,-0.5420,0.2922,-0.0000,0.0000,-0.0130,0.6220,0.0000,1.4448,0.3085,-0.0000,2.0000,-0.0130,0.6416
54.045,3,attack,0.0000,-0.5797,0.3020,-0.0000,0.0000,-0.0130,0.6597,0.0000,1.4287,0.2939,-0.0000,2.0000,-0.0130,0.6485
54.144,3,attack,0.0000,-0.5543,0.2922,-0.0000,0.0000,-0.0130,0.6328,0.0000,1.3943,0.3006,-0.0000,2.0000,-0.0130,0.6821
54.243,3,attack,0.0000,-0.6161,0.2858,-0.0000,0.0000,-0.0130,0.6848,0.0000,1.4338,0.2967,-0.0000,2.0000,-0.0130,0.6454
54.343,3,attack,0.0000,-0.6039,0.2946,-0.0000,0.0000,-0.0130,0.6777,0.0000,1.4062,0.2785,-0.0000,2.0000,-0.0130,0.6615
54.443,3,attack,0.0000,-0.6757,0.3082,-0.0000,0.0000,-0.0130,0.7481,0.0000,1.3485,0.3044,-0.0000,2.0000,-0.0130,0.7247
54.545,3,attack,0.0000,-0.6321,0.3001,-0.0000,0.0000,-0.0130,0.7054,0.0000,1.3275,0.3136,-0.0000,2.0000,-0.0130,0.7476
54.643,3,attack,0.0000,-0.7485,0.2843,-0.0000,0.0000,-0.0130,0.8054,0.0000,1.3306,0.3107,-0.0000,2.0000,-0.0130,0.7435
54.743,3,attack,0.0000,-0.7089,0.2758,-0.0000,0.0000,-0.0130,0.7655,0.0000,1.3094,0.2710,-0.0000,2.0000,-0.0130,0.7467
54.843,3,attack,0.0000,-0.6944,0.2652,-0.0000,0.0000,-0.0130,0.7481,0.0000,1.3139,0.2664,-0.0000,2.0000,-0.0130,0.7408
54.944,3,attack,0.0000,-0.6841,0.2714,-0.0000,0.0000,-0.0130,0.7408,0.0000,1.3039,0.2629,-0.0000,2.0000,-0.0130,0.7488
55.044,3,attack,0.0000,-0.7295,0.2504,-0.0000,0.0000,-0.0130,0.7756,0.0000,1.2775,0.2610,-0.0000,2.0000,-0.0130,0.7727
55.143,3,attack,0.0000,-0.6623,0.2531,-0.0000,0.0000,-0.0130,0.7137,0.0000,1.2647,0.2507,-0.0000,2.0000,-0.0130,0.7812
55.247,3,attack,0.0000,-0.7067,0.2537,-0.0000,0.0000,-0.0130,0.7554,0.0000,1.2822,0.2347,-0.0000,2.0000,-0.0130,0.7593
55.343,3,attack,0.0000,-0.7067,0.2537,-0.0000,0.0000,-0.0130,0.7554,0.0000,1.2973,0.2558,-0.0000,2.0000,-0.0130,0.7524
55.443,3,attack,0.0000,-0.6987,0.2392,-0.0000,0.0000,-0.0130,0.7429,0.0000,1.2770,0.2425,-0.0000,2.0000,-0.0130,0.7668
55.544,3,attack,0.0000,-0.7688,0.2324,-0.0000,0.0000,-0.0130,0.8070,0.0000,1.3025,0.2315,-0.0000,2.0000,-0.0130,0.7391
55.643,3,attack,0.0000,-0.7673,0.2252,-0.0000,0.0000,-0.0130,0.8034,0.0000,1.2053,0.2257,-0.0000,2.0000,-0.0130,0.8298
55.743,3,attack,0.0000,-0.7028,0.2114,-0.0000,0.0000,-0.0130,0.7378,0.0000,1.2465,0.2305,-0.0000,2.0000,-0.0130,0.7918
55.843,3,attack,0.0000,-0.8200,0.2449,-0.0000,0.0000,-0.0130,0.8596,0.0000,1.2238,0.2283,-0.0000,2.0000,-0.0130,0.8128
55.943,3,attack,0.0000,-0.8062,0.2410,-0.0000,0.0000,-0.0130,0.8452,0.0000,1.1890,0.2208,-0.0000,2.0000,-0.0130,0.8441
56.044,3,attack,0.0000,-0.8317,0.2306,-0.0000,0.0000,-0.0130,0.8667,0.0000,1.1580,0.2235,-0.0000,2.0000,-0.0130,0.8746
56.144,3,attack,0.0000,-0.7116,0.2283,-0.0000,0.0000,-0.0130,0.7514,0.0000,1.2091,0.2129,-0.0000,2.0000,-0.0130,0.8225
56.244,3,attack,0.0000,-0.6332,0.2365,-0.0000,0.0000,-0.0130,0.6806,0.0000,1.2815,0.2234,-0.0000,2.0000,-0.0130,0.7564
56.343,3,attack,0.0000,-0.6462,0.2356,-0.0000,0.0000,-0.0130,0.6924,0.0000,1.3663,0.2344,-0.0000,2.0000,-0.0130,0.6803
56.443,3,attack,0.0000,-0.5951,0.2481,-0.0000,0.0000,-0.0130,0.6498,0.0000,1.3645,0.2320,-0.0000,2.0000,-0.0130,0.6811
56.544,3,attack,0.0000,-0.6735,0.2465,-0.0000,0.0000,-0.0130,0.7218,0.0000,1.3703,0.2354,-0.0000,2.0000,-0.0130,0.6769
56.643,3,attack,0.0000,-0.7263,0.2361,-0.0000,0.0000,-0.0130,0.7678,0.0000,1.3235,0.2406,-0.0000,2.0000,-0.0130,0.7225
56.743,3,attack,0.0000,-0.7398,0.2229,-0.0000,0.0000,-0.0130,0.7765,0.0000,1.2818,0.2398,-0.0000,2.0000,-0.0130,0.7614
56.843,3,attack,0.0000,-0.7698,0.2243,-0.0000,0.0000,-0.0130,0.8056,0.0000,1.2235,0.2281,-0.0000,2.0000,-0.0130,0.8131
56.943,3,attack,0.0000,-0.7359,0.2243,-0.0000,0.0000,-0.0130,0.7732,0.0000,1.2480,0.2175,-0.0000,2.0000,-0.0130,0.7865
57.045,3,attack,0.0000,-0.7239,0.2109,-0.0000,0.0000,-0.0130,0.7578,0.0000,1.2637,0.2119,-0.0000,2.0000,-0.0130,0.7699
57.143,3,attack,0.0000,-0.7181,0.2346,-0.0000,0.0000,-0.0130,0.7596,0.0000,1.2851,0.2365,-0.0000,2.0000,-0.0130,0.7572
57.243,3,attack,0.0000,-0.7669,0.2452,-0.0000,0.0000,-0.0130,0.8092,0.0000,1.1660,0.2449,-0.0000,2.0000,-0.0130,0.8729
57.344,3,attack,0.0000,-0.8275,0.2424,-0.0000,0.0000,-0.0130,0.8660,0.0000,1.1749,0.2465,-0.0000,2.0000,-0.0130,0.8650
57.443,3,attack,0.0000,-0.9229,0.2482,-0.0000,0.0000,-0.0130,0.9592,0.0000,1.0929,0.2626,-0.0000,2.0000,-0.0130,0.9481
57.544,3,attack,0.0000,-0.9606,0.2347,-0.0000,0.0000,-0.0130,0.9920,0.0000,1.1001,0.2340,-0.0000,2.0000,-0.0130,0.9332
57.643,3,attack,0.0000,-0.8984,0.2308,-0.0000,0.0000,-0.0130,0.9309,0.0000,1.0557,0.2443,-0.0000,2.0000,-0.0130,0.9787
57.743,3,attack,0.0000,-0.8809,0.2344,-0.0000,0.0000,-0.0130,0.9150,0.0000,1.1857,0.2346,-0.0000,2.0000,-0.0130,0.8511
57.843,3,attack,0.0000,-0.8624,0.2364,-0.0000,0.0000,-0.0130,0.8977,0.0000,1.1397,0.2442,-0.0000,2.0000,-0.0130,0.8979
57.943,3,attack,0.0000,-0.7928,0.2382,-0.0000,0.0000,-0.0130,0.8316,0.0000,1.2142,0.2305,-0.0000,2.0000,-0.0130,0.8227
58.044,3,attack,0.0000,-0.7747,0.2468,-0.0000,0.0000,-0.0130,0.8171,0.0000,1.1851,0.2549,-0.0000,2.0000,-0.0130,0.8578
58.143,3,attack,0.0000,-0.7640,0.2586,-0.0000,0.0000,-0.0130,0.8108,0.0000,1.2418,0.2475,-0.0000,2.0000,-0.0130,0.8017
58.244,3,attack,0.0000,-0.7160,0.2518,-0.0000,0.0000,-0.0130,0.7634,0.0000,1.2543,0.2615,-0.0000,2.0000,-0.0130,0.7946
58.343,3,attack,0.0000,-0.7271,0.2576,-0.0000,0.0000,-0.0130,0.7758,0.0000,1.3277,0.2567,-0.0000,2.0000,-0.0130,0.7243
58.443,3,attack,0.0000,-0.6536,0.2506,-0.0000,0.0000,-0.0130,0.7047,0.0000,1.2964,0.2440,-0.0000,2.0000,-0.0130,0.7491
58.544,3,attack,0.0000,-0.6607,0.2417,-0.0000,0.0000,-0.0130,0.7081,0.0000,1.3445,0.2453,-0.0000,2.0000,-0.0130,0.7046
58.643,3,attack,0.0000,-0.6627,0.2375,-0.0000,0.0000,-0.0130,0.7085,0.0000,1.2783,0.2485,-0.0000,2.0000,-0.0130,0.7676
58.743,3,attack,0.0000,-0.6239,0.2330,-0.0000,0.0000,-0.0130,0.6706,0.0000,1.3373,0.2303,-0.0000,2.0000,-0.0130,0.7060
58.843,3,attack,0.0000,-0.6365,0.2228,-0.0000,0.0000,-0.0130,0.6788,0.0000,1.3569,0.2298,-0.0000,2.0000,-0.0130,0.6874
58.943,3,attack,0.0000,-0.6803,0.2396,-0.0000,0.0000,-0.0130,0.7257,0.0000,1.3476,0.2251,-0.0000,2.0000,-0.0130,0.6945
59.044,3,attack,0.0000,-0.6686,0.2151,-0.0000,0.0000,-0.0130,0.7065,0.0000,1.4331,0.2250,-0.0000,2.0000,-0.0130,0.6149
59.144,3,attack,0.0000,-0.5604,0.2062,-0.0000,0.0000,-0.0130,0.6017,0.0000,1.3624,0.2117,-0.0000,2.0000,-0.0130,0.6760
59.244,3,attack,0.0000,-0.5604,0.2062,-0.0000,0.0000,-0.0130,0.6017,0.0000,1.4327,0.2037,-0.0000,2.0000,-0.0130,0.6073
59.344,3,attack,0.0000,-0.6131,0.2347,-0.0000,0.0000,-0.0130,0.6612,0.0000,1.3197,0.2137,-0.0000,2.0000,-0.0130,0.7171
59.443,3,attack,0.0000,-0.7104,0.2218,-0.0000,0.0000,-0.0130,0.7482,0.0000,1.3748,0.2359,-0.0000,2.0000,-0.0130,0.6729
59.544,3,attack,0.0000,-0.7300,0.2185,-0.0000,0.0000,-0.0130,0.7658,0.0000,1.2593,0.2209,-0.0000,2.0000,-0.0130,0.7768
59.643,3,attack,0.0000,-0.7098,0.2281,-0.0000,0.0000,-0.0130,0.7497,0.0000,1.3049,0.2113,-0.0000,2.0000,-0.0130,0.7304
59.745,3,attack,0.0000,-0.6787,0.2217,-0.0000,0.0000,-0.0130,0.7181,0.0000,1.3567,0.2171,-0.0000,2.0000,-0.0130,0.6832
59.843,3,attack,0.0000,-0.6477,0.2042,-0.0000,0.0000,-0.0130,0.6832,0.0000,1.3268,0.2059,-0.0000,2.0000,-0.0130,0.7079
59.943,3,attack,0.0000,-0.6422,0.2092,-0.0000,0.0000,-0.0130,0.6795,0.0000,1.3379,0.2057,-0.0000,2.0000,-0.0130,0.6973
60.047,3,attack,0.0000,-0.6170,0.1976,-0.0000,0.0000,-0.0130,0.6519,0.0000,1.3795,0.2044,-0.0000,2.0000,-0.0130,0.6575
60.143,3,attack,0.0000,-0.6290,0.2014,-0.0000,0.0000,-0.0130,0.6645,0.0000,1.3543,0.2145,-0.0000,2.0000,-0.0130,0.6846
60.243,3,attack,0.0000,-0.6405,0.2000,-0.0000,0.0000,-0.0130,0.6750,0.0000,1.3674,0.2112,-0.0000,2.0000,-0.0130,0.6711
60.343,3,attack,0.0000,-0.6274,0.2151,-0.0000,0.0000,-0.0130,0.6676,0.0000,1.4152,0.2071,-0.0000,2.0000,-0.0130,0.6249
60.443,3,attack,0.0000,-0.5817,0.1806,-0.0000,0.0000,-0.0130,0.6130,0.0000,1.4314,0.2201,-0.0000,2.0000,-0.0130,0.6145
60.544,3,attack,0.0000,-0.6300,0.2017,-0.0000,0.0000,-0.0130,0.6655,0.0000,1.3548,0.1904,-0.0000,2.0000,-0.0130,0.6765
60.643,3,attack,0.0000,-0.6514,0.1815,-0.0000,0.0000,-0.0130,0.6799,0.0000,1.3649,0.1902,-0.0000,2.0000,-0.0130,0.6668
60.743,3,attack,0.0000,-0.6738,0.1876,-0.0000,0.0000,-0.0130,0.7030,0.0000,1.3529,0.1849,-0.0000,2.0000,-0.0130,0.6767
60.843,3,attack,0.0000,-0.7030,0.1805,-0.0000,0.0000,-0.0130,0.7291,0.0000,1.2792,0.1793,-0.0000,2.0000,-0.0130,0.7460
60.943,3,attack,0.0000,-0.7590,0.1812,-0.0000,0.0000,-0.0130,0.7834,0.0000,1.2153,0.1814,-0.0000,2.0000,-0.0130,0.8084
61.044,3,attack,0.0000,-0.7692,0.1977,-0.0000,0.0000,-0.0130,0.7976,0.0000,1.2447,0.1780,-0.0000,2.0000,-0.0130,0.7791
61.143,3,attack,0.0000,-0.7087,0.1929,-0.0000,0.0000,-0.0130,0.7380,0.0000,1.2748,0.1877,-0.0000,2.0000,-0.0130,0.7525
61.243,3,attack,0.0000,-0.7476,0.1921,-0.0000,0.0000,-0.0130,0.7752,0.0000,1.2864,0.1824,-0.0000,2.0000,-0.0130,0.7399
61.343,3,attack,0.0000,-0.8136,0.1729,-0.0000,0.0000,-0.0130,0.8346,0.0000,1.2070,0.1963,-0.0000,2.0000,-0.0130,0.8202
61.443,3,attack,0.0000,-0.8034,0.1710,-0.0000,0.0000,-0.0130,0.8242,0.0000,1.1761,0.1651,-0.0000,2.0000,-0.0130,0.8429
61.544,3,attack,0.0000,-0.8199,0.1580,-0.0000,0.0000,-0.0130,0.8375,0.0000,1.1570,0.1531,-0.0000,2.0000,-0.0130,0.8592
61.643,3,attack,0.0000,-0.8551,0.1639,-0.0000,0.0000,-0.0130,0.8732,0.0000,1.1151,0.1519,-0.0000,2.0000,-0.0130,0.9002
61.743,3,attack,0.0000,-0.8549,0.1620,-0.0000,0.0000,-0.0130,0.8726,0.0000,1.1553,0.1684,-0.0000,2.0000,-0.0130,0.8640
61.844,3,attack,0.0000,-0.9162,0.1641,-0.0000,0.0000,-0.0130,0.9332,0.0000,1.1390,0.1700,-0.0000,2.0000,-0.0130,0.8803
61.943,3,attack,0.0000,-0.7115,0.1753,-0.0000,0.0000,-0.0130,0.7360,0.0000,1.1665,0.1634,-0.0000,2.0000,-0.0130,0.8520
62.044,3,attack,0.0000,-0.7998,0.1683,-0.0000,0.0000,-0.0130,0.8201,0.0000,1.1758,0.1635,-0.0000,2.0000,-0.0130,0.8429
62.143,3,attack,0.0000,-0.8503,0.1777,-0.0000,0.0000,-0.0130,0.8715,0.0000,1.1939,0.1844,-0.0000,2.0000,-0.0130,0.8300
62.244,3,attack,0.0000,-0.8448,0.1976,-0.0000,0.0000,-0.0130,0.8707,0.0000,1.1390,0.1883,-0.0000,2.0000,-0.0130,0.8842
62.343,3,attack,0.0000,-0.8677,0.1900,-0.0000,0.0000,-0.0130,0.8911,0.0000,1.1501,0.1946,-0.0000,2.0000,-0.0130,0.8749
62.443,3,attack,0.0000,-0.8971,0.2012,-0.0000,0.0000,-0.0130,0.9223,0.0000,1.1131,0.1949,-0.0000,2.0000,-0.0130,0.9109
62.544,3,attack,0.0000,-0.9927,0.1966,-0.0000,0.0000,-0.0130,1.0146,0.0000,1.0836,0.2016,-0.0000,2.0000,-0.0130,0.9412
