t_s,phase,mode,msg_age_s,px4_1_est_x,px4_1_est_y,px4_1_est_z,px4_1_gt_x,px4_1_gt_y,px4_1_gt_z,px4_1_error_m,px4_3_est_x,px4_3_est_y,px4_3_est_z,px4_3_gt_x,px4_3_gt_y,px4_3_gt_z,px4_3_error_m
35.405,attack,delayed,5.000,0.0000,-8.5281,1.1693,-0.0000,0.0000,-0.0130,8.6097,0.0000,-6.5580,1.1825,-0.0000,2.0000,-0.0130,8.6411
35.445,attack,delayed,5.001,0.0000,-8.4635,1.1752,-0.0000,0.0000,-0.0130,8.5465,0.0000,-6.4624,1.1923,-0.0000,2.0000,-0.0130,8.5478
35.485,attack,delayed,5.035,0.0000,-8.4635,1.1752,-0.0000,0.0000,-0.0130,8.5465,0.0000,-6.4624,1.1923,-0.0000,2.0000,-0.0130,8.5478
35.525,attack,delayed,5.001,0.0000,-8.4635,1.1752,-0.0000,0.0000,-0.0130,8.5465,0.0000,-6.4771,1.1718,-0.0000,2.0000,-0.0130,8.5595
35.565,attack,delayed,5.034,0.0000,-8.4427,1.1698,-0.0000,0.0000,-0.0130,8.5251,0.0000,-6.4771,1.1718,-0.0000,2.0000,-0.0130,8.5595
35.605,attack,delayed,5.002,0.0000,-8.4427,1.1698,-0.0000,0.0000,-0.0130,8.5251,0.0000,-6.4771,1.1718,-0.0000,2.0000,-0.0130,8.5595
35.645,attack,delayed,5.001,0.0000,-8.4551,1.1616,-0.0000,0.0000,-0.0130,8.5363,0.0000,-6.4480,1.1654,-0.0000,2.0000,-0.0130,8.5298
35.686,attack,delayed,5.036,0.0000,-8.4551,1.1616,-0.0000,0.0000,-0.0130,8.5363,0.0000,-6.4480,1.1654,-0.0000,2.0000,-0.0130,8.5298
35.725,attack,delayed,5.036,0.0000,-8.4551,1.1616,-0.0000,0.0000,-0.0130,8.5363,0.0000,-6.4235,1.1551,-0.0000,2.0000,-0.0130,8.5041
35.765,attack,delayed,5.002,0.0000,-8.5183,1.1738,-0.0000,0.0000,-0.0130,8.6006,0.0000,-6.4235,1.1551,-0.0000,2.0000,-0.0130,8.5041
35.805,attack,delayed,5.001,0.0000,-8.5183,1.1738,-0.0000,0.0000,-0.0130,8.6006,0.0000,-6.4235,1.1551,-0.0000,2.0000,-0.0130,8.5041
35.846,attack,delayed,5.035,0.0000,-8.5090,1.1871,-0.0000,0.0000,-0.0130,8.5932,0.0000,-6.4642,1.1806,-0.0000,2.0000,-0.0130,8.5480
35.885,attack,delayed,5.002,0.0000,-8.5090,1.1871,-0.0000,0.0000,-0.0130,8.5932,0.0000,-6.4642,1.1806,-0.0000,2.0000,-0.0130,8.5480
35.925,attack,delayed,5.001,0.0000,-8.5090,1.1871,-0.0000,0.0000,-0.0130,8.5932,0.0000,-6.5098,1.1834,-0.0000,2.0000,-0.0130,8.5935
35.965,attack,delayed,5.033,0.0000,-8.5012,1.1822,-0.0000,0.0000,-0.0130,8.5848,0.0000,-6.5098,1.1834,-0.0000,2.0000,-0.0130,8.5935
36.005,attack,delayed,5.002,0.0000,-8.5012,1.1822,-0.0000,0.0000,-0.0130,8.5848,0.0000,-6.5098,1.1834,-0.0000,2.0000,-0.0130,8.5935
36.045,attack,delayed,5.002,0.0000,-8.5381,1.1720,-0.0000,0.0000,-0.0130,8.6199,0.0000,-6.4689,1.1807,-0.0000,2.0000,-0.0130,8.5526
36.086,attack,delayed,5.002,0.0000,-8.5381,1.1720,-0.0000,0.0000,-0.0130,8.6199,0.0000,-6.4689,1.1807,-0.0000,2.0000,-0.0130,8.5526
36.126,attack,delayed,5.036,0.0000,-8.5381,1.1720,-0.0000,0.0000,-0.0130,8.6199,0.0000,-6.4849,1.1774,-0.0000,2.0000,-0.0130,8.5680
36.165,attack,delayed,5.029,0.0000,-8.4252,1.1835,-0.0000,0.0000,-0.0130,8.5097,0.0000,-6.4849,1.1774,-0.0000,2.0000,-0.0130,8.5680
36.205,attack,delayed,5.031,0.0000,-8.4252,1.1835,-0.0000,0.0000,-0.0130,8.5097,0.0000,-6.4849,1.1774,-0.0000,2.0000,-0.0130,8.5680
36.245,attack,delayed,5.001,0.0000,-8.4204,1.1810,-0.0000,0.0000,-0.0130,8.5047,0.0000,-6.4290,1.1725,-0.0000,2.0000,-0.0130,8.5120
36.285,attack,delayed,5.002,0.0000,-8.4204,1.1810,-0.0000,0.0000,-0.0130,8.5047,0.0000,-6.4290,1.1725,-0.0000,2.0000,-0.0130,8.5120
36.325,attack,delayed,5.002,0.0000,-8.4204,1.1810,-0.0000,0.0000,-0.0130,8.5047,0.0000,-6.3982,1.1821,-0.0000,2.0000,-0.0130,8.4828
36.365,attack,delayed,5.000,0.0000,-8.4312,1.1870,-0.0000,0.0000,-0.0130,8.5162,0.0000,-6.3982,1.1821,-0.0000,2.0000,-0.0130,8.4828
36.405,attack,delayed,5.002,0.0000,-8.4312,1.1870,-0.0000,0.0000,-0.0130,8.5162,0.0000,-6.3982,1.1821,-0.0000,2.0000,-0.0130,8.4828
36.445,attack,delayed,5.000,0.0000,-8.3835,1.1571,-0.0000,0.0000,-0.0130,8.4648,0.0000,-6.4039,1.1731,-0.0000,2.0000,-0.0130,8.4872
36.485,attack,delayed,5.000,0.0000,-8.3835,1.1571,-0.0000,0.0000,-0.0130,8.4648,0.0000,-6.4039,1.1731,-0.0000,2.0000,-0.0130,8.4872
36.526,attack,delayed,5.002,0.0000,-8.3835,1.1571,-0.0000,0.0000,-0.0130,8.4648,0.0000,-6.3678,1.1834,-0.0000,2.0000,-0.0130,8.4529
36.565,attack,delayed,5.001,0.0000,-8.3736,1.1848,-0.0000,0.0000,-0.0130,8.4588,0.0000,-6.3678,1.1834,-0.0000,2.0000,-0.0130,8.4529
36.605,attack,delayed,5.002,0.0000,-8.3736,1.1848,-0.0000,0.0000,-0.0130,8.4588,0.0000,-6.3678,1.1834,-0.0000,2.0000,-0.0130,8.4529
36.645,attack,delayed,5.001,0.0000,-8.4454,1.1744,-0.0000,0.0000,-0.0130,8.5285,0.0000,-6.3551,1.1896,-0.0000,2.0000,-0.0130,8.4412
36.685,attack,delayed,5.001,0.0000,-8.4454,1.1744,-0.0000,0.0000,-0.0130,8.5285,0.0000,-6.3551,1.1896,-0.0000,2.0000,-0.0130,8.4412
36.725,attack,delayed,5.001,0.0000,-8.4454,1.1744,-0.0000,0.0000,-0.0130,8.5285,0.0000,-6.4270,1.1724,-0.0000,2.0000,-0.0130,8.5099
36.765,attack,delayed,5.001,0.0000,-8.4078,1.1797,-0.0000,0.0000,-0.0130,8.4920,0.0000,-6.4270,1.1724,-0.0000,2.0000,-0.0130,8.5099
36.805,attack,delayed,5.001,0.0000,-8.4078,1.1797,-0.0000,0.0000,-0.0130,8.4920,0.0000,-6.4270,1.1724,-0.0000,2.0000,-0.0130,8.5099
36.845,attack,delayed,5.001,0.0000,-8.3957,1.1907,-0.0000,0.0000,-0.0130,8.4815,0.0000,-6.4001,1.1935,-0.0000,2.0000,-0.0130,8.4864
36.885,attack,delayed,5.001,0.0000,-8.3957,1.1907,-0.0000,0.0000,-0.0130,8.4815,0.0000,-6.4001,1.1935,-0.0000,2.0000,-0.0130,8.4864
36.925,attack,delayed,5.002,0.0000,-8.3957,1.1907,-0.0000,0.0000,-0.0130,8.4815,0.0000,-6.4601,1.2002,-0.0000,2.0000,-0.0130,8.5467
36.965,attack,delayed,5.001,0.0000,-8.4622,1.1830,-0.0000,0.0000,-0.0130,8.5463,0.0000,-6.4601,1.2002,-0.0000,2.0000,-0.0130,8.5467
37.005,attack,delayed,5.002,0.0000,-8.4622,1.1830,-0.0000,0.0000,-0.0130,8.5463,0.0000,-6.4601,1.2002,-0.0000,2.0000,-0.0130,8.5467
37.045,attack,delayed,5.001,0.0000,-8.4742,1.2056,-0.0000,0.0000,-0.0130,8.5613,0.0000,-6.5035,1.1963,-0.0000,2.0000,-0.0130,8.5891
37.085,attack,delayed,5.001,0.0000,-8.4742,1.2056,-0.0000,0.0000,-0.0130,8.5613,0.0000,-6.5035,1.1963,-0.0000,2.0000,-0.0130,8.5891
37.125,attack,delayed,5.002,0.0000,-8.4742,1.2056,-0.0000,0.0000,-0.0130,8.5613,0.0000,-6.5557,1.2029,-0.0000,2.0000,-0.0130,8.6416
37.165,attack,delayed,5.002,0.0000,-8.4581,1.2071,-0.0000,0.0000,-0.0130,8.5457,0.0000,-6.5557,1.2029,-0.0000,2.0000,-0.0130,8.6416
37.205,attack,delayed,5.003,0.0000,-8.4581,1.2071,-0.0000,0.0000,-0.0130,8.5457,0.0000,-6.5557,1.2029,-0.0000,2.0000,-0.0130,8.6416
37.246,attack,delayed,5.001,0.0000,-8.4878,1.2082,-0.0000,0.0000,-0.0130,8.5752,0.0000,-6.5114,1.2066,-0.0000,2.0000,-0.0130,8.5983
37.285,attack,delayed,5.034,0.0000,-8.4878,1.2082,-0.0000,0.0000,-0.0130,8.5752,0.0000,-6.5114,1.2066,-0.0000,2.0000,-0.0130,8.5983
37.325,attack,delayed,5.036,0.0000,-8.4878,1.2082,-0.0000,0.0000,-0.0130,8.5752,0.0000,-6.5252,1.2069,-0.0000,2.0000,-0.0130,8.6121
37.365,attack,delayed,5.001,0.0000,-8.5857,1.2010,-0.0000,0.0000,-0.0130,8.6711,0.0000,-6.5252,1.2069,-0.0000,2.0000,-0.0130,8.6121
37.406,attack,delayed,5.002,0.0000,-8.5857,1.2010,-0.0000,0.0000,-0.0130,8.6711,0.0000,-6.5252,1.2069,-0.0000,2.0000,-0.0130,8.6121
37.445,attack,delayed,5.002,0.0000,-8.5861,1.2111,-0.0000,0.0000,-0.0130,8.6729,0.0000,-6.5939,1.2188,-0.0000,2.0000,-0.0130,8.6817
37.485,attack,delayed,5.001,0.0000,-8.5861,1.2111,-0.0000,0.0000,-0.0130,8.6729,0.0000,-6.5939,1.2188,-0.0000,2.0000,-0.0130,8.6817
37.525,attack,delayed,5.001,0.0000,-8.5861,1.2111,-0.0000,0.0000,-0.0130,8.6729,0.0000,-6.6143,1.1982,-0.0000,2.0000,-0.0130,8.6990
37.565,attack,delayed,5.030,0.0000,-8.5608,1.2020,-0.0000,0.0000,-0.0130,8.6466,0.0000,-6.6143,1.1982,-0.0000,2.0000,-0.0130,8.6990
37.605,attack,delayed,5.001,0.0000,-8.5608,1.2020,-0.0000,0.0000,-0.0130,8.6466,0.0000,-6.6143,1.1982,-0.0000,2.0000,-0.0130,8.6990
37.645,attack,delayed,5.001,0.0000,-8.5360,1.2006,-0.0000,0.0000,-0.0130,8.6218,0.0000,-6.4723,1.2036,-0.0000,2.0000,-0.0130,8.5592
37.685,attack,delayed,5.001,0.0000,-8.5360,1.2006,-0.0000,0.0000,-0.0130,8.6218,0.0000,-6.4723,1.2036,-0.0000,2.0000,-0.0130,8.5592
37.725,attack,delayed,5.001,0.0000,-8.5360,1.2006,-0.0000,0.0000,-0.0130,8.6218,0.0000,-6.5334,1.2126,-0.0000,2.0000,-0.0130,8.6210
37.765,attack,delayed,5.001,0.0000,-8.4970,1.2166,-0.0000,0.0000,-0.0130,8.5855,0.0000,-6.5334,1.2126,-0.0000,2.0000,-0.0130,8.6210
37.805,attack,delayed,5.001,0.0000,-8.4970,1.2166,-0.0000,0.0000,-0.0130,8.5855,0.0000,-6.5334,1.2126,-0.0000,2.0000,-0.0130,8.6210
37.845,attack,delayed,5.002,0.0000,-8.4919,1.2066,-0.0000,0.0000,-0.0130,8.5790,0.0000,-6.4983,1.2070,-0.0000,2.0000,-0.0130,8.5854
37.886,attack,delayed,5.037,0.0000,-8.4919,1.2066,-0.0000,0.0000,-0.0130,8.5790,0.0000,-6.4983,1.2070,-0.0000,2.0000,-0.0130,8.5854
37.925,attack,delayed,5.001,0.0000,-8.4919,1.2066,-0.0000,0.0000,-0.0130,8.5790,0.0000,-6.6120,1.2232,-0.0000,2.0000,-0.0130,8.7002
37.965,attack,delayed,5.001,0.0000,-8.5780,1.2289,-0.0000,0.0000,-0.0130,8.6675,0.0000,-6.6120,1.2232,-0.0000,2.0000,-0.0130,8.7002
38.005,attack,delayed,5.002,0.0000,-8.5780,1.2289,-0.0000,0.0000,-0.0130,8.6675,0.0000,-6.6120,1.2232,-0.0000,2.0000,-0.0130,8.7002
38.045,attack,delayed,5.001,0.0000,-8.5698,1.2024,-0.0000,0.0000,-0.0130,8.6555,0.0000,-6.6065,1.2003,-0.0000,2.0000,-0.0130,8.6916
38.086,attack,delayed,5.002,0.0000,-8.5698,1.2024,-0.0000,0.0000,-0.0130,8.6555,0.0000,-6.6065,1.2003,-0.0000,2.0000,-0.0130,8.6916
38.125,attack,delayed,5.001,0.0000,-8.5698,1.2024,-0.0000,0.0000,-0.0130,8.6555,0.0000,-6.5972,1.2056,-0.0000,2.0000,-0.0130,8.6831
38.165,attack,delayed,5.002,0.0000,-8.6262,1.2165,-0.0000,0.0000,-0.0130,8.7134,0.0000,-6.5972,1.2056,-0.0000,2.0000,-0.0130,8.6831
38.207,attack,delayed,5.035,0.0000,-8.6262,1.2165,-0.0000,0.0000,-0.0130,8.7134,0.0000,-6.5972,1.2056,-0.0000,2.0000,-0.0130,8.6831
38.245,attack,delayed,5.034,0.0000,-8.6295,1.2287,-0.0000,0.0000,-0.0130,8.7184,0.0000,-6.6123,1.2192,-0.0000,2.0000,-0.0130,8.7000
38.285,attack,delayed,5.034,0.0000,-8.6295,1.2287,-0.0000,0.0000,-0.0130,8.7184,0.0000,-6.6123,1.2192,-0.0000,2.0000,-0.0130,8.7000
38.325,attack,delayed,5.031,0.0000,-8.6295,1.2287,-0.0000,0.0000,-0.0130,8.7184,0.0000,-6.5821,1.2214,-0.0000,2.0000,-0.0130,8.6704
38.365,attack,delayed,5.023,0.0000,-8.5697,1.2278,-0.0000,0.0000,-0.0130,8.6590,0.0000,-6.5821,1.2214,-0.0000,2.0000,-0.0130,8.6704
38.405,attack,delayed,5.031,0.0000,-8.5697,1.2278,-0.0000,0.0000,-0.0130,8.6590,0.0000,-6.5821,1.2214,-0.0000,2.0000,-0.0130,8.6704
38.445,attack,delayed,5.033,0.0000,-8.4656,1.2322,-0.0000,0.0000,-0.0130,8.5567,0.0000,-6.5309,1.2336,-0.0000,2.0000,-0.0130,8.6215
38.485,attack,delayed,5.033,0.0000,-8.4656,1.2322,-0.0000,0.0000,-0.0130,8.5567,0.0000,-6.5309,1.2336,-0.0000,2.0000,-0.0130,8.6215
38.526,attack,delayed,5.022,0.0000,-8.4656,1.2322,-0.0000,0.0000,-0.0130,8.5567,0.0000,-6.5107,1.2588,-0.0000,2.0000,-0.0130,8.6052
38.565,attack,delayed,5.001,0.0000,-8.5088,1.2477,-0.0000,0.0000,-0.0130,8.6017,0.0000,-6.5107,1.2588,-0.0000,2.0000,-0.0130,8.6052
38.605,attack,delayed,5.034,0.0000,-8.5088,1.2477,-0.0000,0.0000,-0.0130,8.6017,0.0000,-6.5107,1.2588,-0.0000,2.0000,-0.0130,8.6052
38.645,attack,delayed,5.032,0.0000,-8.5517,1.2401,-0.0000,0.0000,-0.0130,8.6431,0.0000,-6.5221,1.2552,-0.0000,2.0000,-0.0130,8.6160
38.685,attack,delayed,5.000,0.0000,-8.5517,1.2401,-0.0000,0.0000,-0.0130,8.6431,0.0000,-6.5221,1.2552,-0.0000,2.0000,-0.0130,8.6160
38.725,attack,delayed,5.003,0.0000,-8.5517,1.2401,-0.0000,0.0000,-0.0130,8.6431,0.0000,-6.5256,1.2318,-0.0000,2.0000,-0.0130,8.6160
38.765,attack,delayed,5.002,0.0000,-8.5182,1.2410,-0.0000,0.0000,-0.0130,8.6100,0.0000,-6.5256,1.2318,-0.0000,2.0000,-0.0130,8.6160
38.806,attack,delayed,5.001,0.0000,-8.5182,1.2410,-0.0000,0.0000,-0.0130,8.6100,0.0000,-6.5256,1.2318,-0.0000,2.0000,-0.0130,8.6160
38.847,attack,delayed,5.001,0.0000,-8.5141,1.2573,-0.0000,0.0000,-0.0130,8.6083,0.0000,-6.4685,1.2528,-0.0000,2.0000,-0.0130,8.5626
38.886,attack,delayed,5.002,0.0000,-8.5141,1.2573,-0.0000,0.0000,-0.0130,8.6083,0.0000,-6.4685,1.2528,-0.0000,2.0000,-0.0130,8.5626
38.925,attack,delayed,5.002,0.0000,-8.5141,1.2573,-0.0000,0.0000,-0.0130,8.6083,0.0000,-6.4931,1.2306,-0.0000,2.0000,-0.0130,8.5836
38.966,attack,delayed,5.003,0.0000,-8.4063,1.2429,-0.0000,0.0000,-0.0130,8.4996,0.0000,-6.4931,1.2306,-0.0000,2.0000,-0.0130,8.5836
39.005,attack,delayed,5.001,0.0000,-8.4063,1.2429,-0.0000,0.0000,-0.0130,8.4996,0.0000,-6.4931,1.2306,-0.0000,2.0000,-0.0130,8.5836
39.045,attack,delayed,5.001,0.0000,-8.4510,1.2449,-0.0000,0.0000,-0.0130,8.5441,0.0000,-6.4298,1.2508,-0.0000,2.0000,-0.0130,8.5240
39.085,attack,delayed,5.001,0.0000,-8.4510,1.2449,-0.0000,0.0000,-0.0130,8.5441,0.0000,-6.4298,1.2508,-0.0000,2.0000,-0.0130,8.5240
39.125,attack,delayed,5.002,0.0000,-8.4510,1.2449,-0.0000,0.0000,-0.0130,8.5441,0.0000,-6.5097,1.2487,-0.0000,2.0000,-0.0130,8.6027
39.165,attack,delayed,5.001,0.0000,-8.4935,1.2528,-0.0000,0.0000,-0.0130,8.5873,0.0000,-6.5097,1.2487,-0.0000,2.0000,-0.0130,8.6027
39.205,attack,delayed,5.002,0.0000,-8.4935,1.2528,-0.0000,0.0000,-0.0130,8.5873,0.0000,-6.5097,1.2487,-0.0000,2.0000,-0.0130,8.6027
39.245,attack,delayed,5.002,0.0000,-8.4853,1.2421,-0.0000,0.0000,-0.0130,8.5777,0.0000,-6.4699,1.2364,-0.0000,2.0000,-0.0130,8.5615
39.285,attack,delayed,5.002,0.0000,-8.4853,1.2421,-0.0000,0.0000,-0.0130,8.5777,0.0000,-6.4699,1.2364,-0.0000,2.0000,-0.0130,8.5615
39.325,attack,delayed,5.033,0.0000,-8.4853,1.2421,-0.0000,0.0000,-0.0130,8.5777,0.0000,-6.4216,1.2223,-0.0000,2.0000,-0.0130,8.5118
39.365,attack,delayed,5.001,0.0000,-8.4726,1.2190,-0.0000,0.0000,-0.0130,8.5617,0.0000,-6.4216,1.2223,-0.0000,2.0000,-0.0130,8.5118
39.405,attack,delayed,5.001,0.0000,-8.4726,1.2190,-0.0000,0.0000,-0.0130,8.5617,0.0000,-6.4216,1.2223,-0.0000,2.0000,-0.0130,8.5118
39.445,attack,delayed,5.036,0.0000,-8.4712,1.2310,-0.0000,0.0000,-0.0130,8.5620,0.0000,-6.4494,1.2245,-0.0000,2.0000,-0.0130,8.5396
39.485,attack,delayed,5.001,0.0000,-8.4712,1.2310,-0.0000,0.0000,-0.0130,8.5620,0.0000,-6.4494,1.2245,-0.0000,2.0000,-0.0130,8.5396
39.525,attack,delayed,5.000,0.0000,-8.4712,1.2310,-0.0000,0.0000,-0.0130,8.5620,0.0000,-6.4533,1.2471,-0.0000,2.0000,-0.0130,8.5467
39.565,attack,delayed,5.002,0.0000,-8.4500,1.2412,-0.0000,0.0000,-0.0130,8.5426,0.0000,-6.4533,1.2471,-0.0000,2.0000,-0.0130,8.5467
39.605,attack,delayed,5.002,0.0000,-8.4500,1.2412,-0.0000,0.0000,-0.0130,8.5426,0.0000,-6.4533,1.2471,-0.0000,2.0000,-0.0130,8.5467
39.645,attack,delayed,5.001,0.0000,-8.4406,1.2459,-0.0000,0.0000,-0.0130,8.5339,0.0000,-6.4537,1.2497,-0.0000,2.0000,-0.0130,8.5475
39.685,attack,delayed,5.002,0.0000,-8.4406,1.2459,-0.0000,0.0000,-0.0130,8.5339,0.0000,-6.4537,1.2497,-0.0000,2.0000,-0.0130,8.5475
39.725,attack,delayed,5.001,0.0000,-8.4406,1.2459,-0.0000,0.0000,-0.0130,8.5339,0.0000,-6.4596,1.2275,-0.0000,2.0000,-0.0130,8.5500
39.765,attack,delayed,5.001,0.0000,-8.4520,1.2361,-0.0000,0.0000,-0.0130,8.5438,0.0000,-6.4596,1.2275,-0.0000,2.0000,-0.0130,8.5500
39.805,attack,delayed,5.002,0.0000,-8.4520,1.2361,-0.0000,0.0000,-0.0130,8.5438,0.0000,-6.4596,1.2275,-0.0000,2.0000,-0.0130,8.5500
39.845,attack,delayed,5.000,0.0000,-8.4634,1.2212,-0.0000,0.0000,-0.0130,8.5529,0.0000,-6.4714,1.2246,-0.0000,2.0000,-0.0130,8.5614
39.885,attack,delayed,5.002,0.0000,-8.4634,1.2212,-0.0000,0.0000,-0.0130,8.5529,0.0000,-6.4714,1.2246,-0.0000,2.0000,-0.0130,8.5614
39.925,attack,delayed,5.002,0.0000,-8.4634,1.2212,-0.0000,0.0000,-0.0130,8.5529,0.0000,-6.5601,1.2275,-0.0000,2.0000,-0.0130,8.6496
39.965,attack,delayed,5.000,0.0000,-8.5389,1.2159,-0.0000,0.0000,-0.0130,8.6269,0.0000,-6.5601,1.2275,-0.0000,2.0000,-0.0130,8.6496
40.005,attack,delayed,5.002,0.0000,-8.5389,1.2159,-0.0000,0.0000,-0.0130,8.6269,0.0000,-6.5601,1.2275,-0.0000,2.0000,-0.0130,8.6496
40.045,attack,delayed,5.001,0.0000,-8.5026,1.2452,-0.0000,0.0000,-0.0130,8.5952,0.0000,-6.5011,1.2360,-0.0000,2.0000,-0.0130,8.5924
40.085,attack,delayed,5.001,0.0000,-8.5026,1.2452,-0.0000,0.0000,-0.0130,8.5952,0.0000,-6.5011,1.2360,-0.0000,2.0000,-0.0130,8.5924
40.127,attack,delayed,5.000,0.0000,-8.5026,1.2452,-0.0000,0.0000,-0.0130,8.5952,0.0000,-6.5581,1.2180,-0.0000,2.0000,-0.0130,8.6462
40.166,attack,delayed,5.002,0.0000,-8.5419,1.2441,-0.0000,0.0000,-0.0130,8.6339,0.0000,-6.5581,1.2180,-0.0000,2.0000,-0.0130,8.6462
40.205,attack,delayed,5.002,0.0000,-8.5419,1.2441,-0.0000,0.0000,-0.0130,8.6339,0.0000,-6.5581,1.2180,-0.0000,2.0000,-0.0130,8.6462
40.245,attack,delayed,5.001,0.0000,-8.5536,1.2348,-0.0000,0.0000,-0.0130,8.6442,0.0000,-6.5231,1.2361,-0.0000,2.0000,-0.0130,8.6141
40.285,attack,delayed,5.000,0.0000,-8.5536,1.2348,-0.0000,0.0000,-0.0130,8.6442,0.0000,-6.5231,1.2361,-0.0000,2.0000,-0.0130,8.6141
40.326,attack,delayed,5.002,0.0000,-8.5536,1.2348,-0.0000,0.0000,-0.0130,8.6442,0.0000,-6.5978,1.2425,-0.0000,2.0000,-0.0130,8.6890
40.365,attack,delayed,5.002,0.0000,-8.5991,1.2361,-0.0000,0.0000,-0.0130,8.6894,0.0000,-6.5978,1.2425,-0.0000,2.0000,-0.0130,8.6890
40.405,attack,delayed,5.002,0.0000,-8.5991,1.2361,-0.0000,0.0000,-0.0130,8.6894,0.0000,-6.5978,1.2425,-0.0000,2.0000,-0.0130,8.6890
40.446,attack,delayed,5.002,0.0000,-8.6094,1.2529,-0.0000,0.0000,-0.0130,8.7020,0.0000,-6.6351,1.2345,-0.0000,2.0000,-0.0130,8.7247
40.485,attack,delayed,5.001,0.0000,-8.6094,1.2529,-0.0000,0.0000,-0.0130,8.7020,0.0000,-6.6351,1.2345,-0.0000,2.0000,-0.0130,8.7247
40.525,attack,delayed,5.002,0.0000,-8.6094,1.2529,-0.0000,0.0000,-0.0130,8.7020,0.0000,-6.6474,1.2661,-0.0000,2.0000,-0.0130,8.7414
40.565,attack,delayed,5.002,0.0000,-8.6134,1.2618,-0.0000,0.0000,-0.0130,8.7072,0.0000,-6.6474,1.2661,-0.0000,2.0000,-0.0130,8.7414
40.605,attack,delayed,5.001,0.0000,-8.6134,1.2618,-0.0000,0.0000,-0.0130,8.7072,0.0000,-6.6474,1.2661,-0.0000,2.0000,-0.0130,8.7414
40.645,attack,delayed,5.002,0.0000,-8.5695,1.2629,-0.0000,0.0000,-0.0130,8.6639,0.0000,-6.5745,1.2536,-0.0000,2.0000,-0.0130,8.6675
40.685,attack,delayed,5.001,0.0000,-8.5695,1.2629,-0.0000,0.0000,-0.0130,8.6639,0.0000,-6.5745,1.2536,-0.0000,2.0000,-0.0130,8.6675
40.726,attack,delayed,5.002,0.0000,-8.5695,1.2629,-0.0000,0.0000,-0.0130,8.6639,0.0000,-6.6009,1.2534,-0.0000,2.0000,-0.0130,8.6936
40.765,attack,delayed,5.002,0.0000,-8.5491,1.2566,-0.0000,0.0000,-0.0130,8.6428,0.0000,-6.6009,1.2534,-0.0000,2.0000,-0.0130,8.6936
40.805,attack,delayed,5.002,0.0000,-8.5491,1.2566,-0.0000,0.0000,-0.0130,8.6428,0.0000,-6.6009,1.2534,-0.0000,2.0000,-0.0130,8.6936
40.845,attack,delayed,5.001,0.0000,-8.5227,1.2428,-0.0000,0.0000,-0.0130,8.6147,0.0000,-6.5267,1.2491,-0.0000,2.0000,-0.0130,8.6196
40.885,attack,delayed,5.001,0.0000,-8.5227,1.2428,-0.0000,0.0000,-0.0130,8.6147,0.0000,-6.5267,1.2491,-0.0000,2.0000,-0.0130,8.6196
40.925,attack,delayed,5.002,0.0000,-8.5227,1.2428,-0.0000,0.0000,-0.0130,8.6147,0.0000,-6.5375,1.2593,-0.0000,2.0000,-0.0130,8.6318
40.965,attack,delayed,5.001,0.0000,-8.5538,1.2379,-0.0000,0.0000,-0.0130,8.6448,0.0000,-6.5375,1.2593,-0.0000,2.0000,-0.0130,8.6318
41.006,attack,delayed,5.003,0.0000,-8.5538,1.2379,-0.0000,0.0000,-0.0130,8.6448,0.0000,-6.5375,1.2593,-0.0000,2.0000,-0.0130,8.6318
41.045,attack,delayed,5.002,0.0000,-8.5034,1.2725,-0.0000,0.0000,-0.0130,8.6001,0.0000,-6.4558,1.2670,-0.0000,2.0000,-0.0130,8.5521
41.086,attack,delayed,5.036,0.0000,-8.5034,1.2725,-0.0000,0.0000,-0.0130,8.6001,0.0000,-6.4558,1.2670,-0.0000,2.0000,-0.0130,8.5521
41.125,attack,delayed,5.035,0.0000,-8.5034,1.2725,-0.0000,0.0000,-0.0130,8.6001,0.0000,-6.4986,1.2670,-0.0000,2.0000,-0.0130,8.5945
41.165,attack,delayed,5.001,0.0000,-8.5012,1.2859,-0.0000,0.0000,-0.0130,8.5999,0.0000,-6.4986,1.2670,-0.0000,2.0000,-0.0130,8.5945
41.205,attack,delayed,5.036,0.0000,-8.5012,1.2859,-0.0000,0.0000,-0.0130,8.5999,0.0000,-6.4986,1.2670,-0.0000,2.0000,-0.0130,8.5945
41.246,attack,delayed,5.002,0.0000,-8.4901,1.2809,-0.0000,0.0000,-0.0130,8.5881,0.0000,-6.4878,1.2628,-0.0000,2.0000,-0.0130,8.5831
41.285,attack,delayed,5.001,0.0000,-8.4901,1.2809,-0.0000,0.0000,-0.0130,8.5881,0.0000,-6.4878,1.2628,-0.0000,2.0000,-0.0130,8.5831
41.325,attack,delayed,5.036,0.0000,-8.4901,1.2809,-0.0000,0.0000,-0.0130,8.5881,0.0000,-6.4791,1.2688,-0.0000,2.0000,-0.0130,8.5755
41.365,attack,delayed,5.002,0.0000,-8.4832,1.2630,-0.0000,0.0000,-0.0130,8.5786,0.0000,-6.4791,1.2688,-0.0000,2.0000,-0.0130,8.5755
41.405,attack,delayed,5.002,0.0000,-8.4832,1.2630,-0.0000,0.0000,-0.0130,8.5786,0.0000,-6.4791,1.2688,-0.0000,2.0000,-0.0130,8.5755
41.445,attack,delayed,5.001,0.0000,-8.5627,1.2539,-0.0000,0.0000,-0.0130,8.6559,0.0000,-6.4952,1.2583,-0.0000,2.0000,-0.0130,8.5898
