t_s,phase,mode,msg_age_s,px4_1_est_x,px4_1_est_y,px4_1_est_z,px4_1_gt_x,px4_1_gt_y,px4_1_gt_z,px4_1_error_m,px4_3_est_x,px4_3_est_y,px4_3_est_z,px4_3_gt_x,px4_3_gt_y,px4_3_gt_z,px4_3_error_m
0.085,warmup,delayed,0.000,,,,,,,,,,,,,,
0.126,warmup,delayed,0.000,,,,,,,,,,,,,,
0.165,warmup,delayed,0.000,,,,,,,,,,,,,,
0.205,warmup,delayed,0.000,,,,,,,,,,,,,,
0.245,warmup,delayed,0.000,,,,,,,,,,,,,,
0.286,warmup,delayed,0.000,,,,,,,,,,,,,,
0.326,warmup,delayed,0.000,,,,,,,,,,,,,,
0.365,warmup,delayed,0.000,,,,,,,,,,,,,,
0.405,warmup,delayed,0.000,,,,,,,,,,,,,,
0.445,warmup,delayed,0.000,,,,,,,,,,,,,,
0.485,warmup,delayed,0.000,,,,,,,,,,,,,,
0.525,warmup,delayed,0.000,,,,,,,,,,,,,,
0.565,warmup,delayed,0.000,,,,,,,,,,,,,,
0.605,warmup,delayed,0.000,,,,,,,,,,,,,,
0.645,warmup,delayed,0.000,,,,,,,,,,,,,,
0.685,warmup,delayed,0.000,,,,,,,,,,,,,,
0.725,warmup,delayed,0.000,,,,,,,,,,,,,,
0.765,warmup,delayed,0.000,,,,,,,,,,,,,,
0.805,warmup,delayed,0.000,,,,,,,,,,,,,,
0.845,warmup,delayed,0.000,,,,,,,,,,,,,,
0.885,warmup,delayed,0.000,,,,,,,,,,,,,,
0.925,warmup,delayed,0.000,,,,,,,,,,,,,,
0.965,warmup,delayed,0.000,,,,,,,,,,,,,,
1.005,warmup,delayed,0.000,,,,,,,,,,,,,,
1.045,warmup,delayed,0.000,,,,,,,,,,,,,,
1.085,warmup,delayed,0.000,,,,,,,,,,,,,,
1.125,warmup,delayed,0.000,,,,,,,,,,,,,,
1.165,warmup,delayed,0.000,,,,,,,,,,,,,,
1.205,warmup,delayed,0.000,,,,,,,,,,,,,,
1.245,warmup,delayed,0.000,,,,,,,,,,,,,,
1.285,warmup,delayed,0.000,,,,,,,,,,,,,,
1.325,warmup,delayed,0.000,,,,,,,,,,,,,,
1.365,warmup,delayed,0.000,,,,,,,,,,,,,,
1.405,warmup,delayed,0.000,,,,,,,,,,,,,,
1.445,warmup,delayed,0.000,,,,,,,,,,,,,,
1.485,warmup,delayed,0.000,,,,,,,,,,,,,,
1.525,warmup,delayed,0.000,,,,,,,,,,,,,,
1.566,warmup,delayed,0.000,,,,,,,,,,,,,,
1.605,warmup,delayed,0.000,,,,,,,,,,,,,,
1.645,warmup,delayed,0.000,,,,,,,,,,,,,,
1.685,warmup,delayed,0.000,,,,,,,,,,,,,,
1.725,warmup,delayed,0.000,,,,,,,,,,,,,,
1.765,warmup,delayed,0.000,,,,,,,,,,,,,,
1.805,warmup,delayed,0.000,,,,,,,,,,,,,,
1.845,warmup,delayed,0.000,,,,,,,,,,,,,,
1.885,warmup,delayed,0.000,,,,,,,,,,,,,,
1.925,warmup,delayed,0.000,,,,,,,,,,,,,,
1.966,warmup,delayed,0.000,,,,,,,,,,,,,,
2.005,warmup,delayed,0.000,,,,,,,,,,,,,,
2.045,warmup,delayed,0.000,,,,,,,,,,,,,,
2.085,warmup,delayed,0.000,,,,,,,,,,,,,,
2.125,warmup,delayed,0.000,,,,,,,,,,,,,,
2.165,warmup,delayed,0.000,,,,,,,,,,,,,,
2.205,warmup,delayed,0.000,,,,,,,,,,,,,,
2.245,warmup,delayed,0.000,,,,,,,,,,,,,,
2.285,warmup,delayed,0.000,,,,,,,,,,,,,,
2.325,warmup,delayed,0.000,,,,,,,,,,,,,,
2.365,warmup,delayed,0.000,,,,,,,,,,,,,,
2.405,warmup,delayed,0.000,,,,,,,,,,,,,,
2.445,warmup,delayed,0.000,,,,,,,,,,,,,,
2.485,warmup,delayed,0.000,,,,,,,,,,,,,,
2.525,warmup,delayed,0.000,,,,,,,,0.0000,-6.3087,1.3720,-0.0000,2.0000,-0.0130,8.4233
2.565,warmup,delayed,0.000,0.0000,-8.2425,1.3765,-0.0000,0.0000,-0.0130,8.3588,0.0000,-6.3087,1.3720,-0.0000,2.0000,-0.0130,8.4233
2.605,warmup,delayed,0.000,0.0000,-8.2425,1.3765,-0.0000,0.0000,-0.0130,8.3588,0.0000,-6.3087,1.3720,-0.0000,2.0000,-0.0130,8.4233
2.646,warmup,delayed,0.000,0.0000,-8.2317,1.3699,-0.0000,0.0000,-0.0130,8.3470,0.0000,-6.1921,1.3684,-0.0000,2.0000,-0.0130,8.3077
2.685,warmup,delayed,0.000,0.0000,-8.2317,1.3699,-0.0000,0.0000,-0.0130,8.3470,0.0000,-6.1921,1.3684,-0.0000,2.0000,-0.0130,8.3077
2.725,warmup,delayed,0.000,0.0000,-8.2317,1.3699,-0.0000,0.0000,-0.0130,8.3470,0.0000,-6.2268,1.3531,-0.0000,2.0000,-0.0130,8.3395
2.765,warmup,delayed,0.000,0.0000,-8.2215,1.3731,-0.0000,0.0000,-0.0130,8.3375,0.0000,-6.2268,1.3531,-0.0000,2.0000,-0.0130,8.3395
2.805,warmup,delayed,0.000,0.0000,-8.2215,1.3731,-0.0000,0.0000,-0.0130,8.3375,0.0000,-6.2268,1.3531,-0.0000,2.0000,-0.0130,8.3395
2.845,warmup,delayed,0.000,0.0000,-8.2486,1.3601,-0.0000,0.0000,-0.0130,8.3621,0.0000,-6.2376,1.3699,-0.0000,2.0000,-0.0130,8.3529
2.885,warmup,delayed,0.000,0.0000,-8.2486,1.3601,-0.0000,0.0000,-0.0130,8.3621,0.0000,-6.2376,1.3699,-0.0000,2.0000,-0.0130,8.3529
2.925,warmup,delayed,0.000,0.0000,-8.2486,1.3601,-0.0000,0.0000,-0.0130,8.3621,0.0000,-6.2342,1.3743,-0.0000,2.0000,-0.0130,8.3503
2.965,warmup,delayed,0.000,0.0000,-8.2282,1.3733,-0.0000,0.0000,-0.0130,8.3442,0.0000,-6.2342,1.3743,-0.0000,2.0000,-0.0130,8.3503
3.005,warmup,delayed,0.000,0.0000,-8.2282,1.3733,-0.0000,0.0000,-0.0130,8.3442,0.0000,-6.2342,1.3743,-0.0000,2.0000,-0.0130,8.3503
3.045,warmup,delayed,0.000,0.0000,-8.1700,1.3797,-0.0000,0.0000,-0.0130,8.2879,0.0000,-6.1803,1.3735,-0.0000,2.0000,-0.0130,8.2970
3.085,warmup,delayed,0.000,0.0000,-8.1700,1.3797,-0.0000,0.0000,-0.0130,8.2879,0.0000,-6.1803,1.3735,-0.0000,2.0000,-0.0130,8.2970
3.125,warmup,delayed,0.000,0.0000,-8.1700,1.3797,-0.0000,0.0000,-0.0130,8.2879,0.0000,-6.1830,1.3640,-0.0000,2.0000,-0.0130,8.2980
3.166,warmup,delayed,0.000,0.0000,-8.1719,1.3605,-0.0000,0.0000,-0.0130,8.2865,0.0000,-6.1830,1.3640,-0.0000,2.0000,-0.0130,8.2980
3.205,warmup,delayed,0.000,0.0000,-8.1719,1.3605,-0.0000,0.0000,-0.0130,8.2865,0.0000,-6.1830,1.3640,-0.0000,2.0000,-0.0130,8.2980
3.245,warmup,delayed,0.000,0.0000,-8.3303,1.3574,-0.0000,0.0000,-0.0130,8.4423,0.0000,-6.3277,1.3494,-0.0000,2.0000,-0.0130,8.4384
3.285,warmup,delayed,0.000,0.0000,-8.3303,1.3574,-0.0000,0.0000,-0.0130,8.4423,0.0000,-6.3277,1.3494,-0.0000,2.0000,-0.0130,8.4384
3.325,warmup,delayed,0.000,0.0000,-8.3303,1.3574,-0.0000,0.0000,-0.0130,8.4423,0.0000,-6.3283,1.3703,-0.0000,2.0000,-0.0130,8.4424
3.365,warmup,delayed,0.000,0.0000,-8.3416,1.3611,-0.0000,0.0000,-0.0130,8.4540,0.0000,-6.3283,1.3703,-0.0000,2.0000,-0.0130,8.4424
3.405,warmup,delayed,0.000,0.0000,-8.3416,1.3611,-0.0000,0.0000,-0.0130,8.4540,0.0000,-6.3283,1.3703,-0.0000,2.0000,-0.0130,8.4424
3.445,warmup,delayed,0.000,0.0000,-8.3597,1.3552,-0.0000,0.0000,-0.0130,8.4709,0.0000,-6.3704,1.3618,-0.0000,2.0000,-0.0130,8.4825
3.485,warmup,delayed,0.000,0.0000,-8.3597,1.3552,-0.0000,0.0000,-0.0130,8.4709,0.0000,-6.3704,1.3618,-0.0000,2.0000,-0.0130,8.4825
3.525,warmup,delayed,0.000,0.0000,-8.3597,1.3552,-0.0000,0.0000,-0.0130,8.4709,0.0000,-6.3612,1.3388,-0.0000,2.0000,-0.0130,8.4698
3.565,warmup,delayed,0.000,0.0000,-8.4016,1.3428,-0.0000,0.0000,-0.0130,8.5103,0.0000,-6.3612,1.3388,-0.0000,2.0000,-0.0130,8.4698
3.606,warmup,delayed,0.000,0.0000,-8.4016,1.3428,-0.0000,0.0000,-0.0130,8.5103,0.0000,-6.3612,1.3388,-0.0000,2.0000,-0.0130,8.4698
3.645,warmup,delayed,0.000,0.0000,-8.3754,1.3471,-0.0000,0.0000,-0.0130,8.4851,0.0000,-6.3697,1.3499,-0.0000,2.0000,-0.0130,8.4800
3.686,warmup,delayed,0.000,0.0000,-8.3754,1.3471,-0.0000,0.0000,-0.0130,8.4851,0.0000,-6.3697,1.3499,-0.0000,2.0000,-0.0130,8.4800
3.725,warmup,delayed,0.000,0.0000,-8.3754,1.3471,-0.0000,0.0000,-0.0130,8.4851,0.0000,-6.3131,1.3702,-0.0000,2.0000,-0.0130,8.4274
3.765,warmup,delayed,0.000,0.0000,-8.3450,1.3551,-0.0000,0.0000,-0.0130,8.4564,0.0000,-6.3131,1.3702,-0.0000,2.0000,-0.0130,8.4274
3.805,warmup,delayed,0.000,0.0000,-8.3450,1.3551,-0.0000,0.0000,-0.0130,8.4564,0.0000,-6.3131,1.3702,-0.0000,2.0000,-0.0130,8.4274
3.846,warmup,delayed,0.000,0.0000,-8.3228,1.3518,-0.0000,0.0000,-0.0130,8.4339,0.0000,-6.2912,1.3533,-0.0000,2.0000,-0.0130,8.4030
3.885,warmup,delayed,0.000,0.0000,-8.3228,1.3518,-0.0000,0.0000,-0.0130,8.4339,0.0000,-6.2912,1.3533,-0.0000,2.0000,-0.0130,8.4030
3.925,warmup,delayed,0.000,0.0000,-8.3228,1.3518,-0.0000,0.0000,-0.0130,8.4339,0.0000,-6.4361,1.3378,-0.0000,2.0000,-0.0130,8.5436
3.965,warmup,delayed,0.000,0.0000,-8.4403,1.3574,-0.0000,0.0000,-0.0130,8.5508,0.0000,-6.4361,1.3378,-0.0000,2.0000,-0.0130,8.5436
4.005,warmup,delayed,0.000,0.0000,-8.4403,1.3574,-0.0000,0.0000,-0.0130,8.5508,0.0000,-6.4361,1.3378,-0.0000,2.0000,-0.0130,8.5436
4.045,warmup,delayed,0.000,0.0000,-8.3913,1.3641,-0.0000,0.0000,-0.0130,8.5036,0.0000,-6.4184,1.3664,-0.0000,2.0000,-0.0130,8.5307
4.085,warmup,delayed,0.000,0.0000,-8.3913,1.3641,-0.0000,0.0000,-0.0130,8.5036,0.0000,-6.4184,1.3664,-0.0000,2.0000,-0.0130,8.5307
4.125,warmup,delayed,0.000,0.0000,-8.3913,1.3641,-0.0000,0.0000,-0.0130,8.5036,0.0000,-6.4145,1.3562,-0.0000,2.0000,-0.0130,8.5252
4.165,warmup,delayed,0.000,0.0000,-8.3938,1.3580,-0.0000,0.0000,-0.0130,8.5050,0.0000,-6.4145,1.3562,-0.0000,2.0000,-0.0130,8.5252
4.205,warmup,delayed,0.000,0.0000,-8.3938,1.3580,-0.0000,0.0000,-0.0130,8.5050,0.0000,-6.4145,1.3562,-0.0000,2.0000,-0.0130,8.5252
4.245,warmup,delayed,0.000,0.0000,-8.3923,1.3318,-0.0000,0.0000,-0.0130,8.4993,0.0000,-6.3782,1.3352,-0.0000,2.0000,-0.0130,8.4860
4.285,warmup,delayed,0.000,0.0000,-8.3923,1.3318,-0.0000,0.0000,-0.0130,8.4993,0.0000,-6.3782,1.3352,-0.0000,2.0000,-0.0130,8.4860
4.325,warmup,delayed,0.000,0.0000,-8.3923,1.3318,-0.0000,0.0000,-0.0130,8.4993,0.0000,-6.4175,1.3440,-0.0000,2.0000,-0.0130,8.5262
4.365,warmup,delayed,0.000,0.0000,-8.3988,1.3352,-0.0000,0.0000,-0.0130,8.5063,0.0000,-6.4175,1.3440,-0.0000,2.0000,-0.0130,8.5262
4.405,warmup,delayed,0.000,0.0000,-8.3988,1.3352,-0.0000,0.0000,-0.0130,8.5063,0.0000,-6.4175,1.3440,-0.0000,2.0000,-0.0130,8.5262
4.445,warmup,delayed,0.000,0.0000,-8.3512,1.3355,-0.0000,0.0000,-0.0130,8.4594,0.0000,-6.3951,1.3270,-0.0000,2.0000,-0.0130,8.5013
4.485,warmup,delayed,0.000,0.0000,-8.3512,1.3355,-0.0000,0.0000,-0.0130,8.4594,0.0000,-6.3951,1.3270,-0.0000,2.0000,-0.0130,8.5013
4.525,warmup,delayed,0.000,0.0000,-8.3512,1.3355,-0.0000,0.0000,-0.0130,8.4594,0.0000,-6.4017,1.3249,-0.0000,2.0000,-0.0130,8.5075
4.566,warmup,delayed,0.000,0.0000,-8.3968,1.3328,-0.0000,0.0000,-0.0130,8.5039,0.0000,-6.4017,1.3249,-0.0000,2.0000,-0.0130,8.5075
4.605,warmup,delayed,0.000,0.0000,-8.3968,1.3328,-0.0000,0.0000,-0.0130,8.5039,0.0000,-6.4017,1.3249,-0.0000,2.0000,-0.0130,8.5075
4.645,warmup,delayed,0.000,0.0000,-8.3141,1.3405,-0.0000,0.0000,-0.0130,8.4236,0.0000,-6.3573,1.3301,-0.0000,2.0000,-0.0130,8.4646
4.685,warmup,delayed,0.000,0.0000,-8.3141,1.3405,-0.0000,0.0000,-0.0130,8.4236,0.0000,-6.3573,1.3301,-0.0000,2.0000,-0.0130,8.4646
4.725,warmup,delayed,0.000,0.0000,-8.3141,1.3405,-0.0000,0.0000,-0.0130,8.4236,0.0000,-6.3938,1.3253,-0.0000,2.0000,-0.0130,8.4998
4.765,warmup,delayed,0.000,0.0000,-8.3410,1.3131,-0.0000,0.0000,-0.0130,8.4458,0.0000,-6.3938,1.3253,-0.0000,2.0000,-0.0130,8.4998
4.805,warmup,delayed,0.000,0.0000,-8.3410,1.3131,-0.0000,0.0000,-0.0130,8.4458,0.0000,-6.3938,1.3253,-0.0000,2.0000,-0.0130,8.4998
4.845,warmup,delayed,0.000,0.0000,-8.2970,1.3089,-0.0000,0.0000,-0.0130,8.4017,0.0000,-6.3451,1.3164,-0.0000,2.0000,-0.0130,8.4504
4.885,warmup,delayed,0.000,0.0000,-8.2970,1.3089,-0.0000,0.0000,-0.0130,8.4017,0.0000,-6.3451,1.3164,-0.0000,2.0000,-0.0130,8.4504
4.925,warmup,delayed,0.000,0.0000,-8.2970,1.3089,-0.0000,0.0000,-0.0130,8.4017,0.0000,-6.2998,1.3038,-0.0000,2.0000,-0.0130,8.4036
4.965,warmup,delayed,0.000,0.0000,-8.3430,1.3076,-0.0000,0.0000,-0.0130,8.4469,0.0000,-6.2998,1.3038,-0.0000,2.0000,-0.0130,8.4036
5.005,warmup,delayed,0.000,0.0000,-8.3430,1.3076,-0.0000,0.0000,-0.0130,8.4469,0.0000,-6.2998,1.3038,-0.0000,2.0000,-0.0130,8.4036
5.045,warmup,delayed,0.000,0.0000,-8.3375,1.3003,-0.0000,0.0000,-0.0130,8.4403,0.0000,-6.3348,1.3108,-0.0000,2.0000,-0.0130,8.4393
5.086,warmup,delayed,0.000,0.0000,-8.3375,1.3003,-0.0000,0.0000,-0.0130,8.4403,0.0000,-6.3348,1.3108,-0.0000,2.0000,-0.0130,8.4393
5.125,warmup,delayed,0.000,0.0000,-8.3375,1.3003,-0.0000,0.0000,-0.0130,8.4403,0.0000,-6.2947,1.2898,-0.0000,2.0000,-0.0130,8.3964
5.165,warmup,delayed,0.000,0.0000,-8.2435,1.2930,-0.0000,0.0000,-0.0130,8.3463,0.0000,-6.2947,1.2898,-0.0000,2.0000,-0.0130,8.3964
5.206,warmup,delayed,0.000,0.0000,-8.2435,1.2930,-0.0000,0.0000,-0.0130,8.3463,0.0000,-6.2947,1.2898,-0.0000,2.0000,-0.0130,8.3964
5.245,warmup,delayed,0.000,0.0000,-8.1957,1.2826,-0.0000,0.0000,-0.0130,8.2975,0.0000,-6.2531,1.2822,-0.0000,2.0000,-0.0130,8.3541
5.285,warmup,delayed,0.000,0.0000,-8.1957,1.2826,-0.0000,0.0000,-0.0130,8.2975,0.0000,-6.2531,1.2822,-0.0000,2.0000,-0.0130,8.3541
5.325,warmup,delayed,0.000,0.0000,-8.1957,1.2826,-0.0000,0.0000,-0.0130,8.2975,0.0000,-6.2189,1.2798,-0.0000,2.0000,-0.0130,8.3199
5.365,warmup,delayed,0.000,0.0000,-8.2060,1.2743,-0.0000,0.0000,-0.0130,8.3063,0.0000,-6.2189,1.2798,-0.0000,2.0000,-0.0130,8.3199
5.405,warmup,delayed,0.000,0.0000,-8.2060,1.2743,-0.0000,0.0000,-0.0130,8.3063,0.0000,-6.2189,1.2798,-0.0000,2.0000,-0.0130,8.3199
5.445,warmup,delayed,0.000,0.0000,-8.1666,1.2849,-0.0000,0.0000,-0.0130,8.2691,0.0000,-6.2293,1.2676,-0.0000,2.0000,-0.0130,8.3283
5.485,warmup,delayed,0.000,0.0000,-8.1666,1.2849,-0.0000,0.0000,-0.0130,8.2691,0.0000,-6.2293,1.2676,-0.0000,2.0000,-0.0130,8.3283
5.525,warmup,delayed,0.000,0.0000,-8.1666,1.2849,-0.0000,0.0000,-0.0130,8.2691,0.0000,-6.2560,1.2763,-0.0000,2.0000,-0.0130,8.3561
5.565,warmup,delayed,0.000,0.0000,-8.2379,1.2751,-0.0000,0.0000,-0.0130,8.3380,0.0000,-6.2560,1.2763,-0.0000,2.0000,-0.0130,8.3561
5.605,warmup,delayed,0.000,0.0000,-8.2379,1.2751,-0.0000,0.0000,-0.0130,8.3380,0.0000,-6.2560,1.2763,-0.0000,2.0000,-0.0130,8.3561
5.645,warmup,delayed,0.000,0.0000,-8.2293,1.2646,-0.0000,0.0000,-0.0130,8.3279,0.0000,-6.2529,1.2657,-0.0000,2.0000,-0.0130,8.3514
5.685,warmup,delayed,0.000,0.0000,-8.2293,1.2646,-0.0000,0.0000,-0.0130,8.3279,0.0000,-6.2529,1.2657,-0.0000,2.0000,-0.0130,8.3514
5.725,warmup,delayed,0.000,0.0000,-8.2293,1.2646,-0.0000,0.0000,-0.0130,8.3279,0.0000,-6.2047,1.2530,-0.0000,2.0000,-0.0130,8.3018
5.765,warmup,delayed,0.000,0.0000,-8.1775,1.2602,-0.0000,0.0000,-0.0130,8.2760,0.0000,-6.2047,1.2530,-0.0000,2.0000,-0.0130,8.3018
5.805,warmup,delayed,0.000,0.0000,-8.1775,1.2602,-0.0000,0.0000,-0.0130,8.2760,0.0000,-6.2047,1.2530,-0.0000,2.0000,-0.0130,8.3018
5.846,warmup,delayed,0.000,0.0000,-8.2252,1.2604,-0.0000,0.0000,-0.0130,8.3232,0.0000,-6.1754,1.2747,-0.0000,2.0000,-0.0130,8.2762
5.885,warmup,delayed,0.000,0.0000,-8.2252,1.2604,-0.0000,0.0000,-0.0130,8.3232,0.0000,-6.1754,1.2747,-0.0000,2.0000,-0.0130,8.2762
5.925,warmup,delayed,0.000,0.0000,-8.2252,1.2604,-0.0000,0.0000,-0.0130,8.3232,0.0000,-6.2396,1.2878,-0.0000,2.0000,-0.0130,8.3417
5.965,warmup,delayed,0.000,0.0000,-8.1363,1.2738,-0.0000,0.0000,-0.0130,8.2374,0.0000,-6.2396,1.2878,-0.0000,2.0000,-0.0130,8.3417
6.005,warmup,delayed,0.000,0.0000,-8.1363,1.2738,-0.0000,0.0000,-0.0130,8.2374,0.0000,-6.2396,1.2878,-0.0000,2.0000,-0.0130,8.3417
6.045,warmup,delayed,0.000,0.0000,-8.2614,1.2660,-0.0000,0.0000,-0.0130,8.3599,0.0000,-6.1565,1.2766,-0.0000,2.0000,-0.0130,8.2579
6.085,warmup,delayed,0.000,0.0000,-8.2614,1.2660,-0.0000,0.0000,-0.0130,8.3599,0.0000,-6.1565,1.2766,-0.0000,2.0000,-0.0130,8.2579
6.125,warmup,delayed,0.000,0.0000,-8.2614,1.2660,-0.0000,0.0000,-0.0130,8.3599,0.0000,-6.2651,1.2589,-0.0000,2.0000,-0.0130,8.3624
6.165,warmup,delayed,0.000,0.0000,-8.2254,1.2654,-0.0000,0.0000,-0.0130,8.3242,0.0000,-6.2651,1.2589,-0.0000,2.0000,-0.0130,8.3624
6.205,warmup,delayed,0.000,0.0000,-8.2254,1.2654,-0.0000,0.0000,-0.0130,8.3242,0.0000,-6.2651,1.2589,-0.0000,2.0000,-0.0130,8.3624
6.246,warmup,delayed,0.000,0.0000,-8.1615,1.2535,-0.0000,0.0000,-0.0130,8.2592,0.0000,-6.1592,1.2594,-0.0000,2.0000,-0.0130,8.2578
6.285,warmup,delayed,0.000,0.0000,-8.1615,1.2535,-0.0000,0.0000,-0.0130,8.2592,0.0000,-6.1592,1.2594,-0.0000,2.0000,-0.0130,8.2578
6.325,warmup,delayed,0.000,0.0000,-8.1615,1.2535,-0.0000,0.0000,-0.0130,8.2592,0.0000,-6.0714,1.2384,-0.0000,2.0000,-0.0130,8.1678
6.365,warmup,delayed,0.000,0.0000,-8.1573,1.2384,-0.0000,0.0000,-0.0130,8.2527,0.0000,-6.0714,1.2384,-0.0000,2.0000,-0.0130,8.1678
6.405,warmup,delayed,0.000,0.0000,-8.1573,1.2384,-0.0000,0.0000,-0.0130,8.2527,0.0000,-6.0714,1.2384,-0.0000,2.0000,-0.0130,8.1678
6.445,warmup,delayed,0.000,0.0000,-8.0517,1.2345,-0.0000,0.0000,-0.0130,8.1477,0.0000,-6.0736,1.2224,-0.0000,2.0000,-0.0130,8.1676
6.485,warmup,delayed,0.000,0.0000,-8.0517,1.2345,-0.0000,0.0000,-0.0130,8.1477,0.0000,-6.0736,1.2224,-0.0000,2.0000,-0.0130,8.1676
6.525,warmup,delayed,0.000,0.0000,-8.0517,1.2345,-0.0000,0.0000,-0.0130,8.1477,0.0000,-6.0483,1.2241,-0.0000,2.0000,-0.0130,8.1428
6.565,warmup,delayed,0.000,0.0000,-8.0500,1.2198,-0.0000,0.0000,-0.0130,8.1439,0.0000,-6.0483,1.2241,-0.0000,2.0000,-0.0130,8.1428
6.605,warmup,delayed,0.000,0.0000,-8.0500,1.2198,-0.0000,0.0000,-0.0130,8.1439,0.0000,-6.0483,1.2241,-0.0000,2.0000,-0.0130,8.1428
6.645,warmup,delayed,0.000,0.0000,-8.1352,1.2050,-0.0000,0.0000,-0.0130,8.2259,0.0000,-6.0894,1.2062,-0.0000,2.0000,-0.0130,8.1808
6.685,warmup,delayed,0.000,0.0000,-8.1352,1.2050,-0.0000,0.0000,-0.0130,8.2259,0.0000,-6.0894,1.2062,-0.0000,2.0000,-0.0130,8.1808
6.725,warmup,delayed,0.000,0.0000,-8.1352,1.2050,-0.0000,0.0000,-0.0130,8.2259,0.0000,-6.0767,1.1959,-0.0000,2.0000,-0.0130,8.1666
6.765,warmup,delayed,0.000,0.0000,-8.1249,1.2049,-0.0000,0.0000,-0.0130,8.2157,0.0000,-6.0767,1.1959,-0.0000,2.0000,-0.0130,8.1666
6.805,warmup,delayed,0.000,0.0000,-8.1249,1.2049,-0.0000,0.0000,-0.0130,8.2157,0.0000,-6.0767,1.1959,-0.0000,2.0000,-0.0130,8.1666
6.845,warmup,delayed,0.000,0.0000,-8.1153,1.1884,-0.0000,0.0000,-0.0130,8.2038,0.0000,-6.0739,1.2035,-0.0000,2.0000,-0.0130,8.1650
6.885,warmup,delayed,0.000,0.0000,-8.1153,1.1884,-0.0000,0.0000,-0.0130,8.2038,0.0000,-6.0739,1.2035,-0.0000,2.0000,-0.0130,8.1650
6.925,warmup,delayed,0.000,0.0000,-8.1153,1.1884,-0.0000,0.0000,-0.0130,8.2038,0.0000,-6.1149,1.1932,-0.0000,2.0000,-0.0130,8.2040
6.967,warmup,delayed,0.000,0.0000,-8.1253,1.1986,-0.0000,0.0000,-0.0130,8.2151,0.0000,-6.1149,1.1932,-0.0000,2.0000,-0.0130,8.2040
7.006,warmup,delayed,0.000,0.0000,-8.1253,1.1986,-0.0000,0.0000,-0.0130,8.2151,0.0000,-6.1149,1.1932,-0.0000,2.0000,-0.0130,8.2040
7.046,warmup,delayed,0.000,0.0000,-8.1688,1.1917,-0.0000,0.0000,-0.0130,8.2571,0.0000,-6.1432,1.1873,-0.0000,2.0000,-0.0130,8.2312
7.085,warmup,delayed,0.000,0.0000,-8.1688,1.1917,-0.0000,0.0000,-0.0130,8.2571,0.0000,-6.1432,1.1873,-0.0000,2.0000,-0.0130,8.2312
7.126,warmup,delayed,0.000,0.0000,-8.1688,1.1917,-0.0000,0.0000,-0.0130,8.2571,0.0000,-6.2515,1.1827,-0.0000,2.0000,-0.0130,8.3376
7.165,warmup,delayed,0.000,0.0000,-8.1841,1.1813,-0.0000,0.0000,-0.0130,8.2708,0.0000,-6.2515,1.1827,-0.0000,2.0000,-0.0130,8.3376
7.205,warmup,delayed,0.000,0.0000,-8.1841,1.1813,-0.0000,0.0000,-0.0130,8.2708,0.0000,-6.2515,1.1827,-0.0000,2.0000,-0.0130,8.3376
7.245,warmup,delayed,0.000,0.0000,-8.2118,1.1959,-0.0000,0.0000,-0.0130,8.3004,0.0000,-6.1848,1.1968,-0.0000,2.0000,-0.0130,8.2737
7.285,warmup,delayed,0.000,0.0000,-8.2118,1.1959,-0.0000,0.0000,-0.0130,8.3004,0.0000,-6.1848,1.1968,-0.0000,2.0000,-0.0130,8.2737
7.325,warmup,delayed,0.000,0.0000,-8.2118,1.1959,-0.0000,0.0000,-0.0130,8.3004,0.0000,-6.2196,1.1997,-0.0000,2.0000,-0.0130,8.3086
7.366,warmup,delayed,0.000,0.0000,-8.2381,1.1813,-0.0000,0.0000,-0.0130,8.3242,0.0000,-6.2196,1.1997,-0.0000,2.0000,-0.0130,8.3086
7.405,warmup,delayed,0.000,0.0000,-8.2381,1.1813,-0.0000,0.0000,-0.0130,8.3242,0.0000,-6.2196,1.1997,-0.0000,2.0000,-0.0130,8.3086
7.445,warmup,delayed,0.000,0.0000,-8.2198,1.1948,-0.0000,0.0000,-0.0130,8.3081,0.0000,-6.2747,1.1963,-0.0000,2.0000,-0.0130,8.3626
7.485,warmup,delayed,0.000,0.0000,-8.2198,1.1948,-0.0000,0.0000,-0.0130,8.3081,0.0000,-6.2747,1.1963,-0.0000,2.0000,-0.0130,8.3626
7.525,warmup,delayed,0.000,0.0000,-8.2198,1.1948,-0.0000,0.0000,-0.0130,8.3081,0.0000,-6.2046,1.2002,-0.0000,2.0000,-0.0130,8.2939
7.565,warmup,delayed,0.000,0.0000,-8.2495,1.1954,-0.0000,0.0000,-0.0130,8.3375,0.0000,-6.2046,1.2002,-0.0000,2.0000,-0.0130,8.2939
7.605,warmup,delayed,0.000,0.0000,-8.2495,1.1954,-0.0000,0.0000,-0.0130,8.3375,0.0000,-6.2046,1.2002,-0.0000,2.0000,-0.0130,8.2939
7.645,warmup,delayed,0.000,0.0000,-8.2432,1.2001,-0.0000,0.0000,-0.0130,8.3320,0.0000,-6.2774,1.2120,-0.0000,2.0000,-0.0130,8.3676
7.686,warmup,delayed,0.000,0.0000,-8.2432,1.2001,-0.0000,0.0000,-0.0130,8.3320,0.0000,-6.2774,1.2120,-0.0000,2.0000,-0.0130,8.3676
7.725,warmup,delayed,0.000,0.0000,-8.2432,1.2001,-0.0000,0.0000,-0.0130,8.3320,0.0000,-6.3158,1.1990,-0.0000,2.0000,-0.0130,8.4037
