t_s,num_ghosts,phase,px4_1_est_x,px4_1_est_y,px4_1_est_z,px4_1_gt_x,px4_1_gt_y,px4_1_gt_z,px4_1_error_m,px4_3_est_x,px4_3_est_y,px4_3_est_z,px4_3_gt_x,px4_3_gt_y,px4_3_gt_z,px4_3_error_m,px4_4_est_x,px4_4_est_y,px4_4_est_z,px4_4_gt_x,px4_4_gt_y,px4_4_gt_z,px4_4_error_m
43.763,3,attack,-0.0000,-0.0305,-0.4812,-0.0000,0.0000,-0.0130,0.4692,-0.0000,1.9506,-0.4823,-0.0000,2.0000,-0.0130,0.4719,-0.0000,2.9526,-0.4711,-0.0000,3.0000,-0.0130,0.4606
43.864,3,attack,-0.0000,-0.0224,-0.4879,-0.0000,0.0000,-0.0130,0.4754,-0.0000,1.9752,-0.4788,-0.0000,2.0000,-0.0130,0.4665,-0.0000,2.9643,-0.4719,-0.0000,3.0000,-0.0130,0.4603
43.963,3,attack,-0.0000,-0.0243,-0.4760,-0.0000,0.0000,-0.0130,0.4637,-0.0000,1.9899,-0.4741,-0.0000,2.0000,-0.0130,0.4612,-0.0000,2.9652,-0.4834,-0.0000,3.0000,-0.0130,0.4716
44.065,3,attack,-0.0000,-0.0889,-0.4685,-0.0000,0.0000,-0.0130,0.4641,-0.0000,1.9221,-0.4787,-0.0000,2.0000,-0.0130,0.4722,-0.0000,2.9404,-0.4828,-0.0000,3.0000,-0.0130,0.4736
44.163,3,attack,-0.0000,-0.0754,-0.4793,-0.0000,0.0000,-0.0130,0.4724,-0.0000,1.9868,-0.4763,-0.0000,2.0000,-0.0130,0.4634,-0.0000,2.9304,-0.4754,-0.0000,3.0000,-0.0130,0.4676
44.268,3,attack,-0.0000,-0.0907,-0.4886,-0.0000,0.0000,-0.0130,0.4842,-0.0000,1.9220,-0.4912,-0.0000,2.0000,-0.0130,0.4845,-0.0000,2.9329,-0.4755,-0.0000,3.0000,-0.0130,0.4673
44.362,3,attack,-0.0000,-0.0723,-0.4773,-0.0000,0.0000,-0.0130,0.4699,-0.0000,1.8708,-0.4839,-0.0000,2.0000,-0.0130,0.4884,-0.0000,2.8829,-0.4913,-0.0000,3.0000,-0.0130,0.4924
44.464,3,attack,-0.0000,-0.0926,-0.4753,-0.0000,0.0000,-0.0130,0.4715,-0.0000,1.8578,-0.4888,-0.0000,2.0000,-0.0130,0.4966,-0.0000,2.8645,-0.4870,-0.0000,3.0000,-0.0130,0.4930
44.566,3,attack,-0.0000,-0.1610,-0.4839,-0.0000,0.0000,-0.0130,0.4976,-0.0000,1.8723,-0.4971,-0.0000,2.0000,-0.0130,0.5006,-0.0000,2.8796,-0.5063,-0.0000,3.0000,-0.0130,0.5078
44.663,3,attack,-0.0000,-0.1432,-0.5037,-0.0000,0.0000,-0.0130,0.5112,-0.0000,1.8315,-0.5015,-0.0000,2.0000,-0.0130,0.5167,-0.0000,2.8504,-0.4970,-0.0000,3.0000,-0.0130,0.5066
44.763,3,attack,-0.0000,-0.1235,-0.4936,-0.0000,0.0000,-0.0130,0.4962,-0.0000,1.8322,-0.4867,-0.0000,2.0000,-0.0130,0.5025,-0.0000,2.8710,-0.4915,-0.0000,3.0000,-0.0130,0.4956
44.863,3,attack,-0.0000,-0.1303,-0.4888,-0.0000,0.0000,-0.0130,0.4933,-0.0000,1.8673,-0.4886,-0.0000,2.0000,-0.0130,0.4937,-0.0000,2.8676,-0.4850,-0.0000,3.0000,-0.0130,0.4902
44.963,3,attack,-0.0000,-0.0995,-0.4800,-0.0000,0.0000,-0.0130,0.4775,-0.0000,1.9109,-0.4685,-0.0000,2.0000,-0.0130,0.4641,-0.0000,2.9013,-0.4635,-0.0000,3.0000,-0.0130,0.4612
45.077,3,attack,-0.0000,-0.0976,-0.4448,-0.0000,0.0000,-0.0130,0.4427,-0.0000,1.8682,-0.4708,-0.0000,2.0000,-0.0130,0.4764,-0.0000,2.8930,-0.4675,-0.0000,3.0000,-0.0130,0.4670
45.164,3,attack,-0.0000,-0.0864,-0.4563,-0.0000,0.0000,-0.0130,0.4517,-0.0000,1.8478,-0.4633,-0.0000,2.0000,-0.0130,0.4753,-0.0000,2.8755,-0.4805,-0.0000,3.0000,-0.0130,0.4838
45.265,3,attack,-0.0000,-0.1096,-0.4508,-0.0000,0.0000,-0.0130,0.4513,-0.0000,1.8537,-0.4684,-0.0000,2.0000,-0.0130,0.4783,-0.0000,2.8956,-0.4547,-0.0000,3.0000,-0.0130,0.4539
45.363,3,attack,-0.0000,-0.1845,-0.4911,-0.0000,0.0000,-0.0130,0.5125,-0.0000,1.8407,-0.4509,-0.0000,2.0000,-0.0130,0.4660,-0.0000,2.8804,-0.4616,-0.0000,3.0000,-0.0130,0.4642
45.464,3,attack,-0.0000,-0.1960,-0.4921,-0.0000,0.0000,-0.0130,0.5176,-0.0000,1.7942,-0.4797,-0.0000,2.0000,-0.0130,0.5100,-0.0000,2.8374,-0.4748,-0.0000,3.0000,-0.0130,0.4896
45.563,3,attack,-0.0000,-0.1560,-0.4676,-0.0000,0.0000,-0.0130,0.4806,-0.0000,1.8349,-0.4826,-0.0000,2.0000,-0.0130,0.4977,-0.0000,2.8021,-0.4820,-0.0000,3.0000,-0.0130,0.5090
45.663,3,attack,-0.0000,-0.1965,-0.4847,-0.0000,0.0000,-0.0130,0.5110,-0.0000,1.7956,-0.4796,-0.0000,2.0000,-0.0130,0.5094,-0.0000,2.7867,-0.4776,-0.0000,3.0000,-0.0130,0.5112
45.763,3,attack,-0.0000,-0.2271,-0.4764,-0.0000,0.0000,-0.0130,0.5161,-0.0000,1.8048,-0.4727,-0.0000,2.0000,-0.0130,0.4995,-0.0000,2.7776,-0.4747,-0.0000,3.0000,-0.0130,0.5125
45.863,3,attack,-0.0000,-0.2568,-0.4798,-0.0000,0.0000,-0.0130,0.5328,-0.0000,1.7081,-0.4807,-0.0000,2.0000,-0.0130,0.5513,-0.0000,2.7552,-0.4816,-0.0000,3.0000,-0.0130,0.5286
45.964,3,attack,-0.0000,-0.2550,-0.4769,-0.0000,0.0000,-0.0130,0.5294,-0.0000,1.7428,-0.4786,-0.0000,2.0000,-0.0130,0.5320,-0.0000,2.7528,-0.4876,-0.0000,3.0000,-0.0130,0.5351
46.071,3,attack,-0.0000,-0.1996,-0.4733,-0.0000,0.0000,-0.0130,0.5017,-0.0000,1.7897,-0.4763,-0.0000,2.0000,-0.0130,0.5088,-0.0000,2.7832,-0.4766,-0.0000,3.0000,-0.0130,0.5118
46.172,3,attack,-0.0000,-0.2171,-0.4802,-0.0000,0.0000,-0.0130,0.5152,-0.0000,1.7604,-0.4877,-0.0000,2.0000,-0.0130,0.5317,-0.0000,2.7672,-0.4882,-0.0000,3.0000,-0.0130,0.5292
46.264,3,attack,-0.0000,-0.2466,-0.4933,-0.0000,0.0000,-0.0130,0.5399,-0.0000,1.7695,-0.4933,-0.0000,2.0000,-0.0130,0.5327,-0.0000,2.7821,-0.4946,-0.0000,3.0000,-0.0130,0.5286
46.363,3,attack,-0.0000,-0.2244,-0.5111,-0.0000,0.0000,-0.0130,0.5463,-0.0000,1.7697,-0.5068,-0.0000,2.0000,-0.0130,0.5449,-0.0000,2.7446,-0.5178,-0.0000,3.0000,-0.0130,0.5657
46.463,3,attack,-0.0000,-0.2348,-0.5142,-0.0000,0.0000,-0.0130,0.5534,-0.0000,1.7570,-0.5015,-0.0000,2.0000,-0.0130,0.5456,-0.0000,2.7840,-0.5021,-0.0000,3.0000,-0.0130,0.5347
46.569,3,attack,-0.0000,-0.2022,-0.5017,-0.0000,0.0000,-0.0130,0.5289,-0.0000,1.7612,-0.5157,-0.0000,2.0000,-0.0130,0.5566,-0.0000,2.7788,-0.5000,-0.0000,3.0000,-0.0130,0.5349
46.671,3,attack,-0.0000,-0.2410,-0.4939,-0.0000,0.0000,-0.0130,0.5379,-0.0000,1.7330,-0.5044,-0.0000,2.0000,-0.0130,0.5592,-0.0000,2.7837,-0.4985,-0.0000,3.0000,-0.0130,0.5315
46.763,3,attack,-0.0000,-0.3055,-0.4977,-0.0000,0.0000,-0.0130,0.5729,-0.0000,1.7468,-0.5089,-0.0000,2.0000,-0.0130,0.5568,-0.0000,2.7195,-0.5016,-0.0000,3.0000,-0.0130,0.5634
46.864,3,attack,-0.0000,-0.2758,-0.5101,-0.0000,0.0000,-0.0130,0.5685,-0.0000,1.7127,-0.5159,-0.0000,2.0000,-0.0130,0.5792,-0.0000,2.6961,-0.5237,-0.0000,3.0000,-0.0130,0.5943
46.965,3,attack,-0.0000,-0.2364,-0.5242,-0.0000,0.0000,-0.0130,0.5632,-0.0000,1.6816,-0.5309,-0.0000,2.0000,-0.0130,0.6079,-0.0000,2.7547,-0.5227,-0.0000,3.0000,-0.0130,0.5657
47.064,3,attack,-0.0000,-0.2871,-0.5103,-0.0000,0.0000,-0.0130,0.5742,-0.0000,1.7158,-0.5227,-0.0000,2.0000,-0.0130,0.5836,-0.0000,2.7075,-0.5169,-0.0000,3.0000,-0.0130,0.5827
47.165,3,attack,-0.0000,-0.2871,-0.5494,-0.0000,0.0000,-0.0130,0.6083,-0.0000,1.7462,-0.5426,-0.0000,2.0000,-0.0130,0.5873,-0.0000,2.7755,-0.5331,-0.0000,3.0000,-0.0130,0.5664
47.262,3,attack,-0.0000,-0.2513,-0.5443,-0.0000,0.0000,-0.0130,0.5877,-0.0000,1.7204,-0.5450,-0.0000,2.0000,-0.0130,0.6010,-0.0000,2.7341,-0.5517,-0.0000,3.0000,-0.0130,0.6007
47.363,3,attack,-0.0000,-0.3113,-0.5428,-0.0000,0.0000,-0.0130,0.6145,-0.0000,1.7184,-0.5439,-0.0000,2.0000,-0.0130,0.6010,-0.0000,2.7105,-0.5367,-0.0000,3.0000,-0.0130,0.5984
47.463,3,attack,-0.0000,-0.2654,-0.5480,-0.0000,0.0000,-0.0130,0.5972,-0.0000,1.7305,-0.5442,-0.0000,2.0000,-0.0130,0.5956,-0.0000,2.7116,-0.5477,-0.0000,3.0000,-0.0130,0.6075
47.565,3,attack,-0.0000,-0.3135,-0.5493,-0.0000,0.0000,-0.0130,0.6213,-0.0000,1.7280,-0.5546,-0.0000,2.0000,-0.0130,0.6060,-0.0000,2.7098,-0.5505,-0.0000,3.0000,-0.0130,0.6108
47.663,3,attack,-0.0000,-0.2647,-0.5457,-0.0000,0.0000,-0.0130,0.5948,-0.0000,1.7622,-0.5471,-0.0000,2.0000,-0.0130,0.5847,-0.0000,2.7425,-0.5425,-0.0000,3.0000,-0.0130,0.5888
47.768,3,attack,-0.0000,-0.3175,-0.5291,-0.0000,0.0000,-0.0130,0.6060,-0.0000,1.7190,-0.5282,-0.0000,2.0000,-0.0130,0.5868,-0.0000,2.7337,-0.5157,-0.0000,3.0000,-0.0130,0.5689
47.869,3,attack,-0.0000,-0.2813,-0.5184,-0.0000,0.0000,-0.0130,0.5784,-0.0000,1.7380,-0.5122,-0.0000,2.0000,-0.0130,0.5637,-0.0000,2.6955,-0.5336,-0.0000,3.0000,-0.0130,0.6031
47.965,3,attack,-0.0000,-0.3176,-0.5498,-0.0000,0.0000,-0.0130,0.6237,-0.0000,1.7132,-0.5414,-0.0000,2.0000,-0.0130,0.6012,-0.0000,2.7414,-0.5425,-0.0000,3.0000,-0.0130,0.5893
48.070,3,attack,-0.0000,-0.2943,-0.5520,-0.0000,0.0000,-0.0130,0.6141,-0.0000,1.6840,-0.5289,-0.0000,2.0000,-0.0130,0.6050,-0.0000,2.6754,-0.5371,-0.0000,3.0000,-0.0130,0.6165
48.163,3,attack,-0.0000,-0.2911,-0.5253,-0.0000,0.0000,-0.0130,0.5892,-0.0000,1.6904,-0.5203,-0.0000,2.0000,-0.0130,0.5943,-0.0000,2.7126,-0.5172,-0.0000,3.0000,-0.0130,0.5803
48.265,3,attack,-0.0000,-0.3129,-0.5359,-0.0000,0.0000,-0.0130,0.6093,-0.0000,1.7828,-0.5131,-0.0000,2.0000,-0.0130,0.5452,-0.0000,2.7050,-0.5099,-0.0000,3.0000,-0.0130,0.5779
48.362,3,attack,-0.0000,-0.2794,-0.4990,-0.0000,0.0000,-0.0130,0.5606,-0.0000,1.7657,-0.4996,-0.0000,2.0000,-0.0130,0.5401,-0.0000,2.7630,-0.4967,-0.0000,3.0000,-0.0130,0.5386
48.463,3,attack,-0.0000,-0.1628,-0.4989,-0.0000,0.0000,-0.0130,0.5125,-0.0000,1.7681,-0.5080,-0.0000,2.0000,-0.0130,0.5466,-0.0000,2.7839,-0.4949,-0.0000,3.0000,-0.0130,0.5282
48.565,3,attack,-0.0000,-0.1990,-0.4934,-0.0000,0.0000,-0.0130,0.5200,-0.0000,1.7732,-0.5081,-0.0000,2.0000,-0.0130,0.5446,-0.0000,2.7457,-0.5096,-0.0000,3.0000,-0.0130,0.5579
48.665,3,attack,-0.0000,-0.1616,-0.5182,-0.0000,0.0000,-0.0130,0.5304,-0.0000,1.7632,-0.5169,-0.0000,2.0000,-0.0130,0.5568,-0.0000,2.9024,-0.5279,-0.0000,3.0000,-0.0130,0.5240
48.763,3,attack,-0.0000,-0.1559,-0.5266,-0.0000,0.0000,-0.0130,0.5368,-0.0000,1.8540,-0.5249,-0.0000,2.0000,-0.0130,0.5323,-0.0000,2.8365,-0.5177,-0.0000,3.0000,-0.0130,0.5305
48.863,3,attack,-0.0000,-0.1196,-0.5176,-0.0000,0.0000,-0.0130,0.5186,-0.0000,1.9075,-0.5330,-0.0000,2.0000,-0.0130,0.5282,-0.0000,2.8570,-0.5130,-0.0000,3.0000,-0.0130,0.5200
48.963,3,attack,-0.0000,-0.1027,-0.5384,-0.0000,0.0000,-0.0130,0.5353,-0.0000,1.9152,-0.5314,-0.0000,2.0000,-0.0130,0.5253,-0.0000,2.8950,-0.5246,-0.0000,3.0000,-0.0130,0.5222
49.077,3,attack,-0.0000,-0.0738,-0.5247,-0.0000,0.0000,-0.0130,0.5170,-0.0000,1.8840,-0.5170,-0.0000,2.0000,-0.0130,0.5172,-0.0000,2.9216,-0.5278,-0.0000,3.0000,-0.0130,0.5207
49.164,3,attack,-0.0000,-0.1691,-0.5090,-0.0000,0.0000,-0.0130,0.5241,-0.0000,1.8642,-0.5035,-0.0000,2.0000,-0.0130,0.5089,-0.0000,2.8595,-0.5106,-0.0000,3.0000,-0.0130,0.5170
49.263,3,attack,-0.0000,-0.1335,-0.5205,-0.0000,0.0000,-0.0130,0.5248,-0.0000,1.8531,-0.5265,-0.0000,2.0000,-0.0130,0.5340,-0.0000,2.9122,-0.5175,-0.0000,3.0000,-0.0130,0.5121
49.363,3,attack,-0.0000,-0.1352,-0.5319,-0.0000,0.0000,-0.0130,0.5363,-0.0000,1.8671,-0.5348,-0.0000,2.0000,-0.0130,0.5385,-0.0000,2.8591,-0.5255,-0.0000,3.0000,-0.0130,0.5315
49.463,3,attack,-0.0000,-0.1289,-0.5132,-0.0000,0.0000,-0.0130,0.5165,-0.0000,1.8932,-0.5113,-0.0000,2.0000,-0.0130,0.5096,-0.0000,2.8811,-0.5192,-0.0000,3.0000,-0.0130,0.5199
49.564,3,attack,-0.0000,-0.1486,-0.5129,-0.0000,0.0000,-0.0130,0.5215,-0.0000,1.8616,-0.5014,-0.0000,2.0000,-0.0130,0.5077,-0.0000,2.8412,-0.5083,-0.0000,3.0000,-0.0130,0.5202
49.667,3,attack,-0.0000,-0.2005,-0.5135,-0.0000,0.0000,-0.0130,0.5392,-0.0000,1.8371,-0.4990,-0.0000,2.0000,-0.0130,0.5126,-0.0000,2.7982,-0.4906,-0.0000,3.0000,-0.0130,0.5184
49.774,3,attack,-0.0000,-0.1459,-0.5004,-0.0000,0.0000,-0.0130,0.5088,-0.0000,1.8371,-0.4990,-0.0000,2.0000,-0.0130,0.5126,-0.0000,2.8593,-0.5117,-0.0000,3.0000,-0.0130,0.5181
49.880,3,attack,-0.0000,-0.1404,-0.5051,-0.0000,0.0000,-0.0130,0.5118,-0.0000,1.8337,-0.4868,-0.0000,2.0000,-0.0130,0.5021,-0.0000,2.8244,-0.5007,-0.0000,3.0000,-0.0130,0.5184
49.973,3,attack,-0.0000,-0.1537,-0.4949,-0.0000,0.0000,-0.0130,0.5058,-0.0000,1.8648,-0.5025,-0.0000,2.0000,-0.0130,0.5078,-0.0000,2.8657,-0.4836,-0.0000,3.0000,-0.0130,0.4894
50.064,3,attack,-0.0000,-0.1869,-0.4788,-0.0000,0.0000,-0.0130,0.5019,-0.0000,1.8089,-0.4872,-0.0000,2.0000,-0.0130,0.5112,-0.0000,2.8531,-0.4957,-0.0000,3.0000,-0.0130,0.5046
50.171,3,attack,-0.0000,-0.1640,-0.4871,-0.0000,0.0000,-0.0130,0.5016,-0.0000,1.8621,-0.4869,-0.0000,2.0000,-0.0130,0.4935,-0.0000,2.9228,-0.4991,-0.0000,3.0000,-0.0130,0.4922
50.264,3,attack,-0.0000,-0.1175,-0.4773,-0.0000,0.0000,-0.0130,0.4789,-0.0000,1.8370,-0.4800,-0.0000,2.0000,-0.0130,0.4947,-0.0000,2.8816,-0.4808,-0.0000,3.0000,-0.0130,0.4826
50.362,3,attack,-0.0000,-0.1214,-0.4498,-0.0000,0.0000,-0.0130,0.4534,-0.0000,1.9236,-0.4792,-0.0000,2.0000,-0.0130,0.4725,-0.0000,2.8929,-0.4889,-0.0000,3.0000,-0.0130,0.4878
50.466,3,attack,-0.0000,-0.0982,-0.5103,-0.0000,0.0000,-0.0130,0.5069,-0.0000,1.9201,-0.5064,-0.0000,2.0000,-0.0130,0.4998,-0.0000,2.9170,-0.5152,-0.0000,3.0000,-0.0130,0.5090
50.566,3,attack,-0.0000,-0.0918,-0.5005,-0.0000,0.0000,-0.0130,0.4960,-0.0000,1.8954,-0.4980,-0.0000,2.0000,-0.0130,0.4962,-0.0000,2.8706,-0.5180,-0.0000,3.0000,-0.0130,0.5213
50.665,3,attack,-0.0000,-0.1616,-0.5049,-0.0000,0.0000,-0.0130,0.5178,-0.0000,1.9161,-0.4800,-0.0000,2.0000,-0.0130,0.4744,-0.0000,2.9181,-0.4926,-0.0000,3.0000,-0.0130,0.4865
50.762,3,attack,-0.0000,-0.1258,-0.5044,-0.0000,0.0000,-0.0130,0.5072,-0.0000,1.8746,-0.5057,-0.0000,2.0000,-0.0130,0.5084,-0.0000,2.9322,-0.4973,-0.0000,3.0000,-0.0130,0.4890
50.863,3,attack,-0.0000,-0.0688,-0.4810,-0.0000,0.0000,-0.0130,0.4730,-0.0000,1.8989,-0.4790,-0.0000,2.0000,-0.0130,0.4768,-0.0000,2.9463,-0.4847,-0.0000,3.0000,-0.0130,0.4748
50.963,3,attack,-0.0000,-0.0979,-0.4891,-0.0000,0.0000,-0.0130,0.4861,-0.0000,1.8751,-0.4795,-0.0000,2.0000,-0.0130,0.4829,-0.0000,2.8850,-0.4768,-0.0000,3.0000,-0.0130,0.4779
51.066,3,attack,-0.0000,-0.1236,-0.4825,-0.0000,0.0000,-0.0130,0.4856,-0.0000,1.8767,-0.4830,-0.0000,2.0000,-0.0130,0.4859,-0.0000,2.8689,-0.4990,-0.0000,3.0000,-0.0130,0.5034
51.164,3,attack,-0.0000,-0.1585,-0.5075,-0.0000,0.0000,-0.0130,0.5193,-0.0000,1.8413,-0.5253,-0.0000,2.0000,-0.0130,0.5363,-0.0000,2.8835,-0.5166,-0.0000,3.0000,-0.0130,0.5169
51.264,3,attack,-0.0000,-0.0906,-0.5104,-0.0000,0.0000,-0.0130,0.5056,-0.0000,1.8583,-0.5211,-0.0000,2.0000,-0.0130,0.5275,-0.0000,2.8571,-0.5162,-0.0000,3.0000,-0.0130,0.5231
51.364,3,attack,-0.0000,-0.1956,-0.5236,-0.0000,0.0000,-0.0130,0.5468,-0.0000,1.8466,-0.5406,-0.0000,2.0000,-0.0130,0.5495,-0.0000,2.8550,-0.5173,-0.0000,3.0000,-0.0130,0.5247
51.463,3,attack,-0.0000,-0.0935,-0.5241,-0.0000,0.0000,-0.0130,0.5196,-0.0000,1.8272,-0.5161,-0.0000,2.0000,-0.0130,0.5320,-0.0000,2.8529,-0.5094,-0.0000,3.0000,-0.0130,0.5177
51.565,3,attack,-0.0000,-0.1596,-0.5298,-0.0000,0.0000,-0.0130,0.5409,-0.0000,1.8305,-0.5118,-0.0000,2.0000,-0.0130,0.5268,-0.0000,2.8708,-0.5123,-0.0000,3.0000,-0.0130,0.5157
51.663,3,attack,-0.0000,-0.1505,-0.5239,-0.0000,0.0000,-0.0130,0.5326,-0.0000,1.8499,-0.5155,-0.0000,2.0000,-0.0130,0.5245,-0.0000,2.8236,-0.5191,-0.0000,3.0000,-0.0130,0.5360
51.763,3,attack,-0.0000,-0.1123,-0.4786,-0.0000,0.0000,-0.0130,0.4790,-0.0000,1.8908,-0.5092,-0.0000,2.0000,-0.0130,0.5081,-0.0000,2.8453,-0.5149,-0.0000,3.0000,-0.0130,0.5252
51.862,3,attack,-0.0000,-0.1187,-0.5116,-0.0000,0.0000,-0.0130,0.5125,-0.0000,1.8853,-0.5083,-0.0000,2.0000,-0.0130,0.5084,-0.0000,2.9120,-0.5151,-0.0000,3.0000,-0.0130,0.5098
51.962,3,attack,-0.0000,-0.1231,-0.4887,-0.0000,0.0000,-0.0130,0.4914,-0.0000,1.9142,-0.4952,-0.0000,2.0000,-0.0130,0.4898,-0.0000,2.9097,-0.4952,-0.0000,3.0000,-0.0130,0.4905
52.066,3,attack,-0.0000,-0.0322,-0.4876,-0.0000,0.0000,-0.0130,0.4757,-0.0000,1.9477,-0.4886,-0.0000,2.0000,-0.0130,0.4785,-0.0000,2.9151,-0.4835,-0.0000,3.0000,-0.0130,0.4781
52.163,3,attack,-0.0000,-0.0604,-0.4884,-0.0000,0.0000,-0.0130,0.4792,-0.0000,1.9171,-0.4662,-0.0000,2.0000,-0.0130,0.4608,-0.0000,2.9109,-0.4629,-0.0000,3.0000,-0.0130,0.4587
52.264,3,attack,-0.0000,-0.0650,-0.4264,-0.0000,0.0000,-0.0130,0.4185,-0.0000,1.9606,-0.4411,-0.0000,2.0000,-0.0130,0.4299,-0.0000,2.9311,-0.4409,-0.0000,3.0000,-0.0130,0.4334
52.368,3,attack,-0.0000,-0.0865,-0.4567,-0.0000,0.0000,-0.0130,0.4520,-0.0000,1.9225,-0.4446,-0.0000,2.0000,-0.0130,0.4385,-0.0000,2.9796,-0.4486,-0.0000,3.0000,-0.0130,0.4360
52.466,3,attack,-0.0000,-0.0707,-0.4395,-0.0000,0.0000,-0.0130,0.4323,-0.0000,2.0137,-0.4385,-0.0000,2.0000,-0.0130,0.4257,-0.0000,2.9563,-0.4494,-0.0000,3.0000,-0.0130,0.4386
52.564,3,attack,-0.0000,0.0102,-0.4083,-0.0000,0.0000,-0.0130,0.3954,-0.0000,2.0343,-0.4349,-0.0000,2.0000,-0.0130,0.4233,-0.0000,3.0253,-0.4299,-0.0000,3.0000,-0.0130,0.4177
52.663,3,attack,-0.0000,0.0554,-0.4238,-0.0000,0.0000,-0.0130,0.4145,-0.0000,2.0480,-0.4216,-0.0000,2.0000,-0.0130,0.4114,-0.0000,3.0422,-0.4325,-0.0000,3.0000,-0.0130,0.4216
52.763,3,attack,-0.0000,0.0265,-0.4476,-0.0000,0.0000,-0.0130,0.4354,-0.0000,2.0373,-0.4259,-0.0000,2.0000,-0.0130,0.4146,-0.0000,3.0564,-0.4372,-0.0000,3.0000,-0.0130,0.4279
52.862,3,attack,-0.0000,0.0252,-0.4225,-0.0000,0.0000,-0.0130,0.4102,-0.0000,2.0604,-0.4278,-0.0000,2.0000,-0.0130,0.4192,-0.0000,3.0570,-0.4241,-0.0000,3.0000,-0.0130,0.4151
52.965,3,attack,-0.0000,0.0352,-0.4078,-0.0000,0.0000,-0.0130,0.3964,-0.0000,2.0345,-0.4133,-0.0000,2.0000,-0.0130,0.4018,-0.0000,3.0425,-0.4031,-0.0000,3.0000,-0.0130,0.3924
53.063,3,attack,-0.0000,0.0384,-0.4035,-0.0000,0.0000,-0.0130,0.3924,-0.0000,2.0089,-0.4007,-0.0000,2.0000,-0.0130,0.3878,-0.0000,3.0445,-0.4019,-0.0000,3.0000,-0.0130,0.3914
53.165,3,attack,-0.0000,0.0515,-0.4103,-0.0000,0.0000,-0.0130,0.4006,-0.0000,2.0613,-0.4026,-0.0000,2.0000,-0.0130,0.3944,-0.0000,3.0212,-0.4034,-0.0000,3.0000,-0.0130,0.3910
53.264,3,attack,-0.0000,0.0700,-0.4080,-0.0000,0.0000,-0.0130,0.4011,-0.0000,2.0728,-0.3984,-0.0000,2.0000,-0.0130,0.3922,-0.0000,3.0666,-0.4117,-0.0000,3.0000,-0.0130,0.4042
53.363,3,attack,-0.0000,0.0847,-0.4119,-0.0000,0.0000,-0.0130,0.4078,-0.0000,2.1035,-0.4065,-0.0000,2.0000,-0.0130,0.4069,-0.0000,3.1020,-0.4040,-0.0000,3.0000,-0.0130,0.4041
53.463,3,attack,-0.0000,0.0955,-0.4070,-0.0000,0.0000,-0.0130,0.4054,-0.0000,2.1129,-0.4025,-0.0000,2.0000,-0.0130,0.4056,-0.0000,3.1349,-0.4017,-0.0000,3.0000,-0.0130,0.4114
53.564,3,attack,-0.0000,0.1261,-0.3930,-0.0000,0.0000,-0.0130,0.4004,-0.0000,2.0664,-0.4049,-0.0000,2.0000,-0.0130,0.3975,-0.0000,3.0880,-0.4146,-0.0000,3.0000,-0.0130,0.4111
53.663,3,attack,-0.0000,0.0465,-0.4166,-0.0000,0.0000,-0.0130,0.4063,-0.0000,2.0699,-0.4029,-0.0000,2.0000,-0.0130,0.3961,-0.0000,3.0967,-0.4168,-0.0000,3.0000,-0.0130,0.4152
53.764,3,attack,-0.0000,0.0798,-0.3837,-0.0000,0.0000,-0.0130,0.3792,-0.0000,2.0755,-0.3927,-0.0000,2.0000,-0.0130,0.3871,-0.0000,3.0782,-0.3988,-0.0000,3.0000,-0.0130,0.3936
53.863,3,attack,-0.0000,0.0654,-0.4080,-0.0000,0.0000,-0.0130,0.4004,-0.0000,2.1018,-0.4148,-0.0000,2.0000,-0.0130,0.4145,-0.0000,3.0785,-0.4123,-0.0000,3.0000,-0.0130,0.4069
53.963,3,attack,-0.0000,0.1218,-0.4196,-0.0000,0.0000,-0.0130,0.4245,-0.0000,2.1211,-0.4113,-0.0000,2.0000,-0.0130,0.4163,-0.0000,3.1149,-0.4178,-0.0000,3.0000,-0.0130,0.4209
54.065,3,attack,-0.0000,0.1291,-0.4129,-0.0000,0.0000,-0.0130,0.4202,-0.0000,2.1470,-0.4124,-0.0000,2.0000,-0.0130,0.4255,-0.0000,3.0837,-0.4101,-0.0000,3.0000,-0.0130,0.4058
54.164,3,attack,-0.0000,0.1370,-0.4256,-0.0000,0.0000,-0.0130,0.4348,-0.0000,2.1256,-0.4057,-0.0000,2.0000,-0.0130,0.4123,-0.0000,3.1680,-0.4114,-0.0000,3.0000,-0.0130,0.4324
54.263,3,attack,-0.0000,0.1219,-0.4157,-0.0000,0.0000,-0.0130,0.4208,-0.0000,2.1357,-0.4075,-0.0000,2.0000,-0.0130,0.4172,-0.0000,3.1200,-0.4056,-0.0000,3.0000,-0.0130,0.4105
54.364,3,attack,-0.0000,0.0982,-0.4150,-0.0000,0.0000,-0.0130,0.4138,-0.0000,2.1126,-0.4119,-0.0000,2.0000,-0.0130,0.4145,-0.0000,3.0892,-0.4116,-0.0000,3.0000,-0.0130,0.4084
54.464,3,attack,-0.0000,0.0759,-0.4226,-0.0000,0.0000,-0.0130,0.4166,-0.0000,2.0955,-0.4118,-0.0000,2.0000,-0.0130,0.4100,-0.0000,3.1050,-0.4150,-0.0000,3.0000,-0.0130,0.4155
