t_sec,x,y,z,solve_ms,n_zero_weights
3.380,4.0237,0.0200,0.0793,2.610,3
8.890,4.0237,0.0200,0.0793,2.689,3
14.400,3.9558,0.0382,-0.0186,2.113,0
19.908,3.9784,0.0053,-0.0763,1.828,0
25.417,3.9793,0.0425,-0.0521,3.115,0
30.929,4.0043,-0.0102,-0.0636,2.197,0
36.439,3.9804,0.0222,-0.0346,3.782,0
41.946,3.9687,0.0501,-0.0744,2.646,0
47.463,3.9977,0.0397,-0.0579,2.939,0
52.969,3.9439,0.0007,-0.0400,4.196,0
58.477,3.9880,0.0124,-0.0608,2.152,0
63.991,3.9288,-0.0551,-0.0400,3.363,0
69.496,3.9333,-0.0025,-0.0290,3.366,0
75.001,3.9680,0.0062,-0.0977,1.919,0
80.503,3.9538,0.0575,-0.0029,3.205,0
86.014,3.9489,0.0487,-0.0789,2.450,0
91.523,3.9522,0.0687,-0.0278,2.747,0
97.039,3.9780,0.0468,-0.0540,3.715,0
108.061,4.0049,0.0069,-0.0695,2.872,0
113.578,3.9418,0.0299,-0.0345,3.468,0
119.090,3.9603,-0.0113,-0.0414,2.176,0
124.595,3.9898,0.0642,-0.0504,2.951,0
130.108,3.9671,0.0567,-0.0511,3.217,0
135.610,3.9587,0.0200,-0.0318,2.969,0
