t_sec,x,y,z,solve_ms,n_passed_gate,n_rejected_gate,trace_P
1.202,3.9784,2.0234,4.8200,0.940,3,1,0.056525
1.302,3.9914,2.0378,4.8538,0.781,3,1,0.023475
1.402,3.9924,2.0339,4.8579,0.742,3,1,0.014912
1.502,4.0039,2.0296,4.8655,0.557,3,1,0.011021
1.602,4.0083,2.0352,4.8634,0.621,3,1,0.008824
1.702,4.0134,2.0371,4.8631,0.558,3,1,0.007429
1.802,4.0149,2.0294,4.8613,1.033,3,1,0.006477
1.902,4.0161,2.0267,4.8648,0.628,3,1,0.005795
2.001,4.0153,2.0190,4.8665,0.415,3,1,0.005289
2.102,4.0212,2.0205,4.8670,0.619,3,1,0.004904
2.202,4.0207,2.0211,4.8646,0.567,3,1,0.004605
2.302,4.0217,2.0182,4.8638,0.755,3,1,0.004369
2.402,4.0232,2.0188,4.8648,0.806,3,1,0.004181
2.502,4.0243,2.0174,4.8631,0.624,3,1,0.004030
2.602,4.0210,2.0102,4.8649,0.714,3,1,0.003907
2.702,4.0248,2.0103,4.8641,0.787,3,1,0.003807
2.802,4.0216,2.0067,4.8645,0.674,3,1,0.003724
2.901,4.0202,2.0067,4.8677,0.590,3,1,0.003656
3.001,4.0192,2.0078,4.8698,0.435,3,1,0.003600
3.102,4.0169,2.0076,4.8705,0.398,3,1,0.003554
3.202,4.0124,2.0040,4.8730,0.748,3,1,0.003515
3.302,4.0122,2.0020,4.8745,0.522,3,1,0.003483
3.402,4.0111,1.9984,4.8728,0.598,3,1,0.003456
3.503,4.0097,1.9957,4.8730,0.817,3,1,0.003434
3.602,4.0067,1.9910,4.8734,0.406,3,1,0.003415
3.702,4.0063,1.9894,4.8729,0.562,3,1,0.003399
3.802,4.0061,1.9877,4.8705,0.585,3,1,0.003386
3.902,4.0048,1.9851,4.8686,0.622,3,1,0.003375
4.002,4.0050,1.9819,4.8679,0.524,3,1,0.003366
4.101,4.0045,1.9827,4.8661,0.373,3,1,0.003358
4.202,4.0055,1.9815,4.8653,0.540,3,1,0.003352
4.301,4.0056,1.9795,4.8658,0.370,3,1,0.003346
4.401,4.0041,1.9772,4.8630,0.493,3,1,0.003342
4.502,4.0076,1.9802,4.8621,0.363,3,1,0.003338
4.602,4.0093,1.9801,4.8602,0.624,3,1,0.003334
4.701,4.0115,1.9820,4.8604,0.413,3,1,0.003332
4.802,4.0139,1.9850,4.8615,0.707,3,1,0.003329
4.902,4.0124,1.9861,4.8612,0.436,3,1,0.003327
5.002,4.0144,1.9876,4.8604,0.686,3,1,0.003326
5.101,4.0179,1.9893,4.8601,0.361,3,1,0.003325
5.202,4.0215,1.9945,4.8582,0.623,3,1,0.003323
5.302,4.0199,1.9965,4.8543,0.596,3,1,0.003322
5.402,4.0212,1.9976,4.8547,0.622,3,1,0.003322
5.502,4.0217,2.0001,4.8520,0.608,3,1,0.003321
5.602,4.0229,1.9986,4.8516,0.618,3,1,0.003320
5.702,4.0222,1.9979,4.8530,0.539,3,1,0.003320
5.802,4.0235,1.9998,4.8523,0.623,3,1,0.003319
5.902,4.0192,1.9965,4.8528,0.797,3,1,0.003319
6.002,4.0169,1.9950,4.8529,1.020,3,1,0.003319
6.104,4.0163,1.9943,4.8512,0.629,3,1,0.003319
6.202,4.0176,1.9967,4.8523,0.800,3,1,0.003318
6.302,4.0174,1.9975,4.8524,0.424,3,1,0.003318
6.402,4.0189,2.0001,4.8514,0.599,3,1,0.003318
6.502,4.0189,1.9982,4.8519,0.572,3,1,0.003318
6.602,4.0186,1.9974,4.8518,0.715,3,1,0.003318
6.701,4.0188,1.9992,4.8523,0.695,3,1,0.003318
6.802,4.0173,1.9972,4.8547,0.831,3,1,0.003318
6.901,4.0148,1.9952,4.8538,0.571,3,1,0.003318
7.002,4.0152,1.9962,4.8547,0.465,3,1,0.003318
7.102,4.0152,1.9943,4.8540,0.775,3,1,0.003318
7.202,4.0151,1.9967,4.8521,0.554,3,1,0.003318
7.302,4.0159,1.9953,4.8509,0.761,3,1,0.003318
7.402,4.0165,1.9961,4.8505,0.525,3,1,0.003317
7.502,4.0154,1.9931,4.8518,0.588,3,1,0.003317
7.602,4.0169,1.9942,4.8522,0.650,3,1,0.003317
7.702,4.0212,1.9951,4.8515,0.738,3,1,0.003317
7.802,4.0217,1.9943,4.8519,0.659,3,1,0.003317
7.902,4.0237,1.9942,4.8521,0.717,3,1,0.003317
8.002,4.0273,1.9974,4.8517,0.636,3,1,0.003317
8.102,4.0252,1.9995,4.8500,0.731,3,1,0.003317
8.202,4.0249,1.9994,4.8483,0.579,3,1,0.003317
8.301,4.0233,1.9981,4.8468,0.341,3,1,0.003317
8.402,4.0243,1.9997,4.8469,0.797,3,1,0.003317
8.502,4.0268,2.0037,4.8475,0.617,3,1,0.003317
8.602,4.0293,2.0045,4.8461,0.400,3,1,0.003317
8.703,4.0286,2.0041,4.8442,0.573,3,1,0.003317
8.802,4.0290,2.0051,4.8440,0.779,3,1,0.003317
8.902,4.0306,2.0062,4.8441,0.642,3,1,0.003317
9.002,4.0300,2.0086,4.8448,0.943,3,1,0.003317
9.102,4.0305,2.0118,4.8455,0.796,3,1,0.003317
9.202,4.0334,2.0155,4.8439,0.666,3,1,0.003317
9.302,4.0334,2.0155,4.8448,0.942,3,1,0.003317
9.402,4.0354,2.0177,4.8453,0.601,3,1,0.003317
9.502,4.0351,2.0172,4.8459,0.802,3,1,0.003317
9.602,4.0353,2.0158,4.8444,0.606,3,1,0.003317
9.702,4.0365,2.0162,4.8438,0.363,3,1,0.003317
9.802,4.0368,2.0153,4.8439,0.705,3,1,0.003317
9.902,4.0373,2.0181,4.8421,0.392,3,1,0.003317
10.002,4.0339,2.0169,4.8414,0.547,3,1,0.003317
10.102,4.0311,2.0136,4.8419,0.575,3,1,0.003317
10.202,4.0290,2.0134,4.8419,0.436,3,1,0.003317
