t_sec,x,y,z,solve_ms,n_zero_weights
18.824,4.0475,2.0379,-0.1411,3.299,0
24.328,4.0180,1.9884,-0.1625,2.261,0
29.843,4.0409,2.0382,-0.1475,2.285,0
35.358,4.0115,1.9834,-0.1606,3.713,0
46.374,4.0061,2.0373,-0.1498,3.448,0
51.880,4.0350,2.0427,-0.1510,3.077,0
57.392,4.0313,2.0173,-0.1198,2.158,0
57.397,4.0291,1.9969,-0.1254,2.767,2
62.905,4.0082,1.9944,-0.1287,2.428,2
73.921,4.0481,2.0320,-0.1289,3.387,0
79.427,4.0529,2.0660,-0.1369,2.708,2
84.931,4.0526,1.9975,-0.1574,2.508,0
90.438,4.0271,2.0549,-0.1324,2.123,2
95.947,4.0519,1.9722,-0.1391,2.674,2
101.461,4.0514,2.0091,-0.1594,4.682,0
106.969,4.0191,2.0219,-0.1621,3.434,0
112.480,4.0013,1.9944,-0.1339,2.313,0
118.001,4.0284,2.0680,-0.1209,4.224,0
123.501,4.0430,2.0001,-0.1531,3.762,0
129.006,3.9905,2.0057,-0.1350,3.325,2
134.512,4.0202,1.9595,-0.2558,3.870,0
