t_sec,x,y,z,solve_ms,best_inliers,n_neighbours
0.811,4.0080,-0.0093,-0.0485,9.728,3,4
0.909,3.9595,0.0113,-0.0681,7.907,3,4
1.010,3.9920,-0.0040,-0.0812,8.729,3,4
1.112,3.9769,0.0153,-0.1064,11.617,3,4
1.208,3.9684,0.0148,-0.1097,7.451,3,4
1.310,3.9701,-0.0014,-0.0692,9.062,3,4
1.409,3.9606,-0.0298,-0.0933,8.474,3,4
1.510,3.9523,-0.0088,-0.0898,8.959,3,4
1.610,3.9757,-0.0120,-0.0988,8.899,3,4
1.713,3.9835,0.0074,-0.1112,11.628,3,4
1.808,3.9367,0.0036,-0.1199,7.278,3,4
1.911,3.9792,0.0010,-0.0905,10.458,4,4
2.008,3.9732,-0.0015,-0.1226,7.240,4,4
2.108,3.9990,0.0030,-0.1118,6.986,4,4
2.212,3.9745,-0.0247,-0.1147,11.158,4,4
2.310,4.0165,0.0075,-0.1041,8.963,4,4
2.408,3.9801,-0.0203,-0.1335,7.352,4,4
2.510,4.0313,0.0029,-0.1647,9.302,4,4
2.608,3.9461,-0.0271,-0.1507,6.659,4,4
2.710,3.9427,-0.0413,-0.1498,8.947,4,4
2.807,3.9719,-0.0364,-0.1746,6.633,4,4
2.908,3.9650,-0.0432,-0.1505,6.816,4,4
3.009,4.0160,0.0061,-0.1343,7.587,4,4
3.107,3.9640,-0.0125,-0.1221,6.327,4,4
3.207,3.9869,-0.0113,-0.1518,6.020,4,4
3.307,3.9689,-0.0481,-0.1224,6.177,4,4
3.407,3.9707,-0.0465,-0.1415,6.379,4,4
3.507,3.9672,-0.0959,-0.1504,6.212,4,4
3.607,3.9432,-0.0673,-0.1238,6.144,4,4
3.708,3.9488,-0.0425,-0.1340,7.739,4,4
3.809,3.9587,-0.0571,-0.1422,7.632,4,4
3.907,3.9796,-0.0310,-0.1478,6.382,4,4
4.007,3.9502,-0.0548,-0.1402,6.053,4,4
4.107,3.9793,-0.0387,-0.1485,6.562,4,4
4.209,4.0089,-0.0061,-0.1226,7.623,4,4
4.308,3.9646,-0.0061,-0.1282,6.836,4,4
4.407,3.9721,-0.0249,-0.1447,6.371,4,4
4.509,4.0125,-0.0346,-0.1650,8.169,4,4
4.608,3.9879,-0.0251,-0.1499,6.601,4,4
4.706,3.9974,-0.0275,-0.1416,5.798,4,4
4.808,4.0069,-0.0278,-0.1667,6.572,4,4
4.907,4.0523,0.0147,-0.1771,6.080,4,4
5.010,4.0194,-0.0162,-0.1826,8.963,4,4
5.108,4.0513,0.0271,-0.2136,7.627,4,4
5.208,4.0310,0.0057,-0.1504,7.126,4,4
5.308,4.0033,0.0328,-0.1422,7.229,4,4
5.407,4.0360,0.0486,-0.1677,5.804,4,4
5.509,4.0332,0.0495,-0.1787,7.594,4,4
5.608,4.0480,0.0968,-0.1752,7.196,4,4
5.707,4.0390,0.0891,-0.1593,6.554,4,4
5.809,4.0754,0.0776,-0.1628,7.847,4,4
5.909,4.0552,0.0621,-0.1437,8.065,4,4
6.007,4.0351,0.0781,-0.1942,5.990,4,4
6.108,4.0581,0.0616,-0.1359,7.286,4,4
6.207,4.0215,0.0455,-0.1640,6.395,4,4
6.308,3.9881,0.0469,-0.1696,6.597,4,4
6.407,4.0075,0.0290,-0.1511,6.297,4,4
6.508,3.9736,0.0360,-0.2014,7.352,4,4
6.607,3.9688,0.0487,-0.2103,5.755,4,4
6.710,3.9732,0.0338,-0.2241,8.435,4,4
6.807,3.9597,0.0584,-0.2166,6.033,4,4
6.907,3.9884,0.0580,-0.2142,6.608,4,4
7.006,4.0286,0.0712,-0.2315,5.643,4,4
7.108,4.0249,0.0890,-0.2170,7.215,4,4
7.208,4.0095,0.0425,-0.2440,7.078,4,4
7.310,3.9913,0.0477,-0.1996,9.366,4,4
7.407,4.0079,0.0348,-0.1922,6.048,4,4
7.507,4.0133,0.0423,-0.2000,6.029,4,4
7.608,4.0415,0.0907,-0.2308,6.657,4,4
7.707,4.0248,0.0513,-0.2422,6.474,4,4
7.807,4.0280,0.0540,-0.2149,5.812,4,4
7.907,4.0486,0.0067,-0.2216,6.462,4,4
8.007,4.0657,0.0202,-0.2758,6.145,4,4
8.110,4.0519,0.0218,-0.2485,9.208,4,4
8.208,4.0494,0.0402,-0.2397,6.674,4,4
8.308,4.0766,0.0485,-0.2744,6.337,4,4
8.408,4.0384,0.0664,-0.2632,7.122,4,4
8.508,4.0220,0.1053,-0.2225,7.353,4,4
8.608,4.0163,0.0866,-0.2258,6.512,4,4
8.707,4.0468,0.1159,-0.2492,6.447,4,4
8.808,4.0024,0.0731,-0.2501,7.571,4,4
8.906,4.0205,0.0845,-0.1919,5.637,4,4
9.007,4.0122,0.0891,-0.2220,6.396,4,4
9.109,4.0096,0.0806,-0.2036,7.827,4,4
9.206,3.9954,0.1191,-0.2302,5.530,4,4
9.308,3.9902,0.1166,-0.2352,7.207,4,4
9.407,4.0055,0.1507,-0.2442,5.908,4,4
9.508,4.0145,0.1233,-0.2636,6.992,4,4
9.606,4.0418,0.1214,-0.2752,5.431,4,4
9.707,4.0310,0.1260,-0.2432,6.371,4,4
9.807,4.0323,0.1375,-0.2384,6.299,4,4
9.906,4.0235,0.1646,-0.2375,5.647,4,4
10.007,3.9483,0.1179,-0.2237,6.042,4,4
10.107,3.9340,0.1577,-0.2098,6.231,4,4
10.208,3.9370,0.1561,-0.2071,6.624,4,4
10.308,3.9087,0.1168,-0.2060,5.892,4,4
10.407,3.9253,0.1488,-0.2072,6.226,4,4
10.507,3.9132,0.1367,-0.1625,6.318,4,4
10.607,3.9484,0.1261,-0.2137,5.950,4,4
10.707,3.9240,0.1266,-0.2165,6.793,4,4
10.807,3.9548,0.1164,-0.2457,5.961,4,4
10.907,3.9539,0.0867,-0.2477,6.576,4,4
11.007,3.9291,0.1275,-0.2085,5.858,4,4
11.106,3.9232,0.1019,-0.2295,5.740,4,4
11.206,3.9702,0.0881,-0.2577,5.741,4,4
11.307,3.9444,0.0843,-0.2362,6.190,4,4
11.407,3.9313,0.0709,-0.2157,5.830,4,4
11.507,3.9272,0.0933,-0.2228,5.927,4,4
11.607,3.9239,0.0551,-0.2221,6.095,4,4
11.708,3.9315,0.0527,-0.1687,6.501,4,4
11.808,3.9836,0.0644,-0.1929,7.483,4,4
11.908,3.9739,0.1024,-0.1606,6.641,4,4
12.007,3.9596,0.1165,-0.1717,5.594,4,4
12.108,3.9758,0.0852,-0.1879,6.853,4,4
12.208,3.9786,0.0897,-0.1787,7.054,4,4
12.306,3.9624,0.0916,-0.1901,5.696,4,4
12.407,3.9971,0.1425,-0.2033,6.140,4,4
12.507,3.9606,0.0889,-0.1917,6.165,4,4
12.608,3.9901,0.0944,-0.1905,7.058,4,4
12.708,3.9665,0.1129,-0.1828,7.453,4,4
12.808,4.0036,0.1217,-0.1951,6.850,4,4
12.907,3.9625,0.0951,-0.2279,6.635,4,4
13.009,3.9720,0.1458,-0.1914,7.612,4,4
13.108,3.9336,0.1284,-0.1959,6.749,4,4
13.206,3.9642,0.1349,-0.1778,5.305,4,4
13.306,3.9545,0.1659,-0.2032,5.653,4,4
13.410,3.9594,0.1370,-0.1963,8.701,4,4
13.507,3.9725,0.1204,-0.2269,6.231,4,4
13.606,3.9500,0.1150,-0.2349,5.619,4,4
13.708,4.0201,0.1151,-0.2691,7.416,4,4
13.808,3.9849,0.1207,-0.2409,6.592,4,4
13.907,3.9799,0.1003,-0.2580,6.121,4,4
14.007,3.9719,0.1316,-0.2660,6.107,4,4
14.106,4.0021,0.1010,-0.2575,5.493,4,4
14.208,4.0217,0.1025,-0.2767,6.806,4,4
14.308,3.9733,0.1086,-0.2864,6.829,4,4
14.410,3.9596,0.0854,-0.2775,9.179,4,4
14.509,3.9936,0.0453,-0.2888,7.738,4,4
14.607,3.9996,0.0714,-0.2822,6.567,4,4
14.707,3.9727,0.0921,-0.3089,6.271,4,4
14.807,3.9996,0.0984,-0.2669,5.875,4,4
14.907,4.0020,0.1331,-0.2681,5.757,4,4
15.008,3.9866,0.0741,-0.2705,7.509,4,4
15.107,3.9604,0.0944,-0.2630,6.006,4,4
15.210,3.9303,0.0330,-0.2432,8.970,4,4
15.307,3.9961,0.0715,-0.2601,6.361,4,4
15.408,3.9463,0.0336,-0.2672,7.272,4,4
15.507,3.9345,0.0512,-0.2511,6.195,4,4
15.608,3.9742,0.0388,-0.2632,7.162,4,4
15.707,3.9797,0.0780,-0.2758,6.170,4,4
15.807,3.9637,0.0485,-0.2678,6.543,4,4
15.907,3.9310,0.0978,-0.2480,5.939,4,4
16.008,3.9344,0.0909,-0.2692,7.225,4,4
16.107,3.9331,0.1081,-0.2396,6.030,4,4
16.207,3.9425,0.0728,-0.2704,5.844,4,4
16.307,3.9604,0.0855,-0.2668,6.082,4,4
16.407,3.9457,0.1185,-0.2595,6.294,4,4
16.507,3.9215,0.0959,-0.2606,6.528,4,4
16.608,3.9376,0.0620,-0.2290,7.337,4,4
16.708,3.9341,0.0814,-0.2575,6.661,4,4
16.808,3.9337,0.0582,-0.2637,6.577,4,4
16.907,3.9525,0.0864,-0.2248,6.156,4,4
17.007,3.9357,0.0972,-0.2338,5.824,4,4
17.108,3.8925,0.0764,-0.2244,6.746,4,4
17.207,3.9491,0.0706,-0.2183,6.122,4,4
17.308,3.9814,0.0861,-0.2273,6.881,4,4
17.408,3.9374,0.1028,-0.1969,7.183,4,4
17.509,3.9282,0.0499,-0.2195,6.522,4,4
17.607,3.8981,0.0575,-0.1905,6.579,4,4
17.707,3.9051,0.0674,-0.2030,6.386,4,4
17.808,3.9107,0.0422,-0.2252,6.851,4,4
17.907,3.8748,0.0450,-0.2092,5.993,4,4
18.007,3.9073,0.0663,-0.2345,5.999,4,4
18.109,3.9155,0.0721,-0.2345,7.944,4,4
18.208,3.8998,0.0794,-0.2239,7.118,4,4
18.307,3.8792,0.0503,-0.2268,6.021,4,4
18.408,3.9049,0.0402,-0.2766,6.746,4,4
18.508,3.8873,0.0498,-0.2830,6.781,4,4
18.607,3.8609,0.0203,-0.2669,6.608,4,4
18.708,3.8807,-0.0007,-0.2516,7.027,4,4
18.806,3.8583,0.0071,-0.2276,5.423,4,4
18.907,3.8770,0.0470,-0.2781,6.141,4,4
19.006,3.8558,0.0417,-0.2575,5.445,4,4
19.107,3.8372,0.0277,-0.2486,6.054,4,4
19.208,3.8216,0.0092,-0.2805,6.620,4,4
19.306,3.7860,0.0220,-0.2449,5.490,4,4
19.406,3.8177,0.0352,-0.2624,5.441,4,4
19.508,3.7969,0.0104,-0.2483,6.516,4,4
19.606,3.8379,0.0280,-0.2672,5.418,4,4
19.706,3.8133,-0.0024,-0.2649,5.402,4,4
19.808,3.8046,0.0286,-0.2902,7.040,4,4
19.907,3.8462,0.0062,-0.2654,5.860,4,4
20.008,3.8089,0.0102,-0.2746,6.520,4,4
20.108,3.8184,0.0158,-0.2576,7.552,4,4
20.207,3.8588,0.0433,-0.3111,6.207,4,4
20.308,3.8208,0.0558,-0.2762,6.661,4,4
20.410,3.8392,-0.0037,-0.2843,9.611,4,4
20.511,3.8610,0.0300,-0.2789,9.867,4,4
20.610,3.8584,0.0252,-0.2527,9.046,4,4
20.708,3.8691,0.0278,-0.2812,6.600,4,4
20.807,3.8652,-0.0038,-0.2322,5.826,4,4
20.907,3.8829,-0.0163,-0.2488,6.412,4,4
21.007,3.8667,-0.0127,-0.2300,6.099,4,4
21.107,3.9086,0.0203,-0.2318,6.347,4,4
21.207,3.8643,-0.0133,-0.2347,6.428,4,4
21.308,3.8639,-0.0290,-0.2366,6.749,4,4
21.406,3.8115,-0.0208,-0.1997,5.708,4,4
21.509,3.8282,-0.0406,-0.2238,7.623,4,4
21.608,3.8298,-0.0513,-0.2007,7.422,4,4
21.708,3.8157,-0.0355,-0.2065,7.160,4,4
21.810,3.8149,-0.0557,-0.2109,8.666,4,4
21.907,3.7766,-0.0473,-0.2211,6.412,4,4
22.009,3.7919,-0.0290,-0.2351,7.795,4,4
22.107,3.7825,-0.0246,-0.2157,5.949,4,4
22.206,3.8039,-0.0420,-0.2109,5.430,4,4
22.308,3.8175,-0.0347,-0.2110,7.403,4,4
22.406,3.7998,-0.0388,-0.1930,5.661,4,4
22.508,3.8300,-0.0401,-0.1895,6.829,4,4
22.609,3.7872,-0.0681,-0.1635,7.704,4,4
22.709,3.8179,-0.0773,-0.1662,7.596,4,4
22.807,3.8527,-0.0426,-0.1731,6.175,4,4
22.907,3.8600,-0.0294,-0.1859,6.457,4,4
23.008,3.8170,-0.0761,-0.1619,7.012,4,4
23.106,3.8266,-0.0299,-0.1807,5.774,4,4
23.208,3.8775,-0.0428,-0.1797,6.646,4,4
23.307,3.8643,-0.0541,-0.1900,6.088,4,4
23.406,3.8600,-0.0558,-0.1678,5.454,4,4
23.507,3.8469,-0.0157,-0.1751,6.583,4,4
23.607,3.8283,-0.0375,-0.2076,6.000,4,4
23.706,3.8204,-0.0489,-0.2283,5.716,4,4
23.808,3.8072,-0.0553,-0.2383,7.424,4,4
23.907,3.8380,-0.0539,-0.2152,6.572,4,4
24.007,3.8037,-0.0416,-0.2406,6.181,4,4
24.107,3.8266,-0.0569,-0.2913,6.211,4,4
24.208,3.8597,-0.0732,-0.2633,7.343,4,4
24.306,3.8278,-0.0810,-0.2630,5.566,4,4
24.407,3.8348,-0.0445,-0.2903,5.932,4,4
24.507,3.8659,-0.0120,-0.3067,6.183,4,4
24.606,3.8898,0.0267,-0.2874,5.264,4,4
24.707,3.8521,-0.0024,-0.2844,6.167,4,4
24.806,3.8711,0.0231,-0.3053,5.611,4,4
24.907,3.8474,0.0386,-0.2861,5.702,4,4
25.007,3.8442,0.0291,-0.2748,6.126,4,4
25.107,3.8565,0.0208,-0.2837,6.240,4,4
25.208,3.8234,0.0250,-0.2794,6.942,4,4
25.307,3.8097,0.0554,-0.2791,6.430,4,4
25.407,3.8136,0.0253,-0.2622,5.921,4,4
25.507,3.8228,0.0449,-0.3190,6.257,4,4
25.606,3.8121,0.0268,-0.3096,5.382,4,4
25.708,3.8279,0.0227,-0.2907,7.297,4,4
25.807,3.8235,0.0273,-0.3254,5.872,4,4
25.908,3.8121,0.0346,-0.3096,7.373,4,4
26.009,3.8295,0.0839,-0.3372,7.629,4,4
26.109,3.8390,0.0587,-0.3715,7.912,4,4
26.209,3.8286,0.0562,-0.3590,7.842,4,4
26.308,3.8430,0.0269,-0.3605,7.110,4,4
26.408,3.8799,0.0407,-0.3590,6.690,4,4
26.506,3.8646,0.0445,-0.3534,5.649,4,4
26.609,3.8270,0.0201,-0.3109,7.909,4,4
26.706,3.8437,0.0519,-0.3455,5.520,4,4
26.807,3.8535,0.0226,-0.3301,6.030,4,4
26.907,3.8540,-0.0115,-0.3203,6.284,4,4
27.009,3.8952,0.0512,-0.3364,7.712,4,4
27.108,3.8748,0.0390,-0.3290,7.350,4,4
27.210,3.9134,0.0257,-0.3304,9.233,4,4
27.309,3.8999,0.0263,-0.3216,7.823,4,4
27.407,3.9276,0.0445,-0.3187,6.175,4,4
27.506,3.9139,0.0089,-0.3265,5.737,4,4
