t_sec,x,y,z,solve_ms,n_passed_gate,n_rejected_gate,trace_P
1.302,2.0087,0.0503,4.9482,0.560,3,1,0.053091
1.401,2.0133,0.0355,4.9199,0.410,3,1,0.022868
1.502,2.0090,0.0361,4.9162,0.694,3,1,0.014671
1.602,2.0085,0.0266,4.9127,0.589,3,1,0.010894
1.701,2.0074,0.0247,4.9114,0.336,3,1,0.008746
1.801,2.0073,0.0243,4.9113,0.304,3,1,0.007378
1.901,2.0077,0.0241,4.9082,0.348,3,1,0.006441
2.002,2.0030,0.0168,4.9062,0.338,3,1,0.005769
2.101,2.0029,0.0139,4.9048,0.292,3,1,0.005269
2.201,1.9991,0.0135,4.9039,0.346,3,1,0.004889
2.301,1.9958,0.0107,4.9011,0.279,3,1,0.004593
2.401,1.9982,0.0077,4.9039,0.296,3,1,0.004360
2.501,1.9970,0.0033,4.9060,0.519,3,1,0.004174
2.601,1.9960,0.0050,4.9069,0.314,3,1,0.004024
2.701,1.9932,0.0030,4.9040,0.380,3,1,0.003902
2.801,1.9955,0.0012,4.9022,0.294,3,1,0.003802
2.901,1.9968,-0.0006,4.9014,0.294,3,1,0.003721
3.002,1.9988,-0.0008,4.9012,0.563,3,1,0.003654
3.102,2.0006,-0.0015,4.9023,0.837,3,1,0.003598
3.201,2.0045,-0.0030,4.9010,0.325,3,1,0.003552
3.301,2.0017,-0.0054,4.8994,0.361,3,1,0.003513
3.401,1.9997,-0.0073,4.8995,0.277,3,1,0.003482
3.501,1.9985,-0.0102,4.9006,0.339,3,1,0.003455
3.601,1.9981,-0.0105,4.9007,0.283,3,1,0.003433
3.701,1.9990,-0.0112,4.9008,0.273,3,1,0.003414
3.801,1.9986,-0.0111,4.8992,0.387,3,1,0.003399
3.901,1.9980,-0.0084,4.8986,0.334,3,1,0.003385
4.001,2.0018,-0.0068,4.8979,0.322,3,1,0.003375
4.101,1.9993,-0.0066,4.8989,0.306,3,1,0.003365
4.201,1.9965,-0.0065,4.8995,0.297,3,1,0.003358
4.301,1.9975,-0.0048,4.9000,0.279,3,1,0.003351
4.401,1.9994,-0.0035,4.9000,0.348,3,1,0.003346
4.501,1.9950,-0.0048,4.9004,0.301,3,1,0.003341
4.601,1.9940,-0.0042,4.9006,0.297,3,1,0.003337
4.701,1.9893,-0.0058,4.9014,0.386,3,1,0.003334
4.801,1.9862,-0.0064,4.9044,0.297,3,1,0.003332
4.901,1.9845,-0.0077,4.9070,0.440,3,1,0.003329
5.001,1.9826,-0.0061,4.9085,0.293,3,1,0.003327
5.101,1.9808,-0.0066,4.9112,0.307,3,1,0.003326
5.201,1.9783,-0.0073,4.9128,0.294,3,1,0.003324
5.301,1.9772,-0.0066,4.9176,0.300,3,1,0.003323
5.401,1.9774,-0.0061,4.9198,0.289,3,1,0.003322
5.501,1.9777,-0.0046,4.9223,0.286,3,1,0.003322
5.601,1.9730,-0.0050,4.9251,0.298,3,1,0.003321
5.701,1.9736,-0.0049,4.9270,0.289,3,1,0.003320
5.801,1.9772,-0.0048,4.9283,0.326,3,1,0.003320
5.901,1.9805,-0.0045,4.9296,0.271,3,1,0.003319
6.001,1.9819,-0.0035,4.9303,0.296,3,1,0.003319
6.101,1.9881,-0.0022,4.9314,0.286,3,1,0.003319
6.201,1.9893,-0.0018,4.9328,0.297,3,1,0.003319
6.301,1.9885,-0.0019,4.9368,0.302,3,1,0.003318
6.401,1.9894,-0.0008,4.9379,0.331,3,1,0.003318
6.501,1.9958,0.0026,4.9382,0.371,3,1,0.003318
6.601,1.9946,0.0033,4.9377,0.308,3,1,0.003318
6.701,2.0002,0.0050,4.9386,0.317,3,1,0.003318
6.801,2.0003,0.0049,4.9377,0.303,3,1,0.003318
6.901,2.0033,0.0065,4.9387,0.459,3,1,0.003318
7.001,2.0029,0.0076,4.9397,0.289,3,1,0.003318
7.101,2.0049,0.0089,4.9402,0.306,3,1,0.003318
7.201,2.0029,0.0101,4.9411,0.291,3,1,0.003318
7.301,2.0035,0.0126,4.9418,0.306,3,1,0.003318
7.401,2.0036,0.0136,4.9424,0.506,3,1,0.003318
7.501,2.0068,0.0160,4.9428,0.313,3,1,0.003317
7.601,2.0016,0.0151,4.9432,0.323,3,1,0.003317
7.701,2.0050,0.0177,4.9430,0.295,3,1,0.003317
7.801,2.0048,0.0198,4.9432,0.301,3,1,0.003317
7.901,2.0019,0.0199,4.9424,0.297,3,1,0.003317
8.001,1.9994,0.0192,4.9416,0.308,3,1,0.003317
8.101,1.9951,0.0214,4.9429,0.293,3,1,0.003317
8.201,1.9951,0.0215,4.9448,0.351,3,1,0.003317
8.301,1.9953,0.0214,4.9444,0.290,3,1,0.003317
8.401,1.9939,0.0204,4.9451,0.295,3,1,0.003317
8.502,1.9890,0.0186,4.9451,0.579,3,1,0.003317
8.601,1.9878,0.0174,4.9443,0.349,3,1,0.003317
8.701,1.9854,0.0161,4.9451,0.315,3,1,0.003317
8.801,1.9828,0.0129,4.9452,0.412,3,1,0.003317
8.901,1.9806,0.0122,4.9467,0.339,3,1,0.003317
9.001,1.9747,0.0100,4.9481,0.296,3,1,0.003317
9.101,1.9761,0.0086,4.9495,0.303,3,1,0.003317
9.202,1.9753,0.0083,4.9508,0.500,3,1,0.003317
9.301,1.9754,0.0080,4.9509,0.313,3,1,0.003317
9.401,1.9740,0.0062,4.9526,0.306,3,1,0.003317
9.501,1.9760,0.0062,4.9535,0.337,3,1,0.003317
9.601,1.9739,0.0060,4.9551,0.297,3,1,0.003317
9.701,1.9728,0.0066,4.9549,0.286,3,1,0.003317
9.801,1.9727,0.0057,4.9526,0.499,3,1,0.003317
9.902,1.9711,0.0068,4.9532,0.486,3,1,0.003317
10.001,1.9709,0.0083,4.9534,0.340,3,1,0.003317
10.101,1.9705,0.0089,4.9531,0.279,3,1,0.003317
10.201,1.9665,0.0091,4.9542,0.585,3,1,0.003317
10.301,1.9624,0.0078,4.9525,0.287,3,1,0.003317
10.401,1.9543,0.0062,4.9518,0.530,3,1,0.003317
10.501,1.9582,0.0057,4.9510,0.340,3,1,0.003317
10.602,1.9586,0.0047,4.9507,0.601,3,1,0.003317
10.701,1.9580,0.0044,4.9505,0.290,3,1,0.003317
10.801,1.9563,0.0037,4.9504,0.572,3,1,0.003317
10.901,1.9581,0.0018,4.9500,0.316,3,1,0.003317
11.001,1.9596,0.0010,4.9494,0.317,3,1,0.003317
11.101,1.9646,-0.0000,4.9500,0.330,3,1,0.003317
11.201,1.9635,-0.0029,4.9510,0.313,3,1,0.003317
11.301,1.9697,-0.0028,4.9499,0.291,3,1,0.003317
11.401,1.9714,-0.0038,4.9498,0.323,3,1,0.003317
11.501,1.9695,-0.0045,4.9495,0.294,3,1,0.003317
11.601,1.9716,-0.0073,4.9482,0.296,3,1,0.003317
11.701,1.9726,-0.0105,4.9475,0.418,3,1,0.003317
11.801,1.9693,-0.0126,4.9472,0.309,3,1,0.003317
11.901,1.9695,-0.0137,4.9446,0.313,3,1,0.003317
12.001,1.9730,-0.0127,4.9440,0.301,3,1,0.003317
12.101,1.9755,-0.0128,4.9437,0.298,3,1,0.003317
12.201,1.9777,-0.0140,4.9435,0.321,3,1,0.003317
12.301,1.9804,-0.0132,4.9435,0.304,3,1,0.003317
12.401,1.9764,-0.0142,4.9415,0.347,3,1,0.003317
