t_sec,x,y,z,solve_ms,best_inliers,n_neighbours
0.710,0.0549,0.0467,-0.0305,8.671,3,4
0.812,-0.0161,0.0251,-0.0118,11.099,3,4
0.908,-0.0265,0.0346,-0.0068,7.159,3,4
1.016,0.0362,0.0536,-0.0152,14.637,3,4
1.112,0.0493,0.0481,-0.0248,11.183,3,4
1.212,0.0042,0.0281,0.0028,10.709,3,4
1.309,0.0374,0.0538,-0.0220,8.249,3,4
1.413,-0.0281,0.0274,0.0124,12.227,3,4
1.508,-0.0010,0.0226,0.0282,7.779,3,4
1.610,-0.0174,0.0350,0.0372,8.881,3,4
1.713,-0.0168,0.0311,0.0163,12.271,3,4
1.809,-0.0430,0.0141,0.0289,7.919,3,4
1.912,-0.0554,0.0091,0.0407,10.487,3,4
2.012,-0.0074,-0.0074,0.0392,10.576,3,4
2.109,-0.0357,-0.0164,0.0753,8.157,4,4
2.209,-0.0375,0.0185,0.0618,7.846,4,4
2.308,-0.0707,0.0122,0.0499,7.145,4,4
2.408,-0.0459,0.0108,0.0472,7.458,4,4
2.507,-0.0709,0.0380,0.0179,6.328,4,4
2.609,-0.0638,0.0114,0.0314,8.174,4,4
2.707,-0.0212,0.0282,0.0201,6.248,4,4
2.812,-0.0610,-0.0094,0.0092,10.964,4,4
2.909,-0.1056,0.0003,0.0271,7.837,4,4
3.007,-0.1208,-0.0272,0.0249,6.455,4,4
3.107,-0.0885,-0.0120,0.0028,6.619,4,4
3.208,-0.0961,-0.0405,0.0294,7.553,4,4
3.307,-0.0198,-0.0120,0.0399,6.323,4,4
3.409,-0.0517,-0.0357,0.0492,8.307,4,4
3.508,-0.0291,-0.0085,0.0215,7.258,4,4
3.609,-0.0191,0.0084,0.0884,7.785,4,4
3.709,-0.0272,0.0049,0.0590,7.784,4,4
3.809,-0.0405,-0.0012,0.0572,8.168,4,4
3.906,-0.0359,-0.0039,0.0473,5.755,4,4
4.008,-0.0377,-0.0176,0.0114,6.938,4,4
4.107,-0.0136,0.0161,0.0349,5.934,4,4
4.209,-0.0044,0.0172,0.0150,7.875,4,4
4.308,-0.0087,0.0226,0.0670,7.545,4,4
4.409,0.0084,0.0199,0.0606,8.285,4,4
4.507,-0.0299,0.0394,0.0968,5.927,4,4
4.607,-0.0399,0.0585,0.0284,6.179,4,4
4.706,-0.0479,0.0692,0.0865,5.335,4,4
4.806,-0.0226,0.0622,0.0477,5.161,4,4
4.908,-0.0476,0.0947,0.0636,6.933,4,4
5.006,-0.0053,0.1039,0.0388,5.710,4,4
5.107,-0.0572,0.0612,0.0864,5.981,4,4
5.206,-0.0311,0.0891,0.0479,5.424,4,4
5.307,-0.0491,0.1051,0.0430,6.099,4,4
