t_sec,x,y,z,solve_ms,best_inliers,n_neighbours
1.211,0.0237,-0.0003,-0.0372,10.626,3,4
1.311,0.0239,0.0120,-0.0733,10.685,3,4
1.409,0.0463,0.0094,-0.0779,8.583,3,4
1.510,0.0084,-0.0147,-0.0820,9.042,3,4
1.609,-0.0310,-0.0106,-0.0429,8.661,3,4
1.712,0.0097,-0.0158,-0.0466,10.873,3,4
1.809,-0.0225,-0.0083,-0.0220,8.098,3,4
1.910,-0.0134,0.0009,-0.0423,8.978,3,4
2.008,-0.0179,-0.0076,-0.0399,7.296,3,4
2.110,0.0112,-0.0168,-0.0279,9.335,3,4
2.211,0.0115,-0.0106,-0.0134,9.647,3,4
2.312,0.0128,-0.0082,-0.0159,10.638,3,4
2.411,-0.0070,0.0237,-0.0259,10.505,4,4
2.509,0.0070,0.0214,-0.0389,8.397,4,4
2.607,-0.0302,0.0123,-0.0132,6.568,4,4
2.711,-0.0345,0.0055,0.0377,9.983,4,4
2.808,-0.0271,-0.0137,-0.0068,6.810,4,4
2.911,-0.0282,-0.0107,0.0042,10.139,4,4
3.009,-0.0185,-0.0476,0.0070,7.856,4,4
3.108,0.0032,-0.0666,-0.0049,6.823,4,4
3.208,0.0119,-0.0810,-0.0251,7.284,4,4
3.306,0.0055,-0.0877,0.0064,5.674,4,4
3.408,0.0073,-0.0814,-0.0403,7.824,4,4
3.507,0.0225,-0.0484,-0.0134,6.092,4,4
3.607,-0.0058,-0.0919,0.0038,6.162,4,4
3.706,-0.0196,-0.1033,0.0112,5.443,4,4
3.808,-0.0253,-0.0993,-0.0087,7.342,4,4
3.908,-0.0201,-0.1266,0.0174,6.700,4,4
4.009,-0.0179,-0.1263,-0.0024,8.303,4,4
4.109,-0.0445,-0.1115,0.0482,8.505,4,4
4.208,-0.0001,-0.1050,-0.0005,6.808,4,4
4.306,-0.0289,-0.1226,0.0214,5.630,4,4
4.407,-0.0385,-0.1258,0.0185,6.342,4,4
4.507,0.0128,-0.1141,0.0401,6.407,4,4
4.608,0.0562,-0.1329,0.0572,6.837,4,4
4.708,0.0441,-0.1310,-0.0072,7.178,4,4
4.807,0.0311,-0.1419,-0.0107,6.354,4,4
4.908,-0.0070,-0.1429,0.0620,7.647,4,4
5.006,0.0264,-0.1504,0.0508,5.760,4,4
5.110,0.0280,-0.1312,0.0661,8.865,4,4
5.209,-0.0188,-0.1620,0.0316,8.129,4,4
5.309,0.0211,-0.1811,0.0526,8.631,4,4
5.407,0.0016,-0.1605,0.0521,6.450,4,4
5.509,0.0030,-0.2038,0.0497,7.089,4,4
5.607,-0.0116,-0.1938,0.0523,6.401,4,4
5.707,0.0193,-0.1919,0.0517,6.599,4,4
5.808,-0.0175,-0.1935,0.0588,7.030,4,4
5.910,-0.0348,-0.1981,0.0410,8.794,4,4
6.007,-0.0718,-0.1938,0.0280,6.171,4,4
6.107,-0.0336,-0.2116,0.0343,6.305,4,4
6.207,-0.0449,-0.2451,0.0002,6.279,4,4
6.310,-0.0356,-0.2336,0.0404,8.654,4,4
6.408,-0.0472,-0.2256,0.0159,6.747,4,4
6.509,-0.0278,-0.2115,0.0228,7.800,4,4
6.608,-0.0522,-0.2112,0.0481,6.673,4,4
6.707,-0.0510,-0.1815,0.0467,6.477,4,4
6.808,0.0001,-0.1958,0.0655,7.239,4,4
6.906,-0.0084,-0.1887,-0.0015,5.429,4,4
7.008,-0.0114,-0.1905,0.0466,7.509,4,4
7.109,-0.0042,-0.1718,0.0070,7.477,4,4
7.208,-0.0111,-0.2096,0.0238,6.773,4,4
7.306,-0.0312,-0.1721,0.0050,5.250,4,4
7.406,-0.0142,-0.2128,-0.0175,5.368,4,4
7.509,-0.0168,-0.1949,-0.0326,8.045,4,4
7.607,-0.0414,-0.2267,-0.0145,6.324,4,4
7.709,0.0080,-0.1952,-0.0457,7.998,4,4
7.806,0.0063,-0.2237,-0.0430,5.600,4,4
7.907,0.0137,-0.2364,-0.0199,6.778,4,4
8.006,0.0243,-0.2279,-0.0188,5.398,4,4
8.108,0.0232,-0.2556,-0.0513,7.161,4,4
8.210,0.0087,-0.2388,-0.0611,9.031,4,4
8.307,0.0347,-0.2207,-0.0671,6.360,4,4
8.407,0.0136,-0.2287,-0.0759,6.538,4,4
8.511,0.0186,-0.2489,-0.0779,9.849,4,4
8.608,0.0226,-0.2559,-0.0972,7.702,4,4
8.707,0.0100,-0.2615,-0.0747,6.353,4,4
8.807,0.0357,-0.2420,-0.0886,6.398,4,4
8.907,0.0336,-0.2939,-0.0560,6.473,4,4
9.008,0.0241,-0.2651,-0.0514,7.146,4,4
9.107,0.0380,-0.2782,-0.1124,5.992,4,4
9.207,0.0470,-0.3135,-0.0782,5.806,4,4
9.307,0.0256,-0.3230,-0.0952,6.345,4,4
9.409,0.0116,-0.3612,-0.0610,8.478,4,4
9.508,0.0886,-0.3289,-0.0949,7.305,4,4
