t_sec,x,y,z,solve_ms,best_inliers,n_neighbours
1.411,2.0176,0.0381,-0.0101,9.855,3,4
1.511,2.0119,0.0468,0.0037,10.487,3,4
1.611,1.9830,0.0338,0.0097,10.583,3,4
1.708,1.9916,0.0083,0.0046,7.388,3,4
1.808,2.0069,-0.0060,-0.0072,7.329,3,4
1.909,2.0017,0.0020,-0.0150,7.425,3,4
2.011,1.9973,-0.0063,-0.0040,10.358,3,4
2.115,1.9583,-0.0122,0.0340,13.183,3,4
2.208,1.9931,-0.0164,0.0526,7.138,3,4
2.307,2.0251,-0.0240,0.0548,6.729,4,4
2.409,2.0187,0.0019,0.0509,7.501,4,4
2.508,2.0082,-0.0053,0.0314,7.355,4,4
2.608,2.0199,0.0095,0.0632,7.023,4,4
2.709,2.0299,-0.0211,0.0456,8.515,4,4
2.811,1.9962,-0.0030,0.0756,10.620,4,4
2.908,2.0062,-0.0060,0.0721,6.959,4,4
3.011,1.9830,0.0188,0.0823,10.370,4,4
3.109,2.0715,0.0362,0.0484,7.690,4,4
3.208,1.9925,0.0217,0.0784,7.021,4,4
3.309,2.0663,-0.0079,0.0782,7.644,4,4
3.408,2.0108,-0.0272,0.0709,7.000,4,4
3.507,2.0942,0.0229,0.0610,6.159,4,4
3.609,2.0570,-0.0029,0.0699,8.008,4,4
3.708,2.1254,-0.0263,0.0568,7.444,4,4
3.808,2.0518,-0.0268,0.0756,7.005,4,4
3.908,2.0852,-0.0366,0.0901,6.979,4,4
4.010,2.0686,-0.0467,0.0630,8.466,4,4
4.110,2.0371,-0.0585,0.0705,9.165,4,4
4.209,2.0483,-0.0629,0.0411,8.169,4,4
4.309,2.0580,0.0010,0.0384,8.031,4,4
4.409,2.0076,0.0195,0.0562,8.260,4,4
4.510,2.0171,0.0092,-0.0025,8.765,4,4
4.608,1.9899,-0.0144,0.0070,6.836,4,4
4.708,1.9866,-0.0324,0.0093,7.214,4,4
4.808,1.9873,-0.0444,0.0204,7.312,4,4
4.908,2.0388,-0.0763,-0.0201,6.738,4,4
5.008,2.0202,-0.0325,-0.0099,6.832,4,4
5.108,1.9898,-0.0399,0.0043,7.036,4,4
5.211,2.0212,-0.0227,0.0204,10.399,4,4
5.308,1.9843,-0.0160,0.0599,7.283,4,4
5.408,1.9901,-0.0328,0.0871,7.085,4,4
5.507,1.9680,-0.0382,0.0555,6.468,4,4
5.611,1.9857,-0.0629,0.0473,9.616,4,4
5.710,1.9985,-0.0661,0.0836,9.542,4,4
5.811,1.9976,-0.0561,0.0949,10.163,4,4
5.908,1.9771,-0.0662,0.0802,6.873,4,4
6.013,2.0257,-0.0840,0.0608,10.971,4,4
6.110,1.9866,-0.0767,0.0950,8.882,4,4
6.211,2.0236,-0.0918,0.0837,9.114,4,4
6.311,2.0068,-0.0749,0.0855,10.187,4,4
6.411,1.9433,-0.1245,0.0943,9.796,4,4
6.511,1.9517,-0.1171,0.0776,9.197,4,4
6.609,1.9723,-0.1025,0.1134,7.922,4,4
6.710,1.9427,-0.0843,0.1095,8.659,4,4
6.810,1.9620,-0.1343,0.1215,8.877,4,4
6.910,1.9977,-0.1149,0.1088,8.619,4,4
7.008,2.0371,-0.1096,0.1314,6.752,4,4
7.109,2.0495,-0.1149,0.1087,8.037,4,4
7.211,2.0271,-0.1268,0.0943,9.176,4,4
7.309,2.0532,-0.1058,0.1003,8.470,4,4
7.409,2.0775,-0.0880,0.0813,8.439,4,4
7.507,2.0728,-0.1048,0.0802,6.405,4,4
7.608,2.0490,-0.1114,0.0824,6.967,4,4
7.708,2.0884,-0.0991,0.0534,7.581,4,4
7.807,2.0389,-0.1101,0.0430,6.334,4,4
7.909,2.0797,-0.1333,0.0284,7.717,4,4
8.008,2.0221,-0.1518,0.0569,7.088,4,4
8.109,2.0724,-0.1349,0.0219,8.113,4,4
8.209,2.0795,-0.1324,0.0308,7.726,4,4
8.310,2.0622,-0.0842,-0.0258,8.548,4,4
8.407,2.0461,-0.0598,0.0021,6.562,4,4
8.508,2.0243,-0.0699,-0.0156,7.249,4,4
8.608,2.0144,-0.0882,0.0108,6.780,4,4
8.709,2.0210,-0.0834,0.0104,8.371,4,4
8.809,1.9888,-0.0940,0.0129,7.458,4,4
8.910,1.9796,-0.0885,0.0333,8.855,4,4
9.012,2.0102,-0.0593,0.0087,10.450,4,4
9.109,2.0376,-0.0666,0.0224,8.252,4,4
9.211,2.0546,-0.1060,0.0057,10.278,4,4
