t_sec,x,y,z,solve_ms,n_zero_weights
1.203,3.9966,0.0363,-0.0596,2.052,3
1.302,4.0109,0.0404,-0.0767,1.453,3
1.403,3.9840,0.0253,-0.0903,1.691,3
1.503,4.0277,0.0333,-0.0384,2.228,3
1.603,4.0105,0.0023,-0.0348,1.935,0
1.704,4.0406,-0.0248,-0.0416,2.796,0
1.802,4.0273,-0.0110,-0.0428,1.344,0
1.903,4.0133,-0.0349,-0.0280,2.076,0
2.003,4.0384,-0.0325,0.0051,2.099,0
2.104,3.9829,-0.0079,0.0233,3.326,0
2.204,3.9889,0.0480,0.0121,2.820,0
2.303,4.0466,-0.0009,0.0483,1.970,0
2.404,4.0454,0.0443,0.0775,2.726,0
2.504,4.0178,-0.0116,0.0901,3.029,0
2.604,4.0204,0.0044,0.1183,2.890,0
2.704,4.0008,0.0018,0.1236,2.933,0
2.803,4.0432,0.0619,0.0865,1.883,0
2.903,4.0593,0.0096,0.0842,2.231,0
3.004,4.0761,0.0189,0.0597,2.543,0
3.104,4.0540,0.0171,0.0454,2.572,0
3.203,4.0536,-0.0166,0.0596,1.806,0
3.303,4.0344,0.0143,0.0266,1.921,0
3.404,4.0530,0.0328,0.0477,2.653,0
3.504,4.0211,-0.0076,0.0613,2.264,0
3.603,4.0440,-0.0060,0.0519,1.811,0
3.704,4.0395,-0.0375,0.0421,2.564,0
3.805,4.0070,0.0004,0.0156,3.067,0
3.903,4.0052,-0.0210,-0.0083,1.788,0
4.005,4.0208,-0.0101,-0.0044,2.571,0
4.103,4.0094,-0.0008,-0.0074,2.000,0
4.204,4.0370,-0.0449,-0.0191,2.225,0
4.303,4.0096,-0.0548,-0.0244,2.178,0
4.403,4.0198,-0.0810,-0.0134,2.277,0
4.504,4.0494,-0.0423,-0.0344,2.660,0
4.603,4.0540,-0.0019,-0.0699,1.811,0
4.705,4.0254,-0.0350,-0.0598,3.922,0
4.804,4.0587,-0.0022,-0.0251,1.799,0
4.903,4.0780,-0.0455,-0.0660,2.406,0
5.003,4.0538,0.0023,-0.0520,2.669,0
5.102,4.0668,-0.0309,-0.0383,1.578,0
5.203,4.0296,-0.0348,-0.0299,1.981,0
5.303,4.0092,-0.0678,-0.0457,1.585,0
5.402,4.0225,-0.0334,-0.0502,1.565,0
5.503,4.0128,-0.0546,-0.0427,1.546,0
5.604,4.0273,-0.0305,-0.0683,2.565,0
5.703,3.9767,-0.0561,-0.0302,2.043,0
5.803,3.9821,-0.0620,-0.0260,2.548,0
5.903,3.9684,-0.0514,-0.0252,1.795,0
6.004,3.9908,-0.0137,-0.0537,3.023,0
6.102,3.9254,-0.0439,-0.0260,1.584,0
6.202,3.9596,-0.0122,-0.0664,1.434,0
6.303,3.9943,-0.0038,-0.0730,2.055,0
6.403,4.0008,0.0149,-0.0370,1.708,0
6.503,3.9860,-0.0272,-0.0303,1.891,0
6.603,3.9884,-0.0486,-0.0387,1.725,0
6.703,3.9706,-0.0560,-0.0556,2.678,0
6.803,3.9816,-0.0939,-0.0545,1.819,0
6.903,3.9780,-0.0849,-0.0810,1.746,0
7.002,3.9958,-0.0521,-0.0858,1.469,0
