t_sec,x,y,z,solve_ms,best_inliers,n_neighbours
1.108,4.0565,2.0328,-0.0298,7.261,3,4
1.207,4.0054,1.9776,-0.0516,6.728,4,4
1.307,3.9998,2.0107,-0.0097,6.197,4,4
1.407,3.9869,1.9918,-0.0003,6.257,4,4
1.509,3.9649,1.9815,-0.0159,8.584,4,4
1.608,3.9462,1.9759,0.0066,6.788,4,4
1.708,3.9554,1.9649,-0.0189,6.970,4,4
1.809,3.9607,1.9866,0.0036,8.633,4,4
1.910,3.9588,1.9716,0.0146,9.177,4,4
2.009,3.9458,1.9963,0.0693,8.596,4,4
2.108,3.9346,1.9933,0.0624,6.947,4,4
2.209,3.9394,1.9809,0.0469,8.028,4,4
2.309,3.9559,1.9921,0.0522,8.556,4,4
2.408,3.9313,1.9741,0.0635,7.001,4,4
2.507,3.9675,1.9730,0.1068,6.855,4,4
2.606,3.9749,1.9995,0.0836,5.375,4,4
2.708,3.9468,1.9578,0.0663,7.189,4,4
2.807,3.9481,2.0029,0.0836,6.205,4,4
2.908,3.9445,2.0070,0.0620,6.960,4,4
3.009,3.9591,1.9954,0.0764,7.748,4,4
3.106,3.9272,1.9848,0.0556,5.566,4,4
3.208,3.9554,1.9581,0.0698,6.991,4,4
3.307,3.9496,1.9820,0.1115,6.285,4,4
3.406,3.9476,1.9792,0.1349,5.634,4,4
3.509,3.9583,1.9766,0.1249,8.304,4,4
3.609,3.9196,1.9917,0.1241,6.653,4,4
3.707,3.9395,2.0036,0.1341,6.383,4,4
3.807,3.9532,2.0217,0.1419,5.777,4,4
3.908,3.9480,2.0618,0.1007,7.030,4,4
4.010,3.9427,2.0159,0.1467,9.120,4,4
4.107,3.9393,2.0817,0.1094,6.025,4,4
4.207,3.9448,2.1089,0.1280,6.771,4,4
4.308,3.9253,2.1121,0.1416,6.944,4,4
4.406,3.9320,2.0605,0.1569,5.361,4,4
4.507,3.9412,2.0725,0.1449,6.137,4,4
4.610,3.9241,2.0701,0.1708,9.176,4,4
4.708,3.9188,2.0948,0.1824,6.759,4,4
4.808,3.8961,2.0931,0.1550,7.486,4,4
4.908,3.8769,2.0728,0.1521,6.851,4,4
5.007,3.8890,2.0977,0.1295,6.477,4,4
5.111,3.8878,2.1148,0.1461,10.594,4,4
5.211,3.8784,2.1212,0.1397,10.255,4,4
5.306,3.9031,2.0976,0.1234,5.365,4,4
5.406,3.8819,2.1089,0.1301,5.404,4,4
5.508,3.8942,2.1472,0.1553,7.788,4,4
5.607,3.9061,2.1238,0.1379,6.497,4,4
5.707,3.8967,2.1093,0.1383,6.338,4,4
5.808,3.8915,2.1577,0.1849,7.125,4,4
5.907,3.8930,2.1325,0.2133,6.268,4,4
6.007,3.9100,2.1397,0.2070,6.569,4,4
6.107,3.8998,2.1326,0.2000,6.054,4,4
6.208,3.9093,2.0986,0.1973,6.945,4,4
6.307,3.9270,2.1352,0.1807,6.300,4,4
6.408,3.9179,2.0841,0.2045,6.872,4,4
6.506,3.9380,2.0993,0.2087,5.340,4,4
6.606,3.9576,2.0837,0.2135,5.663,4,4
6.709,3.9316,2.0842,0.2075,7.777,4,4
6.810,3.9425,2.0928,0.2365,9.054,4,4
6.907,3.9150,2.0975,0.2434,6.042,4,4
7.007,3.8816,2.0876,0.2373,5.572,4,4
7.108,3.9063,2.0877,0.2570,6.920,4,4
7.207,3.8578,2.0833,0.2521,6.486,4,4
7.308,3.8707,2.0853,0.2517,6.854,4,4
7.409,3.8659,2.0533,0.2892,8.451,4,4
7.507,3.8760,2.0965,0.2550,5.987,4,4
7.609,3.8836,2.1215,0.3033,8.314,4,4
7.709,3.8995,2.0651,0.2695,8.673,4,4
7.808,3.9214,2.0968,0.2875,6.832,4,4
7.910,3.9307,2.1363,0.2948,8.892,4,4
8.006,3.9176,2.0923,0.2642,5.410,4,4
8.107,3.9211,2.0939,0.2786,6.402,4,4
8.208,3.9072,2.0392,0.2546,6.949,4,4
8.309,3.9343,2.0796,0.2538,8.292,4,4
8.407,3.9402,2.0633,0.2467,6.148,4,4
8.509,3.8947,2.0578,0.2751,8.738,4,4
8.609,3.9329,2.0519,0.2467,8.369,4,4
8.707,3.9383,2.0751,0.2782,6.420,4,4
8.808,3.9477,2.1085,0.2363,7.613,4,4
8.907,3.9397,2.1150,0.2346,6.484,4,4
9.008,3.9245,2.0868,0.2296,7.606,4,4
9.109,3.9047,2.1293,0.2120,8.200,4,4
9.207,3.9125,2.0723,0.1949,6.222,4,4
9.312,3.8550,2.1015,0.2272,10.974,4,4
9.408,3.8416,2.1261,0.2334,7.541,4,4
9.509,3.8786,2.1239,0.1815,8.274,4,4
9.609,3.9204,2.1335,0.1577,8.697,4,4
9.709,3.8815,2.1032,0.1856,8.653,4,4
9.809,3.8811,2.1163,0.1770,8.378,4,4
9.910,3.9065,2.1474,0.1527,9.094,4,4
10.009,3.9386,2.1810,0.1332,8.500,4,4
10.107,3.9339,2.1241,0.0916,6.252,4,4
10.209,3.9308,2.1319,0.1159,8.167,4,4
10.308,3.9151,2.1335,0.1464,6.549,4,4
10.409,3.9269,2.1483,0.1322,7.815,4,4
10.509,3.9087,2.1370,0.1197,7.842,4,4
10.607,3.9221,2.1585,0.1212,6.322,4,4
10.709,3.9409,2.1655,0.1150,8.651,4,4
10.808,3.8974,2.1714,0.1697,6.461,4,4
10.910,3.8962,2.1981,0.1361,8.781,4,4
11.008,3.9248,2.2315,0.1438,7.630,4,4
11.109,3.9094,2.2064,0.1676,8.705,4,4
11.210,3.9126,2.2341,0.1701,9.076,4,4
11.309,3.8866,2.2391,0.1614,8.544,4,4
11.409,3.8874,2.2389,0.1682,8.544,4,4
11.508,3.8913,2.2401,0.1591,6.763,4,4
11.608,3.8867,2.2552,0.1686,6.929,4,4
11.711,3.9103,2.2336,0.1525,9.935,4,4
11.812,3.8707,2.2261,0.2118,10.331,4,4
11.909,3.8980,2.2324,0.1769,7.825,4,4
12.009,3.8780,2.2000,0.1740,7.972,4,4
12.107,3.8411,2.1688,0.1878,6.331,4,4
12.211,3.9136,2.2080,0.1924,9.747,4,4
12.308,3.8988,2.2389,0.1675,7.539,4,4
12.410,3.9038,2.2316,0.2044,8.976,4,4
12.508,3.9046,2.2013,0.2110,6.743,4,4
12.606,3.8900,2.1853,0.1835,5.314,4,4
12.708,3.8527,2.1942,0.1742,6.646,4,4
12.810,3.8860,2.2194,0.2003,9.097,4,4
12.908,3.8246,2.2074,0.2188,7.581,4,4
13.008,3.8161,2.1976,0.2050,7.402,4,4
13.109,3.8348,2.1544,0.1665,8.651,4,4
13.210,3.8869,2.1726,0.1514,9.702,4,4
13.307,3.8244,2.1451,0.1769,6.194,4,4
13.406,3.8199,2.1185,0.1560,5.551,4,4
13.507,3.8352,2.1472,0.1522,6.172,4,4
13.607,3.8569,2.1479,0.1239,6.143,4,4
13.707,3.8887,2.1493,0.1255,6.338,4,4
13.810,3.8735,2.1215,0.1355,9.035,4,4
13.906,3.8690,2.1509,0.1388,5.454,4,4
14.009,3.9029,2.1550,0.1408,8.512,4,4
