t_sec,x,y,z,solve_ms,n_zero_weights
9.425,0.0223,0.0212,0.0154,2.306,3
14.928,-0.0455,-0.0165,-0.0319,2.128,0
20.444,0.0028,-0.0310,-0.0028,1.815,0
25.962,0.0379,-0.0172,-0.0568,2.462,0
31.469,0.0125,-0.0126,-0.0143,2.230,0
36.981,-0.0355,0.0078,-0.0149,1.500,0
42.481,-0.0295,-0.0412,-0.0379,2.460,0
47.988,-0.0018,-0.0414,-0.0421,2.323,0
53.496,-0.0710,-0.0524,-0.0129,2.083,0
59.007,-0.0502,-0.1123,-0.0333,1.697,0
59.009,-0.0552,-0.1064,-0.0331,1.481,0
64.513,-0.0479,-0.0635,-0.0124,2.243,0
70.024,-0.0647,-0.0675,-0.0037,2.253,0
75.529,-0.0890,-0.1036,0.0190,3.262,0
81.033,-0.0434,-0.0442,-0.0557,3.390,0
86.547,-0.0497,-0.0782,-0.0225,1.936,0
92.048,-0.0682,-0.0911,-0.0102,2.186,0
97.560,-0.0411,-0.0992,-0.0013,3.452,0
103.065,-0.0877,-0.0768,-0.0215,1.930,0
108.577,-0.0614,-0.0915,0.0480,1.988,0
114.087,-0.1331,-0.1116,-0.0083,1.813,0
119.591,-0.0979,-0.0892,0.0053,2.173,0
125.101,-0.0536,-0.1036,0.0185,2.020,0
130.619,-0.0742,-0.0923,2.4178,2.514,0
