t_sec,x,y,z,solve_ms,n_zero_weights
14.341,3.9351,0.0300,0.0037,4.192,3
19.847,4.0092,-0.0372,-0.0308,2.536,3
25.354,3.9381,0.0226,-0.0158,2.542,0
30.867,3.9386,-0.0440,-0.0021,2.838,0
41.878,3.9188,-0.0302,-0.0393,3.345,0
47.381,3.9166,-0.0748,-0.0136,2.519,0
52.882,3.9107,-0.0056,0.0069,3.776,0
63.895,3.8889,-0.0594,-0.0032,1.552,0
69.404,3.9145,-0.0227,-0.0106,2.120,0
74.916,3.8914,-0.0526,-0.0303,1.949,0
80.421,3.9626,-0.0354,-0.0032,1.841,0
85.929,3.8772,-0.0610,0.0225,3.087,0
91.446,3.9199,-0.0671,0.0180,3.201,0
107.965,3.9459,-0.0400,0.0430,2.753,0
113.466,3.9007,-0.0246,-0.0078,1.474,0
118.969,3.9354,-0.0504,0.0037,3.539,0
129.987,3.9080,-0.0655,0.0442,2.813,0
135.484,3.9165,-0.0202,-0.0170,2.042,0
135.490,3.9425,-0.0456,0.1354,2.739,0
