t_sec,x,y,z,solve_ms,n_zero_weights
9.492,0.0129,0.0076,-0.0441,3.230,3
15.007,-0.0127,-0.0415,-0.0827,2.293,0
20.512,-0.0030,-0.0094,-0.1202,1.701,0
26.028,0.0154,-0.0239,-0.1124,2.797,0
31.531,-0.0063,-0.0470,-0.0520,2.103,0
37.051,0.0287,0.0171,-0.0830,5.633,0
42.550,0.0838,0.0030,-0.1020,2.113,0
48.066,0.0040,-0.0373,-0.0909,2.168,0
53.577,0.0299,0.0103,-0.0612,2.170,0
59.093,0.0404,-0.0107,-0.0795,2.017,0
64.605,0.0383,-0.0151,-0.0702,2.179,0
70.118,0.0842,0.0421,-0.0932,2.288,0
75.621,0.0613,0.0049,-0.0597,2.416,0
81.138,0.0697,-0.0399,-0.0897,2.390,0
86.642,0.0438,-0.0051,-0.0488,3.068,0
92.157,0.0277,-0.0497,-0.0553,1.854,0
97.668,0.0290,-0.0235,-0.0530,2.873,0
103.177,0.1143,0.0052,-0.0761,2.185,0
108.693,0.0349,-0.0303,-0.0690,1.871,0
114.202,0.0185,0.0082,-0.1163,2.655,0
119.714,0.0423,-0.0089,-0.1186,2.931,0
125.225,0.0377,-0.0189,-0.1115,1.926,0
130.742,0.0171,-0.0052,-0.0946,2.494,0
136.256,0.0712,-0.0345,0.0704,2.340,0
141.766,0.0518,-0.0091,3.7617,1.929,1
