t_sec,x,y,z,solve_ms,n_zero_weights
1.003,-0.0074,-0.0076,4.8375,2.245,0
1.104,-0.0122,0.0436,4.7846,2.748,0
1.203,-0.0022,0.0183,4.8031,2.142,0
1.303,0.0100,-0.0291,4.7837,2.112,0
1.404,0.0190,0.0043,4.8109,2.922,0
1.503,-0.0043,-0.0219,4.7998,2.269,0
1.603,-0.0083,0.0350,4.7986,2.048,0
1.704,-0.0009,0.0048,4.7493,2.530,0
1.803,0.0088,-0.0205,4.7665,2.056,0
1.904,0.0145,-0.0003,4.7967,3.105,0
2.002,0.0241,-0.0212,4.7636,1.745,0
2.103,0.0343,0.0150,4.7935,2.156,0
2.203,0.0379,-0.0060,4.7711,1.854,0
2.303,0.0145,0.0111,4.7888,1.990,0
2.402,-0.0023,-0.0018,4.7869,1.758,0
2.503,0.0135,-0.0156,4.7615,1.796,0
2.603,0.0342,0.0259,4.7519,1.995,0
2.703,0.0277,-0.0381,4.7463,1.893,0
2.804,0.0264,-0.0242,4.7561,2.812,0
2.903,-0.0062,-0.0845,4.7612,2.596,0
3.003,-0.0092,-0.0417,4.7700,2.222,0
3.103,0.0197,-0.0057,4.7596,2.573,0
3.203,0.0185,0.0139,4.7934,2.170,0
3.304,0.0456,0.0068,4.7949,2.613,0
3.403,0.0175,-0.0475,4.7797,2.282,0
3.503,0.0063,-0.0374,4.7759,1.851,0
3.602,0.0090,-0.0355,4.7553,1.825,0
3.703,-0.0064,-0.0308,4.7826,2.135,0
3.802,-0.0267,-0.0081,4.8068,1.621,0
3.902,-0.0456,-0.0010,4.8224,1.787,0
4.004,-0.0426,-0.0013,4.8340,2.800,0
4.102,-0.0518,-0.0829,4.8414,1.623,0
4.202,-0.0578,-0.0590,4.8395,1.679,0
4.303,-0.0467,-0.0546,4.8138,2.375,0
4.403,-0.0599,-0.0589,4.7963,2.290,0
4.503,-0.0812,-0.0461,4.8614,1.912,0
4.602,-0.0571,-0.0501,4.8017,1.738,0
4.703,-0.0880,-0.0135,4.8590,1.977,0
4.803,-0.0807,-0.0744,4.8449,2.004,0
4.903,-0.1164,-0.0415,4.8371,1.934,0
5.002,-0.0800,-0.0990,4.7976,1.625,0
5.103,-0.1036,-0.0746,4.8427,1.811,0
5.202,-0.0651,-0.0662,4.7716,1.575,0
5.302,-0.0881,-0.0668,4.8260,1.761,0
5.403,-0.1050,-0.0973,4.8405,2.298,0
5.503,-0.0616,-0.0163,4.8210,2.019,0
5.602,-0.0788,-0.0627,4.8668,1.740,0
5.703,-0.0708,-0.0811,4.8456,2.034,0
5.803,-0.0733,-0.0496,4.8534,2.005,0
5.903,-0.0839,-0.0690,4.9056,2.120,0
6.003,-0.0673,-0.0365,4.9214,1.994,0
6.103,-0.0839,-0.0239,4.9140,1.738,0
6.203,-0.0966,-0.0139,4.9220,2.561,0
6.303,-0.1438,-0.0597,4.9279,1.954,0
6.404,-0.1402,-0.0358,4.9366,3.350,0
6.504,-0.1113,-0.0228,4.9781,2.790,0
6.603,-0.1305,0.0006,4.9575,2.079,0
6.703,-0.1238,-0.0133,4.9940,1.987,0
6.803,-0.1115,-0.0434,4.9557,2.188,0
6.903,-0.0727,0.0153,4.9544,1.977,0
7.004,-0.0859,0.0002,4.9557,2.854,0
7.103,-0.1259,0.0024,5.0022,2.211,0
7.202,-0.1613,-0.0111,5.0249,1.702,0
7.303,-0.1347,0.0229,4.9626,1.976,0
7.403,-0.1650,-0.0035,5.0190,1.865,0
7.503,-0.1551,0.0236,5.0038,1.862,0
7.603,-0.1515,0.0347,5.0186,1.950,0
7.703,-0.2003,0.0125,5.0537,1.864,0
7.803,-0.1979,0.0217,4.9971,1.833,0
7.903,-0.2149,-0.0141,4.9888,2.163,0
8.003,-0.2344,0.0185,4.9985,1.890,0
8.103,-0.1809,-0.0251,4.9318,2.471,0
8.203,-0.1962,0.0052,4.9746,1.856,0
8.303,-0.2050,0.0207,4.9903,1.958,0
8.403,-0.2160,-0.0510,4.9937,2.211,0
8.503,-0.2005,0.0129,4.9835,2.291,0
8.603,-0.2062,0.0092,4.9948,2.006,0
8.703,-0.2321,0.0342,5.0080,2.308,0
8.803,-0.2448,0.0482,5.0107,2.079,0
8.903,-0.2468,-0.0137,4.9868,1.891,0
9.004,-0.2260,0.0220,4.9734,2.884,0
9.104,-0.2103,0.0409,4.9731,2.789,0
9.203,-0.2555,0.0202,5.0068,2.022,0
9.303,-0.2215,0.0154,4.9481,2.467,0
9.403,-0.2535,-0.0060,5.0171,2.346,0
9.503,-0.2548,0.0105,4.9790,2.053,0
9.603,-0.2465,0.0548,4.9847,2.333,0
9.703,-0.2471,0.0247,4.9847,2.140,0
9.803,-0.2448,0.0310,5.0133,2.171,0
9.903,-0.2711,-0.0243,5.0151,2.003,0
10.003,-0.2401,-0.0054,4.9687,2.001,0
10.103,-0.2675,0.0296,5.0403,2.148,0
10.203,-0.2460,0.0305,4.9908,2.557,0
10.304,-0.2607,0.0730,5.0051,2.807,0
10.403,-0.2788,0.0119,5.0165,2.683,0
10.503,-0.2594,0.0498,5.0149,1.843,0
10.603,-0.2607,0.0441,5.0013,2.745,0
