t_sec,x,y,z,solve_ms,n_passed_gate,n_rejected_gate,trace_P
0.902,0.0355,0.0275,5.0480,0.534,3,1,0.039867
1.001,0.0183,0.0164,5.0445,0.471,3,1,0.020042
3.834,0.0087,0.0177,5.0259,0.504,3,1,0.013484
3.934,0.0143,0.0290,5.0049,0.560,3,1,0.010252
4.035,0.0137,0.0340,4.9911,0.800,3,1,0.008349
4.135,0.0090,0.0369,4.9835,0.722,3,1,0.007111
4.234,0.0091,0.0398,4.9799,0.552,3,1,0.006253
4.334,0.0151,0.0427,4.9743,0.553,3,1,0.005630
4.434,0.0197,0.0449,4.9744,0.506,3,1,0.005165
4.535,0.0149,0.0445,4.9696,0.815,3,1,0.004808
4.634,0.0130,0.0437,4.9678,0.728,3,1,0.004529
4.734,0.0098,0.0435,4.9659,0.560,3,1,0.004309
4.835,0.0075,0.0435,4.9631,0.749,3,1,0.004133
4.935,0.0005,0.0424,4.9618,0.814,3,1,0.003991
5.034,0.0003,0.0412,4.9592,0.467,3,1,0.003875
5.134,0.0049,0.0411,4.9591,0.528,3,1,0.003780
5.235,0.0039,0.0412,4.9583,0.617,3,1,0.003703
5.335,0.0020,0.0424,4.9571,0.894,3,1,0.003639
5.435,0.0025,0.0429,4.9530,0.619,3,1,0.003586
5.535,0.0025,0.0432,4.9527,0.864,3,1,0.003542
5.634,0.0006,0.0434,4.9557,0.462,3,1,0.003505
5.735,-0.0011,0.0431,4.9541,0.653,3,1,0.003474
5.835,0.0003,0.0446,4.9509,0.871,3,1,0.003449
5.934,0.0005,0.0449,4.9510,0.498,3,1,0.003428
6.035,-0.0013,0.0438,4.9534,1.019,3,1,0.003410
6.135,-0.0003,0.0445,4.9541,0.440,3,1,0.003395
6.235,0.0050,0.0449,4.9561,0.885,3,1,0.003383
6.335,0.0080,0.0456,4.9553,0.682,3,1,0.003372
6.434,0.0091,0.0472,4.9567,0.596,3,1,0.003363
6.534,0.0133,0.0492,4.9590,0.550,3,1,0.003356
6.634,0.0178,0.0505,4.9605,0.492,3,1,0.003350
6.734,0.0203,0.0510,4.9622,0.418,3,1,0.003345
6.835,0.0242,0.0518,4.9617,0.779,3,1,0.003340
6.934,0.0297,0.0530,4.9605,0.602,3,1,0.003337
7.035,0.0250,0.0530,4.9642,0.817,3,1,0.003334
7.135,0.0289,0.0532,4.9633,0.482,3,1,0.003331
7.235,0.0319,0.0532,4.9645,0.806,3,1,0.003329
7.335,0.0349,0.0534,4.9675,0.658,3,1,0.003327
7.435,0.0338,0.0523,4.9683,0.760,3,1,0.003325
7.537,0.0319,0.0518,4.9677,2.472,3,1,0.003324
7.635,0.0304,0.0505,4.9643,0.709,3,1,0.003323
7.735,0.0286,0.0503,4.9644,0.724,3,1,0.003322
7.835,0.0284,0.0511,4.9643,0.546,3,1,0.003321
7.936,0.0242,0.0492,4.9625,1.530,3,1,0.003321
8.035,0.0208,0.0472,4.9570,0.771,3,1,0.003320
8.134,0.0208,0.0463,4.9580,0.382,3,1,0.003320
8.235,0.0190,0.0449,4.9556,0.610,3,1,0.003319
8.335,0.0173,0.0438,4.9539,0.507,3,1,0.003319
8.434,0.0107,0.0430,4.9541,0.423,3,1,0.003319
8.535,0.0060,0.0412,4.9512,0.587,3,1,0.003319
8.634,0.0051,0.0402,4.9500,0.377,3,1,0.003318
8.734,0.0019,0.0387,4.9485,0.397,3,1,0.003318
8.835,-0.0002,0.0363,4.9476,0.901,3,1,0.003318
8.935,-0.0005,0.0346,4.9463,0.593,3,1,0.003318
9.034,-0.0020,0.0326,4.9477,0.413,3,1,0.003318
9.134,-0.0033,0.0306,4.9470,0.404,3,1,0.003318
9.234,-0.0028,0.0299,4.9449,0.372,3,1,0.003318
9.334,-0.0059,0.0289,4.9444,0.526,3,1,0.003318
9.435,-0.0042,0.0270,4.9428,0.757,3,1,0.003318
9.535,-0.0045,0.0256,4.9414,0.743,3,1,0.003318
9.634,-0.0067,0.0251,4.9408,0.425,3,1,0.003318
9.735,-0.0069,0.0244,4.9407,0.497,3,1,0.003317
9.835,-0.0078,0.0240,4.9383,0.511,3,1,0.003317
9.934,-0.0039,0.0247,4.9396,0.480,3,1,0.003317
10.035,-0.0042,0.0256,4.9413,0.573,3,1,0.003317
10.134,-0.0007,0.0268,4.9397,0.416,3,1,0.003317
