t_sec,x,y,z,solve_ms,n_zero_weights
9.387,1.9508,-0.0120,0.0055,2.640,3
14.906,1.9738,0.0478,-0.0564,2.100,0
20.419,1.9730,0.0121,-0.0385,2.163,0
25.930,1.9819,0.0351,-0.0949,2.124,0
31.446,1.9597,-0.0138,-0.1074,2.536,0
36.968,2.0208,0.0654,-0.1156,2.099,0
42.465,2.0436,0.0296,-0.0935,2.055,0
47.978,2.0531,0.0236,-0.0329,2.142,0
47.983,2.0374,0.0229,-0.0279,3.099,0
59.006,1.9687,0.0507,-0.0419,2.627,0
70.028,1.9368,-0.0144,-0.0250,4.131,0
81.047,1.9560,0.0108,-0.0433,3.113,0
86.561,2.0896,0.1102,-0.0457,2.324,0
92.071,2.0440,0.0712,-0.0489,3.283,0
103.092,1.9837,0.0889,-0.0336,4.860,0
108.600,2.0487,0.0721,-0.0287,1.829,0
114.117,2.0504,0.0641,-0.0437,2.335,0
119.630,2.0145,0.0659,-0.0112,2.705,0
125.142,2.0092,0.0953,-0.0109,2.441,0
130.648,2.1153,0.1406,-0.0442,3.890,0
136.153,2.0808,0.1474,-0.0481,2.235,0
