t_sec,x,y,z,solve_ms,best_inliers,n_neighbours
0.716,-0.0733,-0.0132,-0.0720,14.765,3,4
0.813,-0.0117,0.0136,0.0300,12.185,3,4
0.926,-0.0035,0.0247,0.0073,21.412,3,4
1.035,-0.0313,0.0097,0.0416,24.799,3,4
1.111,-0.0088,0.0242,0.0687,10.676,3,4
1.212,-0.0574,0.0034,0.0536,11.048,3,4
1.310,-0.0026,0.0176,0.0252,8.872,3,4
1.411,-0.0195,0.0264,0.0141,10.129,3,4
1.509,-0.0310,0.0161,0.0606,8.411,3,4
1.611,-0.0100,0.0147,0.0510,10.173,3,4
1.710,0.0444,0.0361,0.0772,8.949,3,4
1.810,-0.0127,0.0191,0.0460,9.347,3,4
1.911,-0.0222,0.0045,0.0530,10.173,3,4
2.012,-0.0133,-0.0018,0.0152,10.799,3,4
2.108,-0.0265,-0.0136,0.0291,7.740,3,4
2.208,0.0186,-0.0257,0.0468,7.507,3,4
2.309,0.0256,-0.0339,0.0297,8.159,3,4
2.410,-0.0451,-0.0495,0.0608,8.883,4,4
2.507,-0.0320,-0.0642,0.1025,6.289,4,4
2.609,-0.0138,-0.0620,0.0667,7.876,4,4
2.708,0.0245,-0.0645,0.0996,6.985,4,4
2.808,-0.0006,-0.0701,0.0784,6.701,4,4
2.908,0.0035,-0.0644,0.1000,6.775,4,4
3.009,0.0373,-0.0846,0.0956,7.535,4,4
3.107,0.0412,-0.0626,0.1652,6.341,4,4
3.209,-0.0179,-0.0379,0.1534,8.096,4,4
3.308,-0.0219,-0.0760,0.1376,7.077,4,4
3.410,-0.0263,-0.0678,0.1590,9.057,4,4
3.507,-0.0193,-0.0754,0.1720,5.921,4,4
3.608,0.0275,-0.0437,0.1847,7.324,4,4
3.709,0.0212,-0.0637,0.1895,8.244,4,4
3.808,-0.0390,-0.0650,0.1763,7.106,4,4
3.907,0.0057,-0.0689,0.1765,6.236,4,4
4.010,-0.0090,-0.0731,0.1894,8.871,4,4
4.108,0.0312,-0.0676,0.1739,7.207,4,4
4.208,0.0074,-0.0535,0.1568,7.044,4,4
4.307,0.0369,-0.0579,0.1367,6.443,4,4
4.408,-0.0129,-0.0625,0.1598,6.929,4,4
4.507,-0.0379,-0.0290,0.1482,6.347,4,4
4.608,-0.0074,-0.0852,0.1015,6.835,4,4
4.710,-0.0178,-0.0578,0.1503,8.649,4,4
4.807,0.0106,-0.0695,0.1181,6.671,4,4
4.908,-0.0035,-0.0590,0.1040,6.765,4,4
5.007,-0.0221,-0.0579,0.1130,5.918,4,4
5.107,-0.0749,-0.0891,0.1000,6.287,4,4
5.208,-0.0034,-0.0512,0.1080,7.326,4,4
5.309,-0.0618,-0.0491,0.1705,8.015,4,4
5.408,-0.0028,-0.0433,0.0954,7.441,4,4
5.508,-0.0102,-0.0260,0.0645,7.005,4,4
5.608,-0.0041,-0.0437,0.0654,6.888,4,4
5.708,-0.0312,-0.0096,0.1233,7.030,4,4
5.807,-0.0377,-0.0388,0.0899,6.092,4,4
5.907,-0.0177,-0.0544,0.0730,6.353,4,4
6.009,0.0073,-0.0558,0.0550,7.584,4,4
6.109,-0.0227,-0.0476,0.0618,7.830,4,4
6.210,0.0228,-0.0442,0.0650,8.877,4,4
6.307,-0.0036,-0.0321,0.0747,6.696,4,4
6.408,-0.0162,-0.0567,0.0671,7.127,4,4
6.510,-0.0321,-0.0565,0.0939,9.144,4,4
6.607,-0.0165,-0.0581,0.0734,6.413,4,4
6.709,-0.0419,-0.0698,0.0984,7.642,4,4
6.810,-0.0008,-0.0556,0.0824,8.936,4,4
6.908,0.0019,-0.0544,0.0756,7.245,4,4
7.009,0.0032,-0.0780,0.0851,7.830,4,4
7.109,-0.0168,-0.0892,0.1302,7.773,4,4
7.214,0.0309,-0.0630,0.0891,12.535,4,4
7.309,-0.0062,-0.0750,0.0743,7.260,4,4
7.409,0.0057,-0.0785,0.0629,8.639,4,4
7.508,-0.0077,-0.0765,0.0684,6.925,4,4
7.610,-0.0456,-0.0833,0.0972,9.262,4,4
7.710,-0.0546,-0.1085,0.0878,8.607,4,4
7.808,-0.1104,-0.1135,0.1052,7.198,4,4
7.911,-0.0892,-0.1087,0.1594,9.554,4,4
8.007,-0.0543,-0.1458,0.1315,6.132,4,4
8.109,-0.0583,-0.1214,0.1241,7.493,4,4
8.209,-0.0261,-0.0865,0.1173,7.820,4,4
8.308,-0.0144,-0.1032,0.1215,7.168,4,4
8.409,-0.0206,-0.0788,0.1026,7.869,4,4
8.509,0.0102,-0.0863,0.1376,7.748,4,4
8.611,-0.0026,-0.0915,0.1050,9.927,4,4
8.707,0.0110,-0.1202,0.1444,5.714,4,4
8.807,0.0382,-0.1282,0.1457,6.067,4,4
8.908,0.0247,-0.1176,0.1493,6.650,4,4
9.009,0.0397,-0.1162,0.1206,7.291,4,4
9.109,0.0805,-0.0979,0.1439,8.415,4,4
9.208,0.0853,-0.1013,0.1308,6.792,4,4
9.307,0.0845,-0.0868,0.0768,6.421,4,4
9.408,0.0345,-0.0694,0.1107,7.018,4,4
9.507,0.0206,-0.0911,0.1194,6.266,4,4
9.609,0.0556,-0.0820,0.0796,7.809,4,4
9.709,0.0427,-0.0569,0.0855,7.312,4,4
9.808,0.0081,-0.0564,0.0834,6.901,4,4
9.907,0.0105,-0.0756,0.0694,6.253,4,4
10.009,0.0278,-0.0967,0.0803,7.622,4,4
10.108,0.0076,-0.0881,0.0984,7.249,4,4
10.207,0.0331,-0.0856,0.0563,6.623,4,4
10.308,0.0339,-0.0841,0.0871,7.116,4,4
10.409,-0.0034,-0.1074,0.0677,8.206,4,4
10.508,0.0501,-0.1071,0.0550,7.194,4,4
10.608,-0.0072,-0.1182,0.0859,6.932,4,4
10.710,0.0449,-0.1311,0.0906,9.082,4,4
10.808,0.0242,-0.1380,0.1163,7.527,4,4
10.908,0.0372,-0.1366,0.0849,7.033,4,4
11.008,0.0681,-0.1394,0.1358,6.801,4,4
11.108,0.0002,-0.1571,0.1086,6.989,4,4
11.210,0.0099,-0.1435,0.1307,9.430,4,4
11.307,-0.0003,-0.1532,0.1107,6.450,4,4
11.408,-0.0106,-0.1727,0.1320,6.668,4,4
11.510,0.0246,-0.1417,0.1006,8.844,4,4
11.608,-0.0054,-0.1430,0.0946,7.646,4,4
11.710,0.0001,-0.1547,0.1060,9.472,4,4
11.810,-0.0138,-0.1606,0.0849,8.620,4,4
11.908,0.0041,-0.1619,0.0799,7.006,4,4
12.008,0.0911,-0.1692,0.0833,7.586,4,4
12.109,0.0389,-0.1948,0.0781,7.490,4,4
12.208,0.0578,-0.1889,0.0820,6.940,4,4
12.308,0.0702,-0.1913,0.0886,6.789,4,4
12.409,0.0330,-0.2129,0.0497,8.602,4,4
12.507,0.0707,-0.2029,0.0376,6.615,4,4
