t_sec,x,y,z,solve_ms,n_passed_gate,n_rejected_gate,trace_P
1.302,13.3123,5.8154,4.8561,0.834,0,4,12.000300
1.401,13.3105,5.7618,4.8320,0.351,3,1,0.039867
1.502,13.3253,5.7785,4.8355,0.729,3,1,0.020042
1.602,13.3169,5.7763,4.8385,0.554,3,1,0.013484
1.701,13.3159,5.7720,4.8442,0.370,3,1,0.010252
1.802,13.3069,5.7671,4.8429,0.618,3,1,0.008349
1.903,13.3072,5.7627,4.8418,0.432,3,1,0.007111
2.002,13.3027,5.7552,4.8399,0.464,3,1,0.006253
2.102,13.3038,5.7539,4.8445,0.498,3,1,0.005630
2.201,13.3045,5.7506,4.8415,0.368,3,1,0.005165
2.302,13.3039,5.7523,4.8390,0.763,3,1,0.004808
2.401,13.3014,5.7525,4.8398,0.320,3,1,0.004529
2.503,13.2997,5.7524,4.8418,0.844,3,1,0.004309
2.602,13.2999,5.7537,4.8400,0.581,3,1,0.004133
2.702,13.2992,5.7493,4.8385,0.701,3,1,0.003991
2.802,13.3041,5.7531,4.8362,0.626,3,1,0.003875
2.902,13.3054,5.7576,4.8383,0.518,3,1,0.003780
3.001,13.3083,5.7597,4.8377,0.348,3,1,0.003703
3.102,13.3057,5.7591,4.8341,0.615,3,1,0.003639
3.202,13.3085,5.7594,4.8354,0.390,3,1,0.003586
3.303,13.3097,5.7581,4.8352,0.684,3,1,0.003542
3.402,13.3111,5.7597,4.8318,0.705,3,1,0.003505
3.502,13.3116,5.7624,4.8302,0.622,3,1,0.003474
3.602,13.3152,5.7695,4.8290,0.627,3,1,0.003449
3.702,13.3197,5.7754,4.8255,0.668,3,1,0.003428
3.801,13.3235,5.7811,4.8264,0.378,3,1,0.003410
3.902,13.3261,5.7838,4.8232,0.572,3,1,0.003395
4.002,13.3293,5.7890,4.8225,0.426,3,1,0.003383
4.102,13.3288,5.7856,4.8209,0.527,3,1,0.003372
4.203,13.3301,5.7866,4.8225,0.366,3,1,0.003363
4.301,13.3284,5.7826,4.8220,0.435,3,1,0.003356
4.401,13.3291,5.7809,4.8191,0.516,3,1,0.003350
4.502,13.3281,5.7804,4.8182,0.599,3,1,0.003345
4.602,13.3281,5.7804,4.8175,0.606,3,1,0.003340
4.702,13.3275,5.7794,4.8151,0.408,3,1,0.003337
4.801,13.3272,5.7786,4.8153,0.332,3,1,0.003334
4.902,13.3238,5.7755,4.8140,0.657,3,1,0.003331
5.002,13.3245,5.7748,4.8112,0.639,3,1,0.003329
5.103,13.3250,5.7751,4.8086,0.649,3,1,0.003327
5.202,13.3255,5.7745,4.8085,0.821,3,1,0.003325
5.303,13.3251,5.7739,4.8070,0.565,3,1,0.003324
5.402,13.3258,5.7718,4.8063,0.675,3,1,0.003323
5.503,13.3275,5.7744,4.8046,0.661,3,1,0.003322
5.602,13.3291,5.7729,4.8050,0.645,3,1,0.003321
5.701,13.3276,5.7736,4.8022,0.472,3,1,0.003321
5.802,13.3266,5.7714,4.8013,0.632,3,1,0.003320
5.902,13.3276,5.7742,4.8039,0.562,3,1,0.003320
6.002,13.3271,5.7740,4.8025,0.473,3,1,0.003319
6.103,13.3262,5.7726,4.8022,0.858,3,1,0.003319
6.202,13.3256,5.7716,4.8018,0.623,3,1,0.003319
6.302,13.3246,5.7763,4.8010,0.798,3,1,0.003319
6.401,13.3224,5.7733,4.7993,0.380,3,1,0.003318
6.502,13.3208,5.7738,4.7964,0.683,3,1,0.003318
6.602,13.3179,5.7757,4.7942,0.356,3,1,0.003318
6.702,13.3175,5.7784,4.7932,0.433,3,1,0.003318
6.802,13.3167,5.7786,4.7942,0.690,3,1,0.003318
6.902,13.3189,5.7803,4.7960,0.698,3,1,0.003318
7.001,13.3169,5.7798,4.7968,0.416,3,1,0.003318
7.102,13.3168,5.7799,4.7974,0.505,3,1,0.003318
7.202,13.3149,5.7768,4.7984,0.692,3,1,0.003318
7.302,13.3149,5.7787,4.7961,0.475,3,1,0.003318
7.402,13.3151,5.7798,4.7950,0.781,3,1,0.003318
7.502,13.3128,5.7762,4.7919,0.742,3,1,0.003317
7.602,13.3134,5.7758,4.7939,0.692,3,1,0.003317
7.702,13.3160,5.7746,4.7931,0.368,3,1,0.003317
7.802,13.3140,5.7713,4.7907,0.853,3,1,0.003317
7.902,13.3160,5.7743,4.7897,0.512,3,1,0.003317
8.001,13.3144,5.7748,4.7897,0.377,3,1,0.003317
8.102,13.3152,5.7787,4.7924,0.724,3,1,0.003317
8.202,13.3139,5.7774,4.7940,0.675,3,1,0.003317
8.302,13.3088,5.7771,4.7929,0.524,3,1,0.003317
8.402,13.3043,5.7774,4.7950,0.791,3,1,0.003317
8.503,13.3019,5.7750,4.7941,0.866,3,1,0.003317
8.603,13.3004,5.7758,4.7940,0.820,3,1,0.003317
8.703,13.2993,5.7752,4.7957,1.032,3,1,0.003317
8.803,13.2965,5.7770,4.7962,0.760,3,1,0.003317
8.902,13.2954,5.7780,4.7961,0.834,3,1,0.003317
