t_sec,x,y,z,solve_ms,n_zero_weights
9.525,-0.0122,-0.0006,0.0296,2.044,3
15.033,0.0019,-0.0017,-0.0085,2.205,0
20.550,-0.0011,-0.0309,0.0221,2.525,0
26.066,0.0071,0.0439,-0.0069,3.320,0
31.580,-0.0150,-0.0244,0.0073,1.738,0
37.088,-0.0594,0.0187,0.0427,2.092,0
42.587,0.0124,0.0080,0.0073,2.656,0
48.095,-0.0515,0.0119,0.0243,2.731,0
53.599,-0.0389,0.0734,0.0345,1.884,0
59.113,-0.0271,0.0132,0.0725,3.005,0
64.620,-0.0332,0.0898,0.0309,2.202,0
70.134,-0.0849,-0.0128,0.0327,2.055,0
75.652,0.0042,0.0992,0.0111,2.813,0
81.160,-0.0406,0.0390,0.0355,1.493,0
86.672,-0.0270,0.0768,0.0314,2.444,0
92.185,-0.0111,0.0824,0.0025,2.694,0
97.695,0.0085,0.0889,0.0386,1.980,0
103.199,-0.0022,0.0397,0.0348,1.687,0
135.229,0.0108,0.0727,0.0255,7.806,0
135.324,0.0155,0.0718,0.0358,3.464,0
