t_sec,x,y,z,solve_ms,n_passed_gate,n_rejected_gate,trace_P
0.902,1.9591,0.0079,0.0096,0.695,3,1,0.039474
1.002,1.9885,0.0184,0.0064,0.826,3,1,0.019943
1.102,1.9967,0.0419,4.9330,0.726,3,1,0.052964
1.202,1.9956,0.0159,4.9611,0.391,3,1,0.022844
1.303,1.9963,0.0190,4.9656,0.705,3,1,0.014661
1.401,1.9936,0.0135,4.9615,0.381,3,1,0.010889
1.502,1.9950,0.0115,4.9609,0.726,3,1,0.008743
1.602,1.9933,0.0073,4.9633,0.512,3,1,0.007376
1.701,1.9869,0.0021,4.9639,0.444,3,1,0.006440
1.802,1.9886,-0.0019,4.9611,0.886,3,1,0.005768
1.902,1.9949,-0.0039,4.9615,0.373,3,1,0.005269
2.002,1.9965,-0.0057,4.9616,0.416,3,1,0.004888
2.102,1.9929,-0.0095,4.9633,0.449,3,1,0.004593
2.202,1.9936,-0.0132,4.9646,0.493,3,1,0.004359
2.302,1.9953,-0.0112,4.9643,0.557,3,1,0.004173
2.401,1.9970,-0.0121,4.9636,0.365,3,1,0.004023
2.502,2.0004,-0.0131,4.9629,0.553,3,1,0.003902
2.604,2.0055,-0.0105,4.9623,2.181,3,1,0.003802
2.701,2.0054,-0.0114,4.9620,0.537,3,1,0.003721
2.801,2.0022,-0.0113,4.9613,0.353,3,1,0.003653
2.901,2.0043,-0.0100,4.9606,0.350,3,1,0.003598
3.001,2.0055,-0.0083,4.9616,0.344,3,1,0.003552
3.101,2.0050,-0.0082,4.9651,0.331,3,1,0.003513
3.202,2.0049,-0.0069,4.9681,0.383,3,1,0.003481
3.302,2.0074,-0.0039,4.9724,0.486,3,1,0.003455
3.401,2.0058,-0.0023,4.9768,0.346,3,1,0.003433
3.503,2.0063,-0.0017,4.9822,0.597,3,1,0.003414
3.602,2.0061,-0.0010,4.9856,0.511,3,1,0.003399
3.702,2.0071,0.0014,4.9882,0.382,3,1,0.003385
3.801,2.0072,0.0047,4.9904,0.323,3,1,0.003375
3.901,2.0111,0.0065,4.9924,0.325,3,1,0.003365
4.002,2.0088,0.0071,4.9952,0.392,3,1,0.003358
4.102,2.0046,0.0071,4.9979,0.500,3,1,0.003351
4.202,2.0040,0.0074,4.9993,0.476,3,1,0.003346
4.302,2.0060,0.0080,5.0024,0.529,3,1,0.003341
4.401,2.0039,0.0074,5.0041,0.321,3,1,0.003337
4.502,2.0029,0.0087,5.0031,0.888,3,1,0.003334
4.602,2.0039,0.0083,5.0046,0.474,3,1,0.003332
