t_sec,x,y,z,solve_ms,n_zero_weights
9.366,2.0230,-0.0138,0.0678,2.520,3
14.869,2.0481,0.0269,-0.0767,1.915,0
20.386,2.0053,-0.0288,-0.0464,1.688,0
25.903,1.9605,0.0060,-0.0566,2.326,0
25.908,1.9947,0.0072,-0.0524,3.004,0
31.411,1.9896,0.0002,-0.0208,2.539,0
36.921,2.0158,-0.0205,-0.0088,1.708,0
42.422,1.9366,-0.0583,-0.0492,2.036,0
47.929,1.9451,-0.0748,-0.0110,2.121,0
53.439,1.9621,-0.0477,-0.0438,3.217,0
58.949,1.9901,-0.0662,-0.0065,1.849,0
64.454,1.9785,-0.0897,-0.0272,2.234,0
69.965,1.9795,-0.0696,-0.0269,2.311,0
75.470,1.9479,-0.0894,-0.0021,1.997,0
80.974,1.9592,-0.0886,0.0039,2.747,0
86.489,1.9703,-0.0360,-0.0148,1.810,0
91.991,1.9682,-0.1134,-0.0080,2.465,0
97.501,1.9155,-0.0586,-0.0031,3.105,0
103.008,1.9596,-0.0646,0.0258,2.443,0
108.518,1.9126,-0.0681,0.0135,1.620,0
114.031,1.8965,-0.0807,0.0140,3.370,0
119.533,1.9270,-0.1034,-0.0111,2.894,0
125.045,1.9247,-0.1045,0.0028,3.635,0
