t_sec,x,y,z,solve_ms,n_zero_weights
18.856,3.9223,1.9904,-0.0221,3.246,3
40.885,3.9546,1.9885,-0.0176,2.082,0
46.390,3.9561,1.9988,-0.0501,2.437,0
51.890,3.8929,1.9314,-0.0161,2.867,0
62.905,3.8980,1.9822,-0.0208,3.050,0
68.414,3.8715,1.9174,0.0260,3.459,0
73.927,3.9212,1.9375,-0.0128,3.325,0
79.430,3.9104,1.9420,-0.0423,3.089,0
84.938,3.9356,1.9944,0.0383,3.320,0
90.452,3.9039,1.9324,-0.0109,2.042,0
101.464,3.9224,1.9496,0.0060,2.530,0
106.974,3.8817,1.9290,0.0197,2.109,0
112.476,3.9192,1.9674,0.0146,2.294,0
117.978,3.9471,1.9786,0.0151,3.455,0
128.996,3.8898,1.9645,0.0597,2.265,0
134.494,3.9130,1.9128,-0.0691,1.946,0
