t_sec,x,y,z,solve_ms,n_passed_gate,n_rejected_gate,trace_P
1.202,4.0059,0.0326,4.8324,0.667,3,1,0.056210
1.302,4.0222,0.0199,4.8282,0.556,3,1,0.023421
1.401,4.0287,0.0091,4.8439,0.390,3,1,0.014891
1.501,4.0200,0.0053,4.8377,0.416,3,1,0.011010
1.601,4.0071,0.0084,4.8437,0.567,3,1,0.008817
1.702,4.0054,0.0063,4.8411,0.374,3,1,0.007425
1.801,4.0042,0.0057,4.8448,0.364,3,1,0.006474
1.902,4.0029,0.0038,4.8436,0.386,3,1,0.005793
2.001,3.9974,0.0014,4.8481,0.294,3,1,0.005288
2.102,3.9966,-0.0002,4.8488,0.402,3,1,0.004903
2.201,3.9951,-0.0009,4.8507,0.476,3,1,0.004604
2.302,3.9952,-0.0040,4.8468,0.389,3,1,0.004368
2.401,3.9982,0.0005,4.8479,0.354,3,1,0.004181
2.501,4.0000,-0.0007,4.8498,0.343,3,1,0.004029
2.601,3.9994,-0.0012,4.8484,0.324,3,1,0.003906
2.702,4.0017,0.0001,4.8476,0.346,3,1,0.003806
2.801,4.0015,0.0002,4.8466,0.362,3,1,0.003724
2.901,4.0025,-0.0030,4.8447,0.339,3,1,0.003656
3.001,3.9994,-0.0017,4.8453,0.426,3,1,0.003600
3.102,3.9956,0.0024,4.8466,0.379,3,1,0.003554
3.201,3.9964,0.0028,4.8473,0.486,3,1,0.003515
3.302,3.9982,0.0029,4.8486,0.327,3,1,0.003483
3.401,3.9991,0.0046,4.8487,0.572,3,1,0.003456
3.501,3.9957,0.0065,4.8483,0.394,3,1,0.003434
3.601,3.9988,0.0062,4.8480,0.366,3,1,0.003415
3.701,4.0022,0.0065,4.8472,0.334,3,1,0.003399
3.801,4.0028,0.0062,4.8481,0.313,3,1,0.003386
3.902,4.0081,0.0043,4.8487,0.375,3,1,0.003375
4.001,4.0119,0.0021,4.8484,0.307,3,1,0.003366
4.102,4.0122,0.0032,4.8481,0.340,3,1,0.003358
4.201,4.0093,0.0054,4.8494,0.289,3,1,0.003352
4.301,4.0077,0.0064,4.8510,0.337,3,1,0.003346
4.401,4.0097,0.0079,4.8529,0.312,3,1,0.003341
4.502,4.0135,0.0078,4.8530,0.420,3,1,0.003338
4.602,4.0160,0.0081,4.8528,0.638,3,1,0.003334
4.702,4.0173,0.0074,4.8528,0.391,3,1,0.003332
4.801,4.0150,0.0097,4.8537,0.296,3,1,0.003329
4.901,4.0135,0.0123,4.8505,0.334,3,1,0.003327
5.001,4.0130,0.0134,4.8513,0.329,3,1,0.003326
5.101,4.0148,0.0154,4.8487,0.336,3,1,0.003325
5.201,4.0153,0.0156,4.8508,0.330,3,1,0.003323
5.301,4.0158,0.0149,4.8508,0.338,3,1,0.003322
5.401,4.0143,0.0131,4.8507,0.300,3,1,0.003322
5.502,4.0145,0.0112,4.8491,0.413,3,1,0.003321
5.602,4.0118,0.0123,4.8489,0.588,3,1,0.003320
5.702,4.0101,0.0134,4.8484,0.516,3,1,0.003320
5.802,4.0101,0.0142,4.8495,0.557,3,1,0.003319
5.901,4.0075,0.0156,4.8495,0.367,3,1,0.003319
6.001,4.0085,0.0163,4.8492,0.321,3,1,0.003319
6.101,4.0066,0.0174,4.8469,0.403,3,1,0.003319
6.201,4.0063,0.0183,4.8466,0.318,3,1,0.003318
6.301,4.0044,0.0196,4.8470,0.364,3,1,0.003318
6.401,3.9992,0.0206,4.8442,0.320,3,1,0.003318
6.501,3.9971,0.0210,4.8450,0.458,3,1,0.003318
6.601,3.9969,0.0197,4.8437,0.338,3,1,0.003318
6.701,3.9971,0.0222,4.8457,0.402,3,1,0.003318
6.802,3.9955,0.0219,4.8456,0.524,3,1,0.003318
6.901,3.9957,0.0209,4.8488,0.332,3,1,0.003318
7.001,3.9963,0.0237,4.8500,0.404,3,1,0.003318
7.102,3.9928,0.0238,4.8507,0.388,3,1,0.003318
7.201,3.9911,0.0258,4.8502,0.320,3,1,0.003318
7.302,3.9920,0.0237,4.8504,0.328,3,1,0.003318
7.401,3.9919,0.0230,4.8508,0.285,3,1,0.003317
7.501,3.9907,0.0218,4.8484,0.353,3,1,0.003317
7.601,3.9924,0.0218,4.8471,0.517,3,1,0.003317
7.702,3.9925,0.0215,4.8450,0.328,3,1,0.003317
7.801,3.9953,0.0203,4.8436,0.311,3,1,0.003317
7.902,3.9969,0.0198,4.8413,0.475,3,1,0.003317
8.002,3.9978,0.0155,4.8399,0.486,3,1,0.003317
8.101,3.9966,0.0108,4.8383,0.363,3,1,0.003317
8.201,3.9968,0.0085,4.8377,0.326,3,1,0.003317
8.301,3.9962,0.0084,4.8367,0.371,3,1,0.003317
8.401,3.9989,0.0082,4.8331,0.313,3,1,0.003317
8.502,3.9983,0.0084,4.8337,0.403,3,1,0.003317
8.601,3.9986,0.0092,4.8330,0.333,3,1,0.003317
8.701,3.9985,0.0092,4.8325,0.350,3,1,0.003317
8.801,3.9969,0.0059,4.8300,0.377,3,1,0.003317
8.902,3.9951,0.0048,4.8303,0.325,3,1,0.003317
9.001,3.9928,0.0073,4.8301,0.346,3,1,0.003317
9.101,3.9898,0.0062,4.8278,0.423,3,1,0.003317
9.201,3.9889,0.0049,4.8254,0.315,3,1,0.003317
9.301,3.9903,0.0057,4.8257,0.338,3,1,0.003317
9.401,3.9895,0.0079,4.8264,0.314,3,1,0.003317
9.501,3.9934,0.0098,4.8283,0.338,3,1,0.003317
9.601,3.9936,0.0098,4.8302,0.588,3,1,0.003317
