t_sec,x,y,z,solve_ms,best_inliers,n_neighbours
0.710,0.0111,0.0383,0.0818,9.433,3,4
0.812,-0.0813,0.0215,0.1013,11.108,3,4
0.911,-0.0123,0.0288,0.0469,9.930,3,4
1.023,-0.0325,0.0367,0.0873,20.745,3,4
1.109,0.0127,0.0250,0.0797,8.207,3,4
1.213,-0.0546,0.0141,0.0756,12.173,3,4
1.318,-0.0154,0.0401,0.0804,11.541,3,4
1.415,0.0501,0.0431,0.1018,14.046,3,4
1.513,0.0188,0.0342,0.1333,12.045,3,4
1.608,0.0411,0.0327,0.1264,7.074,3,4
1.708,0.0130,0.0262,0.0904,7.135,3,4
1.814,-0.0257,0.0129,0.1187,13.475,3,4
1.908,-0.0322,0.0098,0.0408,7.470,3,4
2.008,-0.0186,0.0146,0.0727,7.143,3,4
2.109,-0.0190,-0.0065,0.1019,8.481,3,4
2.212,-0.0317,-0.0227,0.0578,11.673,3,4
2.311,-0.0018,-0.0314,0.0660,10.784,3,4
2.408,-0.0390,-0.0262,0.0676,7.521,4,4
2.509,-0.0084,0.0012,0.0685,7.814,4,4
2.607,-0.0333,-0.0220,0.0579,6.303,4,4
2.709,-0.0254,-0.0224,0.0458,7.581,4,4
2.809,-0.0054,-0.0348,0.0187,8.093,4,4
2.909,-0.0103,-0.0675,-0.0264,8.090,4,4
3.009,-0.0030,-0.0358,-0.0520,8.455,4,4
3.110,0.0101,-0.0336,-0.0305,8.623,4,4
3.207,-0.0040,-0.0392,-0.0532,6.612,4,4
3.306,0.0333,-0.0518,-0.0631,5.512,4,4
3.408,0.0625,-0.0171,-0.0966,6.626,4,4
3.507,0.0445,-0.0009,-0.0549,6.340,4,4
3.607,0.0131,-0.0145,-0.0879,6.473,4,4
3.707,0.0141,-0.0108,-0.0730,6.458,4,4
3.808,0.0019,-0.0312,-0.0389,7.142,4,4
3.907,-0.0059,-0.0358,-0.0909,6.220,4,4
4.010,-0.0152,-0.0207,-0.0988,8.645,4,4
4.107,-0.0034,-0.0213,-0.1002,6.152,4,4
4.207,-0.0194,-0.0214,-0.0744,6.403,4,4
4.308,-0.0056,-0.0308,-0.0781,7.571,4,4
4.408,-0.0304,-0.0467,-0.0710,7.761,4,4
4.507,0.0270,-0.0481,-0.0738,6.147,4,4
4.607,0.0234,-0.0689,-0.0493,6.279,4,4
4.708,0.0281,-0.0440,-0.0713,6.895,4,4
4.807,0.0103,-0.0725,-0.0910,6.087,4,4
4.910,0.0299,-0.0919,-0.0023,9.579,4,4
5.007,-0.0093,-0.1425,-0.0518,6.310,4,4
5.109,-0.0100,-0.1306,-0.0369,8.197,4,4
5.209,-0.0217,-0.1210,-0.0233,7.576,4,4
5.310,0.0001,-0.1020,-0.0492,9.299,4,4
5.407,0.0011,-0.0600,-0.0149,6.237,4,4
5.509,-0.0045,-0.0646,-0.0480,7.882,4,4
5.607,0.0203,-0.0762,-0.0517,6.614,4,4
5.707,-0.0214,-0.0750,-0.0403,5.995,4,4
5.810,0.0337,-0.0333,-0.0239,9.332,4,4
5.908,0.0296,-0.0079,-0.0539,6.363,4,4
6.007,0.0426,-0.0345,-0.0432,6.144,4,4
6.108,0.0715,-0.0301,-0.0286,7.008,4,4
6.209,0.0209,-0.0410,-0.0035,7.701,4,4
6.310,0.0408,-0.0349,-0.0081,9.560,4,4
6.410,0.0258,-0.0240,0.0058,8.656,4,4
6.509,0.0151,-0.0295,0.0121,7.846,4,4
6.609,0.0295,-0.0105,-0.0005,7.894,4,4
6.710,-0.0155,0.0120,-0.0311,9.331,4,4
6.808,0.0269,-0.0438,-0.0123,7.143,4,4
6.906,0.0067,-0.0242,-0.0005,5.468,4,4
7.008,-0.0197,-0.0389,0.0023,7.631,4,4
7.107,-0.0287,-0.0804,-0.0091,6.352,4,4
7.207,-0.0068,-0.0735,-0.0250,5.757,4,4
7.308,-0.0410,-0.0569,-0.0355,7.246,4,4
7.413,-0.0151,-0.0530,-0.0454,12.021,4,4
7.508,-0.0326,-0.0518,-0.0624,7.693,4,4
7.606,-0.0543,-0.0288,-0.0399,5.759,4,4
7.709,-0.0403,-0.0267,0.0023,8.321,4,4
7.808,-0.0643,-0.0377,0.0163,6.981,4,4
7.912,-0.0974,-0.0887,0.0289,10.304,4,4
8.008,-0.0992,-0.0805,0.0054,6.681,4,4
8.108,-0.0484,-0.0665,-0.0290,6.807,4,4
8.206,-0.0642,-0.0713,-0.0509,5.592,4,4
8.308,-0.0493,-0.0634,-0.0790,7.591,4,4
8.409,-0.0227,-0.0422,-0.1206,8.125,4,4
8.510,-0.0068,-0.0318,-0.0487,9.423,4,4
8.608,0.0033,-0.0311,-0.0654,7.045,4,4
8.710,0.0269,-0.0217,-0.0664,9.069,4,4
8.806,-0.0050,-0.0716,-0.0856,5.545,4,4
8.907,0.0003,-0.0708,-0.0697,6.592,4,4
9.007,-0.0390,-0.1081,-0.0867,5.861,4,4
9.107,-0.0369,-0.0830,-0.0828,6.228,4,4
9.208,-0.0395,-0.0720,-0.0721,7.446,4,4
9.308,-0.0120,-0.0635,-0.0844,7.475,4,4
9.410,-0.0581,-0.0361,-0.0866,9.099,4,4
9.507,-0.0312,-0.0622,-0.0751,6.171,4,4
9.607,-0.0340,-0.0874,-0.0959,6.079,4,4
9.709,-0.0269,-0.0919,-0.0979,7.618,4,4
9.808,-0.0210,-0.1196,-0.0761,7.361,4,4
9.907,-0.0255,-0.1341,-0.1244,6.234,4,4
10.007,-0.0160,-0.1217,-0.1260,6.098,4,4
10.110,0.0136,-0.1079,-0.1150,9.138,4,4
10.208,0.0057,-0.1447,-0.1515,7.682,4,4
10.308,0.0641,-0.1327,-0.1661,6.873,4,4
10.411,0.0401,-0.1341,-0.1557,9.746,4,4
10.510,0.0287,-0.1818,-0.1768,9.132,4,4
10.608,0.0433,-0.1850,-0.1732,7.171,4,4
10.707,0.0070,-0.1811,-0.1244,6.169,4,4
10.807,-0.0145,-0.1789,-0.1625,5.816,4,4
10.908,-0.0002,-0.1827,-0.1384,6.806,4,4
11.007,-0.0011,-0.1853,-0.1297,6.399,4,4
11.108,-0.0100,-0.1659,-0.0823,7.591,4,4
11.215,-0.0052,-0.1730,-0.0684,13.050,4,4
11.313,0.0062,-0.1613,-0.0933,8.392,4,4
11.408,0.0034,-0.1536,-0.0842,6.858,4,4
11.511,0.0082,-0.1387,-0.0824,9.811,4,4
11.608,0.0224,-0.1300,-0.0977,6.905,4,4
11.707,0.0564,-0.1172,-0.0966,6.426,4,4
11.810,0.0337,-0.1071,-0.1255,9.044,4,4
11.909,0.0594,-0.1479,-0.0635,7.757,4,4
12.008,0.0662,-0.1115,-0.1359,6.562,4,4
12.107,0.0010,-0.1099,-0.0859,6.156,4,4
12.208,0.0627,-0.1650,-0.1091,6.930,4,4
12.311,0.0500,-0.1744,-0.0919,9.802,4,4
12.411,0.0601,-0.1537,-0.1025,9.880,4,4
12.507,0.0389,-0.1684,-0.1402,6.075,4,4
12.609,0.0269,-0.1657,-0.1280,7.981,4,4
12.708,-0.0122,-0.1282,-0.0782,7.445,4,4
12.809,0.0177,-0.1470,-0.1077,8.424,4,4
12.909,0.0311,-0.1206,-0.1060,8.572,4,4
13.007,0.0061,-0.1670,-0.1195,6.208,4,4
13.112,0.0666,-0.1412,-0.1234,10.669,4,4
13.207,-0.0001,-0.1843,-0.1107,6.646,4,4
13.308,0.0379,-0.1669,-0.0911,6.501,4,4
13.408,-0.0088,-0.1479,-0.0945,7.442,4,4
13.511,-0.0019,-0.1442,-0.0888,9.715,4,4
13.607,0.0354,-0.1321,-0.0621,6.651,4,4
13.711,-0.0210,-0.1229,-0.0287,9.619,4,4
13.810,0.0248,-0.1154,-0.0550,9.019,4,4
13.908,0.0272,-0.1245,-0.0383,6.543,4,4
14.008,0.0195,-0.1378,-0.0340,7.591,4,4
14.107,-0.0123,-0.1317,-0.0537,6.314,4,4
14.207,0.0141,-0.1384,-0.0571,6.634,4,4
14.310,-0.0127,-0.1190,-0.0625,8.832,4,4
14.408,0.0141,-0.1316,-0.0777,7.417,4,4
14.509,0.0091,-0.1433,-0.0778,7.773,4,4
14.611,0.0287,-0.1652,-0.1076,10.232,4,4
14.710,0.0040,-0.1632,-0.1374,9.242,4,4
14.808,-0.0091,-0.1787,-0.0893,7.023,4,4
14.908,0.0225,-0.1705,-0.1519,6.958,4,4
15.008,0.0229,-0.2088,-0.1599,7.264,4,4
15.107,0.0285,-0.2129,-0.1627,6.492,4,4
15.207,0.0128,-0.2474,-0.1564,5.940,4,4
15.309,0.0733,-0.2849,-0.1502,7.793,4,4
15.408,0.0864,-0.2762,-0.1740,7.521,4,4
15.508,0.0636,-0.2703,-0.1380,7.455,4,4
15.607,0.0397,-0.3044,-0.1308,6.116,4,4
15.707,0.0402,-0.3045,-0.1488,6.697,4,4
15.807,0.1060,-0.2783,-0.1215,6.236,4,4
15.908,0.0581,-0.2957,-0.1352,6.888,4,4
16.007,0.0468,-0.2692,-0.1140,6.488,4,4
16.107,0.0476,-0.2767,-0.1020,6.375,4,4
16.207,0.0753,-0.2990,-0.1180,6.211,4,4
16.310,0.0695,-0.3123,-0.1074,8.932,4,4
16.409,0.0791,-0.2925,-0.1079,7.565,4,4
16.507,0.0653,-0.2699,-0.0950,6.588,4,4
16.607,0.1180,-0.2722,-0.1215,6.289,4,4
16.708,0.1124,-0.2786,-0.1244,7.385,4,4
16.808,0.0981,-0.2744,-0.1364,6.893,4,4
16.907,0.0768,-0.2622,-0.1206,6.155,4,4
17.008,0.1009,-0.2398,-0.1432,7.618,4,4
17.107,0.1359,-0.2560,-0.1272,6.059,4,4
