t_sec,x,y,z,solve_ms,n_passed_gate,n_rejected_gate,trace_P
1.001,1.9269,0.0182,4.8620,0.483,3,1,0.052838
1.101,1.9434,0.0115,4.8561,0.623,3,1,0.022821
1.201,1.9604,0.0163,4.8633,0.402,3,1,0.014652
1.301,1.9728,0.0137,4.8700,0.349,3,1,0.010884
1.402,1.9720,0.0138,4.8736,0.571,3,1,0.008740
1.501,1.9805,0.0161,4.8784,0.379,3,1,0.007374
1.601,1.9819,0.0132,4.8829,0.625,3,1,0.006438
1.702,1.9858,0.0143,4.8853,1.149,3,1,0.005767
1.801,1.9866,0.0130,4.8898,0.554,3,1,0.005268
1.901,1.9869,0.0114,4.8934,0.708,3,1,0.004888
2.001,1.9921,0.0126,4.8964,0.661,3,1,0.004592
2.102,1.9991,0.0122,4.8980,0.417,3,1,0.004359
2.202,1.9983,0.0103,4.9001,0.399,3,1,0.004173
2.301,2.0016,0.0078,4.9003,0.328,3,1,0.004023
2.402,2.0011,0.0050,4.9013,1.015,3,1,0.003901
2.501,2.0021,0.0050,4.9013,0.401,3,1,0.003802
2.601,2.0003,0.0023,4.9013,0.453,3,1,0.003721
2.702,2.0026,0.0023,4.8990,0.389,3,1,0.003653
2.801,2.0081,0.0039,4.8960,0.477,3,1,0.003598
2.902,2.0047,0.0035,4.8947,0.540,3,1,0.003552
3.002,2.0062,0.0019,4.8941,0.368,3,1,0.003513
3.102,2.0087,0.0028,4.8924,0.801,3,1,0.003481
3.202,2.0107,0.0040,4.8896,0.427,3,1,0.003455
3.302,2.0097,0.0034,4.8872,0.550,3,1,0.003433
3.402,2.0122,0.0049,4.8868,0.398,3,1,0.003414
3.502,2.0123,0.0061,4.8840,0.368,3,1,0.003398
3.601,2.0128,0.0049,4.8823,0.492,3,1,0.003385
3.702,2.0174,0.0074,4.8808,0.554,3,1,0.003375
3.801,2.0139,0.0070,4.8791,0.394,3,1,0.003365
3.902,2.0128,0.0078,4.8778,0.467,3,1,0.003358
4.002,2.0144,0.0078,4.8756,0.370,3,1,0.003351
4.101,2.0140,0.0086,4.8739,0.340,3,1,0.003346
4.201,2.0157,0.0091,4.8740,0.464,3,1,0.003341
4.301,2.0167,0.0099,4.8715,0.356,3,1,0.003337
4.401,2.0200,0.0124,4.8704,0.385,3,1,0.003334
4.502,2.0220,0.0147,4.8700,0.569,3,1,0.003332
4.602,2.0219,0.0142,4.8687,0.631,3,1,0.003329
4.702,2.0238,0.0144,4.8676,0.760,3,1,0.003327
4.801,2.0250,0.0135,4.8663,0.423,3,1,0.003326
4.901,2.0255,0.0133,4.8672,0.325,3,1,0.003324
5.002,2.0264,0.0142,4.8669,0.607,3,1,0.003323
5.101,2.0319,0.0168,4.8670,0.565,3,1,0.003322
5.201,2.0355,0.0173,4.8672,0.454,3,1,0.003322
5.302,2.0370,0.0188,4.8666,0.745,3,1,0.003321
5.401,2.0360,0.0182,4.8662,0.488,3,1,0.003320
5.502,2.0326,0.0171,4.8667,0.550,3,1,0.003320
5.601,2.0313,0.0176,4.8649,0.489,3,1,0.003319
5.701,2.0330,0.0178,4.8649,0.499,3,1,0.003319
5.802,2.0337,0.0176,4.8648,0.425,3,1,0.003319
5.901,2.0336,0.0171,4.8649,0.387,3,1,0.003319
6.002,2.0345,0.0171,4.8640,0.454,3,1,0.003318
6.102,2.0352,0.0161,4.8628,0.581,3,1,0.003318
6.202,2.0341,0.0163,4.8625,0.768,3,1,0.003318
6.302,2.0313,0.0153,4.8643,0.354,3,1,0.003318
6.402,2.0269,0.0160,4.8653,0.386,3,1,0.003318
6.502,2.0269,0.0176,4.8640,0.623,3,1,0.003318
6.602,2.0257,0.0187,4.8651,0.602,3,1,0.003318
6.702,2.0219,0.0195,4.8653,0.563,3,1,0.003318
6.802,2.0194,0.0202,4.8651,0.461,3,1,0.003318
6.901,2.0189,0.0213,4.8663,0.326,3,1,0.003318
7.001,2.0185,0.0236,4.8675,0.461,3,1,0.003318
7.101,2.0172,0.0252,4.8665,0.328,3,1,0.003318
7.201,2.0180,0.0262,4.8656,0.737,3,1,0.003317
7.301,2.0121,0.0279,4.8641,0.516,3,1,0.003317
7.402,2.0116,0.0285,4.8630,0.356,3,1,0.003317
7.502,2.0141,0.0300,4.8631,0.489,3,1,0.003317
7.602,2.0139,0.0298,4.8627,0.384,3,1,0.003317
7.701,2.0084,0.0288,4.8642,0.486,3,1,0.003317
7.801,2.0056,0.0278,4.8638,0.378,3,1,0.003317
7.902,2.0025,0.0269,4.8632,0.325,3,1,0.003317
8.001,2.0034,0.0261,4.8634,0.513,3,1,0.003317
8.102,2.0027,0.0257,4.8639,0.350,3,1,0.003317
8.202,1.9980,0.0221,4.8628,0.568,3,1,0.003317
8.302,1.9962,0.0210,4.8630,0.758,3,1,0.003317
8.402,1.9960,0.0199,4.8636,0.446,3,1,0.003317
8.501,1.9962,0.0181,4.8640,0.334,3,1,0.003317
8.601,1.9977,0.0175,4.8628,0.470,3,1,0.003317
8.702,1.9980,0.0169,4.8631,0.650,3,1,0.003317
8.802,1.9978,0.0153,4.8631,0.564,3,1,0.003317
8.902,2.0018,0.0141,4.8629,0.357,3,1,0.003317
9.002,2.0012,0.0116,4.8638,0.569,3,1,0.003317
9.102,2.0058,0.0116,4.8640,0.517,3,1,0.003317
9.202,2.0081,0.0108,4.8639,0.396,3,1,0.003317
9.302,2.0086,0.0098,4.8624,0.609,3,1,0.003317
9.402,2.0098,0.0095,4.8628,0.380,3,1,0.003317
9.502,2.0131,0.0081,4.8629,0.846,3,1,0.003317
9.601,2.0150,0.0063,4.8620,0.502,3,1,0.003317
9.702,2.0165,0.0046,4.8626,0.555,3,1,0.003317
9.802,2.0165,0.0038,4.8630,0.594,3,1,0.003317
9.902,2.0200,0.0032,4.8609,0.584,3,1,0.003317
10.002,2.0218,0.0005,4.8606,0.462,3,1,0.003317
10.101,2.0204,-0.0013,4.8601,0.349,3,1,0.003317
10.202,2.0240,-0.0008,4.8601,0.344,3,1,0.003317
10.302,2.0223,-0.0018,4.8599,0.383,3,1,0.003317
10.402,2.0239,-0.0014,4.8581,0.392,3,1,0.003317
10.502,2.0230,-0.0014,4.8544,0.520,3,1,0.003317
10.602,2.0209,-0.0021,4.8531,0.598,3,1,0.003317
10.702,2.0167,-0.0034,4.8525,0.475,3,1,0.003317
10.801,2.0118,-0.0033,4.8516,0.483,3,1,0.003317
10.902,2.0132,-0.0022,4.8507,0.797,3,1,0.003317
11.002,2.0097,-0.0025,4.8508,0.370,3,1,0.003317
11.101,2.0075,-0.0031,4.8486,0.538,3,1,0.003317
11.201,2.0039,-0.0047,4.8475,0.468,3,1,0.003317
11.302,1.9987,-0.0050,4.8460,0.616,3,1,0.003317
11.402,1.9978,-0.0053,4.8457,0.561,3,1,0.003317
11.501,1.9967,-0.0050,4.8447,0.458,3,1,0.003317
11.602,1.9961,-0.0052,4.8447,0.617,3,1,0.003317
11.701,1.9953,-0.0051,4.8440,0.492,3,1,0.003317
14.368,1.9950,-0.0011,4.8415,0.375,3,1,0.003317
14.468,1.9974,0.0013,4.8391,0.323,3,1,0.003317
14.569,1.9989,0.0040,4.8362,0.811,3,1,0.003317
14.669,2.0015,0.0066,4.8347,0.433,3,1,0.003317
14.768,1.9987,0.0059,4.8320,0.314,3,1,0.003317
14.869,1.9969,0.0064,4.8306,0.350,3,1,0.003317
14.969,1.9955,0.0060,4.8293,0.328,3,1,0.003317
15.069,1.9963,0.0050,4.8281,0.336,3,1,0.003317
15.169,1.9959,0.0052,4.8287,0.360,3,1,0.003317
15.268,1.9922,0.0036,4.8275,0.319,3,1,0.003317
15.369,1.9969,0.0037,4.8281,0.384,3,1,0.003317
15.469,2.0011,0.0023,4.8288,0.364,3,1,0.003317
15.569,2.0026,0.0010,4.8264,0.422,3,1,0.003317
15.668,2.0035,0.0002,4.8281,0.375,3,1,0.003317
15.769,2.0052,-0.0000,4.8282,0.511,3,1,0.003317
15.869,2.0068,0.0009,4.8283,0.397,3,1,0.003317
15.969,2.0074,0.0002,4.8276,0.457,3,1,0.003317
16.069,2.0052,-0.0011,4.8269,0.472,3,1,0.003317
16.169,2.0087,-0.0001,4.8281,0.682,3,1,0.003317
16.269,2.0077,0.0010,4.8281,0.356,3,1,0.003317
16.369,2.0111,0.0024,4.8273,0.342,3,1,0.003317
16.469,2.0142,0.0028,4.8265,0.365,3,1,0.003317
16.569,2.0156,0.0033,4.8266,0.329,3,1,0.003317
16.670,2.0162,0.0040,4.8258,1.181,3,1,0.003317
16.769,2.0144,0.0037,4.8238,0.334,3,1,0.003317
16.869,2.0121,0.0030,4.8243,0.332,3,1,0.003317
16.969,2.0114,0.0029,4.8249,0.647,3,1,0.003317
17.069,2.0123,0.0047,4.8251,0.361,3,1,0.003317
17.169,2.0140,0.0053,4.8256,0.325,3,1,0.003317
17.269,2.0122,0.0070,4.8258,0.384,3,1,0.003317
17.368,2.0146,0.0074,4.8267,0.337,3,1,0.003317
17.468,2.0161,0.0068,4.8286,0.319,3,1,0.003317
17.568,2.0147,0.0065,4.8288,0.354,3,1,0.003317
17.668,2.0181,0.0077,4.8290,0.317,3,1,0.003317
