t_sec,x,y,z,solve_ms,best_inliers,n_neighbours
1.010,0.0073,0.0375,4.7457,9.072,4,4
1.111,-0.0025,0.0265,4.7047,10.510,4,4
1.209,0.0006,0.0192,4.6637,8.734,4,4
1.308,-0.0023,-0.0293,4.6110,7.086,4,4
1.408,-0.0011,-0.0102,4.6648,7.236,4,4
1.510,0.0141,0.0185,4.6298,8.837,4,4
1.609,-0.0187,0.0096,4.6698,8.195,4,4
1.709,-0.0090,0.0172,4.6730,8.507,4,4
1.806,-0.0140,0.0088,4.6989,5.836,4,4
1.907,0.0081,-0.0104,4.6870,5.928,4,4
2.006,-0.0226,0.0318,4.7076,5.702,4,4
2.106,0.0117,0.0291,4.6704,5.677,4,4
2.207,-0.0097,-0.0186,4.6938,6.387,4,4
2.307,0.0094,0.0289,4.6580,5.999,4,4
2.407,-0.0187,-0.0075,4.7018,6.198,4,4
2.508,-0.0173,0.0055,4.6976,7.289,4,4
2.607,-0.0003,0.0152,4.6872,5.897,4,4
2.707,0.0000,-0.0037,4.6943,5.895,4,4
2.807,0.0147,0.0634,4.6722,5.995,4,4
2.907,-0.0189,0.0299,4.7339,6.265,4,4
3.007,-0.0107,-0.0060,4.7066,6.090,4,4
3.106,-0.0019,0.0019,4.6949,5.502,4,4
3.207,0.0152,0.0304,4.7051,6.447,4,4
3.307,0.0199,0.0446,4.7498,5.857,4,4
3.408,0.0101,0.0264,4.7721,7.807,4,4
3.507,0.0237,-0.0026,4.7319,6.230,4,4
3.607,-0.0225,0.0010,4.7648,6.142,4,4
3.708,-0.0157,0.0082,4.7833,7.455,4,4
3.808,-0.0320,0.0292,4.8057,6.356,4,4
3.908,-0.0419,0.0233,4.8115,7.293,4,4
4.008,-0.0229,0.0055,4.7851,6.989,4,4
4.107,-0.0179,0.0065,4.7871,5.983,4,4
4.209,-0.0181,0.0099,4.7442,8.595,4,4
4.309,-0.0027,0.0349,4.7297,8.462,4,4
4.407,-0.0238,0.0412,4.7550,5.868,4,4
4.509,-0.0380,-0.0391,4.7602,7.952,4,4
4.609,-0.0635,-0.0170,4.7768,8.267,4,4
4.709,-0.0549,0.0070,4.7647,8.481,4,4
4.807,-0.0406,-0.0225,4.7434,6.734,4,4
4.908,-0.0502,0.0043,4.7831,7.134,4,4
5.007,-0.0771,-0.0069,4.7908,5.900,4,4
5.106,-0.0660,-0.0106,4.7756,5.703,4,4
5.207,-0.0535,-0.0140,4.7796,6.273,4,4
5.307,-0.0571,-0.0136,4.8053,6.324,4,4
5.406,-0.0421,-0.0447,4.7982,5.601,4,4
5.509,-0.0581,-0.0343,4.8096,7.831,4,4
5.607,-0.0495,-0.0279,4.8134,6.220,4,4
5.707,-0.0503,0.0096,4.8293,5.948,4,4
5.807,-0.0329,-0.0425,4.8065,6.531,4,4
5.907,-0.0203,0.0230,4.8236,6.420,4,4
6.007,-0.0284,0.0781,4.8429,5.854,4,4
6.108,-0.0198,0.0751,4.8825,7.647,4,4
6.206,-0.0254,0.0244,4.9262,5.355,4,4
6.306,-0.0280,0.0063,4.8744,5.385,4,4
6.408,-0.0415,0.0282,4.9298,6.480,4,4
