t_sec,x,y,z,solve_ms,best_inliers,n_neighbours
1.310,4.0084,1.9910,-0.0366,8.574,4,4
1.407,4.0210,2.0035,-0.0181,6.191,4,4
1.510,3.9863,2.0020,0.0327,9.368,4,4
1.609,3.9927,1.9942,-0.0297,8.379,4,4
1.709,4.0042,2.0119,-0.0130,8.217,4,4
1.810,3.9997,1.9905,0.0137,8.990,4,4
1.908,3.9968,2.0064,0.0632,7.362,4,4
2.008,4.0005,2.0007,0.0681,6.833,4,4
2.108,3.9932,2.0003,0.0645,7.521,4,4
2.208,4.0199,2.0217,0.0225,7.166,4,4
2.308,3.9916,2.0307,0.0348,7.683,4,4
2.407,4.0133,2.0445,0.0233,5.678,4,4
2.509,4.0215,2.0078,0.0498,7.979,4,4
2.609,4.0438,2.0206,0.0824,8.033,4,4
2.708,4.0681,2.0629,0.0566,7.320,4,4
2.807,4.0659,2.0711,0.0925,5.900,4,4
2.908,4.0711,2.0743,0.1057,7.927,4,4
3.008,4.0625,2.0472,0.0983,7.009,4,4
3.108,4.0649,2.0628,0.0963,6.716,4,4
3.208,4.0800,2.0931,0.1070,6.782,4,4
3.308,4.0702,2.1224,0.1244,6.644,4,4
3.407,4.1063,2.1515,0.1140,6.265,4,4
3.511,4.0962,2.1564,0.0909,10.099,4,4
3.608,4.1094,2.1468,0.0755,7.057,4,4
3.708,4.1256,2.1414,0.0416,7.240,4,4
3.807,4.1404,2.1678,0.0637,6.408,4,4
3.908,4.1020,2.1655,0.0839,7.327,4,4
4.007,4.1106,2.1983,0.0932,6.651,4,4
4.110,4.1084,2.1844,0.0720,9.000,4,4
4.208,4.1230,2.1951,0.0685,7.260,4,4
4.308,4.1018,2.1850,0.0632,7.028,4,4
4.407,4.1059,2.1687,0.0625,6.498,4,4
4.508,4.0934,2.1406,0.0724,7.041,4,4
4.608,4.0948,2.1416,0.0719,7.043,4,4
4.711,4.0945,2.1391,0.0665,9.545,4,4
4.809,4.0870,2.1686,0.0897,7.882,4,4
4.908,4.1049,2.1703,0.0949,7.332,4,4
5.007,4.1202,2.1736,0.0968,6.757,4,4
5.108,4.1379,2.2225,0.0480,6.980,4,4
5.207,4.1097,2.2119,0.1001,5.908,4,4
5.309,4.1268,2.2230,0.0755,8.092,4,4
